"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44"
"Australia";0;26105,0857476578;17660,1831729905;-854,890331462067;-31837,6553220188;10701,5778633678;56331,8801771981;-2258443,6690511;-113,543127344369;2599,13705689471;265652,10065368;22946,0673280852;31942,9476286251;192,194599004535;16925,9679175421;75768,9951197354;85317,3194673425;126,91780541242;410,094765369437;7680,46611178453;-290021,100275464;-796969,183785362;60180,5403321865;89780,6564012562;-673602,580617403;-268292,294748709;151,117689231926;474,473060953943;-63,8918379977014;-2444,06427305369;-61,8303589975505;5520,14968536543;9898,13450024466;3546,23182547052;1681,02082909555;-476,652145555648;-10020,4361240726;1573,10541922365;686,741245657262;50174,5422657414;-6894,18248598651;-336045,043321141;339193,987945682;-3981561,0089217
"Austria";-26105,0857476578;0;7788,00284003628;-25412,2424882115;-33951,0020132355;-19846,5125570786;-34378,5050563706;-233693,329635586;-831,019831556211;-15270,784671931;420631,177997815;-3984,36307183796;-16200,289161031;-987,390225691913;-695,105989546821;-33849,8465163184;-52338,9426464416;-21328,2734544298;-23533,3478706344;-76954,0123247686;-23261,5519888766;-69711,3078309681;11121,0805178224;-32442,8891341679;-12271,0533216698;-13210,9988728142;-1719,77610156826;114,453591657453;-2048,00314272119;-12446,4322525754;-1009,98123067922;20404,6788800848;-1662,35656574287;-50385,0801296289;-9194,37047667319;-54692,7593185254;-40274,1546001717;-9274,05312829802;-29478,1851833574;-13243,6449534882;-26525,7163327563;-6910,88848740398;-79702,7479715433;-884550,956086133
"Belgium";-17660,1831729905;-7788,00284003629;0;-4512,1940471784;-101439,569637757;-4536,34646585639;1634,33517928616;-494683,683417877;-4389,9781932518;3519,15408511176;-138675,831383972;-25395,418642484;-30657,1848153457;-2440,54762913294;-67,174895294258;-212923,025047161;-140963,191112594;-37046,5122016012;-2123,42736265368;-14718,4378813136;-95559,6586141316;-300690,70857052;208310,493094865;-101978,499448641;49352,4737252988;-1164,62475577465;-7897,91215090078;-89119,9452508638;-2123,13660437641;-6517,15158453475;-1685,2234141726;307467,315119062;24414,0863518237;-44099,6637574984;-20812,1704723908;-19979,9222177195;-24946,8375464032;-1063,17428356742;-1052,01533312068;-2773,06067319994;-58374,3122040378;-9494,42062024195;-10992,7861679841;-3286153,72751741
"Bulgaria";854,890331462067;25412,2424882115;4512,1940471784;0;-431,306408901066;3652,74880714462;8510,52751068151;-27510,3043595796;3095,6313519064;13675,4519709461;88895,8100887097;7055,695104258;39286,1642804556;68,8388631828282;4208,00847435086;32222,6439734738;13809,3933813211;55079,2932985097;1609,43442314031;13283,5243536386;-1177,70230431431;-8353,94760199328;2188,82134113137;61620,3362054916;3321,17513470009;3411,26460561135;766,300031523867;337,550385947876;181,536960737474;574,854289825229;526,471677751768;15262,3223273011;1859,74075646492;9882,70452883847;5132,39091969892;14411,7440589211;54857,639398473;5687,33882306538;4195,68166333947;4643,66231290473;25497,0046812416;1234,17813766115;13064,838479624;-119138,265369361
"Brazil";31837,6553220188;33951,0020132355;101439,569637757;431,306408901066;0;43410,3302644779;76821,0004715654;-141750,142275223;732,023292954182;9543,36046686194;457195,02037891;13007,6500080576;158635,299601731;641,973191413422;41361,2909471885;197642,087895744;140820,72813742;10980,4601468088;5327,4668725812;3344,90148782786;-90307,1191824647;-173103,170927694;24913,3409266998;192289,342496448;150932,257419755;167769,193033171;9408,60630316139;229,735384204533;470,429178046344;21745,7090033277;665,844803593421;220500,270736233;34537,8502734271;10496,304244385;39368,586553616;6935,38432394828;117884,570254215;1689,60263707835;11061,5015952789;41197,533953797;12289,6581679772;70288,1613968028;661720,438357059;-3401531,0569083
"Canada";-10701,5778633678;19846,5125570786;4536,34646585639;-3652,74880714462;-43410,3302644778;0;47534,7733272256;-1779077,02959639;13,9279543581478;-9,22302992589175;154936,790728353;21172,2970819604;7879,48565794869;-396,609076895638;15934,9183782735;43448,3923555757;5167,17381230707;-2550,05035143067;-4900,69350200914;-2516,73483434604;-115848,000688782;-321589,320957074;24278,0668978399;69234,9153253817;-31475,4305451119;-9202,24877149914;1612,84824545363;1462,77893016662;-187,202529298007;45374,3114854614;-365,106507610725;-12285,2739870708;77188,2026520556;843,592866363839;-263,341170767058;-585,262676016883;-12264,2559922998;1410,25882967318;1349,72432592832;33749,187710845;-15563,3483663286;-12714,549689171;-966690,284258268;-3798023,75738645
"Switzerland";-56331,8801771981;34378,5050563706;-1634,33517928616;-8510,52751068151;-76821,0004715654;-47534,7733272256;0;-343293,63465049;-3459,82393821722;-3512,2859382953;312109,108336806;-12053,9293596452;-59975,5476577432;-556,238229234404;5075,33119735851;-86913,2923655445;-63471,5862659193;-42274,3247619578;-5676,53165997818;-11272,3142365227;-22458,1032104474;-155752,479270254;84016,9656274;65796,4894504115;-104352,980238798;-46375,7765171464;-674,93091646573;1343,94659671461;-573,924678968955;-27246,1270429225;-1373,14401971424;46737,7398366072;-9377,39557904039;-27298,0979915061;-12309,5179998398;-15070,9207890469;-17484,9724382325;-4943,62233012661;-2024,62242494847;1216,04882453151;-14004,4322587355;-27912,4626769312;-183976,928679156;-1655129,31590046
"China, People's Republic of";2258443,6690511;233693,329635586;494683,683417877;27510,3043595796;141750,142275223;1779077,02959639;343293,63465049;0;17704,6466622936;144901,877902458;4158767,52234931;262595,215646859;934844,118802076;16718,1321629661;268782,117055904;1720572,587734;2053522,2153409;155748,438466615;54824,1669718869;95317,884080692;-12492,2443208114;-671512,291568532;219700,693908908;1451992,98103227;9231990,2931176;4096077,68127852;18986,355717717;15663,8832338165;14759,6538084833;593049,065088827;14381,5188652418;814757,210026453;258326,397030309;334153,568949887;81924,814084598;61870,5395189562;3409944,66473852;51754,8042290908;34309,8310016662;353215,478982482;326944,10022174;1696397,6998607;11617312,7040329;-1732877,85382982
"Cyprus";113,543127344369;831,01983155621;4389,9781932518;-3095,6313519064;-732,023292954182;-13,9279543581478;3459,82393821722;-17704,6466622936;0;-1912,74943328011;22535,2256121488;1191,17893331538;7847,93622960689;-4197,91760473787;690,533395012863;7691,61282681746;20385,1146743316;10967,0938105609;1887,36402858514;-4948,61278223537;-1250,83991974024;-8496,85942608548;156,309712867432;17525,7754611101;3667,29217147157;5752,13916044766;189,348851522464;-1020,27782583856;64,1554343531229;3,05618568417168;-20208,0137102956;1210,26844575316;53,410391727915;-173,383125910128;630,554084736333;-4826,77634791501;1887,97920775994;-187,608014972639;-97,0256828920255;-110,481231820558;6684,68511320182;137,997372391565;-15057,8659816407;-104411,136674193
"Czech Republic";-2599,13705689471;15270,784671931;-3519,15408511176;-13675,4519709461;-9543,36046686194;9,22302992589175;3512,2859382953;-144901,877902458;1912,74943328011;0;110207,024740057;-3064,87124224694;-6230,30842581505;-2025,95704275777;-4838,96443348314;-33897,3537455865;-48500,4303256857;-6498,22374423797;-7313,97757599116;-18152,4998850393;-14457,3421779047;-36879,4362359393;14976,718372058;11054,3202374018;42783,8446297282;15337,4170896814;-4971,79788018259;-159,103059575098;-1981,18260258096;-4569,76400581628;-180,058015740331;12592,9680242255;18905,064808183;-31974,2217229622;-4893,91203176165;-22081,9380113201;19592,2584147127;-75900,3789461697;1349,01181515826;-9323,66526740899;-14498,5996637481;8760,15281264628;-8595,16912836362;-457528,594519595
