"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Australia";0;1641743,81859429;74221,9905323734;6091751,64120529;73742,6497661746;4484226,28268008;9335575,07657065;393087,145443198;23,7493776756423;12,058829341734;4124055;165827,387863159;4124055;1237533,61625984;102624,689444514;257332,27600541;6494846000;3452719;1051033,76465345;87158,8555462811;220987,492365524;57958,1666573163;353243,858186454;227259,757580039;45837,4459074565;0;165500,630472095;0
"Austria";0;1199010,78260835;58542,5385340987;2399311,37202206;59216,841576938;1152164,454595;4107841,001817;182772,1276;22,4752048124486;10,924610045034;1899410;89759,8223215372;1899410;613850,96158735;56189,736664;74386,9253239996;2673229000;1605120;550859,885289445;50423,75728;67477,0021863737;30036,081576;225253,20196;93012,3052784628;9441,49441917155;0;88673,5991756038;0
"Belgium";0;2417892,00571093;122318,192499638;6240421,54373179;109150,10512808;4762553,21988494;5454030,07716465;265371,89224;20,5524030112129;14,1835368740318;1878100;107868,997443629;1878100;901761,445216912;63578,03792;82996,7613831007;2384262000;1650300;849598,895044778;59900,35508;78288,672931101;31463,54232;226834,93623;157502,894796371;16167,0314284306;0;96884,5300397279;0
"Bulgaria";0;212180,589584572;1207,10612088023;354617,33383544;4391,57569722278;-84891,3962354602;3508755,47814884;17110,1518;205,068635226769;142,448617791461;2208780;6569,30806192018;2208780;570614,714198768;4005,75816772138;14318,1403329596;2423580000;1453790;410343,822307966;2880,64446443904;11149,4319093255;2152,15540325784;12508,635969454;10540,8437380798;1257,6014769529;0;76956,1148123441;0
"Brazil";0;6164664,01597411;56270,1302175974;6463098,42667306;58295,1044105421;153878,588519096;70545123,9431464;662263,522375414;106,521228422961;59,2812669055678;41760786;290677,904696247;41760786;8578140,64873539;144702,384016184;649218,06177463;67334063000;32247890;7502732,40000104;126561,606923019;567226,425982683;110753,39021357;537720,224123804;371585,617679167;45079,1439187618;0;171334,919264928;0
"Canada";0;4787683,69132849;259792,695051827;10272513,5821481;222907,505922227;8117934,48023418;13429225,5982322;693727,073897745;19,3580820232074;11,4041562851625;6549309;331814,120577426;6549309;2411911,04329141;211494,036295299;398235,104916682;10247088000;5722742;2005853,16106387;175887,905330938;331161,707033111;112339,30848755;419597,063104579;361912,953320319;36271,5007575017;0;273152,509019773;0
"Switzerland";0;1129669,59919825;69896,1422920253;3282175,47668025;74806,4471669887;1801976,3937843;4808537,59975098;253802,49678439;18,945982252633;10,1453290317212;1910542;112015,531245409;1910542;781103,098980612;76991,4013176265;146743,117615484;2964138000;1609891;721548,815724123;71121,2828552009;135671,162038022;29953,9522586998;234785,414606575;141786,96553898;17826,3402706938;0;96201,0869745318;0
"China, People's Republic of";0;65442455,1428738;222838,305444129;19100633,6096872;203867,596824028;-44987569,0239607;1072061935,84003;2556130,70218808;419,408105744487;500,784271213567;575056464;865079,586831387;575056464;223651494,728147;446602,474526935;7031947,53906741;0;0;223651494,788639;446602,474647729;7031947,5396672;407439,832780632;1724484,52156771;1691051,11535669;146968,842735954;0;138449,912170598;0
"Cyprus";0;32652,7753566964;2243,22735988195;256212,664513841;3937,96186930197;102578,722464089;259472,886959746;8078,45212;32,1191340996332;22,7989532915954;125540;3547,92559327384;125540;43222,1022137767;1895,79327002306;2624,17167404211;160211000;91740;32890,1203226217;1442,61536492319;2033,47437948024;1583,0445032915;6404,83247333888;4530,52652672616;1653,03756186932;0;93014,2986946115;0
"Czech Republic";0;1292429,04662604;23037,8922715971;1121510,26782233;23649,1502088815;-214554,344133859;5307814,01117451;84922,1889064;62,5020866693004;28,5336679771731;2886850;31760,4373439259;2886850;455260,227427075;15955,194677084;809873,080430972;4613557000;2561830;405749,578841394;14220,0287452;721641,175231873;13621,181605528;113967,1834968;53161,7515624741;6323,4264699419;0;80647,2943515733;0
