"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Austrália";0;1290083,15411125;69596,5839248764;5474149,87502416;64747,5216373091;4535784,2749449;7865638,12742054;357600,20209;21,9956199170182;21,4630836618878;4232827,86;161837,5112;4232827,86;2047985,15403212;95418,9615199022;164624,558491957;6634977300;3547411,78;1768523,50538067;82398,3884720651;142209,012219755;58232,6381100978;320930,635773652;195762,69089;46379,9740789702;340596946,327704;192992,720584165;3696672904,48408
"Áustria";0;1351752,88780664;64936,9731872775;3067156,75134845;65296,5628051675;1689321,71129067;4458065,9941719;181174,82416;24,6064320185837;19,0835825241942;2034317;87039,32821;2034317;1164872,73104175;61040,5687488141;64917,6498581275;2576222000;1628534;976651,791513253;51177,5915384363;54537,6669991455;19926,7747811859;201548,902460894;94135,49595;13177,4428608983;123636625,0745;119914,296656617;1404333443,41536
"Bélgica";0;2544174,11203901;128193,651247143;6310037,11539299;120750,525505524;4305736,03961227;5608960,86881629;265940,36816;21,0910472434998;29,3556824380139;1915316;101308,74826;1915316;1984974,26659387;67618,0589834781;75106,3236859763;2425078274,4919;1688161;1805701,8655863;61511,1527180177;68542,2178544828;23197,7533465219;215506,06657572;164631,6199;21258,2459461514;103217082,237162;110572,716079977;1410176861,34469
"Bulgária";0;743712,490651124;5157,50083474701;392869,124720237;6596,14370203843;-455192,60304146;3365024,3588188;18311,25611;183,76807896762;111,110766104416;2109018,28587248;7378,1468;2109018,28587248;409163,420548356;3682,48221926439;280,298275987182;2269850437,19768;1360414,16861363;315048,214501989;2835,44273473845;203,194994117158;3060,82193073561;14509,3009708655;10933,10931;1589,34520595599;170745571,411234;121281,437821482;1882725537,39764
"Brasil";0;7390882,50309557;60310,0442822936;5621278,16382443;59196,84729389;-1688860,70293531;67417202,8757679;548785,90333;122,84791294143;68,9773534899771;41562368,4308785;248866,6103;41562368,4308785;7847223,41212397;113765,214452077;174211,215741633;71889488762,3172;35087333,0436227;7471891,11184189;108323,829978887;166326,979522989;104720,935197923;480588,818063011;299919,29303;49044,7828783924;4613590282,73401;208560,744288599;1853423128,8555
"Canadá";0;4494254,28288236;275572,215277132;11135310,6168641;220749,840527081;10617493,5108666;14269052,7173611;723346,11996;19,726452280065;19,0690323166912;6258292,91844535;332330,11495;6258292,91844535;3461724,3045047;181536,443329358;254974,871384807;10278779218,957;5585130,71909982;3286946,99975597;172370,938659477;242349,486025218;132643,896670642;714856,543397265;391016,00501;74045,9099215523;406339878,548084;344232,646390504;3808276942,23947
"China";0;68390276,8195448;253597,185066268;17798835,3114796;240269,027947404;-49624708,8608851;1061723355,67427;2692527,24027;394,322233697364;484,176184608347;568590784,317767;931851,4551;568590784,317767;236364016,140633;488177,699883834;3768299,83395033;0;0;236364016,140633;488177,699883834;3768299,83395033;433852,964166166;1618495,1342281;1760675,78517;190723,406009462;30743981887,93;186045,016679016;1678490084,00736
"Chipre";0;75481,5762914831;1479,93374957163;302458,136394099;3564,61002658788;75768,5125218322;303379,152054498;6287,41984;48,2517725513456;27,4176451656242;124700;3112,68745;124700;57236,2130392514;2087,5685236095;1812,49236426907;162351000;91600;41132,770139;1500,22986622395;1268,65029342522;960,847096390496;5578,10047984806;3174,73239;523,373011137268;15920035,0950958;125213,299146582;2878352476,60802
"Tchéquia";0;1636304,35268851;33026,9831181277;1748596,62454308;34556,8009899203;1329,82838155564;5769254,0729297;101639,00335;56,7622062670462;41,5328953183723;2955017;33531,31559;2955017;761538,90652201;18335,8010724848;468320,253640578;4833642000;2579878;649085,189450641;15628,2191375065;400739,62459601;11899,4672675152;93470,9309263987;68107,68776;8104,09442182165;271425889,653291;105673,490500538;1751954690,49728
"Alemanha";0;10950663,39584;583818,982701453;30215051,9170178;469877,19080249;27528940,711294;39967838,3356177;1831708,02592;21,8199831905761;22,4057677227941;19001000;821982,74847;19001000;13557608,8601738;605094,59117445;664070,791019497;24545994386,0431;17324000;12179025,2543841;543566,522917845;596462,240755777;153442,80457555;1397355,74656035;1009725,27745;151844,213221736;1267781490,40761;111631,329164991;2046320117,08128
