"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Australia";0;1764126,92831085;204908,866062175;9153998,34640152;196756,133416672;7692678,80742909;11882923,4483334;1066733,34587429;11,1395443803196;6,51913999198459;4972463;464069,962108747;4972463;1688316,85440247;258978,462876743;326153,268722868;7712068000;4308499;1479400,04716579;226931,780723338;285281,068849613;192245,245708776;999657,90266895;602663,383765542;215762,674429992;0;355587,752936703;0
"Austria";0;1467248,62942949;164210,543429559;2850794,76198589;155913,782876245;1691702,98159779;4328142,30245802;450401,76028;9,60951462482598;5,15267817267724;1960750;188173,208776647;1960750;572226,073825827;111054,107136;80595,0543766059;2737757000;1673930;517823,236068467;100495,93992;72942,9055481505;66485,719624;451586,78384;262228,551503353;22560,2703333951;0;186259,213559679;0
"Belgium";0;3130138,74394913;284874,296216483;7757035,78006719;267038,112060839;5289365,5107723;6417886,82506365;577071,90992;11,1214680783082;7,91439838817058;1941300;223067,070133496;1941300;1048754,08281725;132512,16724;92700,2880006357;2425056000;1729000;985746,3998474;124551,021;87052,3145695769;58928,63156;431654,2272004;354004,839786504;36149,9878438449;0;202722,998136806;0
"Bulgaria";0;911578,680208727;18543,053681736;861242,867565125;30915,0589650392;-509854,698349325;3927031,18584257;76526,079692287;51,3162467178934;32,5834083323698;2405620;25293,5054405063;2405620;410357,818774473;12594,0728664289;17969,4826521052;2805627000;1620250;307540,820845561;9438,57124179474;14109,5237878036;9145,46818204689;57198,3607956159;51232,5742517807;5518,39610107533;0;220810,934664698;0
"Brazil";0;8751760,08886219;202710,95477251;8831188,87841195;178985,460262045;960637,013327352;81892831,0183845;1816062,37198379;45,0936224888179;26,6767687856374;49068521;753563,128781633;49068521;9133815,65701624;342388,380332398;760078,220370363;87953321000;42666098;8614195,65676256;322910,00930369;719990,474581348;298893,047868204;1357821,98663861;1062499,24320216;167203,237154263;0;379041,816006477;0
"Canada";0;3590101,03883531;429312,960228095;11518856,4874389;407476,31490208;8739808,36185312;14064213,2143373;1368711,58560876;10,2755126516168;6,82209718109875;7311698;665667,148199662;7311698;2928712,06097711;429297,909899521;467008,327488287;11571194000;6574346;2484044,12182687;364117,375623018;395424,745030272;219673,516210366;999826,344776159;703044,437409097;145384,608279459;0;437086,91531835;0
"Switzerland";0;1367188,44860552;177345,459393301;3442313,26033687;160311,994750079;2707778,8167474;5115864,38054124;556578,866488686;9,19162528181481;5,48441613275948;2082334;234332,574341885;2082334;803610,086655662;146526,096343336;159882,56618921;3122312000;1775884;737400,021392544;134453,696353913;146853,119248253;76687,2549725996;440543,360188464;322246,292146801;45849,3471255215;0;192708,526222555;0
"China, People's Republic of";0;120249065,500491;1361818,90354851;46512141,0424618;1001023,8695411;-60336337,5524461;1220585807,45872;10963758,0433893;111,329144863305;130,829934880016;549090760;3088083,51457692;549090760;198965709,953763;1520796,52211273;11537277,29401;0;0;198965709,953763;1520796,52211273;11537277,29401;1493839,74622552;6709113,13569532;7875674,52881239;665161,382491683;0;344241,08005134;0
"Cyprus";0;38467,4554646573;4105,08871452278;392716,859604036;10909,71022651;101513,325934059;359230,640407421;20627,4288359537;17,415192327862;12,5110113896684;149020;9340,84368641181;149020;63598,1316205189;5083,37252998093;3578,75563474196;196156000;115330;50378,5202614325;4026,73442556651;2877,29963047643;3623,69296468649;16070,36783141;11286,5851495419;3042,18831683517;0;155391,30737413;0
"Czech Republic";0;2110711,36563304;129824,588008664;2281363,89981912;113909,518235884;761767,309879413;5959452,62791477;353080,1141142;16,8784714564447;8,12201821386104;2975500;121673,379461009;2975500;496646,658647787;61148,18331732;1054510,76502072;4458979000;2627000;441952,786791163;54414,1585446;939919,457045782;49350,830518482;352607,2307172;231406,734653191;25445,4908954394;0;209071,232194042;0
"Germany";0;12487334,4565484;1373077,25950619;29362266,4814453;1058962,07923146;28541743,8567587;41432234,7452492;3868011,3252;10,7115081270107;7,2142269349339;18724000;1578370,8867796;18724000;7332757,89835068;1016430,1684;722199,200187745;2,3734e+10;16891000;6743663,27917364;934772,8232;663747,330020026;472976,9224;3123152,6104;2289640,4384204;245734,519768516;0;179625,649285615;0
"Denmark";0;1384168,09015273;139666,600370856;3113112,02232902;111102,76669186;2789856,91459877;3754678,60561584;350396,946105;10,7155003699453;4,87749109037715;1457000;154126,627750425;1457000;488986,404517133;100253,674575;526368,654124566;1977649000;1361000;461570,361986662;94632,743235;496821,10647926;43810,188555;351612,357195;196270,318354575;30536,1453723186;0;166602,200263405;0
"Spain";0;3248294,57645583;279599,126753333;14080565,8221752;361839,557528635;7777711,35470262;23244479,5460369;1917056,8988;12,1250858858634;6,91731977368954;9320900;738284,74014971;9320900;3018367,61234954;436349,29584;297093,647165341;14276655000;8272400;2774631,2747316;401113,6344;273004,760170855;241533,59936;1644141,2722552;1178772,15865029;79557,1019883926;0;265490,135165949;0
"Estonia";0;271939,363667005;10234,5004779244;447191,315286617;12451,5013762338;92908,486751017;740269,202771135;26755,0166019024;27,6684262165062;14,1530452286712;367800;10542,0616456664;367800;90885,2230621732;6421,60196577751;4195,05119825051;663744000;341300;86565,2090366396;6116,36631113676;4006,49914142589;3213,89222014847;20812,1761976059;16212,9549562361;1444,93383603965;0;144373,483019417;0
"Finland";0;1032122,36236402;107227,192446541;2310762,51307615;84179,4068357087;2134677,02746378;3908850,57602127;344634,9144;11,3420039952321;6,19206827255655;1398900;140648,071059409;1398900;517752,396956655;83615,42124;58267,4243114174;1958400000;1224200;467012,929809347;75421,1532;52651,21326037;49312,54116;237934,2576;203986,84334059;23067,9848208634;0;219289,669466377;0
"France";0;5806056,90315306;608986,830587511;20067285,4418091;672340,567082273;11908154,9881091;27128694,761649;2505391,6068;10,8281255066145;6,02859047890255;12285000;1080709,34182156;12285000;4287898,24817652;711260,495;495032,787432955;15499677000;10985000;3911474,71460707;648820,76968;451440,852930926;307187,611;1363063,0631148;1424682,26497844;91588,0981238806;0;224853,938202462;0
"United Kingdom of Great Britain and Northern Ireland";0;3749497,13309288;481193,510246963;20396942,6141235;580441,915863279;12961178,3228337;22540020,1708658;2281434,80848;9,87975640903059;5,87146778102017;12229000;1074676,74470681;12229000;4428881,87763162;754305,7448;422109,754292324;16880158000;10422000;3776388,38396502;643176,2082;360662,051793937;238321,10428;2265815,70176;1206758,06377319;78934,6507288188;0;214012,046103547;0
"Greece";0;458078,461522956;52260,4568224554;2876682,21159644;89808,781983188;1023990,33511951;3856625,52505356;273530,123260996;14,0994544917953;9,96751714270447;2191720;133187,64406764;2191720;742916,89148505;74533,79621512;50578,5853968835;2691079600;1351410;510468,126818369;51213,1676835887;35584,6798834876;50601,5495135259;142305,538542173;140342,479193356;27053,4588080972;0;219115,045481575;0
"Croatia";0;409083,893397326;19593,886253379;780527,763692356;25203,8683860602;163078,881806242;1572405,82237261;70067,2265824125;22,4413880649773;16,9611234030908;1031280;29546,438460685;1031280;379952,871306097;22401,3977303448;116690,066789486;1482531000;763330;277561,160802775;16364,5505198196;86075,5752897877;4304,93325612101;60000,293288156;40520,7881217275;3773,07501890566;0;213443,13835381;0
"Hungary";0;1817995,95767068;99945,5523565176;1871869,84672927;94839,946657361;243505,415072845;4162291,84435415;198908,94852524;20,9256138309232;9,16299959462138;2226600;69815,9341097387;2226600;339033,808108449;37000,3080986121;6843251,81226481;3845257000;1949900;307015,80637613;33506,03731952;6136990,07619079;25892,6012480834;205823,025770899;129093,014415501;18577,0483101163;0;217129,411974027;0
"Indonesia";0;15429096,4513259;151805,477788316;7308846,88640444;133838,885711793;-7452937,50176908;121164753,215759;772284,04737036;156,891436030987;124,243110006855;77107304;362190,650329409;77107304;17199666,9794365;138435,579876321;1582440910,53395;48070410000;34057460;12602816,6485862;101436,744845576;1154510015,50468;215893,800331893;657639,382004867;410093,397040951;43126,4350521933;0;358303,333587639;0
"India";0;28576542,6303809;153741,786543242;10751299,4324657;266700,312484354;-22020729,2798257;569695891,239804;1898870,28119954;300,018330309493;324,496278990165;365406483;766587,132597746;365406483;117564379,132244;362298,080884333;18681513,5788442;418403429000;179557137;53149560,3707763;163790,970226772;8444589,90349956;339534,862497366;2009930,57980202;1132283,1486018;148126,120365082;0;417500,308663524;0
"Ireland";0;865088,546570737;130204,798184403;1875204,48847439;85192,8964761272;2681940,22930486;2543725,12066931;312305,2596;8,14499609749546;5,17900463958691;1079030;122638,434331835;1079030;396908,25567053;76637,9417073061;50046,3314304255;1520027000;849500;323645,278979316;62491,791666966;41318,1813545088;34861,7738499274;145353,327088515;189666,825268165;28126,8248553557;0;176173,207391272;0
"Italy";0;5426629,86715499;515758,098797504;17287969,176615;491308,574233563;12769439,3325678;29514471,4399153;2666264,32796;11,0695969377114;6,98217136078621;11791700;985279,425487655;11791700;4149376,95029336;594281,74072;412200,29352236;15429295000;9352700;3397782,76670185;486636,9774;337840,450339006;303530,90804;1972820,1246072;1680984,90247234;126291,917574816;0;276495,316933109;0
"Japan";0;8758350,85585092;720019,758785226;38482985,7071001;699712,289703083;30478891,3642757;79916111,2448398;5391703,95593657;14,8220510432231;8,72212950454829;31380484;2074557,94771991;31380484;12824836,0280887;1470378,99648256;154769759,79153;49517430000;26590137;11631975,0114804;1333616,40702706;140436396,517749;553852,061068705;6323547,60841444;3317146,00821666;427366,877890134;0;451459,244947279;0
"Republic of Korea";0;7411388,69675094;450469,659938547;16113163,8088555;389768,381969642;10956331,5057095;34819383,7302635;1682964,88760145;20,6893108625028;29,4114429022048;9885505;522624,203381043;9885505;9370809,04145782;318610,993436005;369065740,076251;13809396000;6392411;6885066,8748717;234094,835053317;273423481,828481;153822,397997572;1452818,55480873;1160340,68422041;178372,227708356;0;486719,563912702;0
"Lithuania";0;438955,367075559;18673,4773379898;792603,503912161;23781,0326229877;163944,199641389;1479422,58653556;52849,1796717737;27,993293287118;27,2113711440968;846500;23712,585861943;846500;352091,533458255;12939,1323793927;8672,44145614247;1414123000;738350;314469,144995432;11556,5343374346;7843,77948905247;8830,48456830926;43640,7151348216;29136,5938098307;4984,24499185331;0;227864,67667888;0
"Luxembourg";0;135775,041342235;15929,122079615;378754,208763859;20918,5697903571;57661,9613724634;300921,055324103;35114,5095343929;8,56970691928263;11,6495645418717;142740;14778,5527049281;142740;123107,625440762;10567,5731481876;7248,8511339016;212826000;134560;117275,210649817;10066,917971766;6928,75344477863;2932,16334293638;28419,0553653737;20335,9568294648;2920,70624062799;0;170372,064679998;0
"Latvia";0;240494,356639135;8402,56877495951;482135,535768161;13955,0953541389;35410,194895667;1065442,07707259;37740,7521535617;28,2305469890335;28,0821396172671;551900;14343,7653250953;551900;251219,598135231;8945,88523378617;5707,83572202441;960900000;477710;224302,395724117;7987,36844062262;5087,98607013505;4445,22973891611;41327,594051088;23396,9868284664;3447,6166251391;0;141799,816434462;0
"Mexico";0;5550237,87602887;281703,631041383;6858319,19519208;273511,798659882;1612340,94415023;36116641,4012082;1192001,60669417;30,2991549662186;40,5962204121097;23620792;560935,091323156;23620792;8502242,6617425;209434,340818741;2526337,71645652;34910639000;16891267;6938067,88587651;170904,281616496;2062985,44325277;345117,733952506;784325,776403431;631066,515371016;86410,2272376587;0;415421,438208498;0
