"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Austrália";0;1459702,13575309;141262,192956584;8425234,91359537;142925,31004378;6880238,64660613;9861059,49471989;765860,38521;12,875792618541;15,2048683950407;4752685,03635432;342334,8423;4752685,03635432;3019575,77367081;198592,693814811;190629,344592166;7476306459,16271;4041700,80487216;2631284,40472593;173055,388337604;164222,12600318;127558,061895189;606960,592606476;423525,54291;116843,799616775;332764905,222038;298257,304727823;5521563400,28309
"Áustria";0;1719911,34447399;130437,845584682;4039271,85683485;125476,327799191;2573815,44664308;4852440,91263783;327070,61174;14,8360651751103;14,1846018366895;2012437;143904,1972;2012437;1345431,87314618;94851,578397225;67962,3243494296;2553875000;1622366;1132062,58696038;79809,2607740466;56874,3554410118;36738,302172775;290363,005198411;183166,41454;22391,3357710347;119087664,605073;194296,553450676;2114939100,48601
"Bélgica";0;3028822,9977071;224005,799248094;8389353,16163529;210705,02111861;6042669,93872402;6099332,54171928;443135,63143;13,7640309402264;24,1902391402905;1893737;164601,38641;1893737;2562134,86924024;105916,062027383;73165,9741773634;2366969106,7675;1677805;2336068,48948424;96570,7067191973;66553,477966782;39794,0564426167;347473,245708649;278534,24502;37472,6697479068;95976006,9693606;173298,822088562;1892255908,66428
"Bulgária";0;885200,599744459;12431,8335338489;694377,197570435;19165,235247983;-536150,651766091;3804336,21181157;46479,68628;81,8494382447791;49,2743708942272;2215807,10283227;15565,6179;2215807,10283227;353876,04510753;7181,74658925962;318,734010268711;2442290162,50337;1465767,11384001;263792,950824161;5353,55289244426;206,081532381105;6418,49887074038;34997,3204509802;30914,06838;4591,78257366934;196145816,381999;176821,192341599;2416815286,63551
"Brasil";0;9015757,95759235;140518,426281192;6219280,90223131;97600,2409516151;-595387,691238419;77733447,1870638;1125487,86234;69,0664464612247;41,5943469235859;47415835,1985912;493360,18829;47415835,1985912;9247635,51689006;222329,143281878;204612,153042868;79039762531,8229;39696189,0967992;8793721,75273758;211416,271756659;195110,866898213;208674,743228122;834143,481243752;632127,67405;101352,847653142;4540087276,44941;331224,263700107;3940730481,92822
"Canadá";0;4539813,83084912;399417,016597933;14922783,376403;344554,781645554;13196617,9073931;16078150,6478311;1241645,69137;12,9490649060207;14,3043901078388;6703091,88395051;584652,55624;6703091,88395051;4554246,00154657;318380,998225912;293773,536309489;10941613929,4618;6009129,3131499;4342507,82109795;303578,676781072;281013,07331148;235669,084024088;1306002,84170191;656993,13513;162295,419911351;405681270,496836;426016,527269509;5060781338,0081
"China";0;131390098,645075;950291,324035531;38721977,1059696;746259,046556487;-82204182,4781183;1261859549,10829;6598470,67589;191,235152975518;235,3097117046;565188450,721122;1895316,52531;565188450,721122;208556328,412793;886305,656073423;5478185,27314594;0;0;208556328,412793;886305,656073423;5478185,27314594;971868,290446577;2576816,5758417;4703154,15058;552914,508349984;35140876965,9437;293977,86243738;2380523200,236
"Chipre";0;53323,2721216827;1989,08363323835;297896,226364772;6169,12062427213;30196,8129419128;292458,187178337;11693,71933;25,0098517781286;16,8251339477058;140200;5737,65693;140200;68699,5887857793;4083,15256207199;2366,6823748396;178793000;106000;49595,7271859067;2947,71663275045;1724,61164052593;1441,23214792801;9888,58704912444;5956,0624;920,366640697269;17653265,1058637;170397,560873965;2332565266,68076
"Tchéquia";0;2326721,18932585;94863,9448080176;2790932,83687637;87701,833256168;831525,583132315;6411913,66829236;241340,81449;26,5678794605959;22,2863413420799;2928424;77335,80042;2928424;925267,257860822;41517,2344198901;641761,342367758;4708813000;2517179;781138,302825865;35050,0914814115;548482,933932839;28037,5565401099;179382,237679874;164005,01407;20814,0822150196;288867889,646338;186047,093463808;2805955703,58225
"Alemanha";0;14749728,1921186;1152522,05030276;38149870,1729219;887052,337514031;37014943,1852069;43365105,270223;2966832,07031;14,6166362782009;16,6723323651655;18216000;1280504,79192;18216000;14268512,9129463;855819,845743859;660154,803985211;23081803303,3033;16428000;12740926,5889913;764195,813155192;586216,965453308;312854,943556141;1894922,44914513;1686327,27839;235377,204376668;1151486476,69888;184853,230187843;3123275472,46597
"Dinamarca";0;1311729,53924526;112249,983532076;3383254,61143795;84788,6504005164;3479898,88428039;3401735,18673612;263818,87704;12,8942069077959;15,0507633518518;1437947;122541,03149;1437947;1201083,68591889;79802,1773275113;380978,462480314;2131222000;1348594;1126033,62534043;74815,715257518;352488,036754814;30889,5993924887;181304,646624874;141277,84555;18443,2655122509;59358322,0944521;158437,032244448;1863974720,9497
"Espanha";0;3931417,80996264;238397,804667586;15985820,903845;326508,649113531;7535576,37545225;23766439,6470514;1418424,92481;16,7555146778283;17,7014899772705;9741300;552356,84144;9741300;5966555,79531756;337065,173777964;184138,740038622;13840498200;8412800;5313634,19885396;300180,052960339;162841,960508702;166555,976422036;916860,756038355;866068,08337;81473,6600755887;516551529,949082;223272,511628721;2400700574,69583
"Estônia";0;326164,939142121;8173,85154062859;553034,553802849;10531,3898473143;105961,602066321;836803,648325116;20305,26502;41,2111660449097;33,5192938037818;378824,646386752;7476,55264;378824,646386752;141295,056656341;4215,33512858196;1741,83691327847;675467342,538823;351610,532973462;130446,558111582;3891,68575194935;1612,53260694207;2416,20016141804;14585,8572361052;12828,71238;1401,3453405651;28260408,9097774;158734,271726532;3583555997,59363
"Finlândia";0;1021047,37282983;82255,5688128289;2285949,87755727;62439,3829152441;2281189,55604858;3589970,65180835;252221,15629;14,2334239705121;12,8052217131482;1357000;105916,01895;1357000;868433,419789662;67818,6945328694;49017,2533662252;1897300000;1183800;742846,662844713;58011,2300657764;42374,0984272576;28410,4875871306;184096,431667276;146305,13734;18384,4769145647;83468413,5995077;196745,369054673;3324082076,49122
"França";0;5791656,85234596;504304,398357651;21438597,4628028;504792,268869533;15621919,8276226;25876640,0795707;2010193,10359;12,8727135882407;13,8293886725732;11678626,0749534;865190,47103;11678626,0749534;7849894,27809375;567624,098501323;398944,320380864;14977045292,0002;10372458,5271585;7126022,63867099;515281,102251723;361337,331094578;224464,787778677;1519904,74099433;1145002,63256;135743,913981189;483965037,537691;212080,916187661;2380283149,46518
"Reino Unido";0;4596370,11577299;414337,862962066;24698385,0061662;510964,869820212;15146430,7842801;26287919,4497851;2076466,38289;12,6599301902484;13,6313018544998;13237493,2772617;946550,475;13237493,2772617;9397251,46299826;689387,6728213;290614,345705426;17225574826,5714;11149128,6512279;7998287,43797499;586758,882119151;249521,516272362;187553,804908701;951182,793976555;1129915,90789;81567,4098306556;498007143,718912;217644,082987278;3095542467,74575
"Grécia";0;440186,448106415;33427,8804134126;2818864,42015721;66999,2612876951;656946,05785524;4267290,84756807;198347,96455;21,5141650545769;15,4160170488849;2162873;100468,60411;2162873;920820,934339199;59731,4423965173;30426,6840094789;2648554858;1306937;612367,514651504;39722,8099002264;19061,6393068674;33112,3671334826;178131,538873604;97879,36044;21126,4321144008;129882517,731601;205601,862500341;2107821153,58764
"Hungria";0;1598512,9823543;67346,8438389471;1809791,57385555;72157,6702888647;-35448,0314963893;4413420,55501114;149084,45899;29,6034917717827;19,5645047405872;2465404;52652,976;2465404;576337,352734223;29458,3154736645;2880211,63102374;4182729640,99306;2144843;508067,051642468;25968,8174262068;2479045,89784184;16562,7489563355;109429,83590798;96431,48299;16253,8551033042;237372321,551526;200462,821859123;2921761138,7213
"Indonésia";0;12724956,4587784;104331,475931056;5922888,00225309;74428,9954204555;-5268498,68167729;106986449,014813;505870,55659;211,489772672269;182,912524990366;68175942,3322169;243104,7843;68175942,3322169;16684331,7672631;91214,8130268386;183325816,944606;39447104069,0015;26897206,2211651;11939862,0633395;65276,3503427029;128372261,270632;148909,730093161;378772,056334055;262765,77229;28236,0660507519;2690871885,10507;286749,865080823;8211860763,50332
"Índia";0;46400007,8178461;147176,506903963;14691704,8595158;194803,496846478;-34150886,6836818;588271586,597616;1393476,56444;422,161090907206;516,189969967689;387641311,663808;566367,2067;387641311,663808;131004774,590618;253791,786382092;6443898,88296613;381829102850,99;164214412,307769;82361406,7393163;159556,387243386;3968663,68463244;265504,210617908;1299967,86633137;827109,35774;111640,426994637;47337840705,519;296531,311562816;3851080081,1903
