"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
"Austrália";0;54041377,2956529;64215578,9367227;-16843644,2237277;-50906235,572397;46711404,8777673;-3305655860,85211;-598250,882344577;-3697859,29698506;476051365,40826;61594828,748818;23279891,7089813;-219047,982375817;18808446,1933301;168521921,704957;209601639,112635;3242997,55267182;2117526,94967993;-735308698,144026;-961841942,079899;72010747,8915569;140866224,003608;-319263570,218494;-348380317,799758;-3466515,98612694;685980,999251448;-17980,2771058899;-6544002,23193957;-313708,533701211;59582260,1908446;-777363,838569227;-93684,7307312731;-5102690,310375;-11584366,5605187;-1253193,61866385;749675,944653883;95819504,1569135;-25070634,6669908;-162625589,284654;422498222,644884;-5283549920,55517
"Áustria";-54041377,2956529;0;41679948,9578059;-38515609,2413427;-52228008,4955145;-31221119,7833911;-446556960,166611;-2332124,83640571;-71526405,1864492;1132182392,89137;-2582374,41430732;-57385492,9422768;-3456940,62810878;36588699,1635832;-6797779,45587122;-219114967,831872;-50602667,9491124;-185890290,35887;-44218488,1042078;-234931714,699848;45915424,4225158;-170279071,031927;21988590,5835917;-18113610,5893405;-7628950,81874904;725879,813615605;-6738063,39620341;-23315494,3435411;-512580,434880484;86804121,4049675;-136062406,412129;-3050627,90098274;-114387421,066187;-157807842,813049;-21456457,0862965;-35956783,4508335;16973270,9694017;-81904246,3709059;-8267916,49249875;-228713058,639096;-2495904225,37147
"Bélgica";-64215578,9367227;-41679948,9578059;0;-21159931,8630254;-215581133,299567;23797933,1064253;-1028024485,31725;-6681244,58553856;-63938191,3567038;193064444,185407;-55345833,7319408;-242877510,816669;-4311624,06377186;4925820,4643811;50863684,0632701;-693802452,492647;-145816911,998765;-35712901,7104651;-207334001,653257;-1379369024,43572;352289894,599079;-616775635,529535;163988114,925618;-30598827,3706325;-14904042,447777;-151407418,921031;-7321858,69837882;-49527831,3192325;-3301614,60824622;302842040,133539;-97004341,4956325;-34984470,6807951;-51717440,9258217;-163575477,129197;-21756715,2375808;-11780590,0980283;4361549,89518076;-113310391,009279;25849829,8213172;-217993073,159866;-4535735829,41038
"Bulgária";16843644,2237277;38515609,2413427;21159931,8630254;0;-11683956,9313026;11918104,04196;-62801463,7182974;4003611,1329025;17312920,5861522;251366774,225695;22338912,7711077;33603632,3968107;1152735,64791267;5315799,63542703;100015025,799917;53980423,8534431;53456978,1742;8985609,41473212;340337,246623927;-34076516,091241;3759020,1188488;141535180,479856;13693300,2983999;4720284,65776239;1438641,85234884;445562,268085196;835229,885697513;14117146,6918745;1784004,59518271;30102324,3103155;15237362,9102862;4142673,44976036;652574,00219842;-3929761,88243765;4721506,36746307;6823730,33049332;14901573,3858881;47979128,4051591;3908057,89621476;63172605,088045;-102585922,772516
"Brasil";50906235,572397;52228008,4955145;215581133,299567;11683956,9313026;0;275653201,186039;181037819,708399;5707190,07527198;25258877,7588777;1271154614,68452;55384903,2933868;432769588,951662;1861399,39067956;81722730,4179667;573744396,057347;449078774,08735;34075184,587034;42841082,1610523;-6756906,58562724;-192532905,481474;42477106,2299842;416432323,59937;534563185,262682;180694065,26823;4133642,28563672;1107698,15068829;2103108,62234112;33479287,4215174;2305053,39332329;632292623,75433;15661705,8628794;109102217,276917;33772221,4459919;378729356,068086;3209502,66776506;13254461,3009999;124705684,384939;43553064,0975492;96121632,8907743;1730209829,31275;-1071572802,36104
"Canadá";-46711404,8777673;31221119,7833911;-23797933,1064253;-11918104,04196;-275653201,186039;0;-4138936364,71198;-651775,059537518;-7499929,2010088;371987224,239714;56948355,7504596;38588590,4923401;-5535948,31394482;65736127,6933318;239049190,53074;55787675,1093491;-4478033,99489057;-16612417,5839416;-244093014,652294;-2347440038,89565;63167605,3904567;205922982,285529;148842261,093323;28599875,2047465;-740869,244776379;3250147,87907989;-1060372,91193297;-230758204,341641;-20275,0082652539;67440345,2167833;-11118786,6268911;-12327768,4468499;-23309647,5444;-74691786,6270365;2517673,8974724;-1099639,4628364;102024537,121335;-25226634,1537528;18743738,7483629;-6954790521,10108;-6162640709,59842
"China";3305655860,85211;446556960,166611;1028024485,31725;62801463,7182974;-181037819,708399;4138936364,71198;0;50052045,6632988;380694512,318532;8378309999,663;459879040,630123;1719993041,67715;66685429,0091945;428071684,761492;3484745159,5399;5183677169,22671;356871893,204068;369195554,823235;725172369,227936;-547232110,879914;420515799,80191;3274167625,45287;25873904615,7034;9825998882,36889;55883829,0485992;24845513,1726542;16283401,7969754;1600038369,65216;29226980,4016741;1990544162,36626;556453264,315666;113021809,164466;89014751,106153;1943295291,74346;116768335,277101;54849641,3066666;690419816,895393;656649204,11116;4516507382,63357;38488213354,0305;9714912635,74319
"Chipre";598250,882344577;2332124,83640571;6681244,58553856;-4003611,1329025;-5707190,07527198;651775,059537518;-50052045,6632988;0;344271,289401923;31435918,6052173;3003252,97179602;12995981,7622239;-25755,2670166169;2628423,25821379;22704708,3573211;40826248,5683681;14556572,3791451;303429,19158041;-4974318,02986908;-42833281,2813317;2669488,60234682;37868534,4421039;15654801,3726426;865169,113606554;-164306,448842582;214478,480044076;-85221,5133450901;76800,4517999009;-123813,866159385;7490350,45991738;326494,731772997;-233095,601727042;-4110962,11765081;-17865437,7895948;130765,830277137;304431,574121362;5260221,09716302;-658917,561219738;1613127,32921513;12048192,058219;-181430882,260016
"Tchéquia";3697859,29698506;71526405,1864492;63938191,3567038;-17312920,5861521;-25258877,7588777;7499929,2010088;-380694512,318532;-344271,289401923;0;620938719,657855;22614802,2335773;29182960,6407049;-3185887,54116266;11740461,1217993;137549943,714176;36645136,1549586;-9896151,39134701;-11284575,7829277;-22311504,2054862;-134425127,080665;18817590,1228547;146285195,956512;61262577,232714;8492227,55684399;-4931379,52316119;4936371,3521285;-3548368,16068723;-1595675,31875642;-86397,7972829404;59097206,4949734;-45715008,7172799;1353730,93643644;-30426027,1145266;-82316572,9904672;-11241568,1745738;1138845,78761338;26216876,1170775;-14512090,8713467;21687959,1269563;36950845,5578858;-858465367,699124
"Alemanha";-476051365,40826;-1132182392,89137;-193064444,185407;-251366774,225695;-1271154614,68452;-371987224,239714;-8378309999,66299;-31435918,6052173;-620938719,657855;0;-88056632,9470639;-1586416606,40642;-49997131,5599612;-67602687,5525618;-1058016035,27552;-1900941133,80184;-517553243,687175;-396013906,723329;-904179036,342126;-4197062821,19328;1005187753,80106;-1785529555,57779;96091042,5616202;-369059439,569784;-131360466,791498;-57576682,467493;-77399657,9671121;-653526129,285737;-9527068,48281516;412609194,728428;-790446389,198551;-320389037,63407;-631419241,7275;-1415246513,04569;-58909700,146041;-59249575,7482319;-421237419,593858;-952728397,565728;-224979093,532792;-3652169279,41386;-27061018358,7966
"Dinamarca";-61594828,748818;2582374,41430733;55345833,7319408;-22338912,7711077;-55384903,2933868;-56948355,7504596;-459879040,630123;-3003252,97179602;-22614802,2335773;88056632,9470639;0;-81263621,4510083;-11836344,0069447;-64212388,1723387;-61107931,6235843;-154883160,372342;-33436715,203976;-21196531,5906995;-76074075,804907;-245876894,20645;-33241582,6217542;-13259233,2651376;-204144756,663062;-2886781,85179588;-24076543,9875301;5536782,23731952;-17240450,5454476;-5263993,87302501;-1867438,46552954;122594891,059132;-76500496,92577;-12807883,7002858;-12661549,4683927;-95186616,9437733;-7768257,23423869;-1565824,02872659;-107469595,862119;-36564802,5992126;-3360352,94805137;-329686684,565792;-3608269533,29199
"Espanha";-23279891,7089813;57385492,9422768;242877510,816669;-33603632,3968107;-432769588,951662;-38588590,4923401;-1719993041,67715;-12995981,7622239;-29182960,6407049;1586416606,40642;81263621,4510083;0;-5252937,36335923;96833638,2397495;760275656,369936;-218890414,694948;-142564991,186704;-16110878,6827688;-214625320,327276;-1514214989,02476;155018788,851963;420124527,29633;265620280,430729;75144974,3857042;-7609500,57051613;8886620,23369503;-5077564,66768997;-87619082,9595249;-6738159,10576034;274563692,918537;-78427294,7588878;-748933411,272298;-70486255,5018237;-126419890,372002;-38845548,2111504;-14178407,269678;136988757,697453;-146560254,396153;3916055,49547639;-157286905,270542;-8496265381,29733
"Estônia";219047,982375817;3456940,62810878;4311624,06377186;-1152735,64791267;-1861399,39067956;5535948,31394482;-66685429,0091945;25755,2670166169;3185887,54116266;49997131,5599612;11836344,0069447;5252937,36335923;0;44248457,840963;13855978,9213355;20161596,0911934;990456,076456809;713979,519721039;-3426327,56054717;-17603101,4455622;2768839,69682369;19114173,7726141;17555869,3939972;2665054,16094261;4962058,17904358;385194,21167822;3135780,89775161;-330620,750496781;105816,967776297;10289728,2314399;5775799,65787848;643139,486545698;-587457,926298104;-73982488,5847352;874545,162293791;537821,326533804;26497016,7147391;505425,334456881;2940154,40216386;15771613,4821279;-369603417,641957
"Finlândia";-18808446,1933301;-36588699,1635832;-4925820,4643811;-5315799,63542703;-81722730,4179667;-65736127,6933318;-428071684,761492;-2628423,25821379;-11740461,1217993;67602687,5525618;64212388,1723387;-96833638,2397495;-44248457,840963;0;-30217089,7751055;-195172553,063369;-37521047,9514524;-25119893,4148401;-29192962,7319247;-139919997,62395;18567150,756111;-78271487,2030995;-13076347,2364273;-17506964,1183245;-22207019,135393;1549651,1903301;-33471439,6380486;-30350000,680449;-50692,4222492942;-29173743,2272183;-72939881,7279209;-16049292,9804918;-11064217,5115589;-600977165,241923;-6235586,24337748;-5057594,15950563;-17126057,9709698;-34852304,4364136;-37894472,8944678;-263714787,991398;-1436312425,38181
"França";-168521921,704957;6797779,45587122;-50863684,0632701;-100015025,799917;-573744396,057347;-239049190,53074;-3484745159,5399;-22704708,3573211;-137549943,714176;1058016035,27552;61107931,6235843;-760275656,369936;-13855978,9213355;30217089,7751055;0;-723289637,426979;-280973291,226348;-108127937,639705;-457013331,717227;-2258347506,65205;398806604,154731;-244957425,596582;6598243,56164086;-143219260,329383;-21840058,7202204;-15168934,0626744;-13915427,0929509;-218346044,14691;-41009051,5367434;355172102,500429;-356541203,71309;-211562698,793045;-327572815,512177;-422219166,175393;-55246605,0848813;-74318653,3602373;34410019,2082233;-385130845,764006;-125587214,248444;-1201088614,49935;-16334497185,8974
"Reino Unido";-209601639,112635;219114967,831872;693802452,492647;-53980423,8534431;-449078774,08735;-55787675,1093491;-5183677169,22671;-40826248,5683681;-36645136,1549587;1900941133,80184;154883160,372342;218890414,694948;-20161596,0911934;195172553,063369;723289637,426979;0;-63752936,8183151;-45572095,3287495;-542450911,068209;-4260153743,71015;-145116749,937703;458348420,748775;414899004,165545;-125751658,169902;-33902208,034788;23839580,8950556;-16054423,3147346;-105602937,33818;-7541186,12791812;719246206,398143;-129093408,864266;3087737,29191989;-194460896,26999;-343065781,80922;-30207924,8707829;-9798484,17854372;60744729,3051759;-316429002,783216;8550049,38903153;-2276611339,66874;-15300536403,5944
"Grécia";-3242997,55267182;50602667,9491124;145816911,998765;-53456978,1742;-34075184,587034;4478033,99489057;-356871893,204068;-14556572,3791451;9896151,39134701;517553243,687175;33436715,203976;142564991,186704;-990456,076456809;37521047,9514524;280973291,226348;63752936,8183151;0;4174629,44935529;-42648861,2197271;-298818224,92934;28619310,3815212;447637553,788399;115277186,317806;211205931,701474;-2242336,281677;6932707,75740067;-253147,880499188;-827348,105627955;-1932207,26855869;136627928,69344;313729,797666747;3709940,60746788;-69884419,4574429;-56492446,9684707;1615168,9751842;2300309,38376275;41505527,3473813;-16286304,4599567;5585060,10607879;92622546,6009288;-1940682933,95931
"Hungria";-2117526,94967993;185890290,35887;35712901,7104651;-8985609,41473212;-42841082,1610523;16612417,5839416;-369195554,823235;-303429,19158041;11284575,7829277;396013906,723329;21196531,5906995;16110878,6827688;-713979,519721038;25119893,4148401;108127937,639705;45572095,3287495;-4174629,44935529;0;-20487451,6939216;-107773156,94318;13664280,9299664;218928374,693143;107123987,943957;44802103,6697457;-1534508,49394871;3370985,16109482;-1124904,15267102;-2425231,77595955;1565051,61592052;59926541,8194545;3446832,49733883;5425811,39624647;-70849826,9799387;-46252471,8800581;8238610,44712959;9538715,46133751;25894975,2514695;-11972419,0456088;30930275,5201626;-13370924,1359439;-627282718,358686
"Indonésia";735308698,144026;44218488,1042078;207334001,653257;-340337,246623928;6756906,58562724;244093014,652294;-725172369,227936;4974318,02986908;22311504,2054862;904179036,342126;76074075,804907;214625320,327276;3426327,56054717;29192962,7319247;457013331,717227;542450911,068209;42648861,2197271;20487451,6939216;0;-1113672517,65425;22002793,2643085;285035860,303004;2397351454,86974;451606187,336127;2647352,41617602;13525174,8456798;631011,682702894;87865148,4849058;1364988,554734;428607456,372547;56485573,6239056;25447906,2673424;9742745,3043252;71394502,3539579;15027817,4247754;5522035,62459969;59197886,2945786;134459700,030796;242452393,006505;2889759876,13226;1289883467,82306
"Índia";961841942,079899;234931714,699848;1379369024,43572;34076516,091241;192532905,481474;2347440038,89565;547232110,879915;42833281,2813317;134425127,080665;4197062821,19328;245876894,20645;1514214989,02476;17603101,4455622;139919997,62395;2258347506,65205;4260153743,71015;298818224,92934;107773156,94318;1113672517,65425;0;131938853,757502;2316409846,66599;2535171388,46341;1091909804,51673;32565423,3001892;10753932,3894482;12977334,4228428;458349894,293371;13639315,1409565;1305423511,19345;260913052,125877;196915736,904695;40203300,6346723;963953598,864184;56818639,3392568;47391467,0860537;309001623,600388;734063979,59862;695592266,655798;23962707425,0048;16320245295,2723
"Irlanda";-72010747,8915569;-45915424,4225158;-352289894,599079;-3759020,1188488;-42477106,2299842;-63167605,3904567;-420515799,80191;-2669488,60234682;-18817590,1228547;-1005187753,80106;33241582,6217542;-155018788,851963;-2768839,69682369;-18567150,756111;-398806604,154731;145116749,937703;-28619310,3815212;-13664280,9299664;-22002793,2643085;-131938853,757502;0;-246805268,264272;-100164142,159897;-45142478,8784063;-1998908,98100807;3110757,23923237;-3110350,45567039;-58975285,6371165;-1414724,37413491;-14768571,2576868;-21017312,0635177;-19515893,7234836;-12701858,0688572;-29408929,2441201;-7779685,80654804;-3704888,89356935;-82814728,3989239;-33667421,7713617;-31924668,2323009;-1251781190,78001;-1695121985,46533
"Itália";-140866224,003608;170279071,031927;616775635,529535;-141535180,479856;-416432323,59937;-205922982,285529;-3274167625,45287;-37868534,4421039;-146285195,956512;1785529555,57779;13259233,2651376;-420124527,296331;-19114173,7726141;78271487,2030995;244957425,596581;-458348420,748775;-447637553,788399;-218928374,693143;-285035860,303004;-2316409846,66599;246805268,264272;0;-191191492,077343;-55941594,1002153;-33594305,3216084;43351092,9724197;-18588803,4741239;-220823036,520862;-44265906,42558;730112953,988375;-377054359,744707;-156211554,132677;-852756199,20626;-501567270,004379;-70374021,0222194;-94792307,3609537;145843624,492256;-460595206,909545;-52193802,7876242;-1792050765,85053;-12805664654,1691
"Japão";319263570,218494;-21988590,5835917;-163988114,925618;-13693300,2983999;-534563185,262682;-148842261,093323;-25873904615,7034;-15654801,3726426;-61262577,232714;-96091042,5616202;204144756,663062;-265620280,430729;-17555869,3939972;13076347,2364273;-6598243,56164086;-414899004,165545;-115277186,317806;-107123987,943957;-2397351454,86974;-2535171388,46341;100164142,159897;191191492,077343;0;-1848652020,10069;-10521171,9715972;3643485,31156804;-1099040,52122637;-627860337,246432;-3010215,55234216;-126027975,481497;-81876664,8229929;-40631549,1050881;-26674750,0129289;-920373645,588684;-22821459,9640922;-11043138,4227372;52392049,8882539;-142102901,895137;-1666234407,57867;-4719573202,83632;-26026304296,4086
"Coreia do Sul";348380317,799758;18113610,5893405;30598827,3706325;-4720284,65776239;-180694065,26823;-28599875,2047465;-9825998882,36889;-865169,113606555;-8492227,55684399;369059439,569784;2886781,8517959;-75144974,3857042;-2665054,16094261;17506964,1183245;143219260,329383;125751658,169902;-211205931,701474;-44802103,6697457;-451606187,336127;-1091909804,51673;45142478,8784063;55941594,1002153;1848652020,10069;0;-3585846,60681311;2424417,38909245;-569842,426608607;-229960725,25816;2115102,18910434;46410828,1066997;-23741405,1788455;-9539065,42612595;-15804717,5411629;-386200779,583335;-7671531,28456351;-2486987,7467959;36432751,6901334;-74888634,1269105;-134375255,25958;-13511128,0022755;-6016365784,57515
"Lituânia";3466515,98612694;7628950,81874904;14904042,447777;-1438641,85234884;-4133642,28563672;740869,244776379;-55883829,0485992;164306,448842582;4931379,52316119;131360466,791498;24076543,9875301;7609500,57051614;-4962058,17904358;22207019,135393;21840058,7202204;33902208,034788;2242336,281677;1534508,49394871;-2647352,41617602;-32565423,3001892;1998908,98100807;33594305,3216084;10521171,9715972;3585846,60681311;0;834672,330707781;3238789,85638946;62848,1279849955;76215,780544037;17390295,385728;7616997,31780893;-46714,6938092583;-87332,1108221895;-32723454,7307809;1686858,43124756;1506270,32539985;30024883,190644;-3699242,66572782;2869482,13747498;10950609,6254388;-219713325,271605
"Luxemburgo";-685980,999251448;-725879,813615605;151407418,921031;-445562,268085196;-1107698,15068829;-3250147,87907989;-24845513,1726542;-214478,480044076;-4936371,3521285;57576682,467493;-5536782,23731952;-8886620,23369503;-385194,21167822;-1549651,1903301;15168934,0626744;-23839580,8950556;-6932707,75740067;-3370985,16109482;-13525174,8456798;-10753932,3894482;-3110757,23923237;-43351092,9724197;-3643485,31156804;-2424417,38909246;-834672,330707781;0;-459377,807659029;-3928381,6482538;-2288,32424928044;23623339,5729652;-9495547,06282603;-5163186,05553033;-1475585,45451395;-7097109,15065478;277196,819266522;-2609088,99662015;-2839448,4428808;-24255423,1871001;330828,796742286;-34962019,4636381;-65413215,5612977
"Letônia";17980,2771058899;6738063,39620341;7321858,69837882;-835229,885697513;-2103108,62234112;1060372,91193297;-16283401,7969754;85221,5133450901;3548368,16068723;77399657,9671121;17240450,5454476;5077564,66768997;-3135780,89775161;33471439,6380486;13915427,0929509;16054423,3147346;253147,880499188;1124904,15267102;-631011,682702894;-12977334,4228428;3110350,45567039;18588803,4741239;1099040,52122637;569842,426608607;-3238789,85638946;459377,807659029;0;-148030,083428385;49491,2467146436;11179523,0146151;5864562,37828247;387165,716514642;-143655,622643237;-26870799,8965647;1458421,89323559;934020,813735555;30469058,6530132;-1352182,53438753;786044,128832367;6462464,15401828;-94789768,5356596
"México";6544002,23193957;23315494,3435411;49527831,3192325;-14117146,6918745;-33479287,4215173;230758204,341641;-1600038369,65216;-76800,4517999009;1595675,31875642;653526129,285737;5263993,87302501;87619082,9595249;330620,750496781;30350000,680449;218346044,14691;105602937,33818;827348,105627955;2425231,77595955;-87865148,4849058;-458349894,293371;58975285,6371165;220823036,520862;627860337,246432;229960725,25816;-62848,1279849955;3928381,6482538;148030,083428385;0;12006891,6101376;51691525,5906897;-2987071,68752904;-3296030,86042774;-2156178,48169798;-11059909,8961849;1925766,52359585;1454749,61670823;84991938,4853472;-2260760,44686894;113550603,5893;4531047549,05323;-2586624183,3092
"Malta";313708,533701211;512580,434880484;3301614,60824622;-1784004,59518271;-2305053,39332329;20275,0082652539;-29226980,4016741;123813,866159385;86397,7972829403;9527068,48281515;1867438,46552954;6738159,10576034;-105816,967776297;50692,4222492942;41009051,5367434;7541186,12791812;1932207,26855869;-1565051,61592052;-1364988,554734;-13639315,1409565;1414724,37413491;44265906,42558;3010215,55234216;-2115102,18910434;-76215,780544037;2288,32424928044;-49491,2467146436;-12006891,6101376;0;3851935,57066475;-792740,362412199;692781,399260828;-1575050,50388892;-2318245,13624;-19038,9335104719;1734187,9027902;1034283,18762969;-1645069,74337839;198885,040276299;3014146,45636202;-87016612,1175189
"Países Baixos";-59582260,1908446;-86804121,4049675;-302842040,13354;-30102324,3103155;-632292623,75433;-67440345,2167833;-1990544162,36626;-7490350,45991738;-59097206,4949734;-412609194,728428;-122594891,059132;-274563692,918537;-10289728,2314399;29173743,2272184;-355172102,500429;-719246206,398143;-136627928,69344;-59926541,8194545;-428607456,372547;-1305423511,19345;14768571,2576868;-730112953,988375;126027975,481497;-46410828,1066997;-17390295,385728;-23623339,5729652;-11179523,0146151;-51691525,5906897;-3851935,57066475;0;-156846128,402048;-102468590,967553;-69084141,640373;-177635709,052436;-21680378,2373707;-14362036,6701486;-68677529,9969847;-142245566,257721;21918746,5130544;-51510244,0843318;-7954394135,11363
"Polônia";777363,838569226;136062406,412129;97004341,4956325;-15237362,9102862;-15661705,8628794;11118786,6268911;-556453264,315666;-326494,731772997;45715008,7172799;790446389,198551;76500496,92577;78427294,7588878;-5775799,65787848;72939881,7279209;356541203,71309;129093408,864266;-313729,797666747;-3446832,49733883;-56485573,6239056;-260913052,125877;21017312,0635177;377054359,744707;81876664,8229929;23741405,1788455;-7616997,31780893;9495547,06282603;-5864562,37828247;2987071,68752904;792740,362412199;156846128,402048;0;-5816791,55629615;-29507538,8076782;-72474841,7670524;20194927,7612577;18516024,4032949;67497740,4189582;-9473073,48339886;22438205,0092562;91422557,2182638;-1244020282,0444
