"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44"
"Germany";-251091,249878482;-564736,1519088;207605,336976805;-90603,2441675123;-545433,220806195;-194215,153787365;-399721,129381492;-4199883,48809195;-20042,5086201912;-216213,434262382;0;-194408,330090543;-959373,184308607;-33150,134231439;-38478,7696661103;-1095752,94036214;-706712,291918546;-202752,996826981;-83460,0227470368;-145956,631587681;-488095,116724468;-1521160,63916596;248605,180222308;-758617,227413333;15370,2040213167;-22796,9368175786;-55674,8229569441;-81060,8431385895;-37806,7864732278;-352734,032530657;-2160,67226910531;633454,232590637;493430,429848847;-510597,45010636;-239373,697544934;-271838,849336465;-475341,133706695;-85651,698783406;-32875,684052115;-252816,619749691;-459002,383898167;-151762,998483191;-2274670,16170947;-12626586,185602
"Denmark";-23403,1768261705;12725,1968447224;41189,2231925349;-3364,74047721561;-27764,5821950695;-29513,2989014536;7722,84839990234;-298885,401040457;-716,669893966528;1172,12158792913;194408,330090543;0;-9513,55841299717;-3721,72795518283;-17907,7252794493;-9341,1852278476;-62761,1899788103;-5256,60271189363;-2007,69577258568;-1008,9681660304;-46932,9211900105;-194318,204214168;11172,8120179479;50030,5943110924;-72241,8399772894;2001,40548554951;-6487,67627736072;2883,49410151273;-8347,91868374714;-7362,1061100614;190,460100158928;25679,437551608;7430,15926679163;-12305,2970195024;-10386,285187492;-5898,54338071788;-8795,32707547709;-619,894346960564;3047,3838857965;-69683,0011094767;-22072,4276638327;5264,804508521;-135058,040567809;-2317594,29618394
"Spain";-12494,0723444902;54810,682441526;139177,077852037;-21859,4031566461;-214214,339492562;-7587,08292710212;37117,2000640082;-1063451,83646516;-5792,88853520537;9829,48942328338;959373,184308607;9513,55841299715;0;-2825,29478090298;29124,2578002825;340110,384026576;7686,77803135815;-50678,8761113571;-5474,880130857;17840,5593360628;-114600,47446588;-565173,369564242;96747,00435068;452378,191949585;140514,121442213;72807,857314455;-4992,13338635713;1253,40618242768;-3570,12334229574;-27258,1616311328;-2356,27988096268;140494,990648116;89816,5819819168;-18971,6895648577;-407701,948538256;-42143,9841511558;2654,06384393037;-2098,5079222207;-9537,43877103409;75003,9528679697;-49107,8316382202;9134,76210027037;-78302,5011719785;-6694627,64993016
"Estonia";-73,363368193567;7645,24821941142;3524,43782594953;-221,936665716579;-1100,79973015655;679,714577356109;1006,11865601023;-23704,0915943633;3163,51726354714;2004,84703603311;33150,134231439;3721,72795518283;2825,29478090298;0;26984,0425489001;6757,69923236724;4159,93965435873;371,542344765649;41,2188818672746;704,161709061239;-2227,03404923504;-5602,53814364635;561,349061534487;7969,72498494027;5575,99955131028;1145,89546670252;6525,48823374934;282,18314950824;-6653,73506907912;-51,4823267363552;20,6993114090133;4887,42316309658;442,609286255965;5785,40126330522;42,8952023915614;-215,851113395549;-8178,87012680394;305,751634597253;444,779051112511;12072,8221201327;1156,75745345034;1203,17955462968;567,601497940555;-134348,118471166
"Finland";-4974,74332843719;-8282,00465027298;3264,84633063215;-2108,23710496651;-27213,4745819207;-18868,9994534641;-15315,3187331443;-286199,60369549;-2055,23458818797;-821,671215859615;38478,7696661103;17907,7252794493;-29124,2578002825;-26984,0425489001;0;-12986,1801241064;-35870,6913239942;-17507,1623423446;-1521,07415601524;-5155,01303518413;-22005,2582364541;-78949,3941651013;-910,810284609423;-17153,1681387322;13110,589889151;18108,7777196351;-12815,9550285089;-578,156851968927;-18454,2440136061;-7836,84763256713;-441,819947974404;7400,27900606232;-10030,0657975179;-38594,5741648777;-7846,5010244556;-6449,96625903936;-240591,021395933;4618,35752709051;-1091,76283236613;-20263,737421021;-29241,4466222379;-5071,26434419731;-140366,131193783;-999514,325927904
"France";-112392,929451701;20837,2852651603;390872,547656915;-34574,7176250683;-293887,33123445;-68019,5686055968;66469,2736772955;-2059117,02278884;-8262,04532092037;3926,76790146454;1095752,94036214;9341,1852278476;-340110,384026576;-6757,69923236724;12986,1801241064;0;-22767,4794495488;-127690,197702839;-15584,2455850743;-40557,3640698125;-221935,87774612;-1060788,51125064;242835,598150671;333695,576163657;9404,35014611069;-10874,5860314345;7688,56791300611;-8749,69183235196;-7059,18217200218;-117254,437426765;-11501,4363923773;228841,15273578;545296,267937162;-103835,175470729;-130661,266590705;-139080,645183317;-33523,0583626077;-16726,4467778622;-16235,3277184787;50762,9488869318;-179411,103523738;-53715,9154501688;-363124,931918736;-10333040,3867489
"United Kingdom of Great Britain and Northern Ireland";-110448,900768095;102711,02744491;155907,606469712;-23064,1162708234;-240985,420973942;-74251,4385218797;-97401,0643191369;-2788105,91891593;-12683,9863637734;18628,6934176357;706712,291918546;62761,1899788102;-7686,77803135815;-4159,93965435873;35870,6913239941;22767,4794495488;0;-13479,6759807217;-3303,96186796769;17506,7662498644;-346282,162596984;-1850373,01234665;-161273,283255189;293518,622643703;254244,536132446;50146,6379222172;-11272,0788491224;-1230,20510392282;-5460,96958749238;-39514,4896419237;-5426,12622967338;148495,452590885;1121172,26634052;-21920,2549191703;-45299,9178160112;-73364,5660861632;-75387,8705087253;-3379,72798702497;-612,104745460969;40838,8484413926;-52557,0434707391;4181,63551124412;-1007921,45519263;-12041986,8322248
"Greece";385,067061446835;17568,7907605711;42950,8022719897;-36292,5855872271;-21098,1514066135;907,734301747212;30413,4143878226;-198606,797396243;-15136,8735250812;3300,10614912846;202752,996826981;5256,60271189363;50678,8761113571;-371,542344765649;17507,1623423446;127690,197702839;13479,6759807217;0;3938,25349657308;4896,92724963717;-20137,4433840405;-127422,289327834;19500,9092446377;248249,121188286;26263,7852082495;105039,800600199;-223,877365832241;1743,77538347488;-389,85597169087;-723,080198727044;-362,72975811624;43801,5143351847;5600,89489091686;1040,82654776109;800,630572888918;-30024,703516137;50893,6347886643;1769,13611338139;-486,007031004538;21192,8385012415;-13336,3004077908;2806,21291524559;32448,0790282034;-1435808,46157897
"Croatia";-166,532359847297;24781,5339495631;4580,0991112048;-2329,13193764809;-12333,6754198316;659,125720525271;5859,67903419516;-65997,2375947859;-791,522957029609;9718,37998610046;83460,0227470368;2007,69577258568;5474,880130857;-41,2188818672746;1521,07415601524;15584,2455850743;3303,96186796769;-3938,25349657308;0;16470,3407238976;-1456,94690768635;-14336,247203208;83,6900130985;72324,6809124488;1378,55312330896;2561,12938015582;-252,832015321971;20,9281660050941;-353,371724204823;33,2656291928701;-319,164112325771;9324,07899924251;-1411,60702337642;1785,5648933729;-408,029918052213;-10591,5575801557;33386,4203847428;618,240655523886;23012,2988867583;4130,81909486326;2988,93464307688;1956,36789359926;-6418,20012256104;-272132,573471148
"Hungary";-4080,57570208683;77336,1381145305;12849,5922227056;-9023,5778272713;-613,234454748413;-1137,40416252337;13778,9052652502;-103894,5891331;2092,9949965436;3664,45660732334;145956,63158768;1008,9681660304;-17840,5593360628;-704,161709061239;5155,01303518414;40557,3640698125;-17506,7662498644;-4896,92724963717;-16470,3407238976;0;-4705,75954927505;-19268,5255937146;2793,984729395;52580,008217792;55211,0655349463;37030,2178395045;-2928,30347752292;840,957217792774;-2542,41463703549;-4690,89408532518;1088,78342053128;38497,3326819241;-3625,67000512561;7712,08037416289;-4112,78815192474;-70743,5147843609;96121,6803149941;-9854,29242703886;-3251,98224008183;8739,94086853196;-21261,703552294;9030,46101525315;-35313,9783730841;-377139,590108102
"Indonesia";360341,203733014;22509,7156401213;144108,935559558;7248,09571546016;49990,7786332595;170110,368372009;23427,6694289455;-6110,31276883534;3405,77754719837;15163,271105881;488095,116724468;46932,9211900105;114600,47446588;2227,03404923504;22005,2582364541;221935,87774612;346282,162596984;20137,4433840405;1456,94690768635;4705,75954927505;0;19009,9446855415;16678,5719920222;199583,379302224;1483595,6441139;259347,490565685;2162,28663272196;3852,23162468343;2202,47645046164;67871,0383135703;721,211827795807;357202,269874912;20663,3301033266;29640,1062190593;17455,4152703572;11297,4813382678;99718,694043939;5458,25033728874;13135,2679585916;40914,916032272;96916,2198530348;150048,18249455;1973500,29771898;1177323,0208061
"India";595220,552113032;98979,828896436;437985,255230643;14950,9591608639;130162,0599545;576730,041865277;165468,600663966;668124,278058278;14687,3691495632;44343,5815318783;1521160,63916596;194318,204214168;565173,369564242;5602,53814364635;78949,3941651013;1060788,51125064;1850373,01234665;127422,289327834;14336,247203208;19268,5255937146;-19009,9446855415;0;63851,5860157357;912185,855428125;1196317,8314647;557193,881899993;8905,44037939119;2480,49477959765;7043,87752304322;191786,667040225;4046,0291997317;542438,970493704;101462,114734909;97972,0296034296;96203,2587921268;36831,5148302256;752156,572774677;15339,2933217816;30123,770698645;158456,995730693;251992,522128034;232216,195328206;6319126,03711367;5891115,08404913
"Ireland";-42762,5584369451;-11133,1132548354;-146353,84302909;-2155,15657277542;-28555,6268678168;-44362,9073120537;-127054,269364645;-225533,505193332;-1451,85891128435;-6421,95300138697;-248605,180222308;-11172,8120179479;-96747,00435068;-561,349061534487;910,810284609423;-242835,598150671;161273,283255189;-19500,9092446377;-83,6900130985;-2793,984729395;-16678,5719920222;-63851,5860157357;0;-107796,609649983;-79891,2260128665;-4897,99866503618;-823,943362039717;-6333,47571209687;-684,873468327885;-21716,1574705847;-871,719753731165;-47579,5570055637;57205,2598946399;-13375,1348140314;-19652,907718298;-8549,80190547068;-12827,2104276698;-2195,65700335623;-557,033382909789;-43279,2515993871;510,437251535855;5815,01503562287;-654753,059644244;-1024401,85390582
"Italy";-90348,4919248925;55158,3179125117;236300,652742227;-67672,5882949491;-271057,274731513;-100629,859131166;-108959,127011771;-1889607,85036246;-22351,6568562267;-39719,2401223834;758617,227413333;-50030,5943110924;-452378,191949585;-7969,72498494027;17153,1681387322;-333695,576163657;-293518,622643702;-248249,121188286;-72324,6809124488;-52580,008217792;-199583,379302224;-912185,855428125;107796,609649983;0;-60862,958969886;45836,9282535061;-12583,0807038714;20333,9555155564;-10737,7897266486;-150025,257939756;-15527,9857263304;199428,288677531;95231,5879266028;-132902,091575986;-119629,135199504;-283867,426976457;324,066967399267;-13381,2570177893;-63939,8417004864;39231,8243378011;-192432,961191008;-14392,4716761727;-766665,523528015;-7523947,01881813
"Japan";538978,276752383;6847,26599946355;-93176,7983003422;-2435,09188770092;-303588,675723755;-77108,3476952072;79380,9771637732;-15424756,0060618;-6414,4402079304;-55820,1371231157;-15370,2040213167;72241,8399772894;-140514,121442213;-5575,99955131028;-13110,589889151;-9404,35014611069;-254244,536132446;-26263,7852082495;-1378,55312330896;-55211,0655349463;-1483595,6441139;-1196317,8314647;79891,2260128665;60862,958969886;0;-898045,343243865;-1351,77316566043;-2239,12382457667;-1384,16618865466;-439724,235848314;124,876689131587;-76836,5089972249;71344,6371609575;-35476,7076361106;-20973,3818467907;-12127,5738982821;-528828,232825331;-9492,22063266234;-3444,45112463614;18303,0287850085;-93771,3771991301;-1477288,67376472;-2855697,25313849;-18782350,7168309
"Republic of Korea";266111,535873872;-2663,05337698552;7,51228247157997;-4431,59526559067;-149828,082915389;-61625,5922956152;25210,4977053171;-5699045,24863144;-8085,47133293705;-12572,4143573514;22796,9368175786;-2001,4054855495;-72807,857314455;-1145,89546670252;-18108,7777196351;10874,5860314345;-50146,6379222171;-105039,800600199;-2561,12938015582;-37030,2178395045;-259347,490565685;-557193,881899993;4897,99866503618;-45836,9282535061;898045,343243865;0;-2548,62119850643;804,383866434249;-1304,00782768401;-212479,787903403;-2029,39990658093;19145,8129282181;18559,2819112141;-49953,0618020425;-11524,6668322461;-10606,414400724;-185683,801615623;-32180,7925568252;-1875,34180535891;8415,14556943985;-100503,124305896;-269561,391772379;-439011,889247725;-5176088,71201853
"Lithuania";176,543593074351;6363,90957319499;6171,03733986324;-305,975316364488;-4501,02496310458;-9543,10667946836;2566,93583011166;-25589,6367122601;-60,2096721756342;5370,10701920988;55674,8229569441;6487,67627736072;4992,13338635713;-6525,48823374934;12815,9550285089;-7688,56791300611;11272,0788491224;223,877365832241;252,832015321971;2928,30347752292;-2162,28663272196;-8905,44037939119;823,943362039717;12583,0807038714;1351,77316566043;2548,62119850643;0;201,063687994683;-13426,1377251419;15,0611750256435;26,3124792241475;9229,28450877922;2603,90309267157;4239,89246536651;-1255,15445266434;-323,502235409889;68604,0903761757;1019,8759826039;1432,496023427;8123,67376168869;-2185,59742744632;1151,20119492759;-11031,4612679551;-198864,937512985
"Luxembourg";-353,427363480062;1737,7369325122;119341,732916767;-219,761502594878;-2286,87581417788;-1182,89311640379;-4577,48427994733;-19768,4029424343;-61,161642835764;-532,18353775927;81060,8431385895;-2883,49410151273;-1253,40618242768;-282,18314950824;578,156851968927;8749,69183235196;1230,20510392282;-1743,77538347489;-20,9281660050941;-840,957217792774;-3852,23162468343;-2480,49477959765;6333,47571209687;-20333,9555155564;2239,12382457667;-804,383866434249;-201,063687994684;0;-252,365527179613;-2177,95694132519;-23,2294455480664;3675,47810874963;-526,23450874524;-1183,91815522792;-1707,05494799457;-684,20570092208;-1180,37948463871;-190,647524473674;-237,392546113195;-4732,99199562666;-3205,69465506498;-460,342611856629;9839,88575968838;-117722,000441346
"Latvia";197,173173135828;4501,41551606127;3766,87725634371;-296,168147866;-959,879806489214;1108,49199272266;3415,73215438422;-17203,0459727771;275,581171357963;3469,48011895499;37806,7864732278;8347,91868374714;3570,12334229574;6653,73506907913;18454,2440136061;7059,18217200218;5460,96958749238;389,85597169087;353,371724204823;2542,41463703549;-2202,47645046164;-7043,87752304322;684,873468327885;10737,7897266486;1384,16618865466;1304,00782768401;13426,1377251419;252,365527179613;0;22,7190154482206;1124,74090109316;6727,46787086913;4086,57133733926;10204,1474849109;553,868394350872;-18,705226652476;2337,46427494694;1685,10849677156;972,155809962271;13331,6177089618;580,674371320266;447,2748867068;3217,40023450584;-195162,823504698
"Mexico";20356,6187340097;15218,1427973739;12452,7351785678;-812,307471183076;25458,2489164105;-130657,871032025;42103,5426810033;-810318,833203291;-89,976431232666;4879,20802039357;352734,032530657;7362,10611006139;27258,1616311328;51,4823267363552;7836,84763256713;117254,437426765;39514,4896419237;723,080198727044;-33,2656291928701;4690,89408532519;-67871,0383135703;-191786,667040225;21716,1574705847;150025,257939756;439724,235848314;212479,787903403;-15,0611750256435;2177,95694132519;-22,7190154482205;0;1599,85411482788;30895,8227859447;3057,11202711855;382,544469699815;-7459,947147889;-4091,45730336089;1993,06230482561;1144,25642007015;990,564581546979;47202,9065449438;5823,60120646742;92301,1817949679;-48364,1248610541;-2327993,24138536
"Malta";97,3443849398302;367,057546213491;1038,05564542411;-376,905106024854;-652,76219424644;-607,420703450653;1501,7019433686;-8299,66986440792;237,973826024625;-190,546196500175;2160,67226910531;-190,460100158928;2356,27988096268;-20,6993114090133;441,819947974403;11501,4363923773;5426,12622967338;362,72975811624;319,164112325771;-1088,78342053128;-721,211827795807;-4046,0291997317;871,719753731165;15527,9857263304;-124,876689131586;2029,39990658093;-26,3124792241475;23,2294455480664;-1124,74090109316;-1599,85411482788;0;1549,07991504583;214,224946543832;-169,778703748505;-113,109533134094;-115,475996044736;330,693400410578;-51,9411880043081;16,5834907614685;266,070116152944;1740,33066615825;530,024990256821;1223,73307263016;-44168,1787112129
"Netherlands";-6629,14594836443;-56036,8079206735;-412268,60570187;-9592,14763520752;-417162,744886022;-11323,4545397922;-73429,8821866841;-891797,879691309;1026,43406109918;-46883,4798828419;-633454,232590637;-25679,437551608;-140494,990648115;-4887,42316309658;-7400,27900606231;-228841,15273578;-148495,452590884;-43801,5143351847;-9324,07899924251;-38497,3326819241;-357202,269874912;-542438,970493704;47579,5570055637;-199428,288677531;76836,5089972249;-19145,8129282181;-9229,28450877922;-3675,47810874963;-6727,46787086913;-30895,8227859447;-1549,07991504583;0;328070,217115593;-69940,1401468893;-49458,0817845566;-33762,7679897533;179201,148616375;-9584,34085567684;-9078,83990347576;-10875,7410667331;-83041,8611193737;-51059,9416297652;-2450,13117591268;-6412787,27759637
"Norway";-12318,6761148626;4081,1016065617;-34744,7912572431;-907,315026419861;-54487,4782271482;-279428,657104759;5210,39739220974;-262863,296774665;-1498,00230737806;-32212,7181037434;-493430,429848847;-7430,15926679163;-89816,5819819168;-442,609286255965;10030,0657975179;-545296,267937162;-1121172,26634052;-5600,89489091686;1411,60702337642;3625,67000512561;-20663,3301033266;-101462,114734909;-57205,2598946399;-95231,5879266029;-71344,6371609575;-18559,2819112141;-2603,90309267157;526,234508745241;-4086,57133733926;-3057,11202711855;-214,224946543832;-328070,217115593;0;-10270,8725817788;-21058,173946137;-8079,12087740864;-90511,4421003776;-477,444687246116;746,78369177324;80894,7360716812;-7293,8689734069;3793,13561806419;-297453,033581709;-1223239,94462282
"Poland";-7776,68554564795;25737,0474196435;51494,3283458887;-8978,32678327535;-22433,6671124499;2744,40617595943;25798,2077562221;-317277,061054995;285,820952317449;29713,3560143894;510597,45010636;12305,2970195024;18971,6895648577;-5785,40126330522;38594,5741648777;103835,175470729;21920,2549191702;-1040,82654776109;-1785,5648933729;-7712,08037416288;-29640,1062190593;-97972,0296034296;13375,1348140314;132902,091575986;35476,7076361106;49953,0618020425;-4239,89246536651;1183,91815522792;-10204,1474849109;-382,544469699815;169,778703748505;69940,1401468893;10270,8725817788;0;-7436,28391563131;-36664,1824380722;112156,275187266;10285,6708653607;8794,7946684494;6283,74132359953;-19151,9599076509;13824,6214616973;16543,4276113519;-1059212,92633942
"Portugal";-1206,86692413377;10590,6139300821;26555,2407225272;-1361,64426324401;-62108,2533678991;65,4687726151315;16815,1036489971;-84508,5880058602;-304,462212660645;5473,45912903638;239373,697544934;10386,285187492;407701,948538256;-42,8952023915614;7846,5010244556;130661,266590705;45299,9178160112;-800,630572888917;408,029918052213;4112,78815192474;-17455,4152703572;-96203,2587921268;19652,907718298;119629,135199504;20973,3818467907;11524,6668322461;1255,15445266434;1707,05494799457;-553,868394350872;7459,947147889;113,109533134094;49458,0817845566;21058,173946137;7436,28391563131;0;-7353,81271228839;10511,2889697506;-363,491898569484;211,776626681177;18698,8587002455;782,98386165716;-204,376097634383;-7078,31452152328;-1057457,2825203
"Romania";1838,86309407237;74341,6748422247;25057,5999047052;-1970,4094393121;-31706,7738239285;7639,39960702848;23757,1961315362;-111633,331278869;2716,7984434669;24083,3911811699;271838,849336465;5898,54338071788;42143,9841511558;215,851113395549;6449,96625903936;139080,645183317;73364,5660861632;30024,703516137;10591,5575801557;70743,5147843609;-11297,4813382678;-36831,5148302256;8549,80190547068;283867,426976457;12127,5738982821;10606,414400724;323,502235409889;684,20570092208;18,705226652476;4091,45730336089;115,475996044736;33762,7679897533;8079,12087740864;36664,1824380722;7353,81271228839;0;54913,5769168977;11973,2062866651;9271,12793871199;17747,8710103972;19058,0155957806;4160,11456665145;26258,6152233883;-305386,642545622
"Russian Federation";11590,754870894;33761,4737117214;49240,051689741;-52510,0473639866;-225932,256432538;13468,2527244613;-4546,75126392268;-3093292,8054385;-5789,3947580579;-38419,8548182723;475341,133706695;8795,32707547709;-2654,06384393037;8178,87012680394;240591,021395933;33523,0583626077;75387,8705087253;-50893,6347886643;-33386,4203847428;-96121,6803149941;-99718,694043939;-752156,572774677;12827,2104276698;-324,066967399209;528828,232825331;185683,801615623;-68604,0903761757;1180,37948463871;-2337,46427494694;-1993,06230482561;-330,693400410578;-179201,148616375;90511,4421003776;-112156,275187266;-10511,2889697506;-54913,5769168977;0;-43255,9143500552;4842,55114188695;91199,5757996592;-92415,0527479142;-23896,2735686417;1267,46244184638;-6085125,11035928
