"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Austrália";0;2915420103,05147;174825,535742318;14742083156,5147;169227,50063252;12213999196,2105;20921615596,3348;990633,92673;21119,4216468997;19087,0213523844;10323608974,885;448017,87043;5119439,10190067;4935210773,06791;258563,695296092;214586,682883191;8709702708,36014;4685439,86298998;4276051619,17267;224029,278336742;182680,8983793;172455,390153908;822836,254134935;542616,0563;183625,008742989;433815289,241341;385493,536745107;16908783916,6445
"Áustria";0;2586037545,8601;132039,193671481;5944353028,74348;129462,933232744;3536570667,33305;7943961859,17623;388198,47869;20463,6604604521;16833,5314661813;3244005709,59928;164707,68442;2049131,56352548;1961917468,86588;116548,180802548;72579,3078356219;2556261000;1677611;1677177969,10512;99633,1620892848;61185,3189719281;34111,084957452;0;223490,79427;13003,4335765517;123462809,854776;185048,719958593;8624698028,47678
"Bélgica";0;4157738961,34376;227219,364936246;10852452040,2223;221616,687899722;7082370403,24709;8368331697,19135;481633,4463;17374,8973653688;22799,1299164146;2653904109,09152;188488,30326;1935598,28246031;2985214683,12211;130935,4652597;76462,8577068158;2360316803,43994;1715112,11976561;2717264321,35464;119182,807910503;69249,3331395477;37515,7260802996;423427,256305529;293145,14304;40966,9123866306;89122107,008996;159740,207378394;10931445756,3492
"Bulgária";0;1589157809,27683;17878,0980232889;1255212707,62689;22864,4583446513;-678958581,441068;6125653085,78638;67517,0148;90727,5462923219;51405,0972249995;3533765814,26293;22209,11033;2174880,95097087;609260248,411722;11852,1368755514;450,832911057835;2422768484,95875;1451448,52839616;437925139,021317;8519,09951856572;256,703731506484;7673,96782444859;59146,3223997255;45307,90447;6519,49963570175;198697665,358046;214709,241050126;11125197526,363
"Brasil";0;14590336136,6166;154971,582292323;9787103117,27463;133880,689843774;-3343923678,13773;151442360556,95;1567704,89592;96601,3188777323;52315,3906679706;98458434353,412;713573,19145;48320444,278206;21050443840,4793;402375,736312089;251647,285019944;80172293394,9177;39951873,8257067;17743383282,7502;339161,823245514;212613,540713818;227997,406677911;1355029,88037942;854131,70447;172581,296341266;5978542984,26321;423901,149358827;22634196084,676
"Canadá";0;5996238531,1034;327712,172929801;20191476494,6651;321793,41570469;14604765333,1595;26026921561,4331;1269708,80892;20498,3389723595;18039,5181823273;12197981135,2108;595689,50626;6767719,60783177;5957303469,88062;330236,285119676;317618,119937285;10507097478,4468;5909600,38439803;5688049306,84593;315310,489413089;304750,936047536;239671,460030324;1538993,42377824;674019,30266;208947,148476845;445352746,794218;442994,447891795;12106975335,1074
"China";0;216784318418,621;1204639,4172676;55231652113,5532;964355,774248076;-144927093648,417;2548085829545,2;12080155,98063;210931,533800635;211954,756936745;1110293653915,7;3309257,6659;565379617,687377;326708370117,635;1541406,17006834;7041916,41487886;0;0;326708370117,635;1541406,17006834;7041916,41487886;1721989,58384166;3672770,3646126;8770898,31473;935026,610651598;41834972879,2883;358598,39166911;18341838997,7856
"Chipre";0;93353586,8964226;2476,82188906281;396218338,495748;7044,96334511438;-13211560,2504839;529175668,625338;15303,46611;34578,8114157714;18575,2771045205;282012076,845781;7099,53521;146649,173921424;101907032,182462;5486,16484206646;2441,76541935925;188409000;114400;74510885,0003908;4011,29332182387;1824,99386686948;1310,41643793354;0;8203,9309;485,856410456381;14993694,2784582;184565,382721972;9356255388,20361
"Tchéquia";0;4144207922,43829;108677,32976311;4406444679,75769;94657,8196859117;1232266928,62063;11047322602,8495;278876,2376;39613,7107195738;24990,8629043871;5565061504,42354;98863,6262;2902294,81128344;1335987684,86022;53459,0458109267;655813,696004309;4676571830,48095;2498745;1132017743,88456;45297,2651730978;564767,356687578;35906,6825890733;0;180012,6114;14549,8970647146;259995782,700354;227610,537135374;8240177935,38673
"Alemanha";0;20455139262,9878;1134259,98997186;52519525588,5435;874305,415030479;50051019201,6261;60014564777,3125;3136901,97684;19131,7947517662;19142,0533006611;26146708723,6509;1385350,17439;18546892,2414415;18968277099,5243;990921,757535238;661403,782601892;22717431514,3499;16924079,1093029;16939209698,6133;884921,24813111;587590,044404671;264769,217684762;0;1751551,80245;141753,996743144;1064512671,51401;213731,127884968;11746761451,6388
