"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44"
"Australia";0;18091,2197572476;21230,1095310848;-2647,03885633056;-28010,5318850717;-17111,4042998949;38693,3584385135;-1070478,51175836;-387,099573474682;-894,670856154541;195209,755260305;18916,9881870884;9266,49003659888;0,572065636481952;8663,07501133535;59356,9699174072;85989,3973523748;-658,454412486346;-376,525163003303;2776,48219649731;-267289,639247566;-446461,677598621;31301,9597410463;65281,130305892;-180879,095540515;-176130,929423401;-67,3074417840385;359,312063292415;-114,785987842717;944,744483218361;-436,040791807161;9287,29578666702;5505,10011935493;227,035771669934;-1106,46535646255;-1495,45593369716;-10304,1005835983;-427,25916047203;736,445876265493;48112,3794705301;-13235,2970340935;-49486,3319482349;354831,431112895;-3161189,43535128
"Austria";-18091,2197572476;0;24923,174165584;-11025,4697543316;-22800,1147787455;-15734,1365386521;-47890,4077247101;-135285,259799462;-1687,72752386186;-35060,6139905932;369185,850355784;-5894,11905562066;-43409,9420920589;-1784,26800630427;8731,10656965592;-18790,740185485;-75734,5730255302;-14121,1544152886;-33962,9222427486;-84825,8338029064;-17655,5709653202;-79830,0081296822;28868,319360217;-58318,1507428635;6724,89172182229;517,273338388302;-2380,08770983018;-345,635540541488;-3293,38497783674;-7617,1314488164;123,307451125934;32191,5126740421;-9013,32825829897;-44316,1150414779;-6814,14419621348;-62234,2077239177;-64945,2276187356;-31791,9987566346;-28862,8813647694;-3557,37124020326;-30891,635123888;2955,77879788951;-84757,4451377513;-761964,245721795
"Belgium";-21230,1095310849;-24923,174165584;0;-5654,5330024693;-151445,813383281;1370,7987415125;-4495,07825763946;-327087,681323371;-3562,1270811879;-18408,4271614335;-109089,359426183;-37234,1688266939;-133135,991328021;-2039,76430759951;1130,79396242888;-316288,762914338;-235804,213160863;-41346,3550951754;-6743,1124763769;-14252,4556274008;-126899,964150084;-406646,140382292;166560,567842663;-209984,06885472;78931,959502681;-7282,42371602069;-5642,4339642252;-98040,412410092;-2912,74035095988;-24393,0243337174;32,7906471725678;259135,927870172;26669,5979410916;-48935,8887490378;-27297,3968139549;-24128,4843093579;-67178,349003218;-9212,90814014748;-4505,44739867732;13979,4172638877;-63593,9499571121;-11533,1794070652;-84022,8660534256;-2974251,63197859
"Bulgaria";2647,03885633056;11025,4697543316;5654,5330024693;0;-10978,3412484981;1867,96069768645;4891,56242412496;-14025,8175464829;297,330444530419;3849,33135320847;54964,1866155568;2915,52902646715;13919,0499623897;82,3617242811791;1618,95584240485;23725,8396738972;13332,9650763553;19235,308044152;748,168721052769;2120,77234414413;-2605,47536566658;-10467,2078362777;948,796488350395;44519,3064164586;1230,90927925917;1395,86361442285;83,3645712289756;200,417220988313;178,554079868542;1244,12502452191;432,466407886005;7720,35820389822;648,310301575697;2382,01356810022;1703,81878467498;-2798,21480399329;-6441,10826136332;662,110272890161;1587,93607340586;3487,86144877055;8735,01951350143;931,301151825767;14677,3577414982;-64686,732842993
"Brazil";28010,5318850717;22800,1147787455;151445,813383281;10978,3412484981;0;109417,22926614;70511,0401291267;107247,963357481;3216,27629675912;7109,02022945741;603855,907294753;25436,4781396942;197732,404013528;300,350209985167;36799,8091218633;337913,52599357;280736,712178669;20446,1122044252;9741,13050580531;7764,12387440952;-25003,7891794982;-128000,616549848;28586,7604631992;286534,354695781;335371,381909932;155294,60340891;2269,21794653975;1358,96759597286;167,271609734372;56106,1566743816;1502,13855082807;436621,66283873;62116,5014196585;15560,2450947539;95642,5367111188;25348,8512863818;242997,135898616;1091,34998559224;19386,5098099958;57118,7907748749;7565,55770792449;55188,2214601047;1123869,37549598;-2754294,39230691
"Canada";17111,4042998949;15734,1365386521;-1370,7987415125;-1867,96069768645;-109417,22926614;0;28070,1136462822;-1289767,48260601;-758,383666249175;-738,25823009586;161978,46610649;16516,2589430154;-5337,70525521443;-432,674313430139;15259,6983966715;134171,247418577;174943,164603815;-4418,06600759263;-3146,5955029263;-1847,75875501618;-152405,237681933;-630119,104036413;28531,1096439747;124340,301542134;126825,107462348;48834,9179804598;-2002,94221470406;643,372237101918;-647,098122485091;171988,592636221;-9,44686451938037;3628,7595290832;196601,150507997;-3599,6367963413;-5013,853006636;-7106,06711269692;-18389,9773284284;-424,138419480755;578,698668594218;56205,273401056;-17800,0899474513;53711,8066455566;-2835830,68385967;-4144900,08642932
"Switzerland";-38693,3584385135;47890,4077247101;4495,07825763946;-4891,56242412496;-70511,0401291267;-28070,1136462823;0;-199492,62509444;-4888,57313417147;-11378,5574139291;314967,614058965;5336,58439120428;-32391,8997200458;-904,86031162293;33915,8253570403;42671,4329325375;18561,5780523258;-41501,4085224993;-7509,76169318993;-13894,1977924037;-24260,3488913816;-198771,944190744;127818,792575392;31397,9001904888;-47471,9354664848;-27175,8104529271;-2541,0212585532;5310,422620326;-2875,90513328148;-40490,8895682578;-1566,00436379869;84410,1934247252;-4154,28901840212;-28557,5257553298;-20307,7959601172;-16491,8642403849;-47466,4892253109;-4933,92156216002;-7112,18714290845;-6003,21385312671;-78042,2011589879;-27763,1593932171;-198116,085590792;-1541093,65446431
"China, People's Republic of";1070478,51175836;135285,259799462;327087,68132337;14025,8175464829;-107247,963357481;1289767,48260601;199492,62509444;0;18100,5884549582;74117,1801306284;2217177,25642318;143122,154831037;458309,904361372;10555,8383683233;161752,881121731;1051585,31683337;1608392,33344779;94117,3037622232;19993,6636213529;107900,962251173;243504,639301105;-118692,089443817;75213,5694935098;1081525,10502146;11322616,347155;4035962,59155681;10622,6265103851;6962,66744520114;7170,54353641639;535813,165957789;6905,06999755373;565156,124593345;178174,21217363;217856,626494287;40060,913484479;11694,7910644986;1113617,98822461;19138,0808968472;14315,1774020412;210669,716822243;132160,105495583;1634324,51637922;11124250,1424045;3486803,4973621
"Cyprus";387,099573474682;1687,72752386186;3562,1270811879;-297,330444530419;-3216,27629675912;758,383666249175;4888,57313417147;-18100,5884549582;0;-1373,43280811037;16290,4356228174;576,715211149315;5946,07376693288;-71,7692085150598;-287,058921296735;15793,5449049645;16679,4279985406;7517,09015348337;273,175992663462;-1096,83450279652;-3376,28807695869;-16482,5653056515;2208,89085504839;15995,5145080208;10284,7281426166;9543,32263075309;-14,6492624529147;45,7595032784257;-103,289291416073;119,125968656466;-147,294802053441;-8215,68435504651;565,822165997463;332,066701276029;292,371063827842;-1619,83681180988;-3989,80141007372;20,4089653575461;-479,924918393157;1860,79146777928;-777,967584926718;463,586135034927;-32488,8868710887;-186300,298435202
"Czech Republic";894,67085615454;35060,6139905932;18408,4271614335;-3849,33135320847;-7109,02022945741;738,25823009586;11378,5574139291;-74117,1801306284;1373,43280811037;0;237234,353231997;3119,89770927641;6505,06421631007;-580,878374268788;4884,0349484524;44187,2074268348;16811,7932233549;-2251,72955178845;-5114,63852213944;-8943,57770973362;-4933,29103788212;-29240,3790066911;4416,45447455767;42819,2624146334;15666,5054609933;4905,56592083981;-2117,64317957315;711,977158212203;-1257,28144532865;-334,118507942791;112,183655698706;27089,9987323038;61878,4721075245;-7534,15772914178;-2232,87864830536;-10559,8447067815;-40679,9911797049;-35703,9896169532;319,359786070312;8364,52992249597;-6956,22662916464;12708,2461856126;-4445,63789315506;-332112,266282693
