"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Austrália";0;1567316,64819636;169133,651951358;9196358,48323955;177836,02107859;7235797,35154594;10337342,8301918;908850,36449;11,3740866858678;13,1402303893117;4859214,64357534;406397,86398;4859214,64357534;3161134,59119765;240569,190763119;202844,910613933;7678087922,15444;4133393,04204646;2741784,18052623;208655,716018222;174019,739449816;146865,490596881;712687,347446374;502452,50051;140149,275110115;333893836,001745;342333,908362916;6000542218,81739
"Áustria";0;1840742,5424813;157336,522740412;4182625,64701927;149191,078644568;2709961,14277037;5023615,83727555;385784,69598;13,0218121393182;12,5807386852964;2046433;168159,35625;2046433;1363835,03183205;108406,594075912;69692,8685403409;2609094000;1663243;1157834,51885384;92032,3160520812;59051,2686780446;45166,1000740882;319231,533977754;217625,33973;25973,5808341412;123882684,41517;227834,9267804;2296582442,59462
"Bélgica";0;3246667,93182773;259269,07689272;8476079,09804537;244781,178763045;5884093,34915753;6382851,2032101;510459,29282;12,5041336165093;20,3935011519332;1911056;188253,92402;1911056;2462461,95482086;120747,385967487;74970,8144501298;2394144132,22495;1694854;2246354,52700773;110150,508746498;68330,8225594562;45426,1466425133;394369,290136281;322205,3688;43504,6354529658;97150345,7438616;199588,631267254;2073845371,93184
"Bulgária";0;999387,191602015;20040,7047525528;849701,3108824;28789,2249283437;-545015,847490218;3892695,06672043;61125,67566;63,6834689300255;39,6842373806823;2272661,86306883;20183,78104;2272661,86306883;372598,680540661;9389,08506585129;333,941815629735;2532968968,3603;1523270,28733105;281743,65942366;7099,63648087663;227,298390801101;8087,28871414871;45048,678135872;40941,89462;5244,3823119357;158183454,537134;199144,516220163;1807772778,34292
"Brasil";0;8702750,26597983;163720,788358104;7205098,74512144;128383,968967072;99156,0940217516;78720843,2365114;1398872,64242;56,274489077381;33,5375366119913;47985081,3028958;611488,10873;47985081,3028958;11019998,4910747;328586,998459943;249461,376610756;79874405930,2601;39950098,9770048;9018608,02303166;268910,866274151;204978,423188361;205885,079600057;1024181,8715828;787384,53369;129079,554174889;4843245433,52848;396133,977665356;4912495101,04017
"Canadá";0;4259317,68688182;428134,888546352;14444657,1234471;373514,369600259;12653542,9162469;15587353,1478053;1346003,75069;11,5804678403123;12,5477866179402;6808487,7319365;635958,75059;6808487,7319365;4379872,91816363;349055,419216445;301832,057156299;11077157507,3191;6090841,89062771;4175127,29236074;332738,148925114;288920,067823234;255097,236723555;1482203,03778175;710045,0001;189467,669208767;407244421,805468;472124,006676084;5462601238,95868
"China";0;136163409,949621;1212280,12184597;42245123,216622;897519,003292166;-79694795,2123544;1307319010,37014;8681902,62773;150,579782615226;176,308361163826;568757600,521568;2394979,25516;568757600,521568;194319587,98359;1102157,53070853;5990847,50262843;0;0;194319587,98359;1102157,53070853;5990847,50262843;1246538,19225147;2944736,20384355;6286923,37257;701554,899274955;37761259757,4376;332955,18270116;2292332434,49173
"Chipre";0;58600,0785644123;2480,49962269522;306761,407026845;7795,20563725549;7999,27706250192;287190,23033028;13817,76061;20,7841370563649;13,8503949535199;145000;6595,93047;145000;64679,5899579136;4669,87332671521;2388,62696460421;186456000;110600;47126,2122624283;3402,51757589423;1762,21083978399;1661,68541328479;11477,3246765686;7221,83014;1113,9035711547;19594734,308466;210526,337755934;2543073414,15197
"Tchéquia";0;2585240,48791582;122730,105493772;3090095,5108916;111103,913255649;1030221,83916997;6650327,34192798;296945,75981;22,3957646210647;19,1155882206811;2978471;93999,36964;2978471;956163,426448452;50020,089123597;673042,207958851;4798305000;2564263;810177,878577614;42383,0995533312;581155,865425849;34218,972996403;202837,352909173;202946,39017;26165,4603997111;298219916,099255;226717,188072848;3562898512,5356
"Alemanha";0;15956959,9373558;1380832,95542983;40345391,4958016;1031654,73873217;40167170,1371247;45432324,6783668;3472339,83528;13,0840663165399;15,4440039923246;18476000;1478374,78422;18476000;14703026,1450096;952021,64881055;656329,512580707;23430234146,3415;16672000;13158059,902725;851985,010445758;586656,235009461;389834,87038945;2105491,53724531;1993965,05106;275138,816184071;1172038973,86339;216014,517348592;3667947923,93497
