"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
"Austrália";0;51408451,5628169;-9380697,8400799;-17328467,8883893;-63991009,3045856;54782828,2637487;-5667283284,26005;-3956158,79035145;4360995,504597;429624950,261683;76337819,4066008;20412807,2793276;-103608,016680267;-32203254,4498684;153656064,705659;231781281,277352;-2517047,94500138;8719996,25448367;-546411833,167694;-1216874128,70395;46912167,8146788;128582748,88722;-1052743074,65654;-681944946,182144;1572994,3742947;1821805,97321797;52698,6476883818;-19839380,0159357;266338,063290748;55192543,3288303;-24224372,8023099;6627189,81455458;-16326987,6580027;-21411091,8881599;3048031,69609844;1173693,27145029;93462058,2081974;-39259758,0331006;-317438406,140571;407861267,757557;-4355344478,21057
"Áustria";-51408451,5628169;0;758528,927366436;-94004406,1670769;-58134761,5948198;-41676559,298773;-856821920,390854;-5041688,01988897;-52759256,7447741;988258318,954105;-13865253,8391224;-107561672,199494;-5456410,58122705;7281180,03992671;-30257114,2519506;-118539032,925266;-47233180,3419528;-197446063,281615;-33612075,7564449;-305473711,807001;1294566,01609812;-160199291,530074;-10069867,4158288;-34611663,8567342;-5730528,35247175;2400688,28853565;-10475482,5046199;-35582800,7429241;-1513064,47299243;72728366,2399645;-83052412,2682452;-32116146,1164711;-163014443,964147;-109033392,475497;40372072,292008;-116109353,460189;10425839,6509545;-64318382,1590396;-29554435,9304638;-427690650,037223;-2066671144,18221
"Bélgica";9380697,8400799;-758528,927366406;0;-13510068,0892515;-179510342,652749;29751120,4954079;-1437205087,12666;-8013227,38474581;-20077725,9271574;233460157,304592;-69926323,2281018;-217703070,977933;-7775733,58301333;22784486,66091;-161280107,665196;-497443823,978955;-134418389,347772;-41911220,3154149;-163642621,110457;-1670981123,4519;213030648,294969;-485185667,223136;140030020,645336;-8974759,39869101;-13760470,7460006;-159709952,674368;-10930839,3096693;-32614668,8710548;-1594250,16025798;831064106,411196;-107827653,801316;-57556503,0451325;-61390562,8583314;-104702879,148518;-3785218,67986074;-23687791,8044628;5399101,28542894;-81153517,3393431;-14138055,6287462;-190078750,343376;-4154032395,47839
"Bulgária";17328467,8883893;94004406,1670769;13510068,0892515;0;544733,658156972;8661022,30963989;-90418378,9862;4688414,47342431;28078003,508416;255673818,625182;28447088,8553138;35883972,1090046;2072351,29304024;6420348,85949693;92968278,7105022;45267751,6287283;86400848,5915554;40252578,3986361;3101142,89718688;-44766328,9148038;3156517,42216258;154855915,19081;7452802,6489482;4866180,38170533;1386889,48576784;1372569,61935678;664705,05063013;14536055,8330345;474109,285279838;41181879,918435;26860715,1655342;845145,959824849;22978596,1857465;26527099,12183;10440940,5435631;7281661,01288858;17598896,245178;64645468,9345164;2076070,66022296;59322769,5034119;-180106284,577234
"Brasil";63991009,3045856;58134761,5948198;179510342,652749;-544733,658156972;0;217758344,149374;-895717530,604419;1705287,49164921;23121105,1775333;1037431791,11211;62865729,7120955;469372529,578218;1716387,30624355;104010140,355934;392062183,775166;302441047,29933;37370755,6265498;6030101,96153496;-53022730,2741326;-430073677,716054;36247835,7433595;428200182,010953;370018260,255939;214101304,25513;5706285,1180265;1743456,87074596;947958,680349342;-45942652,7701648;3131927,54140055;479948368,854246;21255785,3434185;111857815,021895;22550578,2538819;252245613,224599;6052883,99168248;9015776,00854681;117446663,881946;26724366,6285696;50056062,6118947;990855710,501387;-1187708382,51261
"Canadá";-54782828,2637487;41676559,298773;-29751120,4954079;-8661022,30963989;-217758344,149374;0;-6601455111,96144;-2304640,27351029;-7158097,00879057;325104669,70799;18317186,9220838;19867455,0276388;-1437514,17043969;-18367619,5558224;134723942,327885;-297445399,955166;-6029616,88952963;-3357394,34083204;-177855348,755662;-2191127741,44231;62890492,5404694;153860067,90512;113383627,135295;8792873,34462953;2757181,46700666;-4463293,34177904;-1083621,62067653;-437482469,485042;386384,129524873;-4904142,99731293;-32707842,5359192;6018020,55037089;-18204757,4932905;-73686422,7401479;1172097,3012521;-8654932,00296764;62234887,8748098;-44177003,2478768;-48970734,2514266;-6391290164,67323;-4932581266,66575
"China";5667283284,26005;856821920,390854;1437205087,12666;90418378,9862;895717530,604419;6601455111,96144;0;46117648,042618;829425068,176194;12991018915,6639;751803666,347608;3475742797,49009;108278286,916853;715346756,215036;5499225750,64339;6817942640,15838;561012715,936799;449075291,924613;1180823119,08907;25133671,1536269;706826795,040054;4845700888,96897;24763459880,6432;11529920841,7781;58523550,0514375;52993388,7149925;39649311,4915736;2534975808,16217;33445739,8050342;2420674681,61076;1381661416,13718;189321421,171125;247440699,28608;6220796549,73378;260218483,437438;51750031,9673771;982558829,750828;1760045984,64918;5056341149,83951;46010046071,3002;26483149983,8572
"Chipre";3956158,79035145;5041688,01988897;8013227,38474581;-4688414,47342431;-1705287,49164921;2304640,27351029;-46117648,042618;0;953630,012219949;33421226,6684752;5957008,58032916;13851637,520611;221956,978757062;1320712,57086089;27150759,4335849;39989300,5640144;13461827,9038341;1456516,10353613;-16550,7167622921;-32693604,401412;1989370,55617102;37646889,263027;7650941,38262193;1739205,1543363;-275092,437468379;178139,065666522;-1162526,26213256;2858399,5186322;56125,5352948714;15045120,9866761;718760,169709687;1111007,23681004;-3528933,97924854;-2077231,66079757;-133689,719426517;242966,728287585;2527467,4442925;246755,202675855;822485,824496302;10515184,4824541;-118119501,59319
"Tchéquia";-4360995,504597;52759256,7447741;20077725,9271574;-28078003,508416;-23121105,1775333;7158097,00879057;-829425068,176194;-953630,012219949;0;597328857,481231;24163662,973618;12015643,641065;-4404699,49832086;10867166,8658851;62678615,5402034;-51904025,2180374;-11743863,9284417;-11825476,1109903;-25927142,411098;-185504440,129241;26624833,7038746;54895031,7357714;115658860,515461;14708839,3967484;-5966565,23764591;7066589,89782614;-9265695,81953995;-11571890,6985234;-190859,687723369;119587028,436118;-52721077,208678;-817242,57534739;-59151635,5012423;48964444,3409302;-3806475,80293357;2605365,90096576;7060981,0383181;-32977836,5831028;20350506,2433769;9775449,9860144;-1092880381,68773
"Alemanha";-429624950,261683;-988258318,954105;-233460157,304592;-255673818,625182;-1037431791,11211;-325104669,70799;-12991018915,6639;-33421226,6684752;-597328857,481231;0;-286407733,021381;-2049733615,20067;-77511810,1473733;40330835,3509454;-852429096,960626;-1738160122,04669;-458265404,0847;-603219763,543917;-664303607,047491;-4368011068,77766;663816892,825379;-1925880240,58116;128986514,581708;-458946854,218346;-122369781,981798;-66304248,0830573;-102379098,461533;-621367681,484026;-10840934,0783568;704632385,761612;-1365651920,78939;-357189738,177389;-688061372,185912;-653993729,527304;-142231808,958023;-89501081,7615134;-441538995,465663;-846167609,019237;-252089827,180002;-3056058140,81895;-26495752398,2201
