"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44"
"Germany";-257568,864837996;-347996,212507663;137325,721473408;-92320,5546801052;-407878,840404262;-162147,622488322;-287084,978744944;-4448206,1764213;-18849,8123714832;-112619,925657566;0;-73156,7899043037;-462265,399705474;-23588,4806611469;-55511,1216789571;-785173,865784939;-637662,210280354;-120575,78258426;-46511,3864960047;-88958,0224672396;-364344,914973025;-1047373,66627421;132099,229080916;-505714,078605737;-6666,52994073636;-156987,702009944;-17282,3320852754;-86642,4892759256;-16227,459607591;-280119,547432228;-1056,92783804159;20894,6594401887;601010,127656894;-686602,414188457;-155995,453986917;-178661,265911522;-390432,908760797;-49795,9288258121;-7655,88663540837;-169406,826244015;-455500,451613573;-153393,30039801;-943696,564877532;-11563561,1810416
"Denmark";-21072,0920727064;2605,82266312811;-5480,33716031427;-6454,77044886861;-12198,5687028716;-44491,6547622159;16073,3947819238;-252955,005213321;-852,240254796366;4580,81668802412;73156,7899043037;0;-13413,0952618951;-2166,61940171544;-8182,62445107593;-6381,10363207909;-48059,6163217312;-4759,43027619791;-1872,0667265471;-3615,16282164523;-24497,470079758;-95257,9632215052;3571,31067323403;8010,35582803717;-83558,1622996828;-448,771153045676;-3246,00105029159;534,446781016322;-3299,61823662956;-13293,3461033799;-335,509574416208;-51,7740383223427;-35447,6275591456;-10950,8774726944;-5481,55166968564;-6119,43413356584;-12155,5864301272;460,830966942107;1636,88772342931;-26467,6740939099;-21258,1872066987;814,975519364034;-61478,0219669183;-1823251,2673902
"Spain";-21489,299070212;18771,5546080136;-5595,93685429048;-34885,4972518669;-135684,054576962;-7646,60570271576;79557,4077894085;-948112,616012413;-4803,94074478215;9356,09261418323;462265,399705474;13413,0952618951;0;-1488,08618390047;22627,5411588092;-104763,390626718;-61257,3595003168;-29415,8298508873;-3833,21108135973;20966,1675329607;-108831,319026368;-333323,630761559;114618,284370664;115421,191437362;36323,8474466553;22116,3238149013;-3149,32936765824;256,263243757759;-2646,9473554707;6093,19963032615;-1715,98820233413;17869,0207894739;52408,5753112038;-31703,4940641211;-325939,421615317;-47595,421700715;27763,7684096103;15913,0623285728;-7243,9635816583;36957,6918054548;-100069,79467044;12373,2595411286;50215,4284489807;-5367777,19650593
"Estonia";-628,070102158956;1366,19146551553;1343,39951308108;-238,999751547821;-826,764477716638;235,572887479206;988,400336700219;-20278,8657641171;3332,10385544066;1944,70543074784;23588,4806611469;2166,61940171544;1488,08618390047;0;10818,8614744415;2232,44665540301;2251,16432314275;27,1055159919351;27,3696644045035;708,115423137361;-2740,94543718973;-4225,70685654312;926,137546356081;5713,20144164391;1134,73997392792;243,138691709298;7018,82918430789;42,284682798018;909,554452881097;-275,28823388153;41,6854159604194;183,476460705069;-454,340682759623;5422,22332924061;73,2145906946297;18,8489235022917;2035,52853111014;227,968170255812;786,325406155278;8396,08558438572;370,149883892569;786,264906597944;-5365,62319004713;-118043,417186837
"Finland";-14608,8476703678;4043,9272483389;95,3484251450645;-3330,22079577712;-24543,4683254988;-14918,2288564768;-2925,30780508625;-266734,513012968;-375,89940268766;4795,31941751266;55511,1216789571;8182,62445107593;-22627,5411588092;-10818,8614744415;0;-22668,081982542;-31908,130065605;-7915,96144650355;-1810,40739824691;-3709,33989185399;-15313,0888435904;-52742,7994634328;221,552620779114;-14167,4301936082;-20973,9715536258;-15386,0458785957;-6999,21410044326;281,956562747679;-5873,99281279895;-9324,78550804778;-1121,04758614267;-24054,7963423887;-12611,9727962841;-35499,9723317117;243,65410103866;-4288,35769577968;-9672,07838595324;-636,044131540033;-1243,90064944214;-14989,6415508119;-33547,7350933932;-8008,76825525966;-64152,9608996531;-708288,284730291
"France";-68533,9231522535;51172,296468651;96491,1418445988;-35058,7155888474;-137750,078223714;-25070,7314614107;96554,7631599918;-1664044,13160472;-7714,53898498714;38358,5244688942;785173,865784939;6381,10363207909;104763,390626718;-2232,44665540301;22668,081982542;0;-186144,208696524;-74882,7967762364;-6915,22153805171;-10480,5516494663;-163926,165835979;-546867,195741882;124947,114006897;206005,782036672;-38032,6262924586;-41681,9315706354;3540,77258652427;-772,540386916502;-5207,50619562491;-69262,6768944887;-11590,9633415195;19545,4185519752;304895,579958713;-68718,1681495012;-45571,5334908662;-84236,639073087;19827,3640533809;9429,42770126007;5137,99888569551;36759,1744400196;-138017,090246578;-18615,9190185529;83956,1264510991;-7880561,4983895
"United Kingdom of Great Britain and Northern Ireland";-45022,4673074529;56100,3560729071;62604,778429775;-13234,6187072706;-99936,5731616968;91962,0563872897;78157,4213798222;-1984219,58013305;-14150,8895312733;50013,1767949029;637662,210280354;48059,6163217312;61257,3595003168;-2251,16432314275;31908,130065605;186144,208696524;0;13936,0482242321;-14,0546826729051;54466,8484832185;-185795,814220438;-923607,46916062;186025,614276456;265542,797093297;96809,2404065004;68065,2463192262;7945,85680860862;-5111,61629975552;-240,334689248892;-8264,48853604496;-5863,93567777734;104784,422644319;895349,511877832;-19684,8189592748;-13201,0337839681;-23448,9426366998;-32772,9537435688;24642,6466171532;3777,87394421869;94572,534464143;-12511,2932038669;26281,3027368149;-269198,452389455;-7506997,34524568
"Greece";-527,843370159051;16130,4557141722;21714,9109610351;-49697,3666423268;-7858,94166034795;2049,18594641212;39785,5731031706;-131455,019808462;-12199,9621660591;5463,55331979102;120575,78258426;4759,43027619791;29415,8298508873;-27,105515991935;7915,96144650355;74882,7967762364;-13936,0482242321;0;-667,372452313472;3093,2848800621;-13263,5316273919;-59155,7693788748;18469,6962435833;147216,010097599;-4914,18751775979;70228,2686379887;-174,75225368431;799,246990909757;-302,931607986552;-922,471765144074;-7,57417929259304;5902,033752099;8179,02742223766;3158,45455907267;54,9002360189475;-30411,9717541703;68587,4404237228;3259,05935465855;23,5989795130658;10157,0292656266;-33484,1150996601;3410,8330120299;30118,7438738985;-1029738,31629804
"Croatia";943,599262127228;20297,3430512711;137,442717649063;-1079,65585714209;-5158,20501525211;4440,47688810097;6090,74255275705;-50737,8617837346;-504,960739724084;5308,73792317891;46511,3864960047;1872,0667265471;3833,21108135973;-27,3696644045035;1810,40739824691;6915,22153805171;14,054682672906;667,372452313472;0;7045,64387016111;-1213,54369134421;-13998,6370620326;-178,717031190254;32244,8559096339;1157,46191318566;2064,52181779494;-47,4115477491648;77,4119435471551;-112,818809231784;-4,14509551492341;-932,976414499947;181,89800868962;-134,813633546335;-1055,46388993103;68,2702954484263;-7146,26770493092;18625,1852018625;2228,74822266626;9792,0897139986;1614,06212962311;-7,80782803623879;1755,18586420365;860,319607867386;-217567,64651287
"Hungary";-7393,07339533243;70001,3962527646;12534,6464572722;-14186,0162645797;-3673,67570236729;140,194850298511;10693,2053591482;-97518,5764701048;4843,65978523107;11833,7779886328;88958,0224672396;3615,16282164523;-20966,1675329607;-708,115423137361;3709,33989185399;10480,5516494663;-54466,8484832185;-3093,2848800621;-7045,64387016111;0;-2445,83693007454;-13796,5128170445;3498,08680165619;28175,7167068128;28875,2484191079;59156,6818266745;-1214,53894834512;-297,064907834591;-1326,8024090458;-1766,48275265695;-55,0907310303465;10667,1453015366;-2663,14475816115;-7427,54771962235;-4045,36856099683;-73885,6809979916;83083,334502875;-1187,24950383234;3582,55713612392;3707,05867260184;-17158,0842800439;14891,3268627378;-3041,96194449021;-280245,214019068
"Indonesia";296753,496019644;14875,688781176;72982,5994321559;1042,66218239528;124904,59115922;114769,312140995;21433,4678724223;-156200,769415777;686,046268121968;8352,35257909963;364344,914973025;24497,470079758;108831,319026368;2740,94543718973;15313,0888435904;163926,165835979;185795,814220438;13263,5316273919;1213,54369134421;2445,83693007454;0;-19878,8832832758;17267,714186437;185421,131128062;1022704,04651987;258783,432182926;2608,88417790771;3322,28788251532;874,366054175747;54648,4884490214;233,342974000002;264979,168311148;17339,9797071717;26374,1580062339;7760,21549934968;4851,37529806785;170486,169639533;3561,88310013679;3791,1773433389;33116,2109109332;82239,769722786;26352,4881324715;1397167,98343639;295062,338205386
"India";874496,789137037;64689,1244811429;266615,582552951;6242,75439644384;225417,886201953;283355,977928965;176315,927020392;1277596,20736082;6264,43366470066;36630,9108839595;1047373,66627421;95257,9632215052;333323,630761559;4225,70685654312;52742,7994634328;546867,195741882;923607,46916062;59155,7693788747;13998,6370620326;13796,5128170445;19878,8832832758;0;34668,1450675;535733,43787655;612337,112225478;516687,671956676;8350,68557375419;1909,57879452576;4776,45713927476;135739,667105326;3602,96357685613;334706,090404075;47676,8468916041;79888,2885444175;59031,0673325977;18670,3331961313;375557,638189472;10101,8272503569;13647,2810049203;102020,008467012;296144,445444909;197837,598245248;3101505,96556351;5876436,00032105
"Ireland";-59917,7222037068;-16791,9604906874;-115340,098397704;-1934,17046296328;-19488,9618810014;-42478,8838473784;-168972,411215894;-175967,58956655;8086,87662535869;-14046,6842752097;-132099,229080916;-3571,31067323403;-114618,284370664;-926,137546356081;-221,552620779114;-124947,114006897;-186025,614276456;-18469,6962435833;178,717031190254;-3498,08680165619;-17267,714186437;-34668,1450675;0;-105679,014758429;-41137,6747135133;6610,81133717541;-254,69880483816;4128,94448163854;-1228,58210463153;-17221,151973684;-1078,98288553935;-54273,7187841885;40501,7785757016;-18382,7338820592;-21411,7366870293;-5635,86182653645;-15332,8173406358;-1472,50761360884;-1656,3768859751;-30412,0991584862;-22240,1461917341;-4370,73266497715;-657453,785743875;-881848,947739349
"Italy";-77961,1334468193;74985,8941857716;84800,018822533;-60970,3591519905;-167448,741619422;-63722,3464785502;-14599,704975502;-1549831,15583582;-15686,9024627787;-805,541346619168;505714,078605737;-8010,35582803717;-115421,191437363;-5713,20144164391;14167,4301936082;-206005,782036673;-265542,797093297;-147216,010097599;-32244,8559096339;-28175,7167068128;-185421,131128062;-535733,43787655;105679,014758429;0;-22296,4363470764;-18872,7669749532;-10896,4764241422;3890,12929494991;-5343,77524871888;-112680,244141515;-15448,7950258081;144528,949346477;33631,5821438785;-129704,671535739;-69153,0089052265;-178315,722469381;40879,1620525061;-1599,77915144157;-47795,9561499762;16837,4374796856;-192404,102472386;813,50263839501;-237957,451454736;-6223697,87614597
"Japan";855020,682260361;12649,1401302564;-67899,7841082244;-2610,97858493364;-114354,335254716;963,160604878445;110057,358317841;-9295450,2043961;-2608,42189551832;-34937,285552677;6666,52994073636;83558,1622996828;-36323,8474466553;-1134,73997392792;20973,9715536258;38032,6262924586;-96809,2404065004;4914,18751775979;-1157,46191318566;-28875,2484191079;-1022704,04651987;-612337,112225478;41137,6747135133;22296,4363470764;0;-811342,748061842;-625,566652971846;-2155,90983257929;-65,4977747359098;-302235,810852387;-812,059911888686;-144087,722129895;23743,534647931;-58414,1880149882;-7616,84940674591;-5113,66534147292;-251743,649025778;-12717,5670510333;-1874,05604804716;14977,4683251072;-58153,3887185795;-973295,896177405;-1109071,86871654;-14181246,2318797
"Republic of Korea";369935,143474209;12396,475694057;-6942,50878042185;-9315,34120350405;-182843,805164706;-2144,0073657227;50420,9957344448;-4462220,26274506;-3733,82243053501;-23096,0478958138;156987,702009944;448,771153045676;-22116,3238149013;-243,138691709298;15386,0458785957;41681,9315706354;-68065,2463192262;-70228,2686379887;-2064,52181779494;-59156,6818266745;-258783,432182926;-516687,671956676;-6610,81133717541;18872,7669749532;811342,748061842;0;-1213,07242201916;117,125828911698;-974,936203963008;-246136,093712516;-4925,3837824676;28219,6217091314;51549,3262207741;-111422,032068604;-7376,12814256178;-18444,57695908;-79969,53588264;-71515,5466397494;-5423,44564474846;5447,73453002398;-76467,1300339451;-168181,545463898;-253617,424444903;-6193848,0613184
"Lithuania";18,8628877314103;1586,4367630685;10303,2565128519;-1442,72942455594;-3432,79803308367;-7106,58356343123;984,177624458008;-20870,7673895788;-195,173104016648;5024,29193085423;17282,3320852754;3246,00105029159;3149,32936765824;-7018,82918430789;6999,21410044326;-3540,77258652428;-7945,85680860862;174,75225368431;47,4115477491648;1214,53894834512;-2608,88417790771;-8350,68557375419;254,69880483816;10896,4764241422;625,566652971846;1213,07242201916;0;-72,5007424766354;-6920,23328703021;852,317216300289;29,0263373777456;-7399,60015468893;-387,342554066017;-8884,65355192601;-346,593340471862;-160,8314764709;92656,2466763975;1885,5953850095;1164,18244651112;8217,4685622949;571,808152385552;307,076336754206;-9459,09011217692;-187326,561531125
"Luxembourg";-513,569415097271;523,871100586972;67988,6162467145;-286,240908106349;-1419,88669003416;-19,6381725745541;1492,85884950469;-13411,7204512343;462,443404670391;-350,673601660232;86642,4892759256;-534,446781016322;-256,263243757761;-42,284682798018;-281,956562747679;772,540386916502;5111,61629975552;-799,246990909757;-77,4119435471551;297,064907834591;-3322,28788251532;-1909,57879452576;-4128,94448163854;-3890,12929494991;2155,90983257929;-117,125828911698;72,5007424766354;0;-15,1427277921296;-1248,44690448494;-268,540079743606;-16101,0528434565;-483,139387957146;-2751,12704667066;-761,411529498911;-966,531775313185;-1717,55264389385;27,4840268696961;-387,535916623619;-2834,94213060543;-1422,89659503881;-142,606264331338;13436,3204959173;-198086,940197747
"Latvia";99,5087826977803;1975,57105078032;1624,55000770906;-213,804623312252;-216,681361109238;2931,21429893662;2912,27969806242;-17163,4907225606;80,0224390057743;2143,63697851612;16227,459607591;3299,61823662956;2646,9473554707;-909,554452881097;5873,99281279895;5207,50619562491;240,334689248892;302,931607986552;112,818809231784;1326,8024090458;-874,366054175747;-4776,45713927476;1228,58210463153;5343,77524871887;65,4977747359098;974,936203963008;6920,23328703021;15,1427277921296;0;-20,5320414890163;6,04599640875453;297,328574734013;-211,546077036081;2861,58857771034;178,690381189997;-282,969139819749;18100,1757662093;1180,09071455522;660,63778231266;1046,88495558522;353,13608146183;218,204495259739;2697,64910729147;-98895,9953259542
"Mexico";-3209,04441014751;17597,3024369271;5649,96327874503;-1049,80307937056;-16206,6699431004;-94928,7883990814;30565,5638244651;-715885,819763462;-64,274138660659;5219,69795040635;280119,547432228;13293,3461033799;-6093,19963032613;275,28823388153;9324,78550804778;69262,6768944887;8264,48853604496;922,471765144074;4,14509551492347;1766,48275265695;-54648,4884490214;-135739,667105326;17221,151973684;112680,244141515;302235,810852387;246136,093712516;-852,317216300289;1248,44690448494;20,5320414890163;0;587,670028648315;18992,3622798691;3401,88876989223;2008,16435056473;1521,38914465848;-578,084714784038;-2980,0343994736;1037,17150738947;1322,37431013992;27238,4417932091;41,5381448124808;59470,6574895616;495637,968263282;-1916759,5700723
"Malta";346,840601643722;950,405473018267;180,671968251555;-565,186876707596;-543,758142980221;1296,93165737977;1196,5415275629;-14953,0962566639;23880,6237473831;137,886317476983;1056,92783804159;335,509574416208;1715,98820233413;-41,6854159604194;1121,04758614267;11590,9633415195;5863,93567777734;7,57417929259327;932,976414499946;55,0907310303465;-233,342974000002;-3602,96357685613;1078,98288553935;15448,7950258081;812,059911888686;4925,3837824676;-29,0263373777456;268,540079743606;-6,04599640875453;-587,670028648315;0;-337,341666566795;-208,044938642819;-351,305578971268;103,422178286754;-881,104296067125;1741,82112570994;95,9413347059937;34,9915330047048;426,171777804205;285,009637999771;462,375174446259;1470,15387105614;-32928,8397346555
"Netherlands";6258,71938662377;-18395,5457612594;-321039,005761822;-12646,3566904764;-123206,179590422;30024,8448186514;-27595,2427662672;-786513,971215119;3886,41411472706;2327,02282106217;-20894,6594401887;51,7740383223572;-17869,020789474;-183,476460705069;24054,7963423887;-19545,4185519752;-104784,422644319;-5902,033752099;-181,898008689621;-10667,1453015366;-264979,168311148;-334706,090404075;54273,7187841885;-144528,949346478;144087,722129895;-28219,6217091314;7399,60015468893;16101,0528434565;-297,328574734012;-18992,3622798691;337,341666566795;0;298437,131034715;-39525,2569501095;-34208,6411429672;-36145,7196802762;375004,729852309;2141,86344687425;-3354,30181784642;58884,2922928678;-62820,8876007269;-48883,5464416344;212810,841086072;-6215645,45344942
"Norway";-6401,07982489872;-7700,17722627585;-37648,5216138482;-1514,87333948789;-47156,1452145285;-61618,7273763479;12174,8120210964;-243265,149686752;-592,588325202013;-23374,5054341909;-601010,127656894;35447,6275591456;-52408,5753112038;454,340682759623;12611,9727962841;-304895,579958713;-895349,511877832;-8179,02742223766;134,813633546336;2663,14475816115;-17339,9797071717;-47676,8468916041;-40501,7785757016;-33631,5821438785;-23743,534647931;-51549,3262207741;387,342554066016;483,139387957146;211,546077036081;-3401,88876989223;208,044938642819;-298437,131034715;0;-34589,329601926;-19559,6614881214;-2162,31970089607;-99915,9222851791;2128,57155799396;547,001402009842;117952,769261126;-15817,0414620828;-9063,43161092804;-116949,939031839;-1194732,35692906
"Poland";-2909,19357848902;57020,5410480508;34424,0047847766;-8700,48482789833;-11182,9852810393;-781,056099453548;32186,0549742866;-313907,032029105;517,198048302202;50272,9559806669;686602,414188457;10950,8774726944;31703,4940641211;-5422,22332924061;35499,9723317117;68718,1681495012;19684,8189592748;-3158,45455907267;1055,46388993103;7427,54771962235;-26374,1580062339;-79888,2885444175;18382,7338820592;129704,671535739;58414,1880149882;111422,032068604;8884,65355192601;2751,12704667067;-2861,58857771034;-2008,16435056473;351,305578971268;39525,2569501095;34589,3296019259;0;266,630620785589;-19913,0617912261;224997,60107614;31839,1654591345;12933,4996388334;36843,030345472;-23853,8646925518;17166,2343080635;46820,7226017338;-1200895,63998163
"Portugal";-1634,67295941263;3934,14400870393;9504,92124604307;-6325,46189231934;-40472,8221809042;3209,45571409239;15320,5980463432;-83735,3227345146;-772,76267771863;6087,73807414636;155995,453986917;5481,55166968564;325939,421615317;-73,2145906946297;-243,654101038659;45571,5334908662;13201,0337839681;-54,9002360189479;-68,2702954484263;4045,36856099683;-7760,21549934968;-59031,0673325977;21411,7366870293;69153,0089052265;7616,84940674591;7376,12814256178;346,593340471862;761,411529498911;-178,690381189997;-1521,38914465848;-103,422178286754;34208,6411429672;19559,6614881214;-266,630620785589;0;-8502,52183148815;2118,57428443833;1085,59629200162;647,3563273466;7532,45197805156;-1853,66536999748;1375,53012195678;-7913,39601721479;-740422,868884107
"Romania";447,460393193295;52512,1274180479;21502,1594404615;-27834,0614565706;-4649,80645647236;441,35121138511;17332,7371820877;-61237,8070865906;7470,06526822979;19508,9753656903;178661,265911522;6119,43413356584;47595,421700715;-18,8489235022917;4288,35769577968;84236,639073087;23448,9426366998;30411,9717541703;7146,26770493092;73885,6809979916;-4851,37529806785;-18670,3331961313;5635,86182653645;178315,722469381;5113,66534147292;18444,57695908;160,8314764709;966,531775313185;282,969139819749;578,084714784038;881,104296067125;36145,7196802762;2162,31970089607;19913,0617912261;8502,52183148815;0;33328,6712047357;12493,7683553134;6649,83355279123;5551,04831635715;15090,2555315761;4196,67270197931;15256,6932588861;-234953,928472192
"Russian Federation";9582,19536859591;33193,2515539155;10069,9081105708;-70088,7545363666;-102773,246461168;8338,89306115222;8451,56231637749;-4255894,24276661;-5328,30221407197;-39426,932556362;390432,908760797;12155,5864301272;-27763,7684096103;-2035,52853111014;9672,07838595321;-19827,364053381;32772,9537435688;-68587,4404237228;-18625,1852018625;-83083,334502875;-170486,169639533;-375557,638189472;15332,8173406358;-40879,1620525061;251743,649025778;79969,53588264;-92656,2466763975;1717,55264389385;-18100,1757662093;2980,0343994736;-1741,82112570994;-375004,729852309;99915,9222851791;-224997,601076139;-2118,57428443833;-33328,6712047357;0;-10423,3033298533;6660,64311938032;7711,46094067168;-187339,438093011;-34835,3921140282;-143313,899963786;-12346373,3777004
