"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Austrália";0;3484215097,04852;213975,919906359;15621757005,2211;197943,388589937;13190050037,1577;20561332130,3004;1001185,79714;20536,9794388176;19014,7484840627;9812963347,5531;445358,59446;5043237,33898827;5031141562,82801;264591,538880722;212402,965813977;8269953719,71776;4451403,76024946;4353367192,34307;228946,872265593;181809,242922232;161807,522589278;823379,488073091;555827,20268;174309,318904455;361557824,023929;399240,866170142;16926429623,2679
"Áustria";0;3403157889,58156;175650,003840772;7343144255,5078;169244,947171302;4360467329,17387;9183822179,89508;443638,12668;20701,1562523332;18058,0778187811;3475504566,99832;184072,3362;2110798,42277773;2215416574,98801;122682,856792427;73205,2685888434;2655218000;1697089;1870834939,22255;103601,001058751;61295,0395309529;44960,8970975734;0;259565,79048;16055,8572925652;129228962,383113;225158,945302563;9792272165,39402
"Bélgica";0;5977216990,22623;296281,213644328;13842018349,2754;296241,935440896;7867379905,60481;10977364795,398;575647,60905;19069,5915744601;22865,7270078774;2711455230,61422;207416,45498;1931970,71122831;3111966279,39472;136097,412442763;76845,6381250938;2420866703,67039;1721224;2837255258,04778;124083,317231519;69790,1901470901;47276,0501272371;442827,937414725;368231,15407;49975,8545243999;94500752,2820719;181825,604160595;11791442335,6591
"Bulgária";0;1829400361,49505;23959,3560025364;1727211949,20476;34774,1125904784;-812158597,107254;6280654685,95537;71548,65257;87781,5928093217;49537,5062261181;3627100553,10887;24062,50092;2231762,01471603;582722651,534059;11763,2617369589;384,870904311759;2587278559,97619;1552114,53099951;438052376,304692;8842,84272012332;259,935026820751;9061,69005304108;59111,408145442;47486,15165;6787,5313414112;189112282,634755;243735,845951542;11335785761,7655
"Brasil";0;16219207288,8451;201781,653508247;12633426758,2924;179092,288484945;-2096262708,49332;158085223454,438;1731986,18752;91273,9516016564;53880,6530791642;100077188112,293;748333,72734;49080401,0631265;21586089808,5957;400627,842741258;261611,05510808;81450756211,2552;40566509,9339268;17995829579,4621;333994,273473665;218326,200190492;249182,187578742;1304647,11463819;983652,46018;171679,712317455;5042352082,52122;458518,139841747;26018854693,3921
"Canadá";0;7905297266,19767;463721,773081936;24771851741,3877;409269,397256099;20441259371,6364;28554942206,9014;1431534,29219;19947,0891914278;18738,512659312;12503118170,9134;675783,04629;6854513,47388796;6976820195,72853;372325,185172124;311211,072480762;11094478727,6405;6116205,53966971;6661486602,81625;355497,083676268;298603,447642082;270217,795727876;1596039,90258877;755751,2459;249896,85619014;406163295,356337;491695,715679828;12793190591,8354
"China";0;256498878846,519;1427808,57519271;65099325133,6626;1072026,35062531;-168043062082,491;2505703599957,22;11230456,21809;223116,813003646;231894,923737839;1107483703160,28;3082590,34532;567375780,10248;330651087211,364;1425865,99948678;6519345,72064184;0;0;330651087211,364;1425865,99948678;6519345,72064184;1607073,70905322;3728109,40540617;8147865,87277;899696,05632201;39539618268,2667;415983,24664101;25417580622,0181
"Chipre";0;130680752,685611;2676,41857018849;658500329,907015;9356,60652620192;89276717,8258571;718548452,142257;16710,49473;42999,8311691073;22283,7447782184;278574974,798666;7653,67752;143046,777193151;122160009,320439;5482,0233554212;2343,62918282408;190022000;115600;88434731,9546238;3968,57587603793;1734,03040583074;1796,6719945788;13596,2903892145;9056,81721;1332,55911685637;18310302,2010081;227527,868122939;17054165602,7766
"Tchéquia";0;5156996127,567;146556,068194525;5740412742,06649;132816,178403406;1485416767,25761;13073818277,0676;359277,74699;36389,1679532034;25210,4398313214;5903721098,81198;115111,11396;3026592,90761581;1585853413,2541;62904,630933247;746698,790369005;4842309000;2587246;1343617060,79112;53296,0578943097;648975,702218512;40798,217276753;0;244166,63303;20569,682981564;301188133,95377;250054,848943746;9073387533,67225
"Alemanha";0;26822423849,3965;1527136,579093;64558727214,8083;1171677,64712667;61071571392,0962;71858931820,4086;3829316,15772;18765,4737453681;20130,7937874229;27046949132,8123;1598075,63215;18542041,3577868;21078698507,0045;1047087,29966593;667237,220252994;23691465608,4656;16933000;18919571007,3147;939832,338808967;598402,461945514;400062,277814065;0;2231240,52557;195786,768905428;1181059962,48701;244426,646751718;12846890012,4004
"Dinamarca";0;2182088925,91375;149948,921520464;5227347510,47863;111188,365487929;5589822478,00562;5523664004,5453;342293,0921;16137,2348201861;16184,504204888;2326030735,34952;152047,88703;1469582,18976631;1661116659,67594;102636,24011258;396839,889920233;2168450000;1372752,30272111;1560955392,56266;96447,5261522823;365477,434389928;34769,0835874203;0;190245,20507;14836,5715374346;62306787,9510329;182152,36051501;7986053497,00776
"Espanha";0;6962904687,05593;309055,036125701;24926485087,1513;412132,871968186;11196697616,509;39425538719,9626;1812786,64768;21748,5818148646;19054,5657842406;15718862570,5005;704079,15419;9547020,17920698;8357460045,818;438606,690934421;189237,167524509;13760274700;8378900;7458319881,48563;391419,041815908;167463,503319737;215693,415805579;0;1108707,49349;56930,3727846683;494783630,975995;313798,094001871;19604862471,8016
"Estônia";0;500461840,63249;10313,8170980753;723526973,396213;12310,4581084518;91989081,6641875;1322777806,42232;26710,75159;49522,298238794;34147,0392698022;736418564,598609;10432,86195;380399,500491261;237344580,946364;6950,66354277629;2035,22353525463;670402357,819431;355932,023933774;215422938,944569;6308,68571774178;1841,46662508476;2488,45427722371;21229,0673265829;16277,88964;1638,90920308114;29648221,477585;178488,977550112;12454352544,5591
"Finlândia";0;1869606880,77764;108353,678155929;3994637963,91265;81677,7002952516;3876263186,96569;6536532720,32679;340090,15214;19219,9999888147;15765,3646106462;2415662342,89855;137122,90141;1410540,78085529;1400921645,25201;88860,7196757115;52965,3125155612;1947100000;1212800;1197308876,0016;75945,5239743118;46346,082830601;35602,7922642886;0;202967,25073;17177,355963792;83654365,1084506;249931,641198521;11801987299,8353
"França";0;10007286635,2245;637309,230113873;35118931777,352;662973,356114369;23426839374,0482;42002314360,8444;2557163,02567;16425,3565139201;16268,4393208565;17657583707,0193;1092735,9211;11909490,1068674;11659379088,2249;716687,007172059;409862,515268072;15495110388,7241;10559138,9053765;10580109406,4168;650345,690680538;371915,20339836;286648,296337941;0;1464427,10457;101269,967798169;486343581,761491;281979,062944498;14227538399,6112
"Reino Unido";0;7917871642,74774;485435,7931205;36217883818,4538;601436,30494998;20684777921,2187;40034353273,9242;2212989,16452;18090,6232690966;16744,1861530061;20177933177,2751;1010915,41012;13140126,2652153;12500072690,2263;746532,114251616;293567,005159312;16891370530,5056;10999874,9432549;10529839582,9369;628865,415536872;251417,422608384;192843,967448384;0;1202073,7544;46156,0311213887;467965581,193727;281570,109406237;14037324533,4359
"Grécia";0;849320629,843857;49039,031178145;5081842006,64227;94854,5631058464;1224810439,83062;8071597939,68624;262308,89441;30771,3467278391;20500,2919818113;4325848530,13545;130976,65482;2213673,8377187;1539452909,11908;75094,1942917179;32508,3677694748;2684156915;1324978;1039884651,61551;50725,3580845649;20213,9166077462;46093,9394282821;233062,899377465;131332,23959;29579,8419756531;114180756,056853;262126,508107784;14551096385,0898
"Hungria";0;3409406017,19928;95460,2423998876;3643483053,90893;99213,0996624362;-12291593,2837391;8392973045,55264;204072,26093;41127,4565553599;25287,9004732234;4569426721,06114;70330,06493;2315961,16323017;972009914,708802;38437,746768975;3020907,73828831;4121469105,36528;2117931;857772218,973182;33920,2623753385;2602633,8735317;22599,204591025;0;133742,196;14818,462234256;235688709,848451;231070,602285359;5691307709,13917
"Indonésia";0;18728790714,4777;139581,131576613;11117691964,7188;121228,727433295;-6406294956,39433;154883671060,455;728994,55109;212462,042176957;186457,745010033;96544284148,1362;351378,37645;71412304,8844443;24442319309,5664;131087,71270537;199292189,946076;39050772731,2109;28687329,2814901;17529377391,1521;94012,5999604299;140375385,855204;215828,57631463;508924,758693326;377616,17464;42732,408028574;2948597139,30459;426272,537493531;23297386498,8389
"Índia";0;103329698878,652;199604,053106872;27349500311,805;275942,057263994;-80991657352,7454;1294836972851,48;1892393,48361;684232,419983504;796795,816329644;868817397453,202;766946,19023;376817272,258906;273654354829,143;343443,513659124;7200432,09249646;371634072584,723;159390399,42768;172693062033,092;216734,398567232;4461265,14206555;357907,286670876;1844136,11520132;1125447,29338;153998,430311058;46635852513,6165;417863,909805081;27791385255,8178
"Irlanda";0;1643084494,38371;123941,98923064;3169680685,73541;82490,6477769958;4247805523,56791;5062384612,78165;308487,54207;16410,3372823818;12984,3718491852;2138979844,79252;121786,89544;1135937,09235088;1052680823,54464;81072,9110173088;33031,6627350763;1534903052,39701;852368,609293863;859957877,674483;66230,2256638198;26079,4938933336;30567,9875526912;0;186700,64663;23842,0128715692;83935536,1087801;251093,922080846;8218038730,80973
"Itália";0;11466851946,7808;542898,226946354;32518842157,814;547031,587880876;20780642168,8711;53429925536,0458;2512146,60213;21268,6335625252;16861,6482565554;21034312544,3434;976639,45631;11990704,0805503;11196877989,8465;664044,096963853;329012,07749137;15355649737,6937;9601300;8570308329,18073;508272,275567651;249351,790496625;236116,684226147;0;1535507,14582;96186,0978879251;842642709,669101;317062,695616072;18620604251,2456
"Japão";0;16597193777,6995;743586,671579608;62232418708,6366;717625,96854076;47339500471,9158;139088301693,597;5342119,25521;26036,1656205911;17416,6360721515;56236611606,1829;1991538,69348;29455597,6541537;21139360023,3867;1213745,29133026;161810750,447273;47247298731,4228;24379122,6689203;19136410625,1639;1098743,20999118;147509687,879886;783866,298696583;6668749,39243332;3350580,56173;691043,420921942;2353279502,0773;561842,333856508;32128961079,0475
"Coreia do Sul";0;17524515573,7878;454752,124389632;28811415840,6703;418750,798394349;13650325450,1201;76173137904,0744;1721067,0334;44259,2510493871;33618,8515336281;25600676227,8962;513985,18913;11313519,0468139;12190839899,369;362619,165832444;319060679,939171;17032221798,5975;7443006,9443601;8681639343,16187;258237,237357078;227204114,362367;97375,0265175563;1192996,58623966;1207081,84427;188911,092417227;1261020934,68489;593994,356745605;27645570246,8667
"Lituânia";0;800876136,882659;18441,910204476;1193350230,60862;26304,9418866662;-123720423,57371;2779282915,93612;53252,55214;52190,6050367207;36191,4338038938;1699062060,21834;22662,66839;893176,268540021;470982998,080518;13013,6595480737;16118,9046662161;1479658678,0341;782900;416416566,161749;11505,9427713789;13643,3007120216;8214,72249192634;36638,4370086986;30589,88375;5172,22233647796;65290140,5454421;208892,848026487;7922334742,43414
"Luxemburgo";0;236070696,085585;18090,0317158516;473997906,847514;20082,2862192089;107139126,309983;480416491,796938;36884,41772;13024,9173362018;9761,56976301673;245812406,87221;15674,20898;148371,00106097;105689155,448781;10827,0655247685;5582,99499618109;224244788,166109;136400;101048425,963758;10351,6574093028;5369,19204710076;3369,53785523151;33659,0768567694;21210,20874;4524,27366322716;11593119,1737276;114247,930655278;1387811673,94501
"Letônia";0;340720821,210303;8026,82712067953;646605605,926038;14180,5199812671;-98094576,4480065;1451010478,34901;35007,90785;41448,0775191199;25281,4491319331;802475049,251403;13280,92119;591423,8586687;231877941,279004;9171,8611567293;1738,75062176228;710324608,402841;499501,694915254;207381677,065618;8202,91890640375;1509,20350417779;2832,4204432707;32896,9156517703;21726,98666;3403,88140082522;42788310,1179143;115845,565895207;6009236568,49924
"México";0;13771149424,9245;253585,036243999;14131953040,0573;284009,798936012;-1636529770,58064;84491538669,7789;1201862,15973;70300,5232220307;42867,7516035012;58923820417,6452;584453,01255;27433156,3499801;8066868165,96883;188180,34219714;491768,663023203;42385293082,0736;19614119,48936;7326082346,05137;170899,617358355;436211,498822638;376874,90228286;1045433,54732859;617409,14718;109810,301610645;1975774002,04621;485063,033751131;10650273907,6027
"Malta";0;101614081,441863;3519,49871525826;233731224,08785;5486,96396425557;2956430,14238834;252061078,828196;7993,79816;31532,0794674901;24312,4552001614;122177986,855328;3181,29039;65817,1629599069;59041592,8771519;2428,45045434819;1272,82784885706;107325065,115679;56740,8172105385;52045441,7462543;2140,69049455395;1122,00373385142;396,662245651809;6560,28898064044;4812,50777;1170,66775853022;6097040,67196398;152413,676203663;6461969007,10851
"Países Baixos";0;10787522973,1172;424565,409893157;21007882755,285;323262,608946941;16870714575,2152;20554574001,9188;895979,02808;22940,9097286187;21180,1667725872;5366080802,23595;379865,46458;3701120,7935242;4790912698,4501;226198,063022375;116620,107236874;4453176084;3285149;4107888435,36048;193949,76817072;98361,8776492584;113394,958717625;0;516113,5635;35172,9139942024;149783824,309301;302301,775934596;24457327792,1657
"Polônia";0;7909628332,6808;192252,612941446;9820281450,64366;202360,727107782;1247072793,75787;32634053307,1115;664755,83245;49091,789366987;32699,864796169;17751830418,9761;249158,08874;9783897,99412769;5311235245,98009;162423,767776628;215679,344950756;11819254019,2657;7147688,73345936;3680367626,17877;112549,934047738;144063,181288425;60009,0884433722;0;415597,74371;24552,7022767564;648909459,044127;246442,099427154;10988585638,6633
