"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Austrália";0;1427429,37496179;174825,535742318;8639526,4007319;169227,50063252;7459840,11623226;10484673,5951702;990633,92673;10,5838022626373;11,6630745926492;5119439,10190067;448017,87043;5119439,10190067;3015647,66518932;258563,695296092;214586,682883191;8709702708,36014;4685439,86298998;2612870,18417879;224029,278336742;182680,8983793;172455,390153908;822836,254134935;542616,0563;183625,008742989;433815289,241341;385493,536745107;7880161899,90628
"Áustria";0;1503998,04890163;132039,193671481;3586093,77365315;129462,933232744;2196109,07236541;4708362,78217112;388198,47869;12,1287512461661;11,1982978467368;2049131,56352548;164707,68442;2049131,56352548;1305141,24212227;116548,180802548;72579,3078356219;2556261000;1677611;1115721,82448802;99633,1620892848;61185,3189719281;34111,084957452;0;223490,79427;13003,4335765517;123462809,854776;185048,719958593;3345397493,66995
"Bélgica";0;2784434,06760827;227219,364936246;7619432,64308359;221616,687899722;5082947,09610181;5762329,30857045;481633,4463;11,9641386054847;17,9361197873076;1935598,28246031;188488,30326;1935598,28246031;2348474,18930484;130935,4652597;76462,8577068158;2360316803,43994;1715112,11976561;2137677,11927044;119182,807910503;69249,3331395477;37515,7260802996;423427,256305529;293145,14304;40966,9123866306;89122107,008996;159740,207378394;2339944785,65005
"Bulgária";0;990125,214946487;17878,0980232889;843256,42220197;22864,4583446513;-367541,991812165;3802491,13150678;67517,0148;56,3190055539419;35,0199446349106;2174880,95097087;22209,11033;2174880,95097087;415061,177187192;11852,1368755514;450,832911057835;2422768484,95875;1451448,52839616;298338,393479465;8519,09951856572;256,703731506484;7673,96782444859;59146,3223997255;45307,90447;6519,49963570175;198697665,358046;214709,241050126;3217884536,16057
"Brasil";0;7718247,67060581;154971,582292323;6947700,59881829;133880,689843774;162838,08449045;76756367,1705853;1567704,89592;48,9609794358275;27,9236242880041;48320444,278206;713573,19145;48320444,278206;11235788,8833878;402375,736312089;251647,285019944;80172293394,9177;39951873,8257067;9470627,32514217;339161,823245514;212613,540713818;227997,406677911;1355029,88037942;854131,70447;172581,296341266;5978542984,26321;423901,149358827;6168451884,66133
"Canadá";0;3225136,90822716;327712,172929801;12148507,4191443;321793,41570469;9185307,2758506;14620062,9557412;1269708,80892;11,5145006894745;11,5027434687674;6767719,60783177;595689,50626;6767719,60783177;3798623,27181037;330236,285119676;317618,119937285;10507097478,4468;5909600,38439803;3626935,67273026;315310,489413089;304750,936047536;239671,460030324;1538993,42377824;674019,30266;208947,148476845;445352746,794218;442994,447891795;6139250965,1851
"China";0;105674630,31277;1204639,4172676;39665585,7921689;964355,774248076;-55375204,0495098;1330186888,65211;12080155,98063;110,11338684575;124,649989641235;565379617,687377;3309257,6659;565379617,687377;192136263,131954;1541406,17006834;7041916,41487886;0;0;192136263,131954;1541406,17006834;7041916,41487886;1721989,58384166;3672770,3646126;8770898,31473;935026,610651598;41834972879,2883;358598,39166911;1775645289,15145
"Chipre";0;47417,2150268996;2476,82188906281;276951,015166389;7044,96334511438;27369,0298597111;286203,140250282;15303,46611;18,7018508220999;12,8387782397814;146649,173921424;7099,53521;146649,173921424;70435,6537941768;5486,16484206646;2441,76541935925;188409000;114400;51500,1054136129;4011,29332182387;1824,99386686948;1310,41643793354;0;8203,9309;485,856410456381;14993694,2784582;184565,382721972;2774690937,12128
"Tchéquia";0;2207084,03127527;108677,32976311;2605705,71981272;94657,8196859117;1019060,23262788;5859092,44038689;278876,2376;21,0096510581541;15,6441853608364;2902294,81128344;98863,6262;2902294,81128344;836323,221879581;53459,0458109267;655813,696004309;4676571830,48095;2498745;708638,8127069;45297,2651730978;564767,356687578;35906,6825890733;0;180012,6114;14549,8970647146;259995782,700354;227610,537135374;5112549719,67417
"Alemanha";0;13265451,9766517;1134259,98997186;34063180,8597041;874305,415030479;32302113,6381661;39991906,9844461;3136901,97684;12,7488545321816;13,5417635141884;18546892,2414415;1385350,17439;18546892,2414415;13418828,1016061;990921,757535238;661403,782601892;22717431514,3499;16924079,1093029;11983394,2708719;884921,24813111;587590,044404671;264769,217684762;0;1751551,80245;141753,996743144;1064512671,51401;213731,127884968;4471918658,12062
