"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44"
"Germany";-270323,942165513;-414150,971451824;120753,163044848;-87964,2976591402;-414506,185052341;-206795,027740821;-371198,972487574;-4833417,94662584;-20217,0113903008;-124903,859012591;0;-142574,276398712;-497866,300736569;-28272,6428336723;-65879,6404500276;-1024778,8716248;-653457,680645537;-126263,883900824;-51331,2264601341;-96971,7490889094;-374872,457560601;-1183086,09322137;152631,426417336;-459963,476077712;-7910,13286568061;-291326,46336366;-14253,3271734804;-77773,0714308047;-20433,945096373;-279475,115188108;-1607,58628636029;401394,578048897;811907,28507714;-722011,363926843;-141104,953791743;-197719,130160222;-341277,789224685;-32180,2823783899;-727,995886141376;-233077,724946655;-670711,340524297;-149783,538709665;-1217949,62284557;-12710375,2351742
"Denmark";-24101,558526891;1997,62149862097;-14899,4842962516;-7824,39168116462;-14476,4645650803;-35364,8544777703;11347,6512989587;-242550,394249984;-426,352594642483;4305,73617410483;142574,276398712;0;-10068,5065064533;-1887,92045118638;-7119,83308763916;-19582,1436865166;-112683,3026716;-8793,23256277479;-2906,42000468184;-3619,1450715647;-25770,6824537446;-98984,7540337269;5517,54280232792;5538,4793349213;-89763,3758985503;-10509,2262413831;-4127,14950763034;1191,85133301495;-2971,81783334616;-10259,2092130617;-457,997729803207;-9454,62704091788;-8805,34491465584;-16322,1547294909;-4547,33231963844;-8899,78699457976;1541,32284093054;756,726453021875;1959,18605420146;-60644,0220183802;-20927,0604574971;-2322,29770606715;-84588,8376743846;-1808151,88679226
"Spain";-28096,38379337;11280,0363171885;-23558,9918151463;-64613,3832575365;-120329,019013501;-21967,7159933479;75626,9145057136;-938141,621501738;-5233,69243585213;13211,2951497769;497866,300736569;10068,5065064533;0;-631,776662515541;17620,617415488;-82697,3797122575;-84380,2996313542;-28536,2853792242;-3130,12360478334;19575,4034959827;-128920,582384247;-349256,46202848;90742,7590024593;110242,66756877;27500,2647441832;20329,2913774446;1110,97889544419;1888,72373365574;-2651,20950490721;49091,4464664357;-1743,33220167684;26310,7513071124;35579,8884414254;-26122,3106565824;-301036,617870756;-41831,0894824087;62379,3991535253;11537,0174949177;-5592,82151414814;33997,0125964882;-134706,987040174;4951,1419127903;21236,3416760625;-5814768,20474277
"Estonia";-1117,5881476014;1188,34298309887;1637,08776914792;-294,735561332514;-857,19684964961;1908,7370738713;1537,32306943945;-23483,4345611353;2786,51557714638;2894,37592588155;28272,6428336723;1887,92045118638;631,776662515541;0;5926,33758939549;2925,19990033226;2223,35361361927;217,502821542915;32,8329447248657;2367,73757425941;-3704,06811022128;-6216,21673196929;1279,82357497246;5270,02938821406;996,181071805813;1256,14522271593;11636,6936869403;130,907368788177;1792,05002422762;-181,076712204517;28,4500142768408;386,425056206627;-2307,52732785791;10135,2370473864;104,771308995468;48,8064377315389;6049,3692954466;421,611561859354;756,39816824372;3105,49783316044;-896,673570175687;1139,41655211488;-3711,85663073608;-146525,680778422
"Finland";-16088,1294075758;4108,83715653793;-5116,42280850322;-2873,317039567;-17471,4178502282;-19792,0593808739;-2391,94412477135;-239766,800835511;-193,617332649896;5376,37372879536;65879,6404500276;7119,83308763916;-17620,617415488;-5926,3375893955;0;-16022,1343662014;-28305,3992554448;-4881,67578559736;-2943,326300482;-5029,3384343347;-20960,349362353;-48041,8058327895;2559,77518498401;-2232,12290999417;-34741,375514892;-19744,1332127214;-9737,70950912964;412,572611117406;-7554,5241463716;-11607,0488063413;-607,609559518542;-11915,5847669705;21640,919380688;-37271,2596916801;207,271288634132;-3863,89132144987;26607,7020360453;-333,005566159834;-1586,60748809648;21708,9608940448;-31379,7049506147;-4509,7070812274;-64684,6428538937;-706253,896855192
"France";-88068,8745947034;51478,4955839023;95951,8484324437;-39351,4910198288;-132757,556337548;-8314,64173593745;101218,969897832;-1687420,88561149;-5875,88352411876;43312,4800589983;1024778,8716248;19582,1436865166;82697,3797122575;-2925,19990033226;16022,1343662014;0;-97574,4102877397;-67385,5935677131;-6600,48854239993;-11955,5410391107;-162632,595852179;-548818,870170216;142369,14060307;223701,610313068;-42872,3213887793;-86544,9674994464;19990,0733815102;903,615649326704;-3812,8509863669;-74560,1860860361;-9105,31817670984;37234,4840672182;265558,684858242;-66070,53519868;-27538,9529487399;-82083,957313526;16450,0235620224;11908,676334075;7055,70707632859;43442,3059969702;-181053,11296013;-20811,4221409359;120769,586539012;-8318186,57656892
"United Kingdom of Great Britain and Northern Ireland";-116684,099781682;52141,3091198354;24120,5161753071;-12600,5505427967;-82539,5041955352;58065,5212797836;59534,2815480444;-1913113,95460135;-14294,8493674759;45161,8480534645;653457,680645537;112683,3026716;84380,2996313542;-2223,35361361927;28305,3992554448;97574,4102877397;0;9703,88837601822;-443,027347542943;39768,0555565494;-176542,054439463;-1085369,50054676;161569,001804405;155466,290019544;153966,682202106;-5341,54156996543;7897,3596186938;-8053,92500234156;-236,166208541203;-4064,8413914933;-5449,6681877042;9867,46938231727;1176363,36017459;4468,66672841864;-25,3879836333072;-25629,6857513588;-37590,9306564966;18836,1618563919;2893,67937989271;89284,0192839457;-39003,2178178445;27281,8865097774;-43775,3958911321;-7813888,85717205
"Greece";-351,12469626126;11192,7503586755;18297,8636525688;-48046,2973594316;-6566,08733546018;704,856811981113;36167,0173304535;-126617,570342207;-9513,78614671451;5465,13929711632;126263,883900824;8793,2325627748;28536,2853792242;-217,502821542915;4881,67578559736;67385,5935677131;-9703,88837601822;0;-649,827178228061;3806,81112497068;-10933,7574835574;-52365,6394436819;14123,3389501144;110101,881944279;3088,09887724391;49954,8473246316;-26,3318754744284;883,142250696977;-84,3502488835778;-2111,49393652415;139,988646733494;7917,71553086204;3434,63892681339;1781,66654658305;-63,2809230107146;-19194,9862363435;57921,9145347693;2226,57715809762;-1197,3166955137;9413,97305759157;-76510,8543589562;5212,49352768611;18076,232459846;-1041365,21574338
"Croatia";-252,334952513177;16011,2698531594;-1828,50642759841;-497,390235513509;-3281,17070664741;4716,79262045514;5097,46866371392;-49750,9975074235;-285,946905521588;5834,55305419364;51331,2264601341;2906,42000468184;3130,12360478335;-32,8329447248657;2943,326300482;6600,48854239993;443,027347542942;649,827178228061;0;6744,61016353705;-1087,72199339569;-12982,7304864424;1010,46907123102;35148,114946254;380,956298749521;1710,66384277532;142,104598520115;8,27390636941442;-87,5919719197713;117,104973370132;-502,603947561213;525,184771154269;-3747,9142491585;-1109,20508682894;-5,59208741612815;-7115,58769370736;24042,4028212011;2407,8824657438;8619,8944005392;1414,83894847499;-2577,94706055641;1161,64317230939;3677,4274749626;-219385,616607379
"Hungary";-6998,78497564209;52698,2543477823;9837,92298223234;-15123,0506793394;-5413,10234096335;14208,7434204629;10317,4992926773;-91444,2208909812;4296,77878649876;10214,9050715553;96971,7490889094;3619,1450715647;-19575,4034959827;-2367,73757425941;5029,3384343347;11955,5410391107;-39768,0555565494;-3806,81112497068;-6744,61016353705;0;-4786,97284306116;-17631,2643449015;5840,09715785961;30825,0803294148;21221,7486968161;33603,9553200366;-1798,62736151694;83,6081522883806;-1938,26106043805;1270,29234383004;-28,6535176322928;13886,4395152264;-2512,38912340215;-11795,5623005584;-3013,97121642488;-83727,5847461651;124011,45416865;8973,80698628401;2468,57869988868;6180,52329727904;-26176,1987784696;13635,7494872975;-6288,34710621714;-338602,237876325
"Indonesia";363271,658866253;19581,030968925;78206,9027207723;1151,90814939915;140744,497004883;138819,648138423;22400,2007672919;-152736,859105114;638,538738397313;8109,85059527599;374872,457560601;25770,6824537446;128920,582384247;3704,06811022128;20960,3493623529;162632,595852179;176542,054439463;10933,7574835573;1087,72199339569;4786,97284306116;0;-292307,176392168;15972,9722471439;181540,779616626;1103729,98419075;304867,278678079;4096,44024018408;3459,98059119282;2004,03599610178;60742,8984109684;264,799794470948;265380,866264941;11991,4707855136;30696,9085480915;7706,29348804225;5894,59736032106;193505,825623628;5635,63650751769;6062,40108049176;34763,6327050567;112728,437882183;-13664,171506383;1452815,73729277;-757723,505567288
"India";536549,788255082;70439,082913926;304017,357106659;8584,98348972117;254796,815169779;339580,860357109;129212,955607055;1368819,65377859;6988,02456218868;38367,3196930376;1183086,09322137;98984,7540337269;349256,46202848;6216,21673196929;48041,8058327895;548818,870170216;1085369,50054676;52365,6394436819;12982,7304864424;17631,2643449015;292307,176392168;0;83372,204651627;596953,00973364;759908,511897775;529990,501704741;8954,08770803528;2478,66339542929;5551,58423792912;204550,433219986;1601,93804327884;304840,772851005;53629,2116081983;88558,931775811;63351,102410429;18965,1790739693;416685,622714177;11532,3587400782;18006,0692780926;120645,778513093;322626,605166394;210393,453376813;3299236,19709284;6774238,14770596
"Ireland";-58958,514748149;-8527,62984633472;-121520,182190953;-3021,02568908557;-14261,3499971947;-35574,9437314184;-169293,175416321;-151987,767756909;-1102,29062326273;-9660,73956406399;-152631,426417336;-5517,54280232792;-90742,7590024593;-1279,82357497246;-2559,77518498401;-142369,14060307;-161569,001804405;-14123,3389501144;-1010,46907123102;-5840,09715785961;-15972,9722471439;-83372,204651627;0;-115686,083954916;-39824,2346391664;-8073,13201087056;-232,127243324026;-2947,53865634939;-1623,91772293084;-22130,4579618218;-373,116482049206;-64464,7023533256;14306,8937409679;-19072,7975587033;-21094,1246638826;-8544,46611439752;-17677,975612959;-2093,33121855305;-937,588985423823;-33387,7323916105;-7038,47538085791;-3794,19057321282;-607181,638350685;-1114322,45018241
"Italy";-80935,2142485836;72769,7489274113;87402,5699874496;-63151,1638327594;-158650,677636894;-67964,0874298577;-27835,4100370412;-1514026,09790959;-11095,677429059;-2992,16391064835;459963,476077712;-5538,4793349213;-110242,66756877;-5270,02938821406;2232,12290999417;-223701,610313068;-155466,290019544;-110101,881944279;-35148,114946254;-30825,0803294148;-181540,779616626;-596953,00973364;115686,083954916;0;-41715,0673731334;-37279,6748704935;-12576,7423104461;2283,10442141989;-6353,7279378016;-115340,086692124;-19494,5199972766;119095,153025892;48899,6893094328;-125334,327899872;-55074,2888116512;-181865,372837183;104157,086373824;-3967,7464446715;-45602,030978328;4698,80688792476;-273372,785242278;-6424,88341067188;-220646,097137829;-6879250,3198125
"Japan";1088609,17699691;15426,0681036349;-43557,941029351;-2346,9201263611;-76296,1261807055;94985,8953540881;119820,538713358;-9153860,52560419;-2883,80272785469;-30943,5605564941;7910,13286568061;89763,3758985502;-27500,2647441832;-996,181071805814;34741,375514892;42872,3213887793;-153966,682202107;-3088,09887724391;-380,956298749521;-21221,7486968161;-1103729,98419075;-759908,511897775;39824,2346391664;41715,0673731334;0;-838997,047985805;-406,971650802554;-2371,60340049751;-83,0585508534499;-284776,200756239;-55,5814942991949;-150303,678227253;40617,2135730528;-46904,8638800137;-3964,55401944842;-9676,14716845995;-263609,703209989;-6550,3836119007;-1135,09615546443;24859,7916445432;-72313,9500167299;-881996,873891067;-1042814,95084769;-14842971,8837759
"Republic of Korea";504373,339933197;26355,9109494427;2431,52040500509;-5193,64291591043;-199557,908505467;24551,837623205;56135,4659726932;-4928225,10369467;-4754,46450077978;-29923,456353202;291326,46336366;10509,2262413831;-20329,2913774446;-1256,14522271593;19744,1332127214;86544,9674994463;5341,54156996545;-49954,8473246316;-1710,66384277532;-33603,9553200367;-304867,278678079;-529990,501704741;8073,13201087056;37279,6748704935;838997,047985805;0;-1106,14069580422;-572,066310693406;-2851,33666709005;-239697,917632821;-3359,27926788737;38505,0540058089;61180,397924585;-108984,115357098;-7537,98636539044;-10418,7080460853;-65374,2177790288;-77115,9804009812;-9388,54905013639;29937,9920932329;-105788,753305388;-249192,83136711;-352828,026948904;-7466724,96586564
"Lithuania";-419,460977736462;2315,61197086321;11275,814718662;-1651,34115720228;-1120,99559832513;-8262,43891063899;1398,23891937089;-25353,0391727218;-63,3062341957514;4378,49618892472;14253,3271734804;4127,14950763033;-1110,97889544419;-11636,6936869403;9737,70950912964;-19990,0733815102;-7897,3596186938;26,3318754744284;-142,104598520115;1798,62736151694;-4096,44024018407;-8954,08770803528;232,127243324026;12576,7423104461;406,971650802554;1106,14069580422;0;110,817288153287;-13786,7512846355;228,36595901362;19,9135158898494;-9931,76912276241;-133,746296298003;-3343,79526469953;-525,429980948071;-695,062719725104;118581,380360364;1736,53211383124;1046,77549841208;9759,33517274695;28,1209639218359;383,87754993272;-15891,4367815517;-274199,317743689
"Luxembourg";-609,065084281262;623,169382136854;70608,3631784083;-306,489590464022;1011,26020458301;234,484306696735;999,83932538353;-13828,9844462642;123,808506023406;-782,064244627692;77773,0714308047;-1191,85133301495;-1888,72373365574;-130,907368788177;-412,572611117406;-903,615649326704;8053,92500234156;-883,142250696977;-8,27390636941442;-83,6081522883808;-3459,98059119282;-2478,66339542929;2947,53865634939;-2283,10442141989;2371,60340049751;572,066310693406;-110,817288153287;0;-131,419994621589;-1210,43807609644;-304,123516542886;-10175,4241359728;-335,633504703142;-1229,37958239138;-586,848464414446;-920,359141443693;-1878,792142129;410,719047162647;-147,00411693465;-2308,00382674683;-2284,61013242753;-192,368738693111;30320,017923;-176810,173386927
"Latvia";72,0669744084319;2210,69227132939;1761,48906045744;-92,5419661234676;-13,8336207703019;1128,29221595701;3420,64706673911;-22420,5901258033;-38,8349060452178;2172,98619165493;20433,945096373;2971,81783334616;2651,20950490721;-1792,05002422762;7554,5241463716;3812,8509863669;236,166208541203;84,3502488835777;87,5919719197712;1938,26106043805;-2004,03599610178;-5551,58423792912;1623,91772293084;6353,7279378016;83,0585508534498;2851,33666709005;13786,7512846355;131,419994621589;0;-53,8517067815947;38,6060672359863;1261,95151819854;-532,09726540737;3458,42845335531;130,35906573736;-415,025631201696;16657,9500844222;1405,57909625118;802,926350561005;1700,49150021021;929,092989364497;281,423960153283;6218,37122349069;-113982,555684061
"Mexico";-7739,79271368097;17166,3917455801;5795,82904155917;-1405,83676405049;-16077,2662340202;-82423,6019453185;24612,9384330904;-805882,093300768;-92,0965147194219;5355,35947705803;279475,115188108;10259,2092130617;-49091,4464664357;181,076712204517;11607,0488063413;74560,1860860361;4064,8413914933;2111,49393652415;-117,104973370132;-1270,29234383004;-60742,8984109684;-204550,433219986;22130,4579618218;115340,086692124;284776,200756239;239697,917632821;-228,36595901362;1210,43807609644;53,8517067815947;0;518,656107810086;19327,7641038236;2142,69172182326;3980,0687951305;-2158,75746650422;-2553,64289197352;-972,440940279248;1270,83904659673;1465,70215345319;27711,2064622706;-4030,69375695305;53153,7113981118;411648,228549211;-2283866,84999886
"Malta";30,7855929093174;854,616966662267;722,478534491449;-804,885175396091;-455,01784402718;923,104233198421;1038,04044060792;-18227,6420464514;27863,6783602759;190,661595508892;1607,58628636029;457,997729803206;1743,33220167684;-28,4500142768408;607,609559518542;9105,31817670984;5449,6681877042;-139,988646733494;502,603947561213;28,6535176322928;-264,799794470948;-1601,93804327884;373,116482049206;19494,5199972766;55,5814942991951;3359,27926788737;-19,9135158898494;304,123516542886;-38,6060672359863;-518,656107810086;0;362,469766321843;-435,177908406791;-196,626538376524;45,0690944861384;-648,305479911918;1495,81961152563;59,3277657693129;33,9549354423736;546,284288018837;1243,81689001643;404,902008789598;1549,53669302847;-25621,479096808
"Netherlands";19695,6569265996;-21412,2407863039;-379450,92808091;-23444,3342744013;-71519,8452972338;45406,0042799609;-22935,2234982345;-769313,23856037;1137,81096998546;-11006,4135603415;-401394,578048897;9454,6270409179;-26310,7513071123;-386,425056206626;11915,5847669705;-37234,4840672181;-9867,46938231727;-7917,71553086204;-525,184771154269;-13886,4395152264;-265380,866264941;-304840,772851005;64464,7023533256;-119095,153025892;150303,678227253;-38505,0540058089;9931,76912276241;10175,4241359728;-1261,95151819854;-19327,7641038236;-362,469766321843;0;285389,31742134;-43095,7751104876;-16862,2349713519;-40596,4543119451;428003,57945396;486,876689062356;-1902,83368166055;59539,3626125476;-73092,1429907404;-40980,5939206982;202489,411665939;-6051482,49836783
"Norway";-13882,1569128708;-12689,3626690877;-75489,6914040324;-1287,50291852802;-45387,16323453;-60980,6103678852;15462,5305085258;-254653,197249432;-1034,24900652659;7423,96482013349;-811907,28507714;8805,34491465584;-35579,8884414254;2307,52732785791;-21640,919380688;-265558,684858242;-1176363,36017459;-3434,63892681339;3747,9142491585;2512,38912340215;-11991,4707855136;-53629,2116081983;-14306,8937409679;-48899,6893094328;-40617,2135730528;-61180,397924585;133,746296298002;335,633504703142;532,09726540737;-2142,69172182326;435,177908406791;-285389,31742134;0;-51203,4618364082;-16974,2054111068;-3603,3759408545;-98184,6234600682;2302,59718841437;584,736666178903;68872,2340419848;-19853,4459433935;-6871,14076482884;-186332,258675419;-1198364,84515025
"Poland";-2315,90873352248;61081,8763016609;25992,8230955186;-7183,26217551919;-9076,08190278888;-5069,20780425001;26604,1338726983;-325647,719541467;213,265727371949;47756,8792254595;722011,363926843;16322,1547294909;26122,3106565824;-10135,2370473864;37271,2596916801;66070,53519868;-4468,66672841867;-1781,66654658305;1109,20508682894;11795,5623005584;-30696,9085480915;-88558,931775811;19072,7975587033;125334,327899872;46904,8638800137;108984,115357098;3343,79526469953;1229,37958239138;-3458,42845335531;-3980,0687951305;196,626538376524;43095,7751104876;51203,4618364082;0;438,96326747509;-22995,8051172966;315314,185406987;37968,571730246;9187,73825048373;39372,2694600168;-37118,7798514224;10334,9740801554;34842,6234144198;-1355330,79729302
"Portugal";-2212,65522689505;-985,926817334908;-1640,42461246631;-10472,5863200914;-5563,11841615415;364,982750488189;15509,7867772384;-84119,0695769635;-538,830445540979;4807,64258353329;141104,953791743;4547,33231963844;301036,617870756;-104,771308995468;-207,271288634132;27538,9529487399;25,3879836333072;63,280923010715;5,59208741612815;3013,97121642488;-7706,29348804225;-63351,102410429;21094,1246638826;55074,2888116512;3964,55401944842;7537,98636539044;525,429980948071;586,848464414446;-130,35906573736;2158,75746650422;-45,0690944861384;16862,2349713519;16974,2054111068;-438,96326747509;0;-4501,64522026773;1013,57531125992;870,78091409628;100,392718113901;5697,09715026907;-6392,07398426867;-1383,92960615239;-19808,39805462;-888562,706506241
"Romania";31,1070035690821;53637,4260585011;22557,4108606097;-19112,1871921302;-3069,02363606259;412,422493273829;16480,7331767202;-61993,4426951235;4343,04689328035;20546,266270398;197719,130160222;8899,78699457976;41831,0894824087;-48,8064377315388;3863,89132144987;82083,957313526;25629,6857513588;19194,9862363435;7115,58769370736;83727,5847461651;-5894,59736032106;-18965,1790739693;8544,46611439751;181865,372837183;9676,14716845995;10418,7080460853;695,062719725104;920,359141443693;415,025631201696;2553,64289197352;648,305479911918;40596,4543119451;3603,3759408545;22995,8051172966;4501,64522026773;0;42927,1627064201;17626,3376773618;6551,53189367143;5562,61933841758;22531,5404509506;3565,71835007038;16081,3361969222;-279372,263948524
"Russian Federation";7263,7331484678;38497,3427063104;-7557,41718375863;-70291,0950419003;-83077,2097077428;19849,6789708486;11811,7706545492;-4182078,80194899;-3308,56703283219;-15054,2927995631;341277,789224685;-1541,32284093054;-62379,3991535253;-6049,3692954466;-26607,7020360453;-16450,0235620224;37590,9306564966;-57921,9145347693;-24042,4028212011;-124011,45416865;-193505,825623628;-416685,622714177;17677,975612959;-104157,086373824;263609,703209989;65374,2177790288;-118581,380360364;1878,792142129;-16657,9500844222;972,440940279248;-1495,81961152563;-428003,57945396;98184,6234600682;-315314,185406987;-1013,57531125992;-42927,1627064201;0;-74349,8093558088;3465,67479545504;6196,03468975044;-107924,776193883;-36071,1249398725;-222637,774166512;-13011545,0001291
