"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Austrália";0;2650424547,39397;70306,0457463679;12128542844,5362;72379,4478851627;9218456551,83681;16588515529,7007;401111,96753;41356,3216072828;37458,6949498833;7902832600;178435,35661;4109580;4063421454,5549;108477,389828755;160677,748304229;6484791700;3418905;3474796622,15295;92763,419195515;136455,728629982;60560,3533112451;365773,493873832;222676,61092;50032,5399386691;347708766,601172;190540,772307439;11831903568,5467
"Áustria";0;2102190808,59792;61989,3061381042;5000053204,66913;63382,4300828455;2723395037,25551;7373129575,94419;192354,83425;38330,8774364437;29602,7863213716;3452871000;96520,19113;2033020;2064083752,11453;69725,9957122474;65549,0702458148;2563339000;1626050;1730837766,42624;58468,7450578484;54476,561557259;20516,0266777526;228858,029178628;95834,64312;13666,0619555801;128119209,323269;123707,993819825;5830577478,6783
"Bélgica";0;4146633575,08353;128548,578817503;9949207036,97788;118448,095889218;7067503682,86483;8541681556,97907;276666,53571;30873,5624099201;36280,2285740841;2665411630,59851;112581,72616;1862011;2710508366,38295;74710,3442539812;70283,7790663719;2344955492,07742;1627163;2449661294,40341;67520,5584606836;63527,4965163543;26193,7331660188;239152,207084157;164084,80955;21754,130125994;105144299,322444;114203,057501432;6760612207,78353
"Bulgária";0;1687820515,57896;5824,25443309094;969873840,700891;6110,0282089272;-753735447,353874;5846964055,63326;17501,45387;334084,476584874;183715,285479847;3595999123,3511;7239,99321;2227803,80512916;742483123,001771;4041,48800717631;293,977277875798;2508100811,82865;1477668,74097753;563120249,790945;3065,17908033689;207,091839524517;2628,6159428237;15047,7474311196;10261,46066;1749,62690778817;223341457,052832;88170,8609296479;6440847312,68301
"Brasil";0;12635987584,8219;48943,0003841147;7607889923,51416;51014,9585593672;-5287578572,37628;137690773259,773;539540,13575;255200,242088334;129044,088698502;86687924832,88;256827,71008;41875620,3271406;15587894285,195;120795,105319504;163449,107814338;72326499201,1348;35476078,1932924;14794810822,9606;114649,27198275;155065,85200773;105991,702320496;451327,186847622;282712,42567;45682,9417449897;5105088532,54541;203695,803913579;25226250541,2719
"Canadá";0;7983273522,62786;247943,027361914;17684992234,7048;210222,104900995;14425684399,9042;24047348816,0835;650711,71986;36955,4567439745;30990,5480934631;11577090588,8751;305167,83673;6211468,65891973;5287746470,42543;170624,490230968;243298,965164052;10022844181,6474;5432098,06716853;5011893440,78599;161723,291426497;230620,457758322;116401,795129032;668154,898692558;345543,88313;62036,475280272;412686569,423621;363396,99854331;7588651890,31091
"China";0;117179744718,35;186111,317667047;20841200880,8416;168107,844772815;-94083885608,9831;1770620162472,26;2213237,39357;800013,666684082;893840,942703879;937817747349,174;776987,96935;562392574,33236;382519141710,327;427949,899624426;3409753,11085665;0;0;382519141710,327;427949,899624426;3409753,11085665;341466,361375574;1485624,94871274;1436249,42422;158850,303205818;32500079997,5013;186282,804671721;12844355500,6997
"Chipre";0;132972941,221478;1378,04568115983;461745452,26256;3302,76878378484;87730529,5044694;542825342,953906;6431,23928;84404,4700128007;43852,6774303519;258328143,739714;3287,97636;125434,78978735;100525590,116341;2292,34783385801;1862,00404651433;159054421,529569;91515,7303475087;71991308,5500954;1641,66278477372;1315,29113596447;935,628966141993;6196,58953992113;3143,26292;572,21813334949;16722580,2989575;122593,914605226;9171531385,4816
"Tchéquia";0;2907506489,37792;26223,0387320845;2502906064,91836;26679,707701389;-461791192,896493;11322762504,3476;92424,58182;122508,128047569;76685,643984129;6085864000;32910,56062;2995190;1377349766,17684;17960,985845824;441377,064539815;5153843000;2620257;1181317904,47341;15404,6812819084;379686,90920536;11936,719744176;98473,2331202621;59514,0212;7295,88762674946;281451122,455527;101068,116515808;6468086434,11008
"Alemanha";0;16494039520,5451;555557,796424385;51805165811,5155;453889,894101733;48043468206,0752;65306020720,8706;2008222,90726;32519,3087305101;32384,0493656255;28904383491,8446;930128,68504;18984000;22311560608,9833;688967,595036655;642425,663542337;25241095652,3191;17356000;20063176834,9771;619538,854096283;575786,640202413;173360,487953346;1623045,53799797;1078094,22222;160128,139298456;1267103830,16843;112878,217548899;8795964558,96215
