"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Austrália";0;1269104,32894728;74349,3971940452;5155444,39196321;68586,7582115712;4251812,0081391;7835251,24828617;421575,45813;18,5856436782191;17,5468419382933;3991580;188668,54329;3991580;2041784,46724496;116361,934211596;153626,578413441;6269900400;3306230;1734527,93024801;98851,2882459304;129679,77366731;61152,919068404;391202,311406806;232906,91484;55887,7351662694;353511735,704752;188426,267672992;3646239731,89605
"Áustria";0;987581,389737545;56284,6772149726;2364533,92837884;58711,3443185051;1223051,04503885;4002548,2005621;190974,34967;20,9585643699189;16,1311771288284;2021152;95302,8907;2021152;1128646,04872962;69966,7507036784;63420,8170056646;2548350000;1611892;942714,861957851;58440,5499009184;52899,8583289266;19411,4913863216;236666,446933191;95671,45897;13760,5616446191;129975780,801153;120466,116037837;1598907193,56005
"Bélgica";0;2454737,65957493;135892,224642315;5340604,29574881;123075,715331166;3698701,62408141;5118912,7306791;276794,83589;18,4935268543572;21,7869247353958;1835821;114347,19375;1835821;1619391,70018585;74328,603961023;65908,4250792914;2307147708,40798;1600747;1464035,1561478;67197,8801014203;59610,4282365134;28049,307428977;234142,372595054;162447,64214;21389,1851845304;106195971,732278;112140,395215889;1487644012,14753
"Bulgária";0;920311,210197962;5365,55297952183;319698,868875249;4639,58313877544;-554570,656149433;3996051,58579373;18224,58572;219,267074005879;142,643686011627;2406967,80642766;6931,99594;2406967,80642766;506287,963212719;3549,31912774218;260,723783881292;2867027874,35954;1652781,27613588;385696,26032118;2703,91400492651;205,313000969357;2721,33298225782;15075,6651985654;11292,58978;1708,19895416296;203084668,234173;100458,495369673;1988186482,57292
"Brasil";0;4935346,3608373;52469,5571593434;6222436,21053785;62537,7245376891;648557,273431143;67279641,1958479;790679,87504;85,0908734618347;47,528397350513;40200409,7102141;378785,86735;40200409,7102141;8779576,50984641;184722,755221445;162940,071718957;71513340193,9383;34310951,8283866;8297078,22663528;174570,96576276;154070,646273187;155091,593398555;641775,568643554;411894,00769;65272,847281715;5660398943,43539;222132,05681405;2682776326,39332
"Canadá";0;3451837,85483609;216770,943710379;7524652,77443731;186980,445697885;5962156,12038208;12106656,2429624;629506,07452;19,23199272095;15,2346569768253;6127946,60763556;295135,12663;6127946,60763556;2567635,94381477;168539,137292071;229604,106872822;9848655130,0114;5346252,28317221;2436116,93547668;159906,254481637;218093,847033639;108752,676667929;652051,477722239;334370,94789;59880,3072042699;410531969,507823;349663,927381769;4045343251,28381
"China";0;69910603,3775681;178311,145816272;9044348,11512418;145011,46821384;-58754358,6153785;1055056578,15348;1989151,99077;530,405209380241;671,666229152936;553215263,058016;706108,15086;553215263,058016;270933971,284671;403375,902382879;3093733,29102316;0;0;270933971,284671;403375,902382879;3093733,29102316;294982,609817121;1383869,37286798;1283043,83991;144127,519942681;35052375101,919;185606,745304627;2323834949,04999
"Chipre";0;61024,220088911;1359,83504370641;188709,319914502;3221,91192406145;9590,44536225182;253740,808392985;6268,03149;40,4817379743229;20,7167772014605;127960,047220541;3159,84676;127960,047220541;46214,3896661175;2230,7711868842;1833,30819021101;160274179,36327;92293,9528321283;32900,4625028301;1588,10717433939;1306,31096498784;839,240763115798;6003,42935611068;3108,18473;603,893378996098;17211050,6073674;128206,278927588;2605683217,466
"Tchéquia";0;1363963,09479386;22253,1305977027;1367039,1205723;25541,9038273886;-205501,043334829;6093064,24191275;92560,88424;65,8276365004695;42,6303537076611;3246591;32729,1378;3246591;770324,495912181;18069,8593587729;451846,371638296;5534428000;2899909;667680,299038841;15662,0867754811;393406,526167169;11738,9528212271;104753,184312467;59831,74644;7561,75860019697;308759632,262306;71320,0566770771;1833902865,14073
"Alemanha";0;8570874,67190665;527550,097930827;24791104,2550357;425232,545582196;22709304,2919253;38024578,5956505;2022381,81546;18,8018792025192;17,8879877677253;19061000;954656,70668;19061000;12757186,631225;713170,581111553;632705,225844869;25515526755,4406;17451000;11484729,0750222;642035,830086137;569382,770475185;177299,061958447;1708667,14325711;1067725,10878;153476,964407866;1251213583,32831;110687,264274766;2357997604,88776
"Dinamarca";0;1271762,87313836;57556,7695840778;2624155,60288761;43729,1295423246;2229354,57273336;3322271,23899904;156326,13454;21,2521805696472;16,5681715388176;1453358;77874,75111;1453358;865094,564306639;52214,2447813151;326827,460218292;2059398000;1345885;802233,201747726;48420,1409834618;302426,945495184;19347,4954886849;161767,379737896;78451,38343;11259,3525498479;76215232,4410296;82800,3969931577;1320218272,14497
"Espanha";0;2469147,10758364;113442,766961204;6661412,41553352;119892,081231323;3783243,77490239;15480315,7535761;635635,56459;24,3540742777055;17,6806068377139;7278246,00010937;268901,24506;7278246,00010937;3149312,30696722;178122,41038297;149940,640506309;9983332688,56418;5980502;2656407,88575947;150244,157915054;125948,825248961;74175,1030370299;482374,891625419;366734,31953;44391,736233806;519635329,474858;124512,916159517;1937563368,43962
"Estônia";0;230384,03167256;2526,37473447147;233181,365053776;3391,37019952281;-52061,4867004312;699492,817522306;6661,28594;105,008676075885;58,349139347059;384417,678375756;2502,69939;384417,678375756;90880,8249762858;1557,53496955164;1054,37003572055;659416984,805035;356465,521069105;83465,3214692283;1430,4464882126;964,880591678552;658,190490448361;4168,96566317856;4158,58655;468,850347705153;34371334,0850284;73991,5397949838;1553314247,00048
"Finlândia";0;735477,336349816;43119,023374142;1362185,1663645;28180,9415408992;1574094,92828826;2920943,27098044;143929,07533;20,2943238833662;15,5740638803318;1272200;64320,69557;1272200;668696,525669164;42936,546992956;37801,5610170309;1742400000;1071900;552539,855440242;35478,2065673966;31259,0159177678;15566,825217044;130491,866911132;79608,37976;11920,4066748962;83358367,4316821;122100,733735407;1952306762,67652
