"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Austrália";0;2397434308,88004;79966,4184938261;12846489619,8739;89539,090924875;9322715483,32548;17051500033,3794;510377,72803;33409,5692208127;30899,4164504214;8240178120;229231,14265;4368131,62;4212226116,93789;136320,571739485;174550,447707442;6921046300;3701405,31;3658451422,67256;118398,722142297;150745,585723873;81778,3413005152;417790,630234013;281146,58538;57046,9230650335;323515889,97955;210661,578010552;12097004475,9657
"Áustria";0;2558276949,83574;87264,5327217312;5853870727,12818;84433,9760503104;3628642749,40108;7906893499,76422;241901,59042;32686,4056000456;26399,3253262265;3437044000;114458,04441;2016599;2093550425,05533;79303,1791223652;65170,8119854342;2565368000;1614444;1756683875,36784;66542,7564401679;54723,2095522333;26866,1186976348;255629,020664824;127443,54601;17794,4568510357;122240343,983568;138547,346557648;6415262825,59912
"Bélgica";0;4558473353,15945;158353,545406599;11965924982,6801;143071,539982875;9205563022,06703;9252045987,62268;328246,05384;28186,3129179688;40022,0243662538;2664037662,86156;131121,05077;1884911;3554193765,68971;88805,9467748107;73505,1176534939;2366861664,9351;1667649;3240979089,66192;80979,8889731996;66895,801387211;29699,9164351893;281516,904779559;197125,00307;27406,1933944735;99417667,7966175;129139,331432354;10372032993,0464
"Bulgária";0;1395785022,08555;7748,54576343256;877014728,296738;10131,9153397427;-799202335,853064;5396157697,07189;26073,34534;206960,695940826;114404,746069447;3331627831,29498;10411,03378;2102112,99431195;587764560,22196;5137,5889586361;293,116135872852;2237328152,34152;1350133,38673964;446440927,493503;3902,29376692553;203,432015921324;4220,9641313639;20272,9004995207;15662,31156;2225,05888925903;204467054,030687;128037,186960354;8063579421,20142
"Brasil";0;16996647530,4107;74572,1989235579;7482223991,30307;52248,176003933;-6887734251,52698;143398278157,406;591342,36155;242496,20436719;135876,008497132;89863245247,544;259117,59537;43313478,0560573;15147418034,6991;111479,710084499;176748,75665146;74426934452,8493;36398648,4018056;14514122556,265;106818,87639179;169488,386726505;116366,868585501;516446,374146246;332224,76618;57064,910971435;5011241313,48479;216883,257343754;30318732478,3833
"Canadá";0;7793925574,473;288047,46308168;21219166480,0112;239637,2303662;19121285930,2569;26145268832,8319;846138,18764;30899,5258868469;29461,9473731914;11792766114,5529;394191,36501;6453041,95423217;6377065361,70481;216450,911439329;264692,842237382;10421254979,8562;5749524,48289634;6064273440,54153;205834,100635848;252167,625457293;157095,733110671;872179,283502943;451946,82263;93355,5435532706;393751936,83305;344066,77334047;9166642148,98922
"China";0;175804802057,447;416083,52620698;43301665800,4655;394032,495411891;-129908567770,015;1952501113202,52;3498557,94729;558087,401329149;627038,039646186;1006639805625,82;1143537,08684;568576499,150186;358186393587,25;571235,50875695;4280606,62645674;0;0;358186393587,25;571235,50875695;4280606,62645674;555656,10256305;1846148,51106249;2355020,86045;260140,105857181;33309992880,0761;203745,112754963;16150660093,5411
"Chipre";0;148528584,38503;1795,23452723289;551055839,339363;4462,56519773145;88683781,3179226;612421109,339113;8729,17996;70157,9200045628;38314,96054064;269335000;4381,26232;131800;117955011,963493;3078,56279372597;2130,14940487853;169640000;95500;85494782,1756063;2231,36813843051;1541,80646652178;1174,26870627403;7578,31480005711;4347,91764;770,516235445789;17428851,2077828;136402,468287007;14214234577,1992
"Tchéquia";0;3363919954,00139;48283,6452949503;3705824052,81469;48928,9313373933;265978449,515543;11068729789,0118;143815,07274;76965,0188824279;50019,4134873804;5538096000;48306,64066;2879327;1409927556,10728;28187,6067271959;525927,481103165;4490760000;2452656;1168169547,03345;23354,3231635088;437201,750572404;15538,0220628041;134287,209566976;95508,43208;11705,7695645562;260689424,858702;130089,245209189;7301426118,97842
"Alemanha";0;20348171761,2527;770129,402730132;59377618044,937;586376,215001237;60650214704,5043;66218113464,6161;2295442,26172;28847,6493479728;30594,6313283138;27103026912,1813;1045163,6414;18470000;23304318114,4754;761712,663388377;655889,366594041;23569127659,5745;16793000;20935807947,5623;684296,78798539;587170,664592092;199320,882751623;1751340,43092141;1250278,62032;190578,019944989;1193905911,75886;123003,029075627;10359000860,3212
