"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44"
"Australia";0;25628,4655525538;39570,4065291795;-5939,48066779638;-32489,4491768535;23421,1853896633;54501,9714833691;-2564979,48803922;11,5960371229765;6644,73518888728;256359,981020206;20548,3489326593;34018,2455144106;1886,69847659206;19291,5435853045;76372,8948199626;90614,0604993151;1883,93308606692;265,019409889861;6489,47678300398;-467454,643578141;-573485,346937668;27141,8382790698;105398,592607746;-897922,689784336;-210576,604722569;420,180859617707;796,926972511578;-36,2570313913477;12669,8539571699;63,0995876648236;20841,7207642901;11209,4480436273;-2547,21380930252;1834,12582674118;-403,718801677277;8487,04297728789;5567,77454023666;1456,38123680519;37377,9867572177;-18641,8934059919;-249491,654535686;375878,259244469;-5343530,73596421
"Austria";-25628,4655525538;0;4942,64557699667;-22179,6781657038;-29399,9320262958;-31921,8559957831;-55844,4023471408;-179250,610680893;-788,939593949913;-5454,85657562513;400336,171343806;-5485,92252969557;-15362,8073716266;-1635,45485320779;-1772,01441480616;-65958,470589123;-62299,1998623963;-9151,74150322962;-27881,8934170807;-62727,0052791261;-18934,4030974699;-87369,1055715304;7472,10781998638;-41591,1277221132;-19603,8056304771;-13002,5086175462;-2061,4230809154;1762,70088234065;-2628,18795707055;-18602,3450735245;-492,600678944213;-2049,57365634028;-7054,04251934715;-57319,2263675441;690,383267196801;-31301,8471050684;-16462,8268351184;-737,592838085024;-11361,1117079172;-16915,8626070904;-52936,9417152808;-5601,15793238365;-143231,659236129;-1070952,08574283
"Belgium";-39570,4065291795;-4942,64557699667;0;-1895,54145456827;-70248,2597861653;19344,9318320517;51301,331464528;-260512,538063806;-978,110633681249;30417,8966414254;-143046,808176055;-4502,80928283773;-3491,09208591876;-937,555837448856;20920,1819972443;3126,74345966848;-125932,673068832;-13674,9093828886;725,016901157267;-9131,72305325441;-84372,1683042951;-417278,662767855;109835,596000563;-45933,9481974245;43217,4944338621;8218,89714711394;-7184,92324678645;-56123,4857655264;-1183,69868920855;3563,79632246657;-104,722263434572;75974,5876689025;101426,418753413;-16844,2476372151;-1878,33245830778;-2603,70878704818;24074,7995612144;2687,78465507776;3939,48284007304;25502,0070001811;-76366,6622207241;-1647,4343022443;106363,993077601;-3273086,47934732
"Bulgaria";5939,48066779638;22179,6781657038;1895,54145456827;0;2143,64427452771;5228,65047063138;8264,93411783721;-14615,2793200482;3302,87207696925;13895,4360631806;108389,820578797;4874,98686507348;88032,5323844167;547,656520551368;1700,27332591598;35002,6921258272;17491,241688542;52023,8968204978;1511,67848781574;15347,9652955374;-2297,32659894119;-15726,7829981694;7909,27399041717;68973,2284030386;2659,62060086866;7181,55442756675;1165,53987188409;611,221032512009;250,221710629183;724,984968818406;1208,74988699989;17246,6894189141;1850,48656571252;11428,9813408204;10832,1912744499;28319,407016322;15876,2545421006;4456,84199248066;4909,30679087296;5117,37489589411;6222,79569691065;1136,62514641772;13655,5889591633;-110225,865323806
"Brazil";32489,4491768535;29399,9320262958;70248,2597861653;-2143,64427452771;0;22198,9861533131;61397,0753302898;163196,189828624;123,496446335199;8538,93741950877;501901,06189664;23413,4973461503;142077,991420814;372,395683890435;19610,8138537688;190684,89894808;83848,3388438092;5198,89560253134;530,697854903414;9220,59274710789;-194032,299781386;-371795,010273758;10413,6155436051;186089,13485988;119721,342075157;258435,238972011;1441,20869117181;702,420596191619;131,853686807355;63561,1255907169;176,92748215916;101049,701182503;75322,3633350423;7154,48171769415;26371,7611733388;5943,98249303358;82283,1605664061;1798,09280570799;8132,36735047919;46834,0007789009;22323,1618869701;55775,4287460082;795146,252314546;-4527406,51608423
"Canada";-23421,1853896633;31921,8559957831;-19344,9318320517;-5228,65047063138;-22198,9861533131;0;108988,399777843;-1118074,157709;-1208,25335662735;2624,05959544783;312670,670575298;26451,3032183557;17663,3867497956;-201,989756613545;21233,3627820516;15071,9667497031;-29999,0712280048;-1680,26515487579;332,961906183472;2477,63346569436;-204797,827225988;-572147,3901889;19101,0927273004;53152,0461119418;-71655,7715577934;28324,287912741;2913,09045664495;-1236,06146142462;-291,913506801117;155040,268285885;-1921,67285161803;-14026,468010529;5571,02104157173;-2493,64575913584;-279,974545901679;-4175,49909069637;-30214,82456018;-406,808808406763;1588,39611543017;25756,7752039094;-24382,8697450184;-6880,03931163688;-1497732,31757467;-4611012,02075732
"Switzerland";-54501,9714833691;55844,4023471407;-51301,331464528;-8264,93411783721;-61397,0753302898;-108988,399777843;0;-323918,371628973;-1639,22841723;7747,11442063702;285466,758566735;-8953,73012278956;-61693,3894241498;-1413,25378570929;-2312,39181860297;-96294,6342193391;-9891,4091106382;-23779,3181405333;-3386,61742077754;-6073,16208495839;-26753,4236556686;-204646,880820866;191820,121362284;78337,6157565989;-115840,176970179;-60120,8031722558;-2206,62769912004;-1763,77779732227;1311,4839670806;-22566,8493367504;-680,210642057127;-73016,273512142;-22940,4529075616;-26413,0781636415;-11467,7143516264;-16117,6552329441;-30771,3655202799;117,2733475032;236,951749467511;4546,74104063123;-50139,7701243737;-29968,0236128416;-255799,894152959;-2185438,846408
"China, People's Republic of";2564979,48803922;179250,610680893;260512,538063806;14615,2793200482;-163196,189828624;1118074,157709;323918,371628973;0;6109,56420165994;66844,6041501604;3670677,33445416;250067,22322657;509057,357427184;10512,2463084221;155059,503535772;1099672,35061467;1331454,97429009;63364,2863929165;10279,8208627981;43988,5108531661;-792438,38894821;-2031014,26682877;126041,438757001;841794,661488332;5432044,28106698;4097335,43409919;14921,4449589579;7860,5341014132;11219,484850243;467579,081684212;7733,4507974928;431654,707549919;193056,480609259;183455,504915825;53073,2607690627;27518,6441597946;2825583,7381967;65645,7264448905;25499,8120715363;260981,82455662;225270,258335722;1875531,4066321;7023005,34200775;-20920344,4749477
"Cyprus";-11,5960371229765;788,939593949913;978,110633681249;-3302,87207696925;-123,496446335199;1208,25335662735;1639,22841723;-6109,56420165994;0;-420,379536547493;15389,8122982583;-1058,21131339445;5105,70648999434;-2570,27084033509;423,320390467337;8063,93178453032;8626,77854689465;11916,8480052024;145,332812650833;-1881,41233903254;-984,694910174142;-8519,51067491312;665,300750092861;7544,21736922301;3370,85121670349;697,207043730606;-97,5750103541667;-191,468769164041;352,564318916792;61,5124405506204;-27076,3567293152;-2200,44309721613;289,58387539088;-918,102924539043;454,609473802072;-3344,7993004533;-306,377800378599;89,8884791989306;59,7132711020301;157,885799141111;93,0465415005136;64,9810010431479;-135,329883347794;-85054,9315663561
"Czech Republic";-6644,73518888728;5454,85657562513;-30417,8966414254;-13895,4360631806;-8538,93741950877;-2624,05959544783;-7747,11442063702;-66844,6041501604;420,379536547493;0;142041,789235269;-14125,0401922822;-27826,5576726768;-3066,10074923318;-6096,14598127592;-23231,9627563776;-61032,3735171458;-2938,66346060636;-5585,38660128494;-30598,2798958284;-13216,806137625;-52999,302288631;7033,78775507117;28771,5181011067;18159,4392929754;35472,0775721784;-5058,81911762851;767,436111778337;-2070,65491368772;-8177,75305784492;-228,662176003672;-2559,23585598027;-8228,0838004458;-9331,92355991231;-5240,41465160241;-19203,3513454178;-24306,9246090641;-62774,7233314643;996,977491303554;-12462,9217453532;-39284,1660040427;6306,5985938871;-12067,8327887734;-569030,789366957
