"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
"Austrália";0;14282,6311916431;-8791,08578001649;-4707,92863139826;-9659,62053315731;-72859,2871133467;-4075044,01044865;-206,45966362413;3341,39980772817;183611,284234046;18047,2842464245;23767,7035989979;-67,1867482243079;9692,82196345735;56827,8246293756;81298,0028565184;477,707874295515;7478,0719185755;-375989,181635858;-710431,265669681;31890,2795060368;90648,6047760965;-1086509,49742374;-642564,131834364;305,116762371429;587,967217927679;16,077326934194;41755,2571139363;-2750,79646979499;37221,9278993148;-4501,65380780179;1745,41092173664;-726,941566614082;-4973,30291127918;541,355417219086;599,386162930817;60380,9127012574;-12922,0367200551;-240821,969110918;371235,262229542;-3017290,25228861
"Áustria";-14282,6311916431;0;20578,5215870884;-24353,7338058539;-50257,161182052;189,903881433311;-359738,493916665;-952,188402003779;39407,9451231151;384550,507950614;639,229147475606;-3793,06041569324;-1017,82684069259;-387,937250473464;-25709,7535157043;-51745,6735388751;-14771,3540713609;-62987,3270568083;-33536,1798654011;-146715,910045847;9514,87627390949;-6206,0928262602;10169,6266324628;-20373,4219348655;-817,611243857983;1070,84333293478;-1416,56568223534;-14132,5056577007;-381,502258576055;39885,6671496525;-39853,9721738708;1667,8084858818;-60889,3137282426;-47460,0106198681;22600,7355851997;-17720,539810483;344,560769072792;-24938,4947648976;-1364,23712226812;-94272,9863801706;-1332332,00057424
"Bélgica";8791,08578001649;-20578,5215870884;0;-8427,10989987898;-73077,2590388218;81102,3842433696;-496630,859926201;-2967,91066512616;-2249,75687081944;-185458,132483546;-36857,4869137331;-8448,77675012022;-1785,83080113127;-10480,5919886377;-98727,4334665353;-205226,99419543;-48799,9067097302;-32990,572341815;-106281,593323292;-905550,866781287;130138,439475502;-208098,569319147;54509,9917383933;945,144651310045;-4650,945014346;-57478,6330234697;-3665,27790065319;-14569,6535854498;-827,406638682938;587575,05305042;-56628,0216563318;-17449,5767898611;-35857,0726903811;4924,94994492225;-4561,98499664049;-3743,41399567119;-588,722519863979;-44752,747407784;-2952,1550117558;-1061,5367069323;-2675074,36353273
"Bulgária";4707,92863139826;24353,7338058539;8427,10989987897;0;-4573,82000377165;2186,21535387118;-19492,3264387212;3627,18040275111;9111,71481821914;86481,3101862369;3254,98700231869;30237,6675452316;79,0718801990999;2564,65437744469;46680,5918263445;11780,4339298447;32895,7881655257;14768,7753403644;-1628,27808446142;-12055,2428765314;1580,26375717215;53031,3263160373;3367,42947447846;4516,05150715273;943,77375572004;252,730562237589;104,116037077214;546,471779465856;873,338696787616;14588,2400654324;8313,33784045445;5855,81509638532;24053,2481638031;67170,8570912266;4672,72948785459;2703,36445747688;5930,22108918952;53864,6971030581;985,680283339153;10328,2677230051;-147730,54587014
"Brasil";9659,62053315731;50257,161182052;73077,2590388218;4573,82000377165;0;137155,447949686;-308643,298015533;645,820463866573;13562,9040517519;540832,714154806;24551,2526544563;153086,467779472;800,421240920836;42275,983360012;176849,949283202;121850,707881471;14953,9408582851;9449,13109082446;-89507,265032617;-333248,570613025;13943,1490498039;178358,051334894;225890,581216323;183318,20625368;2408,13666314129;562,562160380724;-18,1907292037375;-12808,3390966715;1533,50307860083;79904,8820253438;5535,81610492213;2979,74312570627;11643,2375594258;116322,753831481;2768,81612389687;4535,4545927819;67923,2938590824;47253,0506531879;91695,0659556853;528100,868543824;-3202904,59342286
"Canadá";72859,2871133466;-189,903881433311;-81102,3842433697;-2186,21535387118;-137155,447949686;0;-2078000,68817863;-273,649698211069;396,131453096674;49164,9712095363;22039,0635423033;13529,360924887;-1525,9542297667;9132,35415764165;37743,9256759754;-38847,8571371506;-4246,18251774408;-10479,3787783231;-126857,056520532;-850384,584383767;16278,9306850688;66709,4635592129;-16292,5755777213;-30739,6770234174;5535,72811086291;1376,11367676197;-246,479527269081;-118160,608310745;-4390,14760853469;-20230,7417325583;1705,69186855961;-500,206965731683;-7947,26960892637;-27628,1511537599;765,612133132902;-374,603316057266;17374,5635466264;-7933,16212951447;-3535,60521206618;-2307719,85640595;-3812846,56755962
"China";4075044,01044865;359738,493916665;496630,859926201;19492,3264387212;308643,298015533;2078000,68817863;0;10091,9811749942;202970,950587479;4915382,82369097;211708,812454026;941113,26042917;20997,6898860272;260944,718854014;1835423,02897875;1851433,48855306;100417,809294839;93780,5225131933;798389,646926936;-1114848,71562317;157726,9254775;1573263,58285227;9170873,15800407;4351245,3697746;15187,5261758954;32481,86924596;9348,98747751495;534106,395118326;15978,4108297773;878879,86645804;447448,289497479;61544,6506664862;45101,3355583402;3398567,65082813;111718,083600589;30559,0962443727;392677,999763844;1524556,30150598;2482287,55538058;11386701,5098015;-8426612,83739015
"Chipre";206,45966362413;952,188402003779;2967,91066512616;-3627,18040275111;-645,820463866573;273,649698211069;-10091,9811749942;0;141,27150779781;12214,6134109208;192,949739423874;7135,11992035566;-19,1232415218609;471,741585955179;8232,86357394022;13199,469719;5231,47536261715;-134,173539045819;-672,630035928011;-7737,80132583554;739,284022050998;16159,1054134717;1551,24922640769;888,339255717006;-55,1319819831186;74,4324728985139;-272,517318260874;-26,7914399575949;100,53951422523;5214,4147362271;-668,449007861649;269,656692112537;-3583,1285539821;-1769,0364051033;116,775367574379;106,082031007967;1164,90584137375;-416,950078389015;362,328118676995;3799,13965780647;-78195,3485446932
"Tchéquia";-3341,39980772817;-39407,9451231151;2249,75687081944;-9111,71481821914;-13562,9040517519;-396,131453096674;-202970,950587479;-141,27150779781;0;147561,176948525;8794,71295991095;4821,5598434951;-1034,50249653806;-745,401126636785;-3056,97595064249;-40231,5492538101;-6074,96457940321;-1592,45807866749;-33643,8612547555;-101984,727839069;20657,7845387871;39790,7936347338;49553,5635214385;42061,6755988923;-1842,18068408178;1785,46924247917;-1286,1764646824;-3324,0151259248;74,8988051386548;32391,1382026394;20203,9812143715;-1368,07490924757;-21447,7198438351;-54858,9607488818;-10670,3272029461;660,100232839024;1689,52736315641;-21863,2190311839;12002,0035916453;23431,9085499165;-818882,799212597
"Alemanha";-183611,284234046;-384550,507950614;185458,132483546;-86481,310186237;-540832,714154806;-49164,9712095363;-4915382,82369097;-12214,6134109208;-147561,176948525;0;-39059,2302732578;-227351,493056256;-14109,8083494037;-11443,437719604;-729762,907329979;-567402,321162913;-171273,382278865;-103648,832051131;-491071,989743276;-2049901,17354345;286591,873558788;-399722,200551297;183721,178441658;-57040,9035280725;-22284,2448698469;-44734,3269250738;-17366,0617690408;-284774,970282604;-4054,89267381449;766286,851416368;-465563,97608035;-111773,885546455;-245767,889973182;-783302,99217705;-41467,6189090541;3806,12595170125;-177250,248519474;-415258,594231696;-106516,158298088;-940065,275755953;-17101460,2787629
