"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Dinamarca";0;1212225,9389992;61324,8545015562;2600641,85149939;42022,9021763995;2720593,24991381;3202944,76594243;151283,08432;21,1718632016216;20,5791099594544;1468292;74513,38915;1468292;998159,678912653;48503,5397973604;350426,784310369;2141593000;1368305;927574,235275473;45073,5837022597;323898,98245;19835,4300326396;136577,249203905;76769,69517;10742,2371214266;69155143,8288453;98850,7635887465;1391244096,28486
"Espanha";0;3281831,05134911;124217,171665814;10101410,5386285;153743,179103201;4781760,86096725;19058931,0608054;641955,58145;29,6888626122021;23,137170476143;8275800;265411,89482;8275800;3895283,20771316;168356,074988929;164299,964434603;11791101600;6946000;3404031,69991634;147123,940821816;142523,96694;78201,7191810713;469684,16522855;376543,68663;43455,7420668188;537350894,449957;130013,82663858;1692285201,2122
"Estônia";0;270769,341126814;3092,63337644318;364714,779584839;3710,1787860509;51323,8432098078;693971,255452791;7492,33284;92,6241893242947;61,3816788596655;335547,193456453;2641,03705;335547,193456453;93469,9625962618;1522,76647254889;1125,92079470802;573351281,11737;309315,654714036;85436,6066468192;1391,89100451536;1018,14918567287;812,123897451108;4632,55769485789;4851,29579;555,142220778485;29606423,2778327;102640,9229054;1687961597,9418
"Finlândia";0;950082,608108554;47662,0728608091;1701233,32776653;30337,6757635963;1946841,64296326;3339796,69271955;148833,52485;22,4398145248896;16,9407008438668;1329200;64171,73878;1329200;681804,467439197;40246,5325208807;40737,5752997289;1842100000;1143200;571658,02887743;33744,6504808797;34564,28012;18015,0803391193;116628,513908064;84661,78607;12774,5172418155;89187613,402898;126379,72271785;1974202664,0345
"França";0;5441345,8915353;315257,632795193;17070993,8111805;291728,378381185;13253584,1395957;25069696,0254025;1239350,47976;20,2280924038995;19,6033252460664;11619509,9535195;536811,97105;11619509,9535195;6726643,89510606;343137,901895283;359713,899946159;15171178194,0003;10306129,9275575;6138522,44511779;313136,795317393;327593,405404376;150715,647634717;939446,180568578;702538,50871;91352,5480201771;558664999,858253;133907,134665344;1730249590,95849
"Reino Unido";0;4704812,56493212;296306,452734699;19517071,9589399;323677,564110409;12923166,8472906;24709832,9896148;1304392,91946;18,9435503834568;18,0185921483492;13084466,4991978;612580,47369;13084466,4991978;7701071,02229896;427395,823097339;254692,848531481;17967307932,706;11309869,4984326;6743410,88203937;374247,378847364;223563,667792427;143109,209762661;804358,1111492;691812,44577;72344,4133371032;652054756,820621;152400,424489351;2504920446,32318
"Grécia";0;423582,601910498;13812,2592741027;2212949,98950086;32262,3891677884;515980,918560939;4411973,50946126;100989,34213;43,6875160923603;26,2562900917988;2198918;48904,06518;2198918;742130,628479483;28264,8700895976;23651,9661728159;2460261298;1229359;498636,95675828;18991,1428848065;15584,384156;17508,0375604024;92963,4016958912;52085,27695;9022,99835154336;207917882,09131;117433,565472573;1993229995,0781
"Hungria";0;1280289,88530223;24968,1355893703;1319082,23094787;28603,3122214033;-212099,369612524;4782258,99528957;67485,31606;70,8636970898639;50,4583267449289;2680997;23559,07976;2680997;704269,862109238;13957,4557370755;2377597,66336378;4241715930,28666;2193940;576250,057620078;11420,3164233541;1951954,50133;6260,56065292451;66856,8401360417;43926,2363;8079,82884433876;257822996,472559;119867,255514762;1757886393,93771
"Indonésia";0;13734149,723495;60657,792599996;4115054,85019466;39330,6602774839;-8147144,16730657;103809485,746593;245946,75683;422,081132862212;346,254179002448;66139064,0377756;117981,13319;66139064,0377756;18081315,1975893;52219,7746455544;164777151,279921;42875893909,0078;22883034,2194822;11266103,803067;32537,0912071717;102363094,845177;63985,4119944456;173837,947109429;127965,62364;13297,3483830591;2745710456,05537;191673,717622855;6746255673,94043
"Índia";0;37995802,6592034;60171,3315959951;6800317,95512724;63340,4178988648;-31414207,9131004;508569945,020309;679410,17825;748,546255710012;801,298367513679;343777150,405603;298259,62109;343777150,405603;111534228,985891;139191,883457801;4663067,56445757;370468347110,228;162463649,20825;70326332,2608876;87765,4755233069;2908848,83612389;132721,881042199;632211,99165434;381150,55716;59187,9054656979;63848710750,4434;169599,637390826;1845815939,8938
"Irlanda";0;931347,707143102;71439,2419541524;1510272,01845323;42889,7609522321;2549345,27935436;2308338,32898467;135766,81327;17,0022281100026;16,7354371709047;902629,137440471;53441,06715;902629,137440471;442471,599763142;26439,2017516219;21915,7303988531;1350271112,32623;706435,832999421;353544,632913004;21125,5092593373;16833,8756126908;22524,5232583781;55812,0132601;82325,74612;16607,3107959543;96194940,1818185;159687,607315057;1805763815,06067
"Itália";0;5181018,30148924;237673,009463124;15134780,7396183;228708,986857069;10572439,1173936;27625583,8352382;1187670,25198;23,2603147120868;18,1448263554176;11452900;483231,8987;11452900;5752080,80721978;317009,416047807;303549,882993326;14423796984,124;8942300;4319103,63645687;238034,994210198;225451,04749;128767,822232193;1020767,74112861;704438,35328;85854,5546377997;807644160,15183;121915,034817631;2030185141,17211
"Japão";0;5662631,51888182;448805,292550252;42515057,1307735;360183,533686504;42968900,0892506;77513818,6800029;4724598,09134;16,406436522523;14,2740586562884;32669541,5007185;2083800,76581;32669541,5007185;18793455,6923992;1316616,11773746;148236499,502043;51270286651,8313;26353153,1331192;16834250,5662434;1179359,77226962;132745177,591451;754090,24874254;4929091,77343178;2640797,32553;474982,239376837;2701127166,00478;184252,836017347;5649579067,28079
"Coreia do Sul";0;6076978,31576731;179583,534336214;12006553,7522996;149307,466335778;8019161,55594302;31650343,3356392;790321,93164;40,0474060867342;30,8071773935659;10732541,3675573;289112,65423;10732541,3675573;6218171,60977195;201841,653012672;208001246,764042;16265738477,6094;6510255,07458361;3980364,59546657;129202,508383578;133477776,025306;57679,758317328;622948,966141724;501209,27741;84356,9780105088;1331951570,04426;272708,461431709;6583275763,20298
"Lituânia";0;346707,880993704;3455,31538752046;441485,759302094;4828,37982121951;12,059257094844;1487944,95677159;11733,72502;126,809257438316;87,4556010114575;951700;5525,49958;951700;282293,027753263;3227,84389436967;9688,81933756248;1314985095,12761;726800;240080,929028307;2745,1749945307;7748,46395345976;1951,70610563033;9806,85126023704;6208,22544;1038,61356536722;83198632,7320808;81948,0661731532;1854178349,72004
"Luxemburgo";0;110828,094965208;6787,15367035344;247751,983132967;8153,54674891098;42618,5110437695;214832,158846715;13258,92476;16,2028341464633;14,3527725273443;107547,058823529;6267,37565;107547,058823529;57275,674628085;3990,56520396779;4237,15644406886;167349972,765788;101373,953488372;54175,9633936443;3774,59917869043;4013,35889161836;1745,40396603221;11779,3016645914;6991,54911;1579,43452780961;9737650,14807927;94971,9402521364;966329943,202024
"Letônia";0;189456,944849747;1924,4733188449;194042,578115766;2980,90357869494;-68326,8072489212;811425,108657933;7339,57742;110,554744806811;64,7667089013498;548000;3179,28002;548000;120991,965339931;1868,11970829368;941,060861770241;695417398,179105;439900;106820,007928503;1649,30424504365;807,830555812377;997,981821706318;8222,29478842575;4160,2974;795,935470795529;43411268,3158163;63542,9939056732;1148989748,99338
"México";0;5655840,33182067;144967,951718654;5154770,10388334;166588,172416187;-1993249,23438922;34422143,6711827;700433,5354;49,1440542628004;29,5388087224241;22950144,2398757;340420,92512;22950144,2398757;3730267,98491382;126283,629782335;503921,424466258;35218228491,0597;16233388,1977213;3386980,09534614;114662,040950045;454666,562689552;196119,272687665;743889,48972399;360012,61028;71291,8453042047;2227515944,38752;382687,652187633;3736893289,96833
"Malta";0;60089,3929099607;2020,64037521743;138312,825701439;3115,27199352595;2674,42043450312;160286,799893231;4568,70241;35,0836595402657;31,6331324837795;70337,7631463226;1731,98996;70337,7631463226;31439,9762566487;993,893863428484;939,777309611812;121545947,417811;62025,9919548514;27724,7331607469;876,446023009681;828,724389828449;522,044456571517;2661,29503927682;2836,71245;1332,69075515088;16650367,944521;145881,23842691;1481051065,14754
"Países Baixos";0;5580051,84458637;175319,365691028;10832496,7875897;132732,840925219;8191671,10088125;11650723,8493033;385823,7458;30,1970108790108;26,9189985584057;3462414;163854,65523;3462414;2801700,43591704;104078,925144196;100795,169206837;4339485788,96294;3079348;2388902,50677729;88744,1076826884;85246,2683306097;43450,4764258035;279311,227450737;221969,09057;26849,719141619;180813118,751166;140027,576691426;2999866856,17048
"Polônia";0;2615843,58865253;40618,4246661758;2917553,90649585;48960,0093556761;-274007,096347247;17463419,4172831;192581,82828;90,6805152555336;58,3548342545441;10294073,311931;79732,97629;10294073,311931;4685039,02435384;80285,362544561;233348,900850329;10148058019,6401;5930672,03831377;2394006,79630774;41024,9952191633;111661,672350819;-7126,06533456095;173066,714135014;112848,85199;12956,0096687826;621888033,367418;107072,209113718;2018031112,84008
"Portugal";0;1155551,12032474;25450,6076179171;2373339,34341545;38147,7706867233;341458,585302567;6405967,75786751;122012,74399;52,5024480917546;31,2641326562854;2948838,71640486;50055,29461;2948838,71640486;1102441,17828193;35262,1705646548;31720,8025753527;3853287051,31792;2178336,81159321;906048,445470889;28980,4439941415;25698,460348317;9692,62663534523;77915,7361780574;71957,44938;6515,06783585965;187557654,902036;105061,316567325;1285532278,63804
"Romênia";0;1914242,97091234;9603,689549998;733680,631063926;12285,2461714205;-1365637,34676337;14667725,8524846;49588,30817;295,790003607308;213,402090885594;8696800;20625,38221;8696800;3454609,34033771;16188,2637888012;3546,09835782147;7702525000;3987500;1965054,51297325;9208,22520912755;1885,49359954611;2978,96854119884;53625,4751346315;28962,92596;3543,89524687977;643523634,32232;94018,6509488075;1442975046,26003
"Federação Russa";0;10848239,983086;74465,3293241146;6654098,46142125;46794,0411509809;-2284331,44751767;77482083,8136793;285695,7851;271,204854445293;239,482466461003;51922305,0841904;135193,9921;51922305,0841904;17201157,638823;71826,3758220647;462849,098677794;81808941976,6091;45033846,8835322;14718149,5784852;61458,1509702375;393919,600702268;55757,2523779353;399735,442266759;150501,793;50922,9462691796;3690281889,87072;136862,803264706;5269392841,57413
"Eslováquia";0;715427,790168236;12057,2488610227;688398,670105453;11811,4321967295;-10063,4067601342;2303792,74180368;32220,37116;71,5011236327321;48,4975912943954;1246074;11103,70056;1246074;195811,180941718;4037,54445768416;4443,04155689602;2018380000;1169410;178057,589741523;3671,4728502836;4058,70183647944;5840,30283231585;26850,9701176884;21116,6706;2547,51037492859;84467010,2972516;90334,0334632519;1836058276,98195
"Eslovênia";0;374572,254284312;9284,02470814696;545296,496727799;9765,07933655694;137522,933931784;1156904,61145835;24880,89717;46,4977047874817;35,9466653486705;578585;10222,58915;578585;277292,444480844;7713,99632737004;4895,20521688533;777232452,222763;449112;209853,823570912;5837,92186383355;3631,76691130201;1489,22245262996;22088,8590653987;14658,30802;1663,27405770592;42777754,5605208;96085,5922586002;1329040150,67158
"Suécia";0;1491849,74107347;91808,9728551263;3409761,12126997;70241,0456914803;3406481,20455303;5001220,74131301;260065,21408;19,2306408952278;18,5133728743095;2408100;118841,33633;2408100;1447174,86693121;78169,1632722104;728584,786619579;3717840000;2262500;1363856,84345124;73668,7394949963;686014,55409;29889,5145577896;191548,415739412;141223,87775;19507,8407629415;149301153,065342;117050,613440026;1400411959,51115
"Turquia";0;2890773,34979227;42284,6670045148;4396210,534396;57611,2188045458;447633,050351138;26129092,1589841;333195,35644;78,4197368119363;55,3357740481104;14892126,0235032;151267,76505;14892126,0235032;3790661,07993203;68502,9015160487;3681,1614397713;12738187973,8056;6500110,87164271;2340305,19772931;42292,8067418843;2428,44114423741;68363,0320339513;495275,98712657;181927,59139;31547,8482466066;2027570464,31917;138231,32037048;1799838036,91113
"Taiwan";0;4950698,40488167;160965,328970297;8004458,55629916;136576,274570479;4737037,83261041;14168423,9534986;398670,09224;35,539219593551;25,7468166909034;5307849,17331746;131117,91553;5307849,17331746;1928656,53960731;74908,5435594342;2307455,95157358;9452092085,39725;4068666,67158641;1660785,63642492;64504,5038523807;1982523,22612307;46979,3187605658;301025,578070418;267552,17671;65680,0220438425;1118245248,53007;268905,925515739;3264170672,33204
"Estados Unidos";0;10498108,1682309;717973,44596772;102088451,033364;1186815,00739105;59231952,7684101;126089492,133816;7597038,64161;16,5971897843467;13,6119909659529;50869437,1244986;3187581,91846;50869437,1244986;28557575,3308836;2097971,95739502;1983776,87624355;92815182878,8192;46381134,0674073;26263659,6470172;1929450,27018526;1834555,53227491;1055305,16886498;6100814,97902518;4409456,72315;496940,455848224;4131830675,81971;137591,820692643;3618209890,37252
"Mundo";0;168828206,262528;947891,408020675;38468058,8961574;850718,630319215;-123653500,80095;1235111644,3441;4257832,15777538;290,079927666622;242,937107430174;821314162,078806;1895478,1988017;821314162,078806;0;0;0;0;0;0;0;0;0;0;2362353,95897368;167214,835492678;0;204100,001403857;4004466446,76399
