"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
"Austrália";0;23661164,2448426;41353378,2462002;-3429638,98175415;-42589077,6885028;23710150,894405;-2726018822,40143;-382380,562856749;-4212221,05933567;285347925,665607;29695687,6027074;17232945,1587562;-62720,9914116883;18096931,1879737;101466957,947759;236292495,034689;-1074459,97753231;-2045330,47164179;-462467909,022771;-899700329,534482;34018504,0127002;77853569,0741815;-682965875,401601;-392986495,924748;-9766570,54392112;333273,109668838;-193312,171684983;-19731216,3247295;-248175,484757718;75269672,0888651;-5365071,58503218;-462083,333011379;-13488991,0188196;-21169247,1776516;-982403,602190922;-757016,485725083;82440033,285916;-35240095,0150821;-194993049,653653;430673798,979701;-2845417238,1384
"Áustria";-23661164,2448426;0;36157838,5557607;-31132205,7087264;-36992043,3028628;-9247242,41624665;-362134429,277887;-1855488,39265768;-123278952,464136;746098457,709977;7963611,49988231;-29120543,6014518;-1617832,82841019;6533608,14487882;89938093,12424;9295616,60668081;-20703797,9702789;-122473915,592434;-35850195,950015;-253061899,030565;15453474,1821052;76900753,2873915;11901758,8740767;-38980575,9180214;-5682313,67382812;3381288,43372002;-2472708,28366845;-9653311,07377415;296157,466411092;65912979,6404833;-70471691,0298631;1012455,15129026;-67281096,720184;-122107295,270165;-52185294,884745;-35463754,9132065;12269271,5652077;-91438847,9039755;-6649658,50556904;-47350277,7178331;-1315237989,66255
"Bélgica";-41353378,2462002;-36157838,5557607;0;-17659078,3622007;-133019564,377608;-36050872,224209;-753239076,09854;-6249735,1935663;-45752663,4917981;-278631232,195229;-57110771,7413673;-186331099,394441;-5865013,98679451;-19697907,3051549;-200906585,898978;-311884144,037638;-76755055,2931516;-45142442,586828;-127197451,687807;-1137516909,97792;110817660,609644;-401803413,621489;-15057129,1994107;-57608064,8507498;-11108112,5246755;-158891265,077974;-3939525,25438553;-18736799,7337003;-1527068,71488092;574731210,05562;-82422553,0669438;-51113729,9864881;-39620700,58579;-111597849,421692;-14752895,3175364;-9154726,23424748;82865751,1613282;-149265618,371119;-120184914,728144;-153998245,492462;-1401172227,64293
"Bulgária";3429638,98175415;31132205,7087264;17659078,3622007;0;-5400128,68060328;7230342,08317122;-9977350,95451669;1664340,05034596;6543761,47824811;175228019,844762;9016296,85855256;19796670,4525273;535536,493751968;6818646,22275534;48307638,5737124;52590654,308926;60458880,1310217;1490614,36367053;608244,216431512;-31909189,1301481;1783552,86757097;96045228,2971862;9814679,49808021;14358753,8719765;-375812,49519082;509894,646967116;1576928,65650506;2475307,36531092;594103,970056852;24906582,1757891;7077373,07085632;1844714,7635659;-9693038,45344741;3791594,46315396;1977599,23314464;1699765,53989009;9343102,14413323;35976050,1816156;2145879,5938183;39936562,6452084;153256486,319913
"Brasil";42589077,6885028;36992043,3028628;133019564,377608;5400128,68060328;0;199945794,987488;-604468028,338997;4002241,94900566;18530800,1551927;785283160,46549;75263811,3764962;275353750,71529;503055,877812552;41010834,7768301;421888842,415077;294948006,353524;22304820,2600193;29096403,7808775;-30091644,5154055;-304421024,070793;21138153,3407017;435576185,134471;471916851,133008;122971119,955656;40876,508172161;1847493,81261659;1044649,27077882;3604150,61092992;901666,549189664;381232263,784597;52236975,4080462;116243400,868166;4354508,30183541;10548281,4220601;1584623,75768943;10912132,5285576;100318717,122226;18037112,7076385;29274266,0081534;1368564111,8468;-2145209260,42679
"Canadá";-23710150,894405;9247242,41624665;36050872,224209;-7230342,08317122;-199945794,987488;0;-3053009389,45397;-842511,27742239;-8165378,24488343;-840,437546312809;25865366,0709925;-9592886,0418514;-1969257,0237108;17210433,4737355;127427593,489566;114096992,386251;-2508549,56377946;-5217738,02179015;-135233880,280216;-1112831316,1794;26027048,1097902;35998047,8678696;-288327909,995712;-177980098,949236;-4876162,85534498;5020865,85513671;-1333962,0629154;-139422874,535814;1403941,25758082;29681542,4802624;-23432496,7418347;-4039209,65269569;-15913950,2979501;-71732252,9159272;-3134875,35553217;-1345253,25129394;64566550,6020991;-48939142,0333702;-18157304,218256;-2938827700,46921;-2425921206,41588
"China";2726018822,40143;362134429,277887;753239076,098541;9977350,95451669;604468028,338997;3053009389,45397;0;31416872,2632195;181928625,906434;6268212304,64795;495725880,457538;1046801942,40524;10746028,9589961;238812915,594221;2859397269,44509;4373687609,87555;208547951,068823;67355975,1125222;918401429,94835;-50225307,3764904;205952813,578283;2431386401,39557;26284036288,239;5790268118,99247;5457488,87281492;12648400,4327688;1781940,60797123;338894233,006701;18106444,3313624;1689300270,10633;240954112,315721;117759512,0302;41517252,7659278;1078587746,33601;51160871,7980034;22816592,489153;598124265,984108;393383523,912097;3235371783,11715;28462332292,3872;15675819200,1261
"Chipre";382380,562856749;1855488,39265768;6249735,1935663;-1664340,05034596;-4002241,94900566;842511,27742239;-31416872,2632195;0;-636437,234995391;25169346,6329023;2626117,89585607;6630147,1845115;-27490,5568805468;1343145,94956764;12938502,9002386;36281881,4234527;5876334,92541873;-412335,938488053;-3270775,8542096;-38159273,5500618;2213537,76223892;27943183,671267;13477965,0423883;-572170,98372817;-22811,1834996903;100509,703015475;-39133,4310597131;-1053079,92710883;110478,022343975;5757181,22018279;-373010,856684397;401076,569833786;-15853159,0941895;-12400571,663758;-207144,124620962;119012,326543646;3983222,7011293;-56535,618959967;2044383,5135586;11815270,0026006;-69946413,6549977
"Tchéquia";4212221,05933567;123278952,464136;45752663,4917982;-6543761,47824811;-18530800,1551927;8165378,24488343;-181928625,906434;636437,234995391;0;719976029,690916;18951855,079047;24887458,4954922;-413258,471811613;21048462,6501637;108411920,79156;84356798,0785088;1026057,63756256;-10905704,6785739;-7556164,06383121;-193249085,293707;13061766,7713118;118740467,657436;28896541,4116396;8204267,1176431;-459771,718125031;2519164,45142981;-389669,074458083;-179312,674096148;105268,892695815;61657466,2079053;-19978020,2240056;700812,883961034;-4023923,69515528;-50079057,7888617;-14312729,3019594;8233989,38287283;25517859,5737004;-16821080,6506469;6918794,59708524;53877933,7820358;-266431771,50685
"Alemanha";-285347925,665607;-746098457,709977;278631232,195229;-175228019,844762;-785283160,46549;840,437546312809;-6268212304,64795;-25169346,6329023;-719976029,690916;0;-92072530,4666864;-429628615,840661;-36960290,5275672;-32780451,6097258;-123166351,686731;-1085621113,84196;-288228084,483221;-385757361,321413;-713892693,173249;-4599709565,80698;294865128,492833;-351406163,798369;244498021,762628;-473403047,161099;-102875260,019742;-19803679,2080179;-43351175,3441896;-316391281,685271;-13152046,045936;42938884,5928869;-1140142283,08999;-171156575,20459;-508037376,616306;-1392676721,59162;-164991516,736896;-84698229,1868266;-255435056,690082;-1328497068,56205;-239264415,220347;-1736726804,99363;-14668954660,5676
