"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44"
"Australia";0;16438,5504093731;9876,98265280521;-377,543445151408;-46522,4837456762;-911,990654068737;38099,071266778;-928861,943342621;-568,593006412647;-2443,546618878;135870,95506147;15471,8310780477;1257,82418920463;-36,1472164673691;5425,19338069089;44468,20209385;121038,21825252;-9789,96712298501;-343,122291651995;305,234242763331;-297912,65348331;-278218,507171359;25624,2444520925;41114,9233808834;-202930,144000136;-214901,079159789;-90,2505703417921;228,887210340195;-118,042860471583;-1091,51189178805;-475,222019762551;16045,9547997584;4459,62105913485;-2227,84232777728;-450,195087357935;-5043,01050624477;-6120,13923203301;-325,372039375698;78,086755005838;49407,1229042591;-13323,5840832465;-76022,3760949913;341560,052774863;-3261891,97067203
"Austria";-16438,5504093731;0;14387,1069706221;-8599,29395844633;-17465,5632529185;-8220,8833871082;-32758,6006945466;-114025,540477479;-956,921312962905;-51954,9414533899;342542,548496777;-4974,14097526549;-40314,4593052193;-947,774854133782;17361,7707329424;28051,3126860494;-27759,5498665507;-10044,2656128038;-24620,2836631726;-110394,025178319;-22174,3391052384;-58952,7768251223;23693,0926044087;7663,27433848509;24968,4966203753;-610,775837047098;-1762,75092109203;-153,937340981949;-1878,28142275079;-5475,93075720705;518,872828160018;24075,0558267393;-7275,03875076013;-49294,2170756752;-9862,90455126691;-58551,4102537243;-76755,1062057777;-29748,8339983817;-29573,5347573962;8515,14760438135;-24203,0329985531;6721,14216793286;-52947,0032827368;-751967,606986473
"Belgium";-9876,98265280521;-14387,1069706221;0;-5483,04689116031;-95479,1876808094;23303,0217002884;15981,1761303611;-309733,555647896;-3001,05145357388;-15730,0642782429;-133375,298102996;-24035,7872130066;-117543,014144933;-1600,09883831989;4064,41791290679;-275923,465605927;-78431,0006270824;-29945,6193246894;-4644,19001004787;-18359,2368741096;-201202,022322274;-384825,786572563;47117,6176125797;-161170,639096044;109774,59880668;1479,67392586724;-4245,75814158854;-90411,7262472462;-1998,04297643845;-8038,34201241115;-683,994917759791;248355,333474968;26927,2657920217;-53396,1410808187;-24966,0512374103;-22867,1066722464;-61010,9968858558;-6211,27512200967;-4087,21820439347;37011,9383939059;-47678,8725327519;2913,5711376636;-1186,50047249784;-3067952,65396166
"Bulgaria";377,543445151408;8599,29395844633;5483,04689116031;0;-5018,23405931383;1240,78647903306;4473,81491782804;-8364,98391296935;367,704599233687;1716,18799583383;42644,3581033133;2500,50177929771;5004,03158298955;108,30729644985;1989,87637313243;18209,3023110724;8432,80372062149;14716,2703627612;121,227270808894;540,966278446265;-6548,51941774068;-4102,53297877896;1515,1318567549;27187,3995481568;2231,22896624748;786,412243873832;52,7607440148592;66,2926469900898;197,51644293206;829,550294007141;660,639147087951;4653,23316717801;518,587315804416;1223,91219782072;272,342189964162;-13955,3945584058;-22285,9956091909;337,326370525825;1034,94064626838;3100,9300034187;7774,8717802301;883,432673436565;13932,1400859109;-38617,6149143429
"Brazil";46522,4837456762;17465,5632529185;95479,1876808094;5018,23405931383;0;67568,1275693443;46314,2367269731;-57287,1294329428;1198,06300273512;5752,70351536713;468012,695903507;31650,7143640521;159865,443980535;95,1157545622575;30496,9451467059;239132,460136014;180706,069103456;17562,4789024487;7103,83897475065;6388,37019848492;-41677,4198003572;-73337,6846043847;25221,5911071817;204152,781643153;261019,213660876;107683,625271914;2018,06871861919;1014,78833483129;152,161765077115;-2230,41079947722;708,275029357005;314203,069795473;54622,1960715499;7657,50060709593;51458,9580745144;13038,9022071367;44918,0181527971;627,846013887509;18364,2535537464;67871,3129545141;1910,95018931172;42921,572605797;982796,138223833;-3608039,89988025
"Canada";911,990654068737;8220,8833871082;-23303,0217002884;-1240,78647903306;-67568,1275693443;0;6659,26863485883;-1204157,04264017;-531,348219970197;-2642,62208231911;83332,5785495878;-18319,3337784567;-2245,34482983814;-1579,77069990196;7084,76494733358;80498,7229884997;132897,668232648;-6785,23894782692;-3785,53392076165;-1490,3425731607;-167225,583470392;-628992,341011699;8887,54014807704;50869,2910429391;27238,6573523901;33569,2931486591;-1368,37464223933;-457,759245899882;-619,192355269315;154316,277924734;443,100187044522;-4372,40715526294;339881,386464334;-9753,64640970057;-5203,80867140384;-9171,7277807158;-23741,7764798061;-632,797147468674;-433,599284111424;35317,851933766;-17628,9350070706;81961,2530377157;-2955855,45415075;-4010919,09261509
"Switzerland";-38099,071266778;32758,6006945466;-15981,1761303611;-4473,81491782804;-46314,2367269731;-6659,26863485883;0;-198260,206822221;-2935,12639353446;-12717,9509061024;378306,303632747;7282,42167567957;-37319,6024346446;-743,984370142353;26583,4346617792;91319,6549453523;52913,4873251652;-32782,2892348332;-5713,58179630532;-14812,3013381764;-26793,0217278332;-266991,9712474;71882,3325138434;63290,7758787833;1790,34804787612;-21213,3697043222;-2455,76685775935;-1626,63968737622;-1311,13724350112;-35075,1307755513;-1332,42607399695;61149,7530286126;1156,64575246832;-31280,2454847117;-17443,2603645185;-18093,4982456852;-87828,5690051129;-2986,96448096376;-6352,09790780888;4788,6714513328;-34398,1565626666;-18868,5640261732;-135133,241608938;-1469202,15141541
"China, People's Republic of";928861,943342621;114025,540477479;309733,555647896;8364,98391296935;57287,1294329427;1204157,04264017;198260,206822221;0;14899,2247358004;51013,6756459201;2074199,47112096;153530,089344147;470136,717852617;2866,43208929641;162938,630581561;1134629,38479029;1521863,87468819;94715,3019921985;10816,4662472231;82410,5024003577;124392,786980607;-67543,7840473229;59256,4525391798;1003782,6300716;11959933,5188313;3405837,14277451;3934,34360627862;6820,05982890244;4703,18001374482;365864,660137125;7917,41098373536;593090,56493259;121569,627878407;173242,100453791;44075,0530059874;15758,5684070707;596013,826454562;9062,86471980422;9389,69073811919;224749,099237017;113224,508907344;1364736,89184197;10695208,3680311;5557839,28386846
"Cyprus";568,593006412647;956,921312962905;3001,05145357388;-367,704599233687;-1198,06300273512;531,348219970197;2935,12639353446;-14899,2247358004;0;-669,141302807851;12897,4130903922;1596,82094736938;4867,25040711924;-60,5720331259355;-299,84536351126;8271,67640146814;20332,3931459792;-523,012159411706;-15,7311969220414;-754,731420580502;-3619,67913274894;-18051,3595938777;2372,67860177992;13126,1452949376;14174,6122896281;6873,33127273279;4,26262837589276;21,2919655687366;-69,4808387726155;99,4820607018811;-113,946516232245;-15397,1715453765;1400,23466780149;82,0188267433697;195,006947780718;-1701,28578786863;-5218,5594676054;-55,0954063538825;-836,782629488383;458,658250794548;1988,74704246391;801,629693412597;-34439,4340674768;-101844,595585663
"Czech Republic";2443,546618878;51954,9414533899;15730,0642782429;-1716,18799583383;-5752,70351536713;2642,62208231911;12717,9509061024;-51013,6756459201;669,141302807851;0;327275,521630358;5165,01010911379;13356,1953054736;-255,139827614563;10040,6394494647;58561,569938474;39403,8046782506;-832,956063651535;-1789,79064878152;-3707,36622020243;-4529,87594422448;-19416,2174421276;6702,72925492615;48361,2196430767;14285,5262644851;1644,82051137772;-1063,82546609776;1064,14420960586;-615,430774960543;611,100137840165;16,6117787058426;18486,9155682908;31707,132595124;-13644,6880644404;-989,265769210349;-4869,32468806861;-56568,158244097;-8852,59403724359;779,76051178866;16812,1066328698;-2791,00431192207;7547,1523094654;16483,2223016599;-311500,900678468
