"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Australia";0;1485301,96366913;99992,305944606;8615532,57841293;115886,391180381;6154453,4240601;10718856,3563378;663158,724886766;16,1633345895706;9,75724411770733;4421470;276901,69849346;4421470;1606208,67655894;164617,043212439;284606,730333785;6806496000;3763427;1385848,08216173;142032,736441094;247072,212464499;104432,34653387;579621,996142803;386257,026393305;79579,2219610988;0;191754,915097868;0
"Austria";0;1259052,60112724;95553,9138901418;2563131,27748424;92334,4008012698;1501732,54511556;4076244,70672002;288431,55152;14,1324507850778;7,25729477320116;1881240;133890,211713112;1881240;585265,601992815;80645,14675;74924,1556444655;2651932000;1592360;525959,530210114;72473,22131;67742,9806795745;47426,29969;343234,17821;154541,339806888;15862,6996765399;0;114841,309317965;0
"Belgium";0;2666885,67926682;183572,001370201;7471154,4657769;159188,204205417;6301250,38329307;5707257,33453989;382161,03359;14,9341686694905;10,58725124057;1874100;159471,873188551;1874100;1016701,11668716;96030,69707;87225,4453835222;2352206000;1662500;957165,840231868;90407,39834;82177,1340053169;44555,37849;323633,063229;222689,160401449;23791,7018551225;0;121711,196648785;0
"Bulgaria";0;500853,609948047;5307,47452199568;573134,009498448;11015,3218483428;-278138,460442774;3588683,32591788;34365,1597065388;104,427954258424;70,4075958844643;2199790;12086,8119856066;2199790;466683,858286926;6628,31690848717;15406,631175346;2377937000;1425560;339746,62088542;4825,42567485089;11813,0867880484;4340,691018938;23329,2979648167;22278,3477209322;2480,03715096004;0;107411,141441132;0
"Brazil";0;11038738,93847;105603,39508047;6492595,13099357;74857,9508264534;-2658604,96673958;76966484,3021558;754066,460234632;102,068568701766;59,025452261683;46258129;325215,511306742;46258129;8411595,77856743;142507,942866334;668615,338387738;79257643000;37993671;7628971,64025238;129248,846860675;613350,238420927;138262,409258693;614250,221456406;428850,94892789;62418,1601688163;0;193120,621302575;0
"Canada";0;4559131,80719813;305782,888237049;11913230,5026489;271286,402544413;9471923,24453871;14212934,9691915;922899,964945196;15,4002985253505;10,0026885776926;6870395;444348,441282975;6870395;2903332,7665571;290255,239279561;436888,291542809;10802800000;6081336;2398941,10176924;239829,630117568;361175,792502129;143482,965781364;564170,145563107;478551,523662221;56766,9299154257;0;293147,930826777;0
"Switzerland";0;1105558,06363236;105778,76918614;3233027,98461657;101657,692405795;2380473,01387476;4624421,39205018;380266,243852176;12,161009468534;7,07480434534851;1928555;167311,56122217;1928555;790038,157331878;111669,258790359;151164,495083435;2902314000;1619340;723485,793123177;102262,304059172;138504,117991346;48770,4592585022;325362,716466964;212954,682630006;29870,9454167395;0;117255,859332002;0
"China, People's Republic of";0;101211510,464905;564114,570894235;37559681,8500428;507768,959770581;-60192632,2336927;1071528232,86361;4336882,790254;247,073366905738;312,232157422808;543878425;1371255,89648984;543878425;213829271,51634;684840,643197376;8131138,43383781;0;0;213829271,51634;684840,643197376;8131138,43383781;656136,024424208;2871440,16809007;2965626,89376416;270363,374821382;0;179517,511782702;0
"Cyprus";0;35767,9685967315;3197,56339809585;335703,748138303;5971,39088856069;129643,651625026;322423,425861158;12892,8160908641;25,0079907747717;18,5123246028437;139100;6065,8961982991;139100;63841,4420014786;3448,59132340798;3357,00274436836;171702000;101360;48050,9990134522;2595,62210820737;2538,05141603774;2322,40089435047;10191,2442659093;6826,91989256501;2418,66178368347;0;95714,5574426007;0
"Czech Republic";0;1636677,56144923;57726,4236216059;1645803,75047107;52441,7036638396;333568,213677178;5495191,7229323;171721,738206;32,000559628276;15,7442891233246;2845510;61918,8671321447;2845510;495044,684567943;31442,80956036;899662,736053509;4259196000;2490330;437442,475498632;27784,19985;792823,704620006;25578,1552437;195386,06598;109802,871073855;12287,2599260046;0;115520,170968716;0
