"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Australia";0;1911961,99277925;259830,874790763;11626797,2583398;265671,031232703;9512006,49868284;13592717,1767814;1486988,2652;9,14110588152705;4,99114075422309;5219441;663046,767229015;5219441;1957708,71057384;392236,726427197;372701,904791662;8283335000;4642482;1751971,84448919;351016,316862397;334236,108602405;254998,357322465;1673560,37093089;823941,497970985;436119,642954228;0;556834,561943606;0
"Austria";0;1656981,58724519;161475,392378516;3063617,36084805;156710,292064478;1572127,81655639;4701043,40990265;422861,59872;11,1172152404775;5,23262852416996;1979970;174584,305044936;1979970;555003,417781275;106065,89312;79922,3241759207;2695921000;1712160;503069,833356719;96140,9416;72630,462600578;58513,13248;445982,73104;248277,293675064;22404,4464088756;0;246419,441794963;0
"Belgium";0;3306473,17346243;255625,322968474;6508086,39928557;248590,776621714;3445923,18142824;7144759,22513505;549425,06256;13,0040649981358;6,24836893482427;1977600;196412,55010497;1977600;793038,142472038;126919,22496;95980,5590727663;2446676000;1768800;750346,549623594;120086,78704;90833,5584989307;51326,60368;395173,3313088;353012,51245503;36342,0848826571;0;252549,027440321;0
"Bulgaria";0;943042,023852561;22652,1183089173;726744,835397442;27835,5308565845;-396317,224855442;3197899,59187779;70015,9549723456;45,6738695221808;27,7729540073422;2002610;24000,4622636318;2002610;358801,675693871;12919,1038014543;16989,8387565165;2174409000;1317000;256178,416589427;9224,02480203231;12506,5829735206;8197,95245418034;63469,0886783514;46015,4927087138;5552,33968091905;0;314018,213448403;0
"Brazil";0;7774641,42166531;253079,15490636;10349516,8926138;238769,960111067;3071834,13364788;78295760,8563767;2391053,72835;32,745295485437;17,7698768337897;49033117;1054224,51351229;49033117;9905208,82485765;557415,727610602;962053,599906945;85307372000;41068919;8527789,11463917;479901,419374132;833516,288874112;351893,220639548;2368459,28498032;1336829,21483771;301303,213936455;0;541036,941575305;0
"Canada";0;3513860,09013133;440382,95440004;11974940,6581229;475256,959688448;7249905,56625069;15397197,597758;1690252,93234892;9,1094044583971;5,43735804967239;7420872;802544,971516317;7420872;2766960,4511401;508879,574576999;481848,947791637;11893210000;6721961;2397537,46570394;440937,941515255;419054,240847285;280408,773567506;1309928,52038628;887707,960832606;193789,077346923;0;554092,596708853;0
"Switzerland";0;1410245,26589018;196133,51238423;3529902,90671943;169731,785281955;3036590,22728175;5462363,72961917;658044,73080268;8,30090033994528;4,79550287536389;2330551;280276,880824182;2330551;892592,217666348;186131,098419708;173380,720683658;3213667000;1984553;812782,450866776;169488,471176258;158076,760007882;82925,3146402117;523735,050547361;377767,849978498;60452,6090949774;0;232963,175970406;0
"China, People's Republic of";0;108082606,920976;1855817,9413107;65203238,5244541;1599420,58978291;-33974682,5104347;1388190555,30164;20293122,6303621;68,4069465595534;69,0176108298761;581895769;5452130,7688783;581895769;213549151,407306;3094125,52592831;17718113,5496709;0;0;213549151,407306;3094125,52592831;17718113,5496709;2263650,62683902;13086935,4880569;14840991,8614838;1272077,20022445;0;484642,769117145;0
"Cyprus";0;26533,7839841439;3266,62017390772;230712,989194468;7841,24500270841;45302,3802180413;261042,840730239;15967,9900930297;16,3478834348844;9,87379536093169;136870;7221,12620933319;136870;44349,4808729475;4491,63459964221;3399,97141843392;172747000;113220;38022,5218599687;3850,85172115426;2908,05805744362;2300,84066987573;15554,589620842;8746,86388369649;2795,73579290676;0;191731,880379695;0
"Czech Republic";0;2294085,94816655;135942,429465586;2252122,78757535;113674,477777306;731403,311133866;5527220,69909415;304839,4611962;18,1315787575701;8,20714849458282;2841120;104470,425365763;2841120;447072,965587981;54473,605038714;1023274,29735573;4211409000;2451360;391917,342643712;47753,168217;897660,301849264;40918,606362168;319132,7647732;200369,035830437;24546,5945253219;0;273763,651451146;0
"Germany";0;12929749,6968767;1313312,05921943;25956573,2591888;974732,06735243;24785714,4280893;41219510,680592;3633359,1536;11,3447388320395;6,81730134571316;19476000;1532856,82639467;19476000;6748638,31554298;989928,1216;736393,579821557;2,405e+10;17621000;6212297,74534373;911254,6784;679571,400738517;462175,9648;2917792,3632;2100502,32720533;230639,235982941;0;265726,245200413;0
"Denmark";0;1125040,18590409;127162,472014714;2371398,90769466;91092,6290885404;2499065,19205714;3113343,04677826;312101,066453;9,97543226032873;4,25870490704417;1339000;139244,52079212;1339000;378476,646656378;88871,301233;518563,818829443;1811064000;1253000;357514,451202686;83949,101665;492215,137986516;41431,219181;330556,896571;172856,54566088;28938,4672102974;0;230135,14647821;0
"Spain";0;4294598,27393194;284732,361495794;11648894,1765317;300101,368600983;6820529,93412435;19944561,1296732;1358052,872;14,6861448039949;6,36557366700363;7277500;529739,968129916;7277500;1990897,76728942;312760,1488;248352,323860366;10962807000;6427800;1824113,84014648;286559,2224;227578,471254229;189028,7696;1437928,8738672;828312,903870084;74031,8252319114;0;404583,372239949;0
"Estonia";0;282797,947919428;12488,4995953083;407567,245390001;13926,5081383299;74827,2278633167;658235,844870116;26633,902824621;24,7142091493113;11,9443186975653;324900;9665,65067436745;324900;61618,7739288688;5158,83538350571;3783,32635544117;562818000;299400;59258,4427654135;4961,22418246363;3649,44019837817;3601,57283380167;22384,4358672991;16968,2521502536;1610,78220139178;0;201919,226638737;0
"Finland";0;763913,449662822;82672,7567989866;1615924,25103175;72810,8408319947;1194515,36858764;3086533,86205956;291413,1968;10,5916063375053;5,34519546049814;1359600;116539,162339834;1359600;421692,407666099;78891,8592;57634,1733992731;1874500000;1182800;376936,863715216;70518,8176;51638,7892185891;29678,88;219914,0768;174874,034460166;16674,0879102526;0;304740,570170897;0
"France";0;5523001,71975746;524256,428660734;16971748,3202419;600516,234712378;8800241,79114272;26032090,0515787;2232306,5952;11,6615209163266;5,73604661529112;12117000;985892,331739537;12117000;3853057,23148249;671726,97328;509851,400790194;14979277000;10736000;3480770,1088402;606823,888;462059,64870913;256920,04272;1307691,943272;1246414,26346046;82239,6547201135;0;315948,513999155;0
"United Kingdom of Great Britain and Northern Ireland";0;3863907,80445137;415555,299114072;17905607,6590865;587323,838947193;8076174,5353924;23886561,104665;2096845,14832;11,3916667255105;4,91781339792711;12308000;959118,63832671;12308000;3461258,22317803;703820,56884;428489,892251721;17243616000;10407000;2908628,21738533;591447,4548;362017,468940707;188236,53878;2045171,96887;1137726,50999329;77513,3097125371;0;312125,671751335;0
"Greece";0;461416,431916716;41946,3810219756;1703809,5571335;56289,9726488309;744239,859770075;3053998,01589551;183195,07615741;16,6707429039816;10,0728099060102;1767390;83636,7997521476;1767390;461715,814129269;45837,8365557931;36776,5603215484;1932435800;1066070;327887,265587913;32551,7178073886;25564,9898173127;32827,0293806509;138319,011999277;99558,2764052625;25645,3074578075;0;371707,936340469;0
"Croatia";0;384252,748968216;16682,7552574475;533648,688560604;17667,0512354291;115211,317751956;1295336,64781203;52734,7530332892;24,5632447921835;15,5326803735365;878590;22752,4264864364;878590;246356,402037113;15860,5209218647;87891,7010795914;1292844000;665710;200230,401859029;12890,9111012268;71995,1820211504;4907,97943437479;58882,6655671349;29982,3265468528;3909,32277611336;0;304191,002533462;0
"Hungary";0;1729341,33701706;88069,3957927876;1462631,62445923;76793,6176168896;124898,321531733;3747404,79290783;159513,65136658;23,4926901917371;9,97734992929368;2116020;55581,9589299648;2116020;287026,839065533;28767,843274978;6022248,46996869;3192883000;1845450;257186,64175307;25777,0493744;5487823,1683729;21419,2561089954;178099,894232087;103931,692436615;15258,0763462027;0;269911,675657918;0
"Indonesia";0;15325081,6723747;209864,013033909;9366007,50863476;194356,366631213;-5420493,24928941;139286535,073714;1272108,18970573;109,49268010446;87,6305606216527;88443802;598478,293146207;88443802;20127703,689329;229688,176665112;1942552756,06087;60451163000;42338522;14802285,5767015;168916,933449859;1425742744,15505;359256,808298913;1210840,91192131;673629,896559524;77922,9087230262;0;540083,878848124;0
"India";0;40142381,4342949;242567,884091005;15735118,3199955;381390,816967802;-29228586,7500049;643630725,260738;2684519,34635455;239,756411565728;234,044939999515;419402237;1084319,95409144;419402237;119263957,705486;509577,167982068;23286394,3170847;483771914000;206350348;60643036,8726956;259108,515111761;11890116,5832653;477990,901896265;2948930,70527082;1600199,39226311;212206,14819245;0;694348,556288953;0
"Ireland";0;969910,702056358;125619,892308536;1755439,03210118;65355,5654045585;2878509,78253937;1894226,68796432;206613,69872;9,16796272318491;4,48185978405988;869870;94516,1063163845;869870;236484,138844401;52764,7338913807;37112,4387889611;1232227000;707320;195350,681112326;43586,968473915;31472,1353565169;37819,2035999185;120211,177859026;112097,592403616;23357,291803189;0;267800,745521706;0
"Italy";0;5859576,39012745;472879,184267024;13984586,168608;429490,376298963;9631904,07214279;27085019,8106949;2147588,55344;12,6118290988794;5,67470544076134;11001700;780208,784275599;11001700;2856711,93441009;503411,49232;385612,795758287;13571090000;8708500;2332355,35897169;411009,06176;317246,728325761;232195,99392;1844182,3794768;1367379,7691644;109582,77796245;0;377938,422407546;0
"Japan";0;7808758,50670891;716280,963363543;37330896,5135154;813485,847354684;26146210,1613083;76265442,0503184;6124010,324218;12,453512978043;6,32882615608407;30392591;2501159,99360622;30392591;11608685,239445;1834255,66655599;154160632,405892;48551156000;26198832;10570319,9949578;1670186,49813857;140910416,355952;615536,908427706;8429778,93559426;3622850,33061178;494547,404061986;0;716292,750008561;0
