"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Australia";0;1471326,93246603;66362,565178212;5709834,11904584;65799,7757414968;4279962,84058051;9158780,17146665;376498,414141059;24,3262118178145;12,3817667288651;4211161;158493,145481252;4211161;1185627,46882657;95755,9203617171;262597,745443406;6511375000;3531667;1009173,71290315;81504,8235847073;227160,102490572;57829,7661213595;326922,276209845;218005,268659807;43352,4727831393;0;154613,119395996;0
"Austria";0;1238158,26414923;61390,3386491859;2421157,91554179;61052,7176259391;1207869,16636564;4075530,41391009;185715,46708;21,9450241705204;10,6364060031802;1891430;89683,5858840656;1891430;586707,245989915;55160,290592;73621,3970840023;2656806000;1599370;527881,362469478;49629,674;67028,5126431115;30919,945168;224844,58932;96031,8811959344;9780,24451600962;0;88573,1881429288;0
"Belgium";0;2305825,20286439;119768,265339312;6059761,9105601;106341,015403418;4743001,87347459;5286601,53767988;262893,5284;20,1092874741145;13,4206637365127;1906700;106270,430008068;1906700;868278,813499391;64697,15884;85612,4469162403;2407485000;1683200;818297,933527873;60972,98536;80806,2812828608;29377,4712;222774,9150384;156623,098391932;16215,312241835;0;92371,0814485883;0
"Bulgaria";0;214504,789771299;1261,30115088898;390374,891042214;5026,4202443799;-101472,47879278;3479310,83927915;18637,9400758861;186,678936895001;129,460061991876;2179000;7065,90961988045;2179000;552857,939030931;4270,49030044203;14628,0435992562;2364852000;1413000;395709,982840444;3056,61820913755;11311,666861434;2333,49089452688;13462,4101581756;11572,0304560057;1313,45688371687;0;74998,810097689;0
"Brazil";0;7902824,28299491;62196,300694802;6332057,26559668;61309,8609816415;-1505470,94813341;68413635,0244498;572265,529418695;119,548761033963;64,5709324757078;41165387;245678,988283072;41165387;7839822,94680862;121414,120041677;650117,530059069;66797618000;31982106;6850032,71259866;106085,392450786;570325,646228132;90916,5800551205;493844,400678515;326586,541135622;44225,5678703935;0;161674,24793374;0
"Canada";0;4614937,3592009;246748,1227884;10106509,0001031;211057,718005562;8120563,8985713;13090545,0279202;677385,570369909;19,3251016858414;11,0852504856615;6545535;323556,081025041;6545535;2369570,58471087;213758,867043721;411675,950852224;10364662000;5784585;1946208,39806874;175567,381232035;338544,62836858;102019,361860886;422068,800543612;353829,489344868;37471,6074832669;0;266212,394536714;0
"Switzerland";0;1103148,83417365;71481,9799991898;3215140,81905949;76994,6659913858;1705921,81334736;4707362,27488602;262257,668804748;17,9493789308052;9,73761798468324;1936180;117684,286396665;1936180;787317,018432338;80853,1429011434;151646,365140588;2905252000;1631301;728535,588770201;74816,6122265373;140457,254514342;31833,4251830268;243762,98530932;144573,382408083;19773,4277707451;0;91663,8463112014;0
"China, People's Republic of";0;63531547,6445188;236471,703039719;20750856,0025399;220423,288996826;-41598548,8076975;1053305036,75468;2751931,06725769;382,751243040512;457,900056356216;571493554;940427,138396821;571493554;221497952,086001;483725,54012898;7231602,28189215;0;0;221497952,086001;483725,54012898;7231602,28189215;445002,248135009;1894522,44598622;1811503,92886087;157081,328646558;0;132190,537058314;0
"Cyprus";0;37580,509711653;2162,75884854654;298986,524902714;3927,22405193759;131433,677055174;304099,684351928;8100,49350558789;37,5408836686498;25,0357167208694;125920;3599,78431824794;125920;49292,7582972081;1968,89742949194;2748,72545980321;163053000;92640;37606,9128237641;1502,13046596807;2132,40159704765;1538,99546987519;6448,08189273949;4500,70918733994;1493,10922289745;0;98880,5589951668;0
"Czech Republic";0;1327195,94406756;26360,6539694114;1174794,83169948;26527,0868917668;-164660,734161559;5332278,3623794;94729,4188236;56,2895711659424;26,2820771232888;2863960;35078,5981724181;2863960;454236,880769244;17283,142372592;809770,968808115;4361114000;2544120;406323,67067209;15460,1049516;723535,159881592;15420,040152324;122065,6090864;59650,8206511819;7070,62846722412;0;82062,6184268773;0
"Germany";0;9188013,37364347;523369,681035535;23650475,8038923;423280,009461076;21835171,5167098;38581856,0835045;1847681,014;20,8812320910197;12,0610953253382;18954000;811578,116757886;18954000;7031572,66531893;582996,1936;728481,325663145;2,4403e+10;17274000;6521290,1074968;540688,0496;678101,767453624;195685,9132;1681959,19;1036102,89724211;118688,172477791;0;82870,2318822908;0
"Denmark";0;1082675,24236059;56041,3882269109;2370003,85321253;40813,715041889;2409014,82173485;3316765,37654109;155376,49624;21,3466351527061;9,57725592557588;1457000;74371,9773864475;1457000;452411,796634626;47238,144219;482037,106578792;2020906000;1355000;426376,607567992;44519,704901;458017,597399703;23219,050505;164927,951524;81004,5188535525;11889,0806477421;0;76316,8959771539;0
"Spain";0;2848785,85086254;113267,377160103;9577070,07483647;137476,542342054;4945011,99113595;18991101,0091776;694501,0804;27,3449553141654;14,229693993835;8418800;295033,754890889;8418800;2461540,90061744;172986,21472;257813,775702292;12571880000;7162900;2203393,57980821;154844,762;231253,156603701;99771,45208;564793,3125716;399467,325509111;32846,9497421756;0;88296,2469242375;0
"Estonia";0;151374,063524178;1834,92787921705;260518,468629307;3032,98875311239;20893,997723878;606543,121877662;7171,9516187282;84,5715579416054;39,7943441940019;341400;2748,05131036791;341400;61039,657694726;1533,87771380653;2758,54073908942;608831000;315400;58131,5696695158;1460,79979069684;2653,85904623272;1030,21619397284;3658,03856331824;4423,90030836028;337,974811310826;0;64904,6312490674;0
"Finland";0;791973,08578612;44121,0760893953;1493575,92406685;28791,9572243868;1830761,64323707;3156591,18843662;146338,3532;21,5704982283252;10,7047823961861;1327200;65500,2733237832;1327200;416447,970146676;38902,98324;52442,1714582099;1841800000;1148300;372529,951401642;34800,3292;47615,9733649743;23741,54996;111727,8912;80838,0798762167;10920,633274777;0;82439,9353193818;0
"France";0;4796474,71769423;284428,889912757;16390108,7387621;289268,179237529;11237166,9469381;25049802,3408063;1202322,4012;20,8345135346434;11,5021170881653;12038000;528693,874574084;12038000;3931940,8396546;341844,96728;459159,57783499;15161544000;10754000;3606534,22841343;313553,94844;421431,643592502;160866,95552;630686,0929336;673628,526625916;49395,0226290094;0;89189,2155857663;0
"United Kingdom of Great Britain and Northern Ireland";0;3795565,23530357;262408,43051775;20059917,6651859;292770,989378401;14027814,832358;22244824,108967;1273682,05896;17,464974051005;10,121582109945;11771000;617050,930271664;11771000;4250951,25927673;419988,81332;379548,112109219;17413534000;10320000;3751608,37477461;370654,34376;335459,282111106;151169,88072;1248665,63388;656631,128688336;49434,4491317693;0;110103,374769188;0
"Greece";0;312239,970581236;13568,5664352048;2058653,27580387;32539,2002389989;349016,730521034;3713560,91873552;111340,417473751;33,3532153282162;21,7281798233707;2145460;53747,8622871395;2145460;567056,15453286;26097,7292687414;38600,8327787271;2389597100;1249090;393278,351221763;18099,9215957682;27972,2299718283;25154,0809770442;88769,2365840836;57592,5551866119;9709,66665262628;0;82062,4392842272;0
"Croatia";0;399614,734055293;6603,85170846092;406079,884646383;7510,00966924658;-60283,38525842;1435139,9335547;22117,2272470434;64,8878775591795;40,8050186905066;970330;9904,88095344824;970330;302676,772663137;7417,63592755212;87386,8814481959;1330688000;695530;220923,905862591;5414,13563704579;65963,6216254358;1790,48776905743;17957,8235305613;12212,3462935951;1348,70591525257;0;66058,0505533124;0
"Hungary";0;1378307,88456284;25476,6460983048;1233760,44732522;26641,5837514753;-230357,953803269;4613088,38670539;68926,13894304;66,9279965111293;34,4331936899779;2602760;25221,9491110623;2602760;477824,169814952;13876,8472688616;5852772,45890173;4225086000;2159800;412992,224566937;11994,01450488;5173850,65603084;9201,194643186;82385,2103733752;43704,1898319777;6131,27443309663;0;87301,1552599777;0
"Indonesia";0;15263177,2634328;62687,456284574;5108986,67992781;43614,9191208385;-8749287,70154945;105926861,180831;243653,825540712;434,74327130206;386,463656670225;68698151;113272,995139212;68698151;17817366,6058887;46103,6019774883;1304512697,9577;52335945000;28934840;12362702,2020871;31989,3009050431;911090879,727207;64862,7536822999;202505,781875848;130380,830401501;12082,9823879321;0;141342,774192701;0
"India";0;28913940,6753461;45354,7201025778;6254303,71475797;54459,7146449285;-23330320,3082163;524557905,011502;680655,63891041;770,665627410671;782,132111761367;341923722;293195,852729062;341923722;108887589,680277;139218,922280356;12248497,5884798;361767195000;158179451;53312325,4921308;68162,8137886719;5874080,46873451;133573,508652015;753024,755102465;387459,786181347;57601,8015305418;0;113779,206714627;0
"Ireland";0;850602,109453527;64641,1896488105;1450491,39173892;37422,1327615998;2604873,26195555;2140999,10243777;126691,576;16,8993012008767;10,9004116941154;926520;55178,2677871166;926520;304864,46329001;27968,160455315;49561,349435016;1369354000;729050;245949,245725566;22563,2987658937;40475,2738746868;22889,5514167244;59703,2587018428;71513,3082128833;13345,7912520455;0;96149,0315816844;0
"Italy";0;4621434,60308803;229006,87335818;14234717,9929719;205739,135275405;11327209,1255343;27317185,6301308;1234773,1238;22,1232428076038;13,2278623571457;11394900;485108,078681925;11394900;3795470,53872821;286929,99944;385676,862172468;14814503000;8927500;3081868,18838901;232983,08564;312940,861075396;158713,57488;857762,8013588;749665,045118075;57610,4619342727;0;89175,5650007238;0
"Japan";0;6070520,16214268;385228,392532072;43528782,7759147;325246,91820411;41876560,2646751;78929596,5132838;4085022,52121856;19,3217041285097;12,1216748197016;32477251;1803356,84211809;32477251;15190191,8275002;1253142,99001086;143132322,272201;50493569000;26673693;13572988,6171482;1119728,81792603;127609298,254478;535507,616333943;5165714,52955539;2281665,67910047;307011,471279379;0;138307,550378512;0
"Republic of Korea";0;5126839,40663111;159312,491545881;12065904,4476488;132601,379760553;8906633,25731125;28269939,3992541;716688,793781727;39,4452091961465;54,9934120594851;9128936;265251,360353119;9128936;9215167,93393532;167568,579377608;282184118,699679;12301707000;5277540;6053971,77916773;110085,400277024;190723013,558841;80029,3940286686;648295,662801842;451437,433428608;68891,9530728954;0;172395,990553738;0
