"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
"Austrália";0;30582495,7293316;20751303,7988447;-10752886,1744727;-69167689,7250626;55515700,012161;-2470242761,62313;-856681,054498193;-5634326,16701676;336176425,698468;41292042,5776477;2922204,51288081;-150773,493879315;27199818,7067979;86262976,8233823;222409477,743679;-1626537,78743612;271938,765308341;-745688246,219249;-922985718,974697;54082777,8930844;68746772,8797024;-643357843,882606;-446125084,297874;-5041069,84996049;468607,778540432;-156320,957388753;-8546643,26933508;-462989,4433505;10340933,169716;-3716483,06963736;-2053762,61419192;-10543117,4020653;-33820382,85957;-2311729,0996266;288804,397941183;67076167,6408751;-30322175,3376243;-283757821,399854;360457403,559201;-4888262354,38999
"Áustria";-30582495,7293316;0;-40480298,9268267;-30764886,5243092;-56570395,8148192;7049716,91492897;-329163203,245218;-2465349,23027084;-103761310,056221;942535212,690475;-3765656,91081157;-81548467,7118521;-3407959,47906513;24496416,312214;11997814,0566573;-117203667,006907;-25989685,8743959;-176674589,534153;-56142579,7233897;-260388364,850265;54012324,2454669;-66806223,8714812;22863733,6321211;-24070513,9978947;-5400081,9936954;1911538,63534862;-4175451,08817645;-18425811,5591669;-113399,026695556;58859619,801916;-115067611,141839;-6229900,14731314;-92054608,4001276;-134129780,213742;-40853027,6660923;-34377518,8683806;25688907,1158305;-80281884,3073655;-875338,700601183;-182805514,410648;-2254500975,30549
"Bélgica";-20751303,7988447;40480298,9268267;0;-21044462,0021386;-205065561,163216;117256085,986258;-775193203,139704;-6100382,96811941;-55258610,3864871;-247458923,353196;-45522416,4651012;-228121008,03971;-4868374,25717869;779161,584762588;145600815,461206;-644439181,751352;-85097971,2286782;-44431083,4192216;-251967342,08835;-1221610805,20136;216754914,796974;-441291900,983057;109869239,132027;-27179238,6166176;-14308346,4841565;-150112295,445261;-5918548,02512981;-45584267,9803623;-1219181,50390025;705400178,732594;-98949146,0130552;1519396,5458104;-50625203,668719;-134841710,449037;-18465752,4630523;-8729589,11591515;65421657,7683095;-118640587,467962;24206164,5082701;-147828301,502341;-4003327262,30241
"Bulgária";10752886,1744727;30764886,5243092;21044462,0021386;0;-11680696,8281575;12680013,9494206;-32606703,8208899;2372791,01156723;9534391,45533031;205159690,001376;20500803,9696166;26218360,7071803;730530,103262253;6612530,01967402;79895862,2677893;50321958,3551026;72060139,5758525;5399619,45184701;-1595879,32612975;-36613775,2902723;4815427,02722343;119435008,360251;9902328,02058538;2816127,98344628;1647673,49213114;326806,057387472;1486723,59927589;11097255,8198955;823349,717045036;30497764,4032899;16788009,7045145;2498528,07219463;-7270435,05170812;-5594829,93079631;2233574,76979411;2097780,38030483;12324136,2257384;11839301,7800961;2562782,20153974;72920238,143815;-54570943,0896054
"Brasil";69167689,7250626;56570395,8148192;205065561,163216;11680696,8281575;0;265427658,00269;-50338921,9439759;6241808,04282299;21505776,0440605;1284435068,6669;54004126,5569825;412141322,579857;1461822,06007545;92880701,9875834;623319353,023905;424417446,782828;34132217,7711518;39743346,4523428;-41887403,3418509;-321424589,462737;45495459,0297172;477470311,486524;599247520,30318;252442572,114575;3919419,2521914;579065,310918989;1596224,01545668;20189904,3315367;4380467,34755497;724554777,147365;21418202,1503522;128806780,369079;43732035,3132786;262494977,993427;2100208,26734972;14542647,4273592;123736062,470279;18854520,5372163;97115002,0160015;1739656279,22921;-2360014888,58062
"Canadá";-55515700,012161;-7049716,91492897;-117256085,986258;-12680013,9494206;-265427658,00269;0;-3302465238,37765;-592021,781723969;-7962527,04676539;294585182,209531;38208789,7036185;-13003066,2706932;-5683731,8554871;29366800,3154683;240511504,315081;145948452,042196;-4485903,86892697;-5884246,90515068;-315985338,093783;-2382494677,28146;41280796,4208329;117969748,687437;65862655,0149999;-70993480,6118439;-2698592,55284313;4719068,07687;-1085848,38949696;-165003355,533036;-654544,494058169;30567490,2803242;-22654599,4212289;-2699411,94595065;-16369148,9720113;-65887875,7550184;-6595829,60159996;-530433,65043477;67716253,1676943;-27080288,2158592;61506569,5043632;-7604898365,85343;-6681497615,30596
"China";2470242761,62313;329163203,245218;775193203,139704;32606703,8208899;50338921,9439759;3302465238,37765;0;35610557,4130562;212104719,517187;5728288673,28689;353460594,103549;1240335890,72449;49321365,4953486;335133577,985064;2879129502,84925;4518712526,08609;233929054,253444;166912982,914795;-131225590,614468;-950637240,56576;291624271,240192;2473343914,56086;22285356534,1132;6017585085,20818;29561880,8928352;20315398,8208247;8115368,1268992;976070845,556696;19437582,1052192;1573723377,687;328129548,415981;88173282,1281218;18005990,460594;577328569,543674;59662277,9142904;33727309,6091792;556226284,178165;317582217,389101;3484896412,77862;30255266718,56;4095858056,13952
"Chipre";856681,054498193;2465349,23027084;6100382,96811941;-2372791,01156723;-6241808,04282299;592021,781723969;-35610557,4130562;0;68252,9731440176;29630243,4334039;3089213,51483429;10248144,7152714;-18023,0528197198;2322634,50669028;23587969,7583666;33730964,3238469;6573329,3357073;-71193,2674628933;-7906495,20635047;-65636825,5264168;3126678,79012478;30914314,982141;18968825,7332715;1301851,16303208;-18618,0176746006;99145,0945975709;-9920,21346534394;134860,951697361;-130272,063522147;5894086,69551621;18168,4582415458;53894,3046344237;-2033765,39871845;-23739477,2499814;47494,2534750673;261980,180589415;5631849,33735691;-185231,193712639;2355511,01465097;16147416,2638585;-181347501,606683
"Tchéquia";5634326,16701676;103761310,056221;55258610,3864871;-9534391,45533031;-21505776,0440605;7962527,04676539;-212104719,517187;-68252,9731440176;0;727094715,011925;16608162,3963336;34855373,9279369;-2474964,36887222;14782721,7803931;128418834,033705;91462063,5654013;-6012109,57921731;-10419948,6259685;-20502047,3276134;-138512318,977425;21797339,3077674;130422418,151791;45869201,5394841;3814512,51075072;-2988051,57766758;4212429,34890035;-2033744,18019943;935501,844876241;305742,924532458;52336409,481332;-33385153,7242328;-927380,698472999;-18005410,7042006;-128574146,345972;-20623149,9111756;3592525,36456779;29583803,9907113;-13602477,4278038;14439933,9066754;68869294,0475181;-735067876,696725
"Alemanha";-336176425,698468;-942535212,690474;247458923,353196;-205159690,001376;-1284435068,6669;-294585182,209531;-5728288673,28689;-29630243,4334039;-727094715,011925;0;-102844837,653702;-1242919994,06921;-39206596,0960874;63187578,6120034;-782101830,302439;-1124339829,33581;-428424930,116175;-447283124,55558;-1010011619,49323;-4469794485,44469;1083224434,6202;-1420924041,78608;241326816,775109;-266400620,142334;-112454297,6353;-45441968,7673595;-66257183,0604469;-656044760,952338;-9348490,9914285;359565414,224744;-912275725,128266;-271367133,313731;-556744735,39959;-1435780186,94324;-230222822,628401;-49235842,0446486;-301224732,745341;-967017826,363346;-134351935,528728;-3511473612,62399;-25261997527,0449
