"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Austrália";0;2861426452,62091;104213,732475587;16659362920,8798;114823,848549176;12591966117,1533;19544435299,0248;638732,72441;30598,7693320051;30971,080868024;8339207400;281669,29571;4440744,47;5126749256,40283;165533,430307107;179862,781190091;7014796800;3759625,63;4463754417,20127;144126,530043382;155378,811970337;102764,939122893;501369,10371135;357063,4287;73797,9696589242;311016217,063908;230495,654016493;14983964354,4895
"Áustria";0;2938406811,69152;107326,662273144;7298494894,25424;103583,171935312;4785581859,04587;8645520322,17951;281385,85222;30724,7868148682;26517,4491035325;3445780000;130881,22119;2011957;2351244178,2919;88667,8114894048;66141,758001701;2574998000;1613293;1972386861,63818;74380,7164081793;55345,3593526285;31527,6438805952;285441,40678111;150504,63103;20137,3777502697;121711787,571768;154689,696289481;7883273314,51896
"Bélgica";0;5206919737,33279;189683,330310341;13913043747,1153;175386,498283182;10331135029,4459;10271978961,5961;385673,04458;26633,9043030148;39746,3208379513;2663950545,87004;150808,69978;1883014;3961721506,88923;99675,1755474793;73690,1903711111;2366667636,26844;1667419;3613087987,45116;90903,7091051015;67205,6712747086;35580,1585825207;323430,042158615;234864,3448;32019,1179289956;97712930,4164253;145746,389435692;11396351059,0167
"Bulgária";0;1531343728,53724;10256,7454735832;1126929201,97906;13595,1062895858;-783860343,877111;5826636935,03055;33277,60724;175091,823549948;98429,7209289637;3421132813,22682;12538,63592;2122602,47774385;597897059,047335;6074,35491439456;303,86013941486;2281797423,49038;1367209,1801124;444542204,842135;4516,3412092061;202,617532637487;5029,26917560544;24702,6946959036;20738,97132;2808,6242117979;192053470,153289;154788,552143874;10704674634,0132
"Brasil";0;19808327551,9394;98645,214572483;8564345811,81564;66764,3199310562;-7620325463,64012;152628305927,183;724906,54345;210548,942213694;123056,314923643;94670259124,4999;317741,68953;45983364,6734494;16515261369,7573;134208,970746484;185846,193201507;78616599423,3049;38742305,4796893;15849405362,8494;128797,98466811;178690,029451316;143762,129323516;594236,192530934;407164,85392;68333,4120372531;5367423056,28298;246106,382817816;28719111006,1119
"Canadá";0;9167271669,38365;333599,942889622;24630979848,0354;274777,064613615;22149652674,9743;29327324110,6285;977987,67536;29987,4168657934;28243,0080254389;12108106728,9406;455661,66994;6547030,45072809;6978637533,08768;247092,573383186;273251,218650635;10709458320,4125;5842342,98609462;6637096845,17998;234999,644485525;260379,284874695;184348,641906814;1002091,21309247;522326,00542;111325,238623281;403072696,777671;359923,224657495;10706217598,4719
"China";0;209302147088,032;572198,928600785;56490107043,5359;533555,777893743;-148419770091,672;2003911836250,35;4271163,39034;469172,366663039;534491,474777801;1020110349379,16;1363924,64787;566409411,714812;359663340684,837;672907,534838335;4622966,56028669;0;0;359663340684,837;672907,534838335;4622966,56028669;666062,153581665;2067971,28711236;2907238,74247;325941,601341881;33068199267,0746;233663,037449975;19723170756,2508
"Chipre";0;130177598,494622;1893,09180014036;552670868,458714;5133,75973250166;54151451,9198482;608055420,571625;10100,11907;60202,7972499561;32829,5209069062;273832000;5167,27326;136800;118062799,29201;3596,23887375017;2252,09716932434;170340000;99800;85541615,4628109;2605,6309412915;1638,56087245153;1399,04824624983;8766,52624016588;4932,84581;885,266152746564;18244469,5237668;149347,223838484;15932380889,1697
"Tchéquia";0;3890311181,54253;67466,679396235;4571457442,40515;64523,9104662887;1015628188,77515;11487633488,0016;177931,05264;64562,2746426618;47429,4987443143;5558336000;60145,06323;2877266;1548081522,55591;32639,6349010855;538565,364245797;4550060000;2462166;1293888543,2204;27280,2491587686;452863,094457008;21367,4393789145;154308,905019979;117785,98941;14881,8217728609;267953624,865571;150516,709910299;8562414292,0146
"Alemanha";0;23380426220,9058;925497,333607588;66085475587,1446;691561,429352125;69294745712,1075;71245382577,3891;2632440,5681;27064,3840703349;29251,3468988025;27178127830,1887;1190655,20227;18369000;24594549941,5145;840800,597203314;658034,801909393;23625113188,479;16666000;22075961448,0339;754698,972474926;587432,001601106;253968,180266686;1944623,90689741;1441785,36583;216681,712693713;1192433288,39101;140078,628680421;11697180767,0439
