"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Austrália";0;1328985,04086676;70306,0457463679;6022166,81666398;72379,4478851627;4550145,8981297;8301663,37689122;401111,96753;20,6966235089217;20,3958651662037;4109580;178435,35661;4109580;2212490,216529;108477,389828755;160677,748304229;6484791700;3418905;1891990,19026776;92763,419195515;136455,728629982;60560,3533112451;365773,493873832;222676,61092;50032,5399386691;347708766,601172;190540,772307439;3544859981,56464
"Áustria";0;1140949,08277723;61989,3061381042;2744423,99565054;63382,4300828455;1507368,75844852;4149663,16270518;192354,83425;21,5729600916187;17,1687972080972;2033020;96520,19113;2033020;1197111,48051623;69725,9957122474;65549,0702458148;2563339000;1626050;1003838,02691014;58468,7450578484;54476,561557259;20516,0266777526;228858,029178628;95834,64312;13666,0619555801;128119209,323269;123707,993819825;1558350114,78364
"Bélgica";0;2369691,61625824;128548,578817503;5753946,72859725;118448,095889218;4081047,79595835;5217070,94836088;276666,53571;18,8568918715539;24,1168748811517;1862011;112581,72616;1862011;1801780,02470104;74710,3442539812;70283,7790663719;2344955492,07742;1627163;1628384,8603018;67520,5584606836;63527,4965163543;26193,7331660188;239152,207084157;164084,80955;21754,130125994;105144299,322444;114203,057501432;1535153882,53434
"Bulgária";0;1001456,37464813;5824,25443309094;515792,409470911;6110,0282089272;-505378,376615443;3575839,07226963;17501,45387;204,316686992452;115,532700292466;2227803,80512916;7239,99321;2227803,80512916;466924,022668696;4041,48800717631;293,977277875798;2508100811,82865;1477668,74097753;354128,416031299;3065,17908033689;207,091839524517;2628,6159428237;15047,7474311196;10261,46066;1749,62690778817;223341457,052832;88170,8609296479;2465369815,76587
"Brasil";0;6425518,29894869;48943,0003841147;5378441,98935219;51014,9585593672;-1190012,57388524;68672206,8833384;539540,13575;127,279144466017;67,273785355756;41875620,3271406;256827,71008;41875620,3271406;8126343,98729029;120795,105319504;163449,107814338;72326499201,1348;35476078,1932924;7712890,51456119;114649,27198275;155065,85200773;105991,702320496;451327,186847622;282712,42567;45682,9417449897;5105088532,54541;203695,803913579;1998448115,23921
"Canadá";0;4030393,49032144;247943,027361914;9288444,73186048;210222,104900995;7860269,6678025;12879683,2872559;650711,71986;19,7932247017573;17,4494780321252;6211468,65891973;305167,83673;6211468,65891973;2977308,29402783;170624,490230968;243298,965164052;10022844181,6474;5432098,06716853;2821987,02102963;161723,291426497;230620,457758322;116401,795129032;668154,898692558;345543,88313;62036,475280272;412686569,423621;363396,99854331;3976650715,21841
"China";0;64838781,0157402;186111,317667047;11949148,145838;168107,844772815;-51647643,9193233;1060141964,08901;2213237,39357;479,000565944252;592,464825357763;562392574,33236;776987,96935;562392574,33236;253545262,542858;427949,899624426;3409753,11085665;0;0;253545262,542858;427949,899624426;3409753,11085665;341466,361375574;1485624,94871274;1436249,42422;158850,303205818;32500079997,5013;186282,804671721;1781350432,71629
"Chipre";0;63682,7523334937;1378,04568115983;246676,47411261;3302,76878378484;50214,627410605;271686,474514191;6431,23928;42,2448089218337;23,209137092625;125434,78978735;3287,97636;125434,78978735;53203,4151399925;2292,34783385801;1862,00404651433;159054421,529569;91515,7303475087;38101,5766316739;1641,66278477372;1315,29113596447;935,628966141993;6196,58953992113;3143,26292;572,21813334949;16722580,2989575;122593,914605226;2714008227,2532
"Tchéquia";0;1462328,94215011;26223,0387320845;1415380,68661751;26679,707701389;-78452,0557871675;5690659,61715528;92424,58182;61,5708451701522;42,1857554533565;2995190;32910,56062;2995190;757697,756593128;17960,985845824;441377,064539815;5153843000;2620257;649858,117395487;15404,6812819084;379686,90920536;11936,719744176;98473,2331202621;59514,0212;7295,88762674946;281451122,455527;101068,116515808;1846185336,78897
"Alemanha";0;9463541,00540482;555557,796424385;28332939,9395371;453889,894101733;25883068,5774888;39263490,7742322;2008222,90726;19,5513608734814;19,552828958306;18984000;930128,68504;18984000;13471265,5435671;688967,595036655;642425,663542337;25241095652,3191;17356000;12113737,2471695;619538,854096283;575786,640202413;173360,487953346;1623045,53799797;1078094,22222;160128,139298456;1267103830,16843;112878,217548899;2043772852,45657
"Dinamarca";0;1217209,25513533;60166,8267512031;2625807,82455776;43831,8419194524;2535485,07560357;3169408,87794868;155581,92463;20,3713181045039;19,3135349739279;1463557;78737,46474;1463557;1041189,5686712;53909,8393989884;346525,179484714;2123823000;1360052;968262,427082921;50133,8790847982;319491,591883996;18091,4087010116;151575,001980631;76844,45989;10561,0926557266;72966434,3926188;103594,910507109;1389342968,5393
"Espanha";0;2858910,17531422;119422,842040097;9255121,45871381;145058,701708749;4627693,9182163;17768594,655978;668597,63588;26,5759160703451;21,1080311962207;7910372,99994241;282089,46368;7910372,99994241;3942996,90985655;186800,79033437;162803,767428344;11024753100,3794;6588550;3343122,30719947;158381,531471208;137407,729299889;76550,1949156303;495044,808390139;386508,1722;45844,9683835498;532377244,539201;125218,708603828;1749271637,8854
"Estônia";0;237673,488358409;2697,99290646515;277427,306017284;3325,48646649588;-3534,50080590671;654690,756781724;6968,18958;93,9542113866719;52,2881569736205;346926,57489222;2615,75141;346926,57489222;83437,4018196622;1595,72275346704;1034,36682200983;592335405,512096;320258,648214361;76462,5901080223;1462,33094707465;934,673216390369;749,669626532965;4725,64887290238;4352,43817;472,888141599478;30906610,1275652;80135,9698994043;1637425839,19984
"Finlândia";0;872086,467584242;45315,6090992359;1713690,69798191;28904,6756068911;1973730,13665586;3314304,57023222;150223,43774;22,0624998342035;16,8894673621728;1312300;67846,83341;1312300;746460,226256029;44196,7890549272;39524,8607498117;1823200000;1124900;623493,493378636;36916,1134574954;33312,0072210831;17672,8987950727;126574,940178473;82376,60433;12611,2092252344;88203730,2588643;128015,134133266;1947408476,39335
"França";0;4980454,02289132;318461,293275035;16084471,8292678;276434,519555761;14003280,0150885;24064963,9144806;1314656,91507;18,3051286146388;17,7897284267084;11472669,8688483;595529,16243;11472669,8688483;6794355,37322414;381925,750087534;352350,0792665;15345895288,3163;10147046,7085565;6188989,02654955;347896,768185499;320310,741217018;166287,628742466;1045650,96342824;719127,75264;97122,7047110094;573743695,502511;128913,597770978;1726896248,5368
"Reino Unido";0;4497562,47502598;286316,702257059;18729342,3704909;308774,926860331;12682475,1046198;24875835,0659386;1329936,73024;18,7045251855324;17,2613738990474;13124821,6054236;623904,78986;13124821,6054236;7529447,81102904;436202,115490041;246512,564249048;18051500452,4786;11286727,7063902;6575047,3472224;380911,008919474;215326,169486257;144578,059299959;857187,333522956;706031,94038;73290,4835303553;684914365,817832;146202,677783566;2505335865,3468
"Grécia";0;357812,920077772;12991,2572574755;1779758,91714039;30358,1315159336;223873,488396342;4143785,90327742;108666,54992;38,1330400783688;22,3844782782152;2241196;54163,10395;2241196;705021,000730236;31495,9764515204;22835,7606446594;2466692949,17787;1227384;475654,146624511;21249,2844690252;15106,1129433285;18859,5193084796;100800,503162115;54503,44597;9767,55390079125;247758608,145272;116067,016884667;1800299354,36686
"Hungria";0;1135406,57705388;21698,3432224863;1147077,92017014;24428,1002924209;-176643,885758803;4802886,3378735;66858,94199;71,8361103977963;49,9491995210986;2701208;24162,47364;2701208;696245,841893801;13939,0790757258;2083100,08559508;4298172960,89865;2181200;579432,599430497;11600,4381448744;1722739,99033703;7113,26855427417;75992,674661197;42696,46835;7867,76192141116;243362870,948045;115831,57025938;1576162584,58567
"Indonésia";0;11488173,2425552;47753,053339996;3032893,01755047;31189,0853249674;-7312597,06752357;104604441,151341;229141,22741;456,506418917683;353,382301201184;65287641,4905642;108800,49301;65287641,4905642;17518857,3000934;49574,8011163686;153470525,614002;40539312149,6118;23290712,0052315;10607160,7434907;30016,1063738501;94489835,1179327;57849,6699136314;169791,714762746;120340,7344;12997,9191702271;2458919019,50551;169317,167297207;5531531046,64021
"Índia";0;32835267,6314816;50074,0859438722;6491511,00680753;56682,9095003501;-26799673,4292646;487306284,149573;653234,15442;745,990210175473;804,365038418986;327786024,543173;289818,7647;327786024,543173;108748674,052043;135198,1611058;4435543,58021127;357420196227,37;156601708,715611;69343998,573371;86209,6128763499;2809317,53800308;131623,1183542;598492,539391023;363415,38972;58915,6980454197;75136838835,2885;144211,905416637;2211984617,71652
"Irlanda";0;845713,228614892;65023,7988669549;1342637,0013885;38373,1337893258;2335448,58109536;2148872,73863763;128431,9285;16,7316084382991;15,5794289559689;866199,154250327;53988,54956;866199,154250327;420338,685532076;26980,3653728292;21311,0651636626;1292597177,47522;672791,425552008;335676,51022003;21546,1369713055;16330,9540473132;23039,1552771708;59568,4029583602;74443,37894;14042,4486622631;93019425,8231969;159083,009297883;1726170023,29303
"Itália";0;4533345,68465473;233046,172953346;13533583,2882871;211769,815349764;10468010,0277339;26042891,6255544;1259805,13576;20,6721586428869;16,0605918541578;11422600;530522,51688;11422600;5730364,42536721;356796,591147027;301277,506831454;14509264147,3014;8921100;4299082,53679898;267678,960765448;223798,494589355;135392,204032973;1142547,34734774;729282,61888;94276,8785438137;827875846,887592;114838,949442295;2099949804,6059
