"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
"Austrália";0;18031,6657911687;13412,9331699612;-1939,13386154561;-22536,8613153424;34216,9604090497;-1531953,45827227;-311,400823890726;-1844,74372213156;173119,507412748;14665,5906550001;7521,55917513101;-198,438035185696;10142,4955233452;54514,3501320189;169134,470324112;-1700,55815333178;175,756728449347;-720144,738060614;-421771,957690247;34501,4995937098;30993,2262892336;-200309,039203087;-184407,764744626;-3723,00389366362;240,190133732792;-151,842186712723;-12916,57301637;-204,29149942977;40724,3451912965;-2646,83182175681;-2872,12097465581;-5563,75279187253;-14719,1108327308;-670,505625437568;124,985104090739;47132,1109483833;-26922,4274943577;-122402,316362146;266241,147601968;-1820422,56655678
"Áustria";-18031,6657911687;0;19213,2199306271;-22433,8726332033;-29875,5692905161;-9558,42287990802;-173719,378249217;-1325,60978938781;-73059,7934460232;386260,318591559;1152,30263412671;-31975,2842922801;-1832,8858018172;16525,7714083847;56381,9670641961;-5698,10704364631;-16693,7708832084;-85203,8192813068;-34472,2072447897;-119139,861426914;16684,3621692289;11854,8420776009;29847,6778844972;-8281,22143498241;-3933,68782832672;2443,95507651156;-2598,65773870757;-8722,71694496983;29,8665070637179;26308,2987843955;-58664,2212846255;-448,170863110332;-40746,1684056475;-60342,7276954373;-24907,241437754;-18901,3995020138;-247,708207108313;-47433,0731314285;-6587,93111969839;-30349,7371499119;-1076189,70876193
"Bélgica";-13412,9331699612;-19213,2199306271;0;-17825,2058860029;-95895,7046980188;-689,029912092898;-470372,577611231;-3049,58204393934;-23965,9898387584;-81011,2347313552;-38371,8348716111;-124892,271170325;-3481,6827368609;-3991,34061662819;-47933,3634758203;-232696,24749855;-43669,1023495028;-20851,1122241231;-198432,436186089;-497287,953883202;157234,159506331;-260565,480000273;51406,5931442556;-7723,34161250327;-8684,13882069144;-102106,03728462;-3474,28339351302;-15777,0794136289;-278,718373271615;222759,775570251;-68911,0433963486;-29727,1400776909;-23994,6328655123;-78122,6906792136;-8955,4597356218;-5489,39794131487;49859,5940150444;-73118,3383046293;-49136,3262944409;-34526,9301474303;-1552837,73693767
"Bulgária";1939,13386154561;22433,8726332033;17825,2058860029;0;-3367,76559179316;5826,27159116535;-8763,94093536543;1623,63700323269;5598,7343495987;114938,152054802;5971,30309358683;14968,9725520509;648,528398835993;4284,51140953097;35129,7252963011;25586,8416739049;37185,8955911752;4938,45010726091;-1347,79214407163;-34616,1862403259;1599,91010063374;72235,9634277672;10936,5398492376;11849,4771826389;878,481187301508;188,724815610364;1195,75487200617;1831,95813698534;344,654750047553;15502,9389583321;6236,26974716963;1164,16054612872;1828,20568511423;12996,5582118839;1748,62459500584;1702,46444857726;6599,49139524936;45904,9084697918;1647,03274788305;34279,0092395704;32549,7735519788
"Brasil";22536,8613153424;29875,5692905161;95895,7046980188;3367,76559179316;0;125084,91562733;-219624,455978469;1830,45188173241;10409,1839826866;538734,878889084;40928,6093814265;160849,093215341;-80,5058592472743;35545,8600427223;257274,079720662;182920,736827659;10186,5790145763;16914,3254995167;-65372,551357894;-202056,243700362;11810,8584980691;261560,84637135;306779,069663857;42916,7852701691;-0,529896009040684;-401,622546006312;395,628581435659;12714,9793733031;624,154500519915;177315,092359361;12783,835760977;50616,89961799;2683,73128050955;84025,1982577527;771,053553089288;5449,8241177422;80577,4654538084;8023,98575737348;46193,5638811835;710954,109727324;-4364007,62349976
"Canadá";-34216,9604090497;9558,42287990802;689,029912092898;-5826,27159116535;-125084,91562733;0;-1761074,61508784;-852,30929986305;-3286,44746271948;44107,9437696491;17922,2277694677;-488,147996726351;-3762,27437129552;23011,1333143639;122996,60746128;32385,3663525181;-944,490174035835;-4795,12432348057;-218828,534394215;-646840,738899153;27213,3001919267;52693,471512067;102635,909224306;-56292,744016437;-1064,67279913478;3616,76324734592;-751,243374669101;-26168,8530873474;353,473476093533;-7560,37175890815;-14555,4048140336;-4777,17896186632;-11288,1092726289;-32817,392744413;-2028,9429516422;-3151,71749037326;43427,2431901718;-11581,7566060627;40584,473623955;-1940851,54332135;-2155440,31390548
"China";1531953,45827227;173719,378249217;470372,577611231;8763,94093536543;219624,455978469;1761074,61508784;0;19143,6522447157;98132,5683746873;3120336,38312402;214437,776222998;732937,474970551;7322,16477566328;168789,119955423;1615961,85719369;2475888,60830718;106388,325439295;51961,4518433451;-385257,594245109;-109040,353281632;112074,916607221;1332211,1674898;12399874,6285467;2820351,64251729;3939,17176759343;10363,5211846065;3493,61743196703;307411,592329073;8329,62571951099;913053,720662382;193240,309190942;66843,0980382135;38777,4382352295;439688,733471846;35524,9980786197;20209,2423106553;339924,787979763;229446,995093032;1890692,39562162;17623515,6173589;3326495,88031148
"Chipre";311,400823890726;1325,60978938781;3049,58204393934;-1623,63700323269;-1830,45188173241;852,30929986305;-19143,6522447157;0;-199,217057817426;14783,0677439324;1236,45585424162;5898,86366477585;-11,8227647636625;823,16456620644;10492,3468526164;18791,832762097;3661,54135219166;-965,276980986798;-5320,55110292868;-18985,4134124881;1377,45280468677;16845,6473233655;13732,4447223842;559,892630675735;-33,5644354914033;51,854819790609;-13,9421908229239;15,0101816378789;-39,7421486686261;2721,81191944594;-543,615883715628;226,34453894488;-2516,15742143007;-10928,7534859614;-127,138027093958;69,000752211235;2698,11569015008;-255,634910899698;1646,76167861021;5862,18116093883;-62679,8261993716
"Tchéquia";1844,74372213156;73059,7934460232;23965,9898387584;-5598,7343495987;-10409,1839826866;3286,44746271949;-98132,5683746873;199,217057817426;0;388532,98035229;7484,38595000109;11257,8512742812;-615,599342867944;12134,2466751521;56131,9694551222;48824,1195492835;-298,733244458699;-5124,21955185357;-14694,2051846101;-82978,7795254056;7251,0960348857;58769,2071428141;21079,2853848584;4748,92633642187;-1057,81127309139;2101,36757906424;-791,019980045122;972,948116391891;36,8492601652588;22415,157346858;-22177,6240293424;-433,089071024387;-4843,97445009818;-41690,5173618868;-9327,94569306806;2795,20722150647;12798,3026599161;-5990,20674479053;6649,11111718556;30333,3558007245;-336882,957751783
"Alemanha";-173119,507412748;-386260,318591559;81011,2347313552;-114938,152054802;-538734,878889084;-44107,9437696491;-3120336,38312402;-14783,0677439324;-388532,98035229;0;-133567,398877987;-405767,434158211;-26473,3280160501;-3184,01671722514;47619,6139638545;-502667,180749036;-191954,918444685;-221913,371775171;-816260,022621817;-2060905,12297125;359924,619490079;-317858,326155247;496520,874037733;-99508,2609352811;-66713,4098331704;-20140,0919070598;-38449,642474944;-269313,79889481;-8591,57592127064;-63632,5935549173;-718089,690402771;-122433,501767477;-257684,827266496;-740143,232372325;-121866,960975388;-31251,3704790874;-158945,405193648;-528027,211246097;-103548,666195712;-1245928,27644832;-12171412,071092
