"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44"
"Australia";0;31395,7073217951;7311,27937300644;-2430,0144496363;-59368,5977071779;19768,9983471639;51331,9521499126;-2125984,2244162;-295,26715485311;516,525639326381;223761,342217976;24243,3534133962;6144,30428058161;25,7164740723053;-21505,278496514;65626,9905760165;91326,741045263;516,499223810545;-585,379070665906;4074,80039964929;-356556,478609122;-651118,390289937;42541,5702286864;75740,194495225;-674951,343086006;-223199,496751157;322,591849153164;742,067890044177;-182,578594072488;-8503,20201341803;118,4375126376;5065,77910908883;10420,7372446275;1346,76375305029;381,604554649056;-3257,32060045238;-14939,053762086;268,06947517281;1024,69239591625;69614,4012389305;-7651,96259281754;-226460,885565484;312969,25892915;-3623942,78720704
"Austria";-31395,7073217951;0;24320,2033343806;-24038,5555408255;-18306,9034982838;-42426,521090787;-64170,5447430112;-248006,549581873;-1679,02655347661;-13476,273985892;553197,318530752;-14620,9193865039;-49168,3655914404;-3370,5158259389;2964,46207268307;-13047,9982043718;-79103,2436712978;-20731,9677762176;-26282,1718098155;-90877,3639703153;-27861,3374079034;-89843,3778203449;5758,93667423446;-77280,9660743615;-11130,5436379926;649,080259129863;-4032,93295314179;-1292,57792174373;-5661,75742930739;-16261,2376201998;-6270,80453493515;52233,4376711494;3112,51236142483;-38643,3086045573;-11233,7990212532;-78939,9791199055;-10000,0412734597;-17404,1679315442;-32085,6917407206;-8726,5945148965;-26760,1620585697;-10773,5409895589;-195381,121901313;-960588,900015876
"Belgium";-7311,27937300644;-24320,2033343806;0;2750,88652347183;-92279,5256711129;-1153,97261942399;-32839,8808734878;-662203,428123278;-3606,51484123373;-885,622236961906;-285537,860658017;-45239,5140201148;-123915,027145295;-3730,54102928889;-2637,40521748336;-365761,034944647;-120554,785815434;-42101,3760653928;-2524,64388623145;-16026,4220000336;-123251,638414758;-442251,58462945;142477,827243793;-229777,38419716;86654,1912266166;9446,02682222289;-8673,1503506565;-112264,772483123;-4109,9890112131;-9945,18429284398;-1208,04101679808;508844,887674695;47233,7188923493;-56579,395699781;-30346,1703520965;-26482,9360773468;-57300,096792029;-7684,07215153765;-4305,58622089579;11275,573236469;-72477,8237214157;-8133,78130483165;-92623,2920699415;-3476107,26728198
"Bulgaria";2430,0144496363;24038,5555408255;-2750,88652347183;0;-14635,2232564426;2833,76715111931;11599,8281743331;-82707,208796181;1732,85241406082;9711,26377435065;101408,295363723;3642,80016382859;27264,7740166736;117,66115156746;3437,03693849461;39309,3891512858;22187,8937920421;42572,8951388355;-711,914691267215;12167,5789800585;-2605,65210267751;-13370,7929551755;2263,91452520158;77270,158132597;3832,24815844605;4258,53253118834;411,727327398566;220,444355408222;241,094609686778;1571,83218220057;1466,67342345643;10825,3162587142;1169,61759763128;11307,2742263395;2974,8482894389;2980,69025198434;73730,918209115;3304,24850693426;3227,83029182708;6905,49498175996;14515,590450917;1754,60825900692;17434,19774839;-127676,862181419
"Brazil";59368,5977071779;18306,9034982838;92279,5256711129;14635,2232564426;0;59931,942510565;61851,3678623284;-157164,760691673;-2797,0065258555;10212,704392769;481998,454216105;24706,7200260938;177084,861858582;411,053310726259;31728,8388336833;212634,565169985;190491,801495055;25539,759387675;7530,93503761025;3314,82522647864;-75319,7364989884;-148075,263349275;22574,2779614648;242445,841252748;181181,363015603;147707,837775838;4043,29171744041;1202,9144325248;3504,65972943049;-57282,4343925871;967,64193886702;314087,920321159;41154,2974728124;17944,3838026279;59777,4719765382;32301,7208071211;191497,857327854;1924,58419664202;21219,6173242366;59810,5738291828;14852,7905221676;62452,8760947923;704454,861821754;-3033648,67326711
"Canada";-19768,9983471639;42426,521090787;1153,97261942399;-2833,76715111931;-59931,942510565;0;41990,9893221073;-2565839,01130671;-80,5573272142352;-2023,38480135465;156842,830779292;33614,4393737929;4190,38324423382;-475,756203917564;18335,7336866687;66220,0075609628;87948,6974645778;-908,852079317769;-273,653478544907;398,597508123805;-142666,357869426;-573393,104041017;30391,9980738255;94790,5057397239;69664,8080430562;18588,6516639807;8303,18580628937;-516,642034036653;-1578,32879473472;108402,707048622;229,93008077947;6168,27723194355;207050,908452209;1493,799129649;275,683817109997;-8905,78861623252;-11229,046498899;2583,62009111667;800,332166337738;59237,3358053611;-6974,55959188276;8778,21156928035;-3363597,29568656;-3924179,40320505
"Switzerland";-51331,9521499126;64170,5447430112;32839,8808734878;-11599,8281743331;-61851,3678623284;-41990,9893221073;0;-371680,297806137;-2107,68001524487;-5948,50955407079;361722,746960619;-9139,24359611538;-53194,7806513473;-1239,71585692624;19576,4662549946;-63427,0760037471;14235,4929212568;-34798,7150432264;-5772,72711830519;-13287,7935621516;-19933,163754693;-174270,454293284;96177,164273477;76269,5832616944;-83966,438575171;-32151,8943080282;-1966,73737797162;3975,44583392345;-4638,58630839417;-45492,188285671;-1576,29844631286;72749,6112153119;-5010,25118272571;-27002,8369347221;-15072,5959786961;-28222,3785055658;11387,7716556404;-3988,48811205736;-3835,91861768352;-7269,20177173463;-88686,4991831263;-36020,8042785089;-217932,293258673;-1708850,0310317
"China, People's Republic of";2125984,2244162;248006,549581873;662203,428123278;82707,208796181;157164,760691673;2565839,01130671;371680,297806137;0;21378,1599070884;160153,750845211;4665593,01514865;340278,91604931;1168091,75972149;31954,3986048855;317150,933589586;2254493,42335263;2885611,24159879;203681,795865328;78786,7741869877;132038,102082082;258257,107144883;-1469563,36881795;251218,97460175;2140554,98799127;14737177,4730293;5654853,43107643;28993,0197345998;20669,2907207163;21319,5215681235;973243,283130129;10611,6352893389;934345,924221667;321604,732909128;374777,444080291;99437,2298050607;284766,976096458;3483585,43774466;48080,8103752089;39484,3986119829;420718,427631922;601466,425890786;2499220,35292052;18592336,1323271;6218933,69129078
"Cyprus";295,26715485311;1679,02655347661;3606,51484123373;-1732,85241406082;2797,0065258555;80,5573272142351;2107,68001524487;-21378,1599070884;0;-907,529109817436;20650,9110449032;925,183664237103;6817,27386825805;-3348,72194600799;892,437685447921;9604,82608764139;14875,465491156;13061,9764943417;467,399981224245;-1368,78333748064;-1315,27295661157;-13409,7883463845;1271,42518343805;19177,3720110365;6361,36302910315;9067,61134163948;-22,2775119214759;62,8597057510683;-1260,64363194643;57,9590589754827;-1491,89898608592;1009,29520112021;732,212104368342;-236,923832932767;411,958010815564;-4476,97964392696;3473,03147705548;455,30037667978;-370,327001853836;927,390344946528;6406,81086155397;253,476962134339;-41112,3984188652;-116232,854545454
"Czech Republic";-516,525639326381;13476,273985892;885,622236961906;-9711,26377435065;-10212,704392769;2023,38480135465;5948,50955407079;-160153,750845211;907,529109817436;0;166750,511649166;-376,673254786358;-19898,2381223396;-2620,89925756225;4214,80667470934;-8828,11612172506;-26365,4980433088;-6300,21718875846;-9108,81748279152;-9728,58562365944;-9317,35229480931;-46227,9372760465;6141,32463552878;18381,292818843;60229,0173616474;12382,3634921303;-5447,62654523514;766,40081328658;-4189,40459505231;-4199,02632028065;55,6171568038149;42008,4579430876;9799,11584661702;-22956,1049274008;-6264,56737152725;-29195,7862091456;86796,554736745;-65831,4860365257;1823,94204296346;-13529,3286632722;-8845,59693661588;18501,0739063893;-22652,1755567715;-531901,685407931
"Germany";-223761,342217976;-553197,318530752;285537,860658017;-101408,295363723;-481998,454216105;-156842,830779292;-361722,746960619;-4665593,01514865;-20650,9110449032;-166750,511649166;0;-227916,772659227;-900000,041345207;-35059,3886270642;-1268,91731476254;-872889,216721232;-678478,150756837;-202847,429563699;-84007,0913947255;-193964,545177014;-467601,846271943;-1679374,9093121;206942,225768921;-777158,345527437;43023,0288226862;-68585,9690766414;-59689,4671866233;-61299,199958176;-44364,7008176328;-325583,059823519;-1625,01130629332;631403,911272139;568533,123559421;-555481,239341414;-229833,909119244;-292941,997661525;-463657,773970108;-90504,6091629051;-27737,2177849401;-233065,520970481;-487530,857712576;-135742,062930865;-1969133,59601872;-13562947,1369371
"Denmark";-24243,3534133962;14620,9193865039;45239,5140201148;-3642,80016382859;-24706,7200260938;-33614,4393737929;9139,24359611538;-340278,91604931;-925,183664237103;376,673254786358;227916,772659227;0;-11907,1806543485;-4465,02644521364;-22517,8921300216;4145,1686791394;-57236,8203936752;-5743,79695743206;-2311,74776034887;-3671,81804797737;-34690,3465685446;-166392,371757032;856,361926110389;34680,2249752843;-67815,0575551126;-841,55889016217;-5448,01269053696;4202,21105191193;-9841,77324315986;-6873,64553974597;-164,427480726693;10257,2990112651;42538,9595576599;-3062,79726431434;-10639,5301707688;-6986,6930345787;-13598,4457451835;349,896659717019;3897,53685213028;-13947,5246852533;-18106,3128773782;2803,97762006797;-91819,8380176645;-2292614,78334507
"Spain";-6144,3042805816;49168,3655914404;123915,027145295;-27264,7740166736;-177084,861858582;-4190,38324423383;53194,7806513473;-1168091,75972149;-6817,27386825805;19898,2381223396;900000,041345207;11907,1806543486;0;-3079,15420631011;33886,2936601361;241780,988203987;-21652,6183193816;-49968,978463819;-6312,27297654498;27914,4636140339;-98587,7604292189;-533578,93190766;90310,0056535127;410655,541463203;116732,527224475;87471,45198472;-6226,36777063693;2435,87660662022;-4243,50861047112;-22780,6077068032;-2310,94292772989;129535,452658572;68190,2491017934;-7336,0696443737;-382107,696985588;-38680,2045435834;16186,5040766687;7838,39815331746;-8321,80991813672;84970,8799286996;-36489,1334585887;11299,4511866996;-77014,8478679956;-6324912,02272028
"Estonia";-25,7164740723053;3370,5158259389;3730,54102928889;-117,66115156746;-411,053310726258;475,756203917565;1239,71585692624;-31954,3986048855;3348,72194600799;2620,89925756225;35059,3886270642;4465,02644521364;3079,15420631011;0;31721,9348952378;6732,15793685696;15125,016743796;257,485455638455;75,3057423230943;1010,59121605162;-1173,60511052078;-5685,96434941537;680,757001511445;9494,27017013998;3222,59925378411;1159,4611151926;8770,04072930039;261,560785263413;-3738,79649515745;-1,88164372386296;21,7079397455638;4584,08956986319;-291,947061055145;6998,57661370188;154,682789626988;-184,008418083032;1732,762788793;463,30905628061;457,103369925062;14612,3679526692;1208,76176687151;1164,92112861909;921,859159824588;-201564,389447566
"Finland";21505,278496514;-2964,46207268307;2637,40521748335;-3437,03693849461;-31728,8388336833;-18335,7336866687;-19576,4662549946;-317150,933589586;-892,437685447921;-4214,80667470934;1268,91731476254;22517,8921300216;-33886,2936601361;-31721,9348952378;0;-31391,2092392887;-34486,0744850297;-17376,8218701993;-1567,7077449365;-11854,204072304;-17192,6928746898;-73537,056381358;-973,886393527922;-28448,7522564222;6925,66143282635;14871,1911127525;-13786,0560530855;529,162562042782;-18614,4026816107;-6830,07781175938;-480,334385590117;-1097,77859834554;13627,9235146441;-40421,6435944771;-2373,60155606171;-7919,92425914371;-151228,762887843;3938,45981411451;-1005,17908287063;-27559,1692905725;-28932,308271774;-8537,48965621518;-135163,973163208;-1011838,31160919
"France";-65626,9905760165;13047,9982043718;365761,034944647;-39309,3891512858;-212634,565169985;-66220,0075609628;63427,0760037471;-2254493,42335263;-9604,82608764139;8828,11612172509;872889,216721232;-4145,1686791394;-241780,988203987;-6732,15793685696;31391,2092392887;0;147578,031562774;-119157,980461847;-15314,443373434;-31016,6987487844;-198746,790640021;-1087026,87624127;195442,125149773;302655,653867995;-5741,24708333571;-19253,1146965918;-2784,89812288126;-6561,2107741724;-10070,9267131484;-106914,428263921;-12551,3519156589;218597,092168613;550163,049754365;-94523,2397266403;-121813,245325039;-137689,829785433;-28289,1767255476;-6570,52385411396;-15687,3167804455;56736,942913232;-167844,140208152;-19082,6399925909;-336634,803677495;-9881961,16017554
"United Kingdom of Great Britain and Northern Ireland";-91326,741045263;79103,2436712978;120554,785815434;-22187,8937920421;-190491,801495055;-87948,6974645778;-14235,4929212568;-2885611,24159879;-14875,465491156;26365,4980433088;678478,150756837;57236,8203936752;21652,6183193816;-15125,016743796;34486,0744850297;-147578,031562774;0;-21386,2773306222;-2497,69104567121;20991,0221347031;-305915,062510813;-1764008,91999634;-288560,693679611;255265,51876745;174890,939264544;27660,9765623737;-15334,7000935933;-6039,50988151923;-10593,1461170703;-48605,1322096713;-8722,57259823231;82993,7578695483;1371361,9690521;-21503,2784416225;-43759,7109022989;-64039,3028570568;-46657,5879027651;3449,09207497445;2235,07014706735;53223,8603382368;-36466,4319912374;-1518,55933173471;-907933,625654862;-11998131,589852
"Greece";-516,499223810545;20731,9677762176;42101,3760653928;-42572,8951388355;-25539,759387675;908,852079317769;34798,7150432264;-203681,795865328;-13061,9764943417;6300,21718875846;202847,429563699;5743,79695743206;49968,978463819;-257,485455638455;17376,8218701993;119157,980461847;21386,2773306222;0;-2088,34523299786;3542,30173460184;-16751,1410434078;-147204,486426627;18689,3052053355;238393,024081185;41379,0919188403;122327,037921118;-179,848859679027;1650,15925983281;-250,492639366788;-801,853087972111;-654,419988536438;38346,1341724161;5508,74819308233;806,668841722458;361,669999824344;-28353,2631457242;63018,656619928;2205,90611135303;-7768,12593856071;19348,5651379798;-14688,6653276783;5606,6898674197;34433,551179737;-1433475,09427391
"Croatia";585,379070665906;26282,1718098155;2524,64388623145;711,914691267215;-7530,93503761025;273,653478544907;5772,72711830519;-78786,7741869877;-467,399981224245;9108,81748279152;84007,0913947255;2311,74776034887;6312,27297654498;-75,3057423230943;1567,7077449365;15314,443373434;2497,69104567121;2088,34523299786;0;14508,8248418652;-1048,0394099807;-21134,4230674469;-821,742375379135;71963,7104651526;725,424331866638;1840,15319539788;-86,7257386268093;-34,3702596506839;-282,353685832995;-90,4955387103255;-1019,83474267925;7545,27504543598;-2239,72732932239;1186,71625894994;-318,08765657946;-12032,3691470725;40900,4715307916;1631,62440130459;20579,1714151936;-343,479284644578;330,855156836513;1346,4831044097;-6376,25189303716;-299068,020663703
