"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
"Austrália";0;27367,3061152164;14624,7617613367;-2154,77245153106;-19585,5392458001;72724,4302917434;-2974518,62293643;-327,847307243774;4436,48928057139;258306,842730808;29611,8979476222;22974,6795360159;-302,515199448876;383,559313320613;98701,3733680414;160613,483423364;2419,78682638937;7295,31468894667;-360631,917673918;-499082,417611405;33665,7173384803;89874,6926853251;-901494,215758426;-491573,25079088;675,959279533405;827,557436917887;2,87812176174326;-16793,3522650334;-15,7655141312794;46423,4475190877;-4665,54194825568;2988,12868985333;-7135,50575725341;-15529,4922921469;2982,23551501073;514,85277345844;44561,9613042466;-5181,56521447672;-232534,761812601;220520,071588135;-3320384,22677824
"Áustria";-27367,3061152164;0;3811,54606735543;-29287,3503984677;-31747,3868091363;-34467,4932811346;-431046,271441065;-1587,85181097084;-16002,1500251282;461850,908421592;-4537,7309317609;-49411,1968599397;-1613,45274485845;2551,92487211963;-17926,6494989864;-53764,402918391;-29541,2605735794;-112827,611639886;-36117,2169804324;-151007,871592533;9254,65812118726;-50541,0736988735;6373,61970838268;-20404,286937657;-2059,43938037932;1007,16696360269;-5877,62013924757;-21283,3540753046;-1303,40776704713;26052,0714690521;-48609,5175444825;219,999688288266;-91782,1998880699;-39331,6924363428;21324,9677752019;-31461,2465883181;-17628,7878144741;-20650,429387371;-4620,27239501722;-149232,229185864;-1609736,0015807
"Bélgica";-14624,7617613367;-3811,54606735543;0;-825,569805503506;-75521,7253309461;51330,85726545;-608910,684674119;-3927,00545048107;21905,2397643466;160840,204234479;-43501,8704489669;-67233,147717367;-2962,64471657478;641,528280042083;-24619,260189876;-189576,106229641;-60945,0411146431;-23014,965882794;-120037,645753833;-782734,108169889;130628,568527912;-235551,516776961;112331,876604849;13030,9082760839;-4866,43082191746;-82007,5499809267;-4940,10784801409;-17160,9580474964;-832,956162216672;769623,922919941;-52340,7313666523;-31405,1110531034;-34370,9032460834;-48341,6177883846;-11584,4325518198;-6389,35419596524;15512,6817745756;-51797,7298295611;-5666,53178153036;-80543,2607850516;-3859080,48339797
"Bulgária";2154,77245153106;29287,3503984677;825,569805503503;0;-6387,93672470899;2340,84911386846;-50547,9340952162;1047,97567473472;17320,6268950344;144041,339008826;5902,51500830752;23639,5484830601;135,80696105654;4980,05970815717;51737,8755509333;27979,676909683;45589,5955523177;15833,9294583346;-4411,19673722239;-16097,5280726239;3265,30741616518;89858,5295746279;13040,5755404473;5744,24287351417;896,516382691456;706,099108323418;282,836934406036;1561,98266556859;915,886262617961;11272,3251203461;16262,6121473349;1304,49100318066;34486,1226293889;93637,4131424564;6265,15858576115;4228,74203186108;9763,9518783052;70425,7974963395;2389,02415841893;24330,0187745597;-206277,938147711
"Brasil";19585,5392458001;31747,3868091363;75521,7253309461;6387,93672470899;0;196123,327106793;-478118,087853674;3433,34571468016;12679,9652796713;504405,442708379;18000,1595913694;155486,45345572;1043,37425793002;76842,4481357319;192052,086227292;127475,608061872;22320,0632085337;5249,01872485802;-88944,3488881895;-239349,65236009;17510,2449361466;209473,0461013;196909,915382479;99154,9440019032;1908,55525252295;897,179880617051;382,240732495087;-58063,7111663899;2594,78386805197;164506,032105878;15135,7231835917;34980,5055807919;8277,01694747079;119989,264069209;3687,6909801919;4949,41609280475;52846,3271040693;25056,9736518503;28795,5994749668;274314,264461026;-2623335,33502471
"Canadá";-72724,4302917434;34467,4932811346;-51330,85726545;-2340,84911386847;-196123,327106793;0;-2890658,09968951;-498,683114796674;-3132,08880766247;246059,697102763;26106,8972442843;-15258,6036153194;-296,835220325906;-11758,5362409303;85758,8932662805;-109074,881231999;-8629,09359128722;-639,544367410788;-139633,093785478;-851621,108349647;33089,8731653424;94029,9093402595;53613,1420077342;-8748,33852491956;3483,3255008752;-1414,34638747417;-826,951230247427;-174615,749423969;185,182827420287;-18035,0257196003;-8267,85404238019;-34,7151669318282;-14796,9510232248;-27264,7786679233;3372,91385026468;-2370,07018067099;57039,9518848354;-15516,6528991422;-10886,6829829373;-3272524,20423796;-5078098,33422547
"China";2974518,62293643;431046,271441065;608910,684674119;50547,9340952162;478118,087853674;2890658,09968951;0;28214,0413103649;319570,850556915;5868558,18091416;338614,745584594;1376642,36371919;42761,5670757303;321272,02375987;2421911,96113596;2707853,89175406;234652,286525307;139962,031193383;468783,371243655;436696,231793356;236426,005875619;2095906,98705881;10668688,6831908;4739378,03715702;28821,2843643969;29799,9328593581;16966,9396567671;828851,043136918;15684,8900782407;1230825,45177734;653851,219946062;91774,8253546973;127721,111445444;3417149,8817623;122335,199210919;55602,3401523412;436220,302635688;1527435,0356089;2528896,68780406;16968067,0821443;-2300686,89939449
"Chipre";327,847307243774;1587,85181097084;3927,00545048107;-1047,97567473472;-3433,34571468016;498,683114796674;-28214,0413103649;0;331,191311531968;16422,5349139429;843,398862799739;8460,69808995992;-129,198360815349;1385,14731412368;11122,7910655134;20348,7919085987;14489,8402628738;555,404974552174;-1041,05196181561;-21861,0740069517;1046,65201322679;27180,3574712663;4172,83057640099;1426,4637349058;-313,140721620803;167,012256588968;-858,771555539744;81,404484518565;76,3153887263487;6518,29339122174;439,10739633558;671,987867844772;-1635,57537678184;-551,300297012966;-304,901802662321;197,904297911925;1037,39653865427;935,501779885056;663,779298400815;5820,4083949137;-150570,720345475
"Tchéquia";-4436,48928057139;16002,1500251282;-21905,2397643466;-17320,6268950344;-12679,9652796713;3132,08880766247;-319570,850556915;-331,191311531968;0;201001,514607729;7026,53760792812;1021,52521271941;-2254,12095464271;-653,130965552307;10085,8232893617;-59387,3920012045;-8262,75418067917;-17660,6332369239;-21459,0974013379;-91247,832610689;20152,1554271337;26490,1602025275;79814,5875061478;12940,8345987711;-5291,50337020819;3068,41149653231;-4316,5794925788;-5684,3846340939;7,64415282307959;31939,4897320734;-23975,8913725817;-3698,51958035497;-39076,817190337;62596,1327575494;-13678,588173203;1075,2436156427;-13546,6568838764;-29249,2815983891;14858,0394668836;2742,37673155162;-963014,872299501
"Alemanha";-258306,842730808;-461850,908421593;-160840,204234479;-144041,339008826;-504405,442708379;-246059,697102763;-5868558,18091416;-16422,5349139429;-201001,51460773;0;-102465,285794741;-1012671,88274454;-37406,5479661056;2021,47243295045;-709123,486231695;-608913,00027526;-277700,45189188;-277498,893365107;-595027,321658961;-1823157,82540743;383714,79495123;-886806,361113755;69713,8810474609;-131204,313943611;-58991,8989243965;-28176,2846285693;-46276,9800716776;-342751,291863105;-6331,19838435736;406302,66218861;-739108,337563922;-189146,160642433;-366577,67175635;-287424,554237606;-140972,324650059;-31308,1210227442;-234656,603778359;-385146,872464386;-135654,834318191;-1614643,65630794;-19892213,5050758
"Dinamarca";-29611,8979476222;4537,7309317609;43501,8704489669;-5902,51500830752;-18000,1595913694;-26106,8972442842;-338614,745584594;-843,398862799739;-7026,53760792812;102465,285794741;0;-49766,466384657;-3263,29279902687;819,668052012188;-16302,3390787127;-64924,4318382983;-7969,0857801096;-5069,0771414688;-75880,4654295411;-121791,140561691;-7192,51906143905;11254,8365217665;-75720,1483894098;-50362,1871106654;-2761,56615663433;2962,17573185268;-8289,09946161402;-2309,57780568106;-1270,80918905;118816,853970611;-29804,5177813197;-11196,179572445;-7697,76112615444;-15659,8801792818;675,026740114916;1760,97298165192;-131457,194393621;-25750,1479507185;1724,75643824924;-102535,717079853;-2603022,95876212
"Espanha";-22974,6795360159;49411,1968599398;67233,147717367;-23639,5484830601;-155486,45345572;15258,6036153194;-1376642,36371919;-8460,69808995992;-1021,52521271941;1012671,88274454;49766,466384657;0;-2969,0907200462;69624,144134527;158453,875551657;8322,79451673292;-80601,0702252481;19016,4016217465;-137254,700692148;-613227,655219955;100463,068549363;261626,195870272;104524,536391553;35914,9872055202;5118,20054985969;11422,122887421;-3241,2481262554;2305,92146604924;-3009,53176015333;130267,203593969;-32848,176388985;-400929,283307263;-38522,5406686235;25285,2513750464;12615,6162299639;-15469,1295473696;70300,3002247705;-116823,117410791;20769,0109781167;-6718,39289881685;-7687650,76059151
"Estônia";302,515199448876;1613,45274485845;2962,64471657478;-135,80696105654;-1043,37425793002;296,835220325906;-42761,5670757303;129,198360815349;2254,12095464271;37406,5479661056;3263,29279902687;2969,0907200462;0;13265,4812832301;6734,76319588665;8236,16793328807;371,808159249989;1012,71519401125;-3224,60119762692;-8237,20993786622;2236,71941709455;8461,51535483514;7620,79534101452;1002,14377047275;1667,79278997337;310,027949769186;-6993,41404434465;-1388,99982996665;20,35366195129;4113,39516362488;4737,55689074396;142,287113844083;-377,634060886886;-270,201455611626;516,498573584317;282,037009782958;6095,54386983303;406,295263675684;1170,61422899854;271,930303643223;-178027,53272746
