"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
"Austrália";0;80000872,3265059;53933254,0175893;-20813050,2515207;-78888087,2717215;-102527537,954288;-4407695483,56793;-724239,978504187;19846,9697146881;530911774,275108;78562647,9799382;30059132,024695;-609642,254793857;13926375,0763375;202626778,27201;233505947,28432;-3989561,83233144;4816753,8306351;-1008552070,33801;-1259427100,30019;72203368,1945183;198419574,167154;-509468949,807001;-527110197,064729;-126071,570083087;1129980,27362031;-11559,6313182811;-7088943,68264877;46100,9180113982;60029145,4070178;3211614,60899742;2126606,97777222;-5425469,77899428;-15769125,7307944;-551873,328652302;2025181,7284366;103628489,138186;-21721048,9386653;-223414387,898257;376588023,158611;-6445823182,60205
"Áustria";-80000872,3265059;0;54025207,5129651;-45314463,5360152;-49283857,8842613;-65322726,0493084;-556641203,555373;-2256448,93312753;-23479721,8159692;1198521167,32006;-9156441,01977404;-85776679,9409614;-5347754,43753337;30728695,0449286;8863300,61957955;-236488776,350112;-44720872,6337336;-281602177,037197;-54315878,4623502;-300172939,788742;55413202,9159232;-226408219,830061;9615973,57945898;-5583909,16375304;-9534590,03502569;4117027,31767553;-7978285,84579169;-33792352,8859578;-447759,560008048;82171544,5497083;-121001275,896534;-854309,771301739;-115734225,172936;-121127579,365639;15500984,3615434;-106349303,044525;39259647,2382408;-92788242,7957698;-16369609,6114189;-379219535,961977;-3206728596,79429
"Bélgica";-53933254,0175893;-54025207,5129651;0;-15705065,1796879;-200516908,147543;-5810776,34458196;-1228271681,93102;-7869315,25638395;-34179930,7282728;440643435,963809;-81435411,3272747;-285263720,380212;-4953982,41193525;2939867,00626239;-15987513,0269203;-771644112,431745;-156227266,064965;-63606720,5790346;-226904331,756539;-1770462216,65607;422504794,134205;-712004384,501513;196756713,191358;-21703023,1222871;-11084106,4040366;-216140083,265477;-8040323,36328315;-61768316,3729205;-2471917,81031566;660090012,96127;-90999614,7703371;-47975845,5130599;-57236753,3465428;-123659292,233629;-20862541,4689544;-20136812,8586808;53783793,3045103;-114637013,00329;25235613,6428264;-338603622,550982;-5308968195,31208
"Bulgária";20813050,2515207;45314463,5360152;15705065,1796879;0;-28047389,3350613;12759283,0365043;-67836818,0251738;3103945,46418026;20180660,0782;279784577,646554;26060847,9119459;48667217,3278909;706910,317682417;4793585,29006575;105159986,780268;58435904,2202514;53915154,6774666;12562355,5479946;1771703,26774422;-52802919,1699292;4612309,51844185;147422669,580679;15522797,5526665;6311286,88560895;1161441,99348738;525374,293074601;663372,014693993;13411763,3210709;852184,264278595;35105233,3660315;22755971,9708958;1809254,35198702;-3679457,22380602;8037384,50423084;6921718,65355606;8546048,33834152;18382799,5965325;54335360,9554831;4604340,34662779;66798585,1763115;-191287679,586891
"Brasil";78888087,2717215;49283857,8842613;200516908,147543;28047389,3350613;0;298132516,442491;95704224,5519329;1435233,94932144;27322610,8284815;1291548342,42367;55945004,2620318;471425255,222657;2222220,98006572;85865903,5889143;587929251,598264;446091120,655582;45274287,2604431;17664687,9452868;14630010,3493577;-202285041,91882;46781769,1949742;538729079,877245;639771714,803454;272172552,644686;1415389,04734751;591153,957958404;1468690,62252221;78531495,2783967;1993537,08014733;669448301,613124;45875314,7180664;126031654,861725;49810196,9000668;278459047,597438;4801092,9829461;10379115,9545246;132203069,501315;44658354,5391933;161828858,626496;1706487519,38844;-786754316,32821
"Canadá";102527537,954288;65322726,0493084;5810776,34458196;-12759283,0365043;-298132516,442491;0;-5147161847,33852;-897856,616787881;-4363045,23278388;442630777,676965;49301518,7546628;12828590,814071;-1613544,51579614;61498954,1762644;243853749,806433;-217554703,667084;2721660,43031531;3062088,18099985;-257280482,907158;-2669017094,69421;65878873,5668066;208995454,095768;152218741,857054;105890941,781018;3752036,28713167;8144870,38261698;-1233492,72385123;-295600454,665767;636141,112526434;52926975,6116403;-10689027,7552509;2602636,0197577;-24325871,9992994;-53153574,8966458;-57741,1412127372;-3367008,45189324;120015963,48674;-23549329,5060465;13249048,8525012;-8189047177,44566;-6663718685,1788
"China";4407695483,56793;556641203,555373;1228271681,93102;67836818,0251738;-95704224,5519329;5147161847,33852;0;42360524,5614863;493823486,249783;10192226973,6256;573136219,077371;2265902776,29086;96954217,9565375;608384997,096163;4245061113,76247;6038243318,52489;433936880,162863;305932052,053566;264854658,612997;-873567590,392344;553857361,414265;4123860557,50212;29660853277,6822;9720974189,2229;44155430,7854321;23352438,0938022;18439511,1970816;1976852397,51344;24336756,4758314;2290224754,98031;683378312,415197;137587460,242719;181511184,530357;2067849025,83062;124397142,766742;29632843,6284787;843481971,677047;987997432,535245;5481940670,53554;45906252972,4603;7539681962,73444
"Chipre";724239,978504187;2256448,93312753;7869315,25638395;-3103945,46418026;-1435233,94932144;897856,616787881;-42360524,5614863;0;458335,131430577;33884535,0773408;3122714,82411132;15378500,3770611;-64406,6532395508;2222258,57473245;28478299,038791;35007134,0932366;24809197,053922;288517,813332475;-3454572,67786178;-41428015,0663847;3151259,57636141;42369718,708404;13984744,5070522;-252369,339326781;-1900836,93755006;109069,422627328;-272304,97003236;66475,3547445777;-110326,525530489;10663512,8381157;-925553,807211616;742058,012254542;-1361566,65620527;-4244886,08928572;-289445,652524993;92938,247514036;375723,311804983;-725930,782178969;1088624,97398477;5893308,95307382;-186156319,462227
"Tchéquia";-19846,9697146863;23479721,8159692;34179930,7282728;-20180660,0782;-27322610,8284815;4363045,23278388;-493823486,249783;-458335,131430577;0;595173287,300247;18262935,0161398;28275844,1518147;-5811775,93611388;8324948,6232198;118535783,679192;37407508,3818271;-12359745,9554906;-28026116,6664532;-36055275,5959741;-201354305,524022;26628636,6879196;148691642,53371;123837108,614937;15465956,044608;-7968007,23568391;8261032,76117834;-6060923,98950863;-9593937,95909774;-145492,787785435;77317314,5266287;-58193379,0586373;-1171333,66271769;-49688321,8610884;-9612977,8059991;-42851260,9421899;-3377120,06613073;29901264,2413065;-35393663,1534287;23722159,7485205;9450448,47695509;-1297438179,88245
"Alemanha";-530911774,275108;-1198521167,32006;-440643435,963809;-279784577,646553;-1291548342,42367;-442630777,676965;-10192226973,6256;-33884535,0773408;-595173287,300246;0;-119693148,379278;-1930664034,39738;-64723894,476221;17840033,6656768;-1290497177,82141;-2060950276,12281;-580226766,843565;-640754638,658217;-1036960994,48835;-4588694689,09402;1031932571,18857;-2094984194,4133;106257795,088778;-379243392,657432;-135457865,172191;-58926374,051851;-79609741,5076363;-728092330,001767;-26685257,6986329;468143259,983704;-935013581,441748;-442179261,330595;-664679510,908814;-929346775,657407;-84613236,5690632;-97225315,2378337;-485051713,742414;-1072806108,9999;-346017234,441139;-4104765007,51107;-30935731979,1009
