"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Australia";0;1881979,07032316;235116,136277994;11338352,1761393;245357,877051987;9100847,38249221;13473778,557101;1349971,7040413;9,98078590593093;5,1991215327325;5378405;599621,564197699;5378405;1897710,04136624;365005,901365968;395873,571153024;8584590000;4758254;1691637,6308173;325369,895696249;355328,954594811;219020,119770141;1670266,84838142;750350,139843606;465282,741200903;0;637859,335938165;0
"Austria";0;1647039,56640695;167679,68628369;3126038,4594101;158209,288357304;1807748,67756063;4650589,50979312;439087,3176;10,5914913125086;4,83655431146669;1993600;184025,860415486;1993600;553362,747722056;114412,59874;81026,2984679661;2693644000;1725030;502181,909024428;103830,5117;73421,8526081841;59911,17851;487941,97515;255061,457184514;24272,1443371489;0;245448,600077318;0
"Belgium";0;3664277,06904381;263207,371574706;7319898,7265508;252340,938275508;4032832,58716248;7637923,5384678;565490,358936041;13,5067263619461;5,99476636119667;1968300;205566,881067309;1968300;808372,828520336;134846,427669446;98653,766008887;2421916000;1755200;765444,81919465;127685,513175171;93590,2958005079;53995,8219321524;410914,307379131;359923,477868732;38003,8221715675;0;304823,573569739;0
"Bulgaria";0;1042710,12261041;24013,6514332671;816832,844318663;30661,4397805761;-456644,665676018;3392984,39541788;73011,3614337888;46,4720055726511;26,9404155167455;2080660;24510,4425949807;2080660;433251,030698977;16081,8243664311;20936,1625349791;2282283000;1386050;309589,158018392;11491,6252062244;15134,3711775548;5916,99023685748;67096,9568971149;48500,9188388081;5378,90278935072;0;319255,280467164;0
"Brazil";0;8255550,67232137;237805,671549225;10639035,1399211;252824,828800984;1862118,33820049;79867563,0451283;2293995,76741137;34,8159156087954;17,9892681959501;51072589;1021859,61739545;51072589;10128705,7441841;563041,566441505;1050506,96966761;92151298000;44262415;8957303,66306113;497924,849721107;933538,443886388;317867,023321733;2622236,62295584;1272136,15001592;315692,910027108;0;636046,291552449;0
"Canada";0;3707337,30054603;463841,436557171;11733355,2157212;480892,136462271;7434130,01733521;15307291,4841379;1639527,9700533;9,33640155199082;5,21633057096297;7829258;780707,166833996;7829258;2569340,90120591;492557,146494571;492985,593978433;12473511000;7115647;2223991,91767289;426351,797957913;427956,604159839;275580,169081831;1371769,12220052;858820,803219299;220259,463574639;0;629349,817652518;0
"Switzerland";0;1521837,89512072;208906,353969902;3784899,38834013;178025,747402121;3335032,57987008;5624482,15256664;691647,463236358;8,13200720240996;4,5710034974159;2386346;295787,866366247;2386346;903253,077861527;197604,985069943;176742,593383708;3262981000;2033626;821524,73093274;179725,24663286;161121,429898464;86813,4668637648;550862,258012949;395859,596870111;64317,2836987869;0;261417,853004627;0
"China, People's Republic of";0;99507075,2802161;2123305,86184737;71040750,2123578;1648040,69116028;-11968251,4192592;1360376946,66275;24872510,69078;54,6939938462677;52,9014449195846;557978712;6548201,25751688;557978712;197741100,633731;3737914,92716914;20448787,6796224;0;0;197741100,633731;3737914,92716914;20448787,6796224;2702235,00665108;16425782,5032541;18324309,4332631;1591335,45844265;0;491897,495582854;0
"Cyprus";0;38301,9758611741;3753,08692742915;253409,026297571;7756,93702422509;76119,7695477259;242190,88056787;13880,738498527;17,4479823673338;10,502160367709;118460;6207,97801994614;118460;41427,419307794;3944,65689508713;3087,46591242843;147503000;95280;34277,292871583;3263,83255172674;2547,81570845324;1881,32045327384;15224,0630806678;7672,76047858086;2628,46981214755;0;234966,284180441;0
"Czech Republic";0;2477982,56078613;146962,083282744;2419260,36391197;118997,297938315;912030,79879065;5669184,48254473;309569,714633;18,3131107940118;8,3713187364049;2853760;106468,634170874;2853760;437132,578680853;52217,887341915;968258,12184688;4240213000;2480010;386155,296628863;46128,3710235;852078,826920245;45120,277302585;310260,172264;203101,080462126;26874,4988189819;0;316060,645705561;0
