"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
"Austrália";0;37727183,0314355;29941539,3186148;-3242464,14240894;-45203866,043829;71084705,3693529;-2766765868,93351;-623762,41184972;-3610794,89206141;371391733,439528;31811746,7227082;18566216,5520636;-396831,541620821;22119361,961465;118525977,350435;371716915,086726;-3469997,45045123;364381,164099567;-1153887941,17506;-968875357,593243;70570271,6135522;65895264,2976143;-388330668,390241;-416378066,598945;-6150737,03580106;498143,7219362;-286961,322303352;-27794014,8247096;-442149,272221806;90101737,0575533;-4809394,63568953;-2499160,35795746;-11079496,5482586;-29950706,2053963;-1320552,70231267;369499,419631289;97392400,0807421;-53797524,2332057;-263656863,372689;534885727,102134;-5330309467,58454
"Áustria";-37727183,0314355;0;41675917,1135629;-38104189,4200603;-60251012,5422614;-21065022,0771861;-320091339,376012;-3153870,38753818;-146732783,906735;865121492,394081;3931167,97922884;-64396922,0143116;-3643089,87174813;34210311,525546;118469694,137179;-10165166,6349437;-35209639,897038;-177891328,089943;-50051373,1823513;-272877875,897732;33378591,6773828;9659448,33280182;58960461,0289152;-20119411,0181613;-7206730,2563052;4944184,51468577;-4962477,33213868;-18608398,4536843;-2725,24073714623;65396653,4095819;-110749299,234653;1459481,74121187;-79301895,1719321;-130418933,554871;-43050359,6474376;-38071741,8006184;-916893,598739803;-94533462,573439;-18813159,2756213;-72011932,7402874;-2391761485,72035
"Bélgica";-29941539,3186148;-41675917,1135629;0;-28716466,0581055;-200320253,922438;-3696527,10600901;-882455104,55431;-7262661,00912447;-49484960,1565496;-141004026,250321;-79059671,36956;-261401125,667328;-7108559,09814954;-8310638,02631512;-116241189,470817;-489871951,368988;-93569182,2515141;-44021007,0227397;-263971346,211063;-1151395469,60591;317868699,211473;-561980728,016931;99876411,5281771;-28119060,0023644;-17159699,0632796;-218469994,745301;-6590995,22948829;-34667843,9343235;-826381,562948179;478916300,133966;-136885978,753069;-59026704,878264;-47464371,4659553;-171435511,370336;-17426039,6263861;-11283985,8154116;98075146,3783933;-149133029,375017;-109761319,425584;-97719823,9204817;-3194722916,30941
"Bulgária";3242464,14240894;38104189,4200603;28716466,0581055;0;-6946452,0715532;8863477,76034402;-16322378,7437965;2280468,86017291;9336854,00387977;194191680,277223;10489295,9929067;23743466,4266148;923735,101300763;7836522,31910761;59497270,5729224;41986148,9939153;55865895,6101604;7219932,99946834;-546549,419478258;-78594686,8365976;2675513,93330752;114304387,967535;16672719,9589372;16074153,1954943;1206775,31913974;346506,771232132;1652291,94976311;2495349,73815766;602940,039380274;25273750,7365749;9186905,38497799;1893649,23431207;1510402,78760993;-7854789,73483139;3096295,89687995;2947324,13892962;11395324,4467783;64399041,8032239;2527840,56238244;53665706,7477925;-2321949,88362661
"Brasil";45203866,043829;60251012,5422614;200320253,922438;6946452,0715532;0;255300540,735604;-393207611,959712;3511166,76624489;20100192,3483417;1113598163,63832;81056511,8365058;322573800,676679;-22482,1986772448;71308463,5009674;521583936,862645;375171439,891392;19656267,5480297;32055717,3091042;-76331539,9901406;-471409478,041288;23861299,6161459;529294906,703036;613462273,046511;68898874,2591516;3131,85235639432;-498930,393706885;750852,914244133;25682168,0603127;1184812,94984747;357918481,725672;26017584,6992059;103737532,632297;4816710,05870751;151851444,737853;1863754,22048286;10317502,9408857;166383496,252755;15558799,3274157;84806879,2784719;1496380566,7697;-7983265392,25178
"Canadá";-71084705,3693529;21065022,0771861;3696527,10600901;-8863477,76034402;-255300540,735604;0;-3184550427,67812;-1755021,40253513;-6186908,06350933;112347552,339955;39830099,8038807;1618165,93713203;-6377206,64849512;48621814,7840207;265449790,85273;91164583,1882623;-2026937,23021925;-9668678,7754165;-294941380,287045;-1492579912,38609;54819403,8353131;109437642,769715;190582936,461609;-158118008,041127;-1758365,94813333;7499606,10825037;-1131115,67882114;-87820874,1351907;632704,842165766;-9597664,8131963;-27199344,8792647;-7148521,2295836;-21547676,9331301;-72055624,2384084;-3087989,76511633;-6041587,17549311;89722365,3258771;-22631440,6004567;45746874,9874932;-4110895776,95475;-4901317372,18614
"China";2766765868,93351;320091339,376012;882455104,55431;16322378,7437965;393207611,959712;3184550427,67812;0;34644791,9301085;171407820,223904;5757125710,69269;395290800,90532;1289659980,51694;13405674,547199;329441928,003762;2962281503,54424;4551794454,97923;193625259,535403;99942471,3797924;-202946522,903386;-572075329,130808;210788607,509362;2376013492,03316;21166090239,444;4542684582,62632;6929251,94385505;18401518,3666706;6258388,80979071;575160460,207149;14673975,582374;1631862164,58129;339096424,304121;116873853,071947;66594105,3771892;549375669,808202;60657996,0334646;36396519,6278491;642685720,727926;416871344,481603;3414590041,85515;32150113472,5982;4600569081,59194
"Chipre";623762,41184972;3153870,38753818;7262661,00912447;-2280468,86017291;-3511166,76624489;1755021,40253513;-34644791,9301085;0;-212070,633393208;33269085,9684907;2897736,98048896;12632253,1540891;-26730,3053562419;1807792,92754002;21993707,5629655;41243524,9881972;8048525,49643861;-1687112,97832322;-7256939,86754189;-43952758,3087974;2853031,34226199;34513436,728425;28366327,0857266;570487,234570443;-50736,7530549757;103913,554487081;-17898,8615164266;21600,7250587322;-82159,3375569416;6865375,07806426;-1024569,62277014;645783,012426944;-4415550,87257596;-22542703,2598867;-118536,340063806;170587,48860268;5765704,49178041;-455312,83207114;2942051,38720036;12081620,4020032;-137397966,09366
"Tchéquia";3610794,89206141;146732783,906735;49484960,1565496;-9336854,00387977;-20100192,3483417;6186908,06350933;-171407820,223904;212070,633393208;0;796171023,968474;15831114,9730034;23231009,2114379;-1190559,76320907;24735183,4071922;114586448,053114;99220573,9033364;-839831,558913998;-11961332,6778461;-18655065,8392458;-190566371,254876;14251455,5631112;115792779,167001;42810047,8535603;6588565,68654183;-2231997,83497705;4118980,02821686;-1561922,3304318;1173661,88989895;61216,5992885296;47041094,5609274;-40501682,9410097;-906209,933553782;-10219776,9544291;-97432341,7506042;-3863292,6703046;5484005,71408571;25258423,0547331;-11917299,5475658;11199095,2510947;57565758,0198749;-664500248,479669
"Alemanha";-371391733,439528;-865121492,394081;141004026,250321;-194191680,277223;-1113598163,63832;-112347552,339955;-5757125710,69269;-33269085,9684907;-796171023,968474;0;-266722664,414205;-855636543,506636;-53931731,5850254;-13919805,1911284;31476497,3990164;-1110208563,60759;-412911220,005764;-476058087,802289;-1146630758,14157;-4746588794,45825;716556256,417337;-825818366,937626;974919018,701108;-266295535,08436;-127818822,655021;-50006211,2947602;-68237394,1000548;-580771179,716603;-18954453,0979264;-32292429,01999;-1378583626,72798;-234702265,889259;-505175639,297008;-1621473223,33871;-214903396,673991;-58213838,1053148;-362153380,449179;-1058563760,72014;-298814933,493435;-2784738339,4168;-26827563347,1655
