"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
"Austrália";0;18538522,7528592;52338352,3157177;-3935395,89288516;-31133135,010995;35210217,8649341;-2960144262,82679;-536433,052625413;-3586477,95309175;307532234,055475;28704103,6044158;13974580,783533;-68396,7774441073;40987650,2434454;100300410,704465;250831400,753186;671128,384233873;-380366,749391068;-418895202,908185;-877324436,382547;27476149,6728043;46475822,225927;-391698029,246658;-367027810,229579;-11180282,8992428;217290,476962381;-1091494,83412366;-22602293,6225653;12785,2901180673;110560813,623946;-3667332,385034;802579,585749453;-10993328,4783238;-33338684,1995708;-1636980,43117866;-851219,246973261;88993015,5054951;-26376028,2362399;-130678517,420202;468703247,728115;-3220994567,62559
"Áustria";-18538522,7528592;0;61987739,6478173;-28396503,3526278;-39275829,1331494;-14296170,3217035;-459322609,439547;-1951985,64325182;-145514254,426965;776522417,631851;8626636,30060981;-29615233,6739963;-2038966,67069898;4233353,45872363;93179737,0866996;22361052,6799581;-18885945,6766235;-134905088,436194;-42428069,5883385;-258607145,39011;18448572,5191585;41707967,0999641;24487455,1215401;-28161431,5038861;-5213238,38900337;4929994,43803406;-2691294,8734491;-7993978,24515035;-350404,261311594;88524876,3339305;-73472332,9139147;-2188362,33208978;-66035366,2424437;-151499196,232691;-54897219,5385646;-50672625,7682116;20438830,0533498;-69410972,9473595;-8184275,24247934;-34265118,0641153;-1425803987,35026
"Bélgica";-52338352,3157177;-61987739,6478173;0;-11055799,9393765;-166662941,871539;-38519767,3942753;-889299464,89966;-7339918,11156652;-49895120,6916963;-460509059,579822;-65809553,1423832;-172769166,394714;-5435641,13195178;1649147,28424239;-311951691,265177;-271446889,411497;-80859493,5177074;-36914088,2022304;-127024963,024458;-1176552812,31503;79365856,2112683;-461513746,25446;24937307,8203222;-61977127,1750254;-11199143,0163929;-185792109,708064;-3165154,42345799;-16653104,2036265;-1395866,69243149;469757738,971461;-79471050,1212415;-53173922,8156712;-47632536,3841288;-147644808,711493;-12365868,9074458;-11028927,6362871;107869433,462925;-115911974,550863;-150081863,677755;-173776324,472488;-1519539416,63932
"Bulgária";3935395,89288516;28396503,3526278;11055799,9393765;0;-13761758,6114267;6008786,75010748;-8533056,92483892;2327228,54117093;3294433,87294131;153819403,07605;7785101,45659911;16898389,8700696;262872,60035847;6604015,56715032;44159544,17526;37840783,3279335;55126777,3218232;2735991,58818511;323187,670694228;-10362507,1490048;1807998,4197204;78008698,8046603;8523186,18878942;9205888,09364685;-970114,796626601;232348,575878639;898423,98658318;3425629,00358303;707056,284584922;24009422,0233311;5156523,69237383;3983974,15548303;6037256,19208331;-50248541,7163582;1990009,91656648;1736504,62239892;7516254,16775628;39743578,5097138;3247456,06484081;37764711,1701851;70966762,365869
"Brasil";31133135,010995;39275829,1331494;166662941,871539;13761758,6114267;0;214394278,732866;-618806724,307579;4360010,76450936;18954328,3325649;930822429,155544;113598675,463575;310314155,833491;327067,10114547;43030411,8191856;487929200,916304;263061950,965045;15331963,4171072;31345875,1438749;-11776371,3008674;-132647019,418655;21086833,5155263;515789551,560018;540039112,863176;77158582,568879;1692707,37404886;2905532,9917791;-709821,582911963;-6624495,8723024;1932959,83279158;438894650,871589;28233018,0890788;115272854,591712;6186269,87410902;20030661,754729;2277281,66936968;13997437,9216159;107765564,526291;26393217,0965876;32006223,5471404;1532438130,89986;-2201585000,41127
"Canadá";-35210217,8649341;14296170,3217035;38519767,3942753;-6008786,75010748;-214394278,732866;0;-3521432236,02202;-1127505,50210588;-7274844,16739057;-20599508,4736038;26942448,1400546;-20070710,9747729;-2431688,02395269;23471552,4451331;72860290,199015;52091380,905104;-990213,991243649;-3966341,24739555;-145521587,260869;-1051688452,90346;16949823,5079741;45981650,5995129;-350298804,72902;-173371174,70709;-4273079,42132974;6223740,86091959;-1091928,03335029;-111020919,005066;1185908,97945251;43483841,6616697;-22315570,7140333;989180,212650046;-16483887,139183;-91655336,1796555;-2709753,41921078;-2247065,25238407;76767897,9567159;-39121409,5527001;-33673920,2375979;-2839301383,56515;-2597694023,18738
"China";2960144262,82679;459322609,439547;889299464,89966;8533056,92483892;618806724,307579;3521432236,02202;0;43727906,8751187;152184030,555355;7926532165,3778;587367958,778574;1259815458,44866;13443484,5152646;285052636,880804;3188612766,93286;4639894055,9311;200007090,190197;47342624,5606484;825283243,90664;511123305,834774;232603158,252989;3092820103,99208;31068337897,2815;5883589743,9187;2178798,32888089;14214243,8638905;1631134,58950078;303058035,771235;18944190,8090641;2159808523,53092;223222236,87367;119651297,869686;40869699,0590443;1369179925,0844;47645134,575481;33946536,166255;656226858,719083;564767946,882152;3193639083,46699;31942743321,7933;18433448930,3911
"Chipre";536433,052625413;1951985,64325182;7339918,11156652;-2327228,54117093;-4360010,76450936;1127505,50210588;-43727906,8751187;0;-1114351,38848181;27511074,3030306;2734525,37615947;5965253,91309097;-88601,0316758063;1085428,48246597;12837498,9664466;38000999,8738741;6857755,86732839;-445934,568223948;-3183167,16987031;-39627707,9552338;2626160,84363852;27472884,7623336;16149411,4024153;-393894,475904261;-96852,5477672229;107070,81547159;-53768,8569915457;-372703,268428725;69608,6431396955;7842080,65281015;-299311,284315627;502132,971243085;-3740167,69078306;-23400281,7729246;-288340,70086998;165699,684316557;3714543,98869098;-445004,633187011;2607169,5063707;11913383,0297591;-65616800,5915119
"Tchéquia";3586477,95309175;145514254,426965;49895120,6916963;-3294433,87294131;-18954328,3325649;7274844,16739057;-152184030,555355;1114351,38848181;0;779653117,653663;20153608,7313586;20623039,5884186;-475115,421505895;19442901,5864022;108496443,392356;84776599,3231951;1684229,13780141;-4592268,06593813;-5521418,78370802;-195873110,414612;11967159,7069072;107126839,943297;30450303,8168014;6213873,06743608;-1771942,35409825;2553076,57095488;-517704,484872349;-461665,450066186;158995,695931432;65354810,0704275;-13734663,0855033;1054714,61874883;-3078638,26072315;-55374139,3339479;-18060560,2553338;8170420,90596943;27029148,0573624;-7437680,41358836;8360013,09172901;54515044,1832906;-240590761,141842
"Alemanha";-307532234,055475;-776522417,631851;460509059,579822;-153819403,07605;-930822429,155544;20599508,4736038;-7926532165,3778;-27511074,3030306;-779653117,653663;0;-131516628,095691;-513910015,664327;-35841294,8677694;5403001,85679162;-279347929,219027;-1476129627,41231;-325652170,86944;-371017295,013404;-770496362,662447;-4908993187,62556;338467389,033768;-492460072,630109;551925479,225772;-424279988,642659;-100542630,300608;5603453,34610391;-46716864,7671146;-271607104,062541;-19688030,0856573;115751902,240682;-1150636701,15288;-177857748,996258;-528763687,5535;-1805699115,51606;-152867810,341866;-89552651,090313;-330864932,109999;-1099195258,24765;-308787190,291494;-1838499454,0135;-17922495514,2501
"Dinamarca";-28704103,6044159;-8626636,30060982;65809553,1423832;-7785101,45659911;-113598675,463575;-26942448,1400546;-587367958,778574;-2734525,37615947;-20153608,7313586;131516628,095691;0;-40355998,4288515;-14769165,8354216;26971042,7699769;-1507668,5458672;-77732149,6615581;-28616440,525303;-12185639,9923556;-67068870,5518466;-345102196,937209;20525250,3069908;-12243940,7435481;-117911287,796477;-33559363,2153182;-33985288,5075963;2970222,04476269;-9991884,20392765;-11760494,6965657;-1571093,81389142;120129759,616936;-116095326,492007;-7990353,01423264;-8900625,99121045;-146598329,992373;-5389496,84372278;-2862322,2900841;3313796,55636549;-33006865,8925437;-9862957,64867986;-125679436,842672;-2475526889,69299
"Espanha";-13974580,783533;29615233,6739963;172769166,394714;-16898389,8700696;-310314155,833491;20070710,9747729;-1259815458,44866;-5965253,91309097;-20623039,5884186;513910015,664327;40355998,4288515;0;-2257482,87663404;57733550,8194126;299394642,560041;150303738,401991;-63203996,1241422;-20260429,7558159;-104476585,181401;-720068752,151583;61635011,0030664;171504786,787721;164733087,873059;-24804621,5453151;-3169348,0243683;11850975,1266417;-884703,328994582;-44981000,5034587;-4183332,71786632;162006441,844159;-32934385,3352958;-395561011,674987;-27808935,5268183;-156194877,285375;-6431791,21032072;-19091860,8772277;63170600,1598644;-92088151,3361553;-10586002,7944736;39604266,8252387;-4451862055,11826
"Estônia";68396,7774441073;2038966,67069898;5435641,13195178;-262872,60035847;-327067,10114547;2431688,02395269;-13443484,5152646;88601,0316758063;475115,421505895;35841294,8677694;14769165,8354216;2257482,87663404;0;99055105,7399117;4968815,01094289;15683001,5095794;108501,477153932;329629,032845553;-209283,572938228;-8074373,74691329;1261435,58040975;7543415,69443009;5517537,5652855;999190,687404858;-3589175,31203447;275772,522158346;4027658,30094755;515702,832751183;6892,81530446257;13416144,8602749;99127,074935603;615511,351917136;424800,821482974;-18370786,7938363;196877,561488886;53123,7804290099;53517186,0929699;5152392,29416598;416260,871068266;7897291,58363439;-17576647,1832062
