"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
"Austrália";0;76404449,2626739;12172588,5674406;-14505809,2405822;-104622726,849668;13640053,1111189;-5118515371,28506;-4193938,64822452;2032485,56156823;511952020,898454;68455434,5838525;-6430118,98650596;-546336,678263696;14904404,7606834;207934181,736395;174822530,325135;1520969,42226801;6591522,11105321;-857926068,021613;-1335859712,00151;90903796,2055585;153430744,771008;-874756387,557533;-740097243,43407;-52439,1558580768;677427,920067278;68081,9329697989;-11189874,1879857;212250,562031095;53942609,3179637;7499419,40858255;4077759,2664681;-5876454,82499053;-20539390,9345079;-1071238,78139825;1906268,53699028;99096973,7753591;-31286216,0164396;-342099593,012793;454301969,001649;-6206262792,70493
"Áustria";-76404449,2626739;0;30043489,6254162;-40147723,3657534;-43175442,353898;-34977236,9420042;-671403109,963237;-3575136,8919167;-9876890,29364556;923509152,016209;-5373420,19791059;-68280042,3274139;-5683407,40844498;37249791,9820616;4294819,43572152;-167640280,862005;-42797396,0650221;-227434544,472901;-54044072,4623032;-289751319,190251;9874292,70735488;-200478050,517457;3581469,89145586;-17017512,4385373;-10442119,8345603;-285361,081117781;-9306807,46857797;-33966647,3092164;-730976,515969636;70872718,9204023;-30148141,6080743;-4355457,45284033;-115713169,168265;-77744775,9862979;15742053,9501114;-113555837,514596;16570457,7856432;-63002054,7797783;-15973891,747446;-330237515,428508;-2780801228,1684
"Bélgica";-12172588,5674406;-30043489,6254162;0;-12293913,45565;-150525519,343317;-20804451,2027448;-1316785189,87138;-8343827,82196384;-22000063,6660821;182751935,005774;-82125040,3721502;-265509719,501149;-9096870,21743217;-21855781,3050544;-70068355,131259;-605163929,682933;-134528808,154753;-57060567,74652;-198338809,582992;-1756122903,28092;389569849,294248;-629592131,043478;180390474,328599;19583535,3948689;-16004691,8331162;-220804110,249752;-8013116,21997398;-50610576,0578926;-3133975,59736262;701047258,649992;-79792694,9582735;-53884085,6558068;-51372870,7865897;-93842851,0693407;-18040946,6616364;-22388234,8492939;18149584,9972394;-104762108,986965;-23103571,0878949;-272664464,795174;-5163629959,66134
"Bulgária";14505809,2405822;40147723,3657534;12293913,45565;0;-18044547,3219637;12650515,7798325;-69731045,3797287;1743771,58683695;16477131,1264242;227019737,020876;17534457,043666;48693922,6720067;793525,578692454;3809146,09836991;94896484,8764558;46117550,3684073;40749099,996488;14918788,8087952;820901,581661944;-28883689,4677688;4750927,44508025;126893158,260695;13483620,1952367;7153085,1927208;1083373,2382603;481187,693274051;387471,799487379;8203252,61012196;1575240,33710645;25488330,9895123;21942077,2893216;2940999,24672915;7889104,95368055;10727357,1087848;8945772,91721258;6499378,94755755;17096824,9535721;63912648,1209547;3625297,43583729;52105754,5731362;-100893372,831151
"Brasil";104622726,849667;43175442,353898;150525519,343317;18044547,3219637;0;212551066,667552;-190939932,172091;-1411603,48232653;26848630,4710397;1148509360,83202;57459123,7039327;390750064,026931;2239951,96021635;76722863,9653524;490543373,585935;360041309,606662;29136350,3329307;5254657,77565619;-33088212,3830018;-277096058,616688;39879587,9310599;438751464,336517;529490461,653637;187898920,000542;3685627,96464505;471939,9344045;1002152,07589132;-91212612,8996886;2170450,88226321;518827594,428345;23168555,3482072;81761002,9256061;26160394,0063329;316153201,710822;4279563,18778774;7141642,41610802;130213927,594818;56054586,6340914;102404439,777131;1335933896,66073;-984809221,884036
"Canadá";-13640053,1111189;34977236,9420042;20804451,2027448;-12650515,7798325;-212551066,667552;0;-6012240689,48847;-2292017,70550375;-9509856,00730535;446401517,680944;55159752,339195;-10745383,2701163;-2095160,45396449;61953389,2636704;216071365,371406;-229493061,146778;-4723276,22158863;-4246622,82769549;-238980787,439718;-2627458493,24415;76732834,9686998;156986333,185428;166809629,661653;44857802,2145088;22433049,2147663;1670773,47610192;-1252328,48490178;-343878886,500231;752520,660701084;11714342,6778136;-5048024,63398084;6461762,62126593;-24048625,342708;-54070762,6737256;3459407,26987294;-1714021,1589874;125047132,758736;-21467760,213953;5729801,0703229;-8699667704,92081;-6569265676,80468
"China";5118515371,28506;671403109,963237;1316785189,87138;69731045,3797288;190939932,172091;6012240689,48847;0;42962382,8357889;527609463,104802;11085083752,3214;662641246,614938;2866219840,85242;107594880,820217;599110633,735478;5037303256,19349;6691586023,32452;475182865,636507;352571345,38687;379798294,901381;472524411,647326;634909269,322714;4509694574,33468;29989357354,9017;11213166949,2378;52526966,7593399;42534736,2896209;22208515,5512716;2320861744,13103;20994764,9334975;2175474469,63558;806803045,489021;156044002,100396;250320826,249714;2589956228,29216;148873755,755616;36270277,0188615;905092941,224689;1317330163,95441;5744579053,69653;49365393222,4166;13993715244,4923
"Chipre";4193938,64822452;3575136,89191669;8343827,82196384;-1743771,58683695;1411603,48232653;2292017,70550375;-42962382,8357889;0;512082,570288733;28795005,604436;6426072,38549732;14758233,6647971;92412,5169916751;1492836,71525071;24628295,0110177;37378207,4880673;24354503,9356734;1933451,52928538;-1626838,34974498;-37281185,4506382;3664027,7107652;39324156,5249317;9065230,27095071;1857670,7811957;-420299,805327334;108104,287305841;-458073,409615195;2957854,44030784;-5459,49507512039;16370506,8342198;1211839,49922065;763604,403870636;-1422079,59473979;-7247855,93208579;784493,096074192;1900608,37968267;2591092,66828748;317365,980906136;1163885,78386056;10896203,5775667;-156788337,235535
"Tchéquia";-2032485,56156823;9876890,29364556;22000063,6660821;-16477131,1264242;-26848630,4710397;9509856,00730535;-527609463,104802;-512082,570288733;0;627661738,748004;11165459,7303369;17644094,4517347;-4460684,03249134;4348157,77475383;66903287,6283399;-7764055,0841527;-12658604,5247345;-23812213,388132;-36077466,2778206;-178482622,529472;18034513,8797726;95159568,3321519;111072712,644373;14846581,5059443;-8750663,58072558;6830996,46722873;-5848603,84203605;-12345554,883945;373047,536350092;111056755,630645;-55992330,0216174;-6329792,29625644;-54069458,0156612;62029408,9500189;-26085180,5887576;1238948,17837334;42694375,6578762;-24835511,0257399;20181944,4230483;-8277017,34121543;-1267397310,95554
"Alemanha";-511952020,898454;-923509152,016209;-182751935,005773;-227019737,020876;-1148509360,83202;-446401517,680944;-11085083752,3214;-28795005,604436;-627661738,748004;0;-135113771,17464;-1815627586,47927;-92756409,639357;2592483,86756814;-1203873503,4181;-1636751520,61624;-550211182,021584;-586302191,596776;-868134972,231535;-4186802174,23442;867718011,482592;-1947809714,73479;-81948207,6677885;-180169934,461564;-142383387,382368;-80623921,4368422;-79071143,5664134;-739739783,822934;-14189583,3478733;910703276,128049;-1022691604,76844;-431247239,212833;-606178239,046592;-562288998,52172;-146736924,743031;-92509317,4385445;-457066409,866744;-921239316,358216;-323675772,901185;-4419463153,01903;-28898989090,6768
