"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
"Austrália";0;42717,761783541;28047,7430018214;-11640,2280902666;-40898,3630995803;-57433,1496304277;-2191535,96008505;-425,048551842438;161,677194432358;277768,546300546;40334,7632707031;14003,7256512087;-343,990223329099;6545,22339381167;104915,283395067;114612,574240794;-2158,60973052712;2815,15760795148;-500528,881071393;-575649,078646249;38032,8459502503;105483,447133755;-280790,270521463;-269221,947117193;-214,620981040222;594,080010009087;-25,3200290615214;-641,135906307907;32,6822292228811;27840,2121722234;1638,76109069887;-274,85312131834;-2885,1181243458;-8901,51691229926;-336,046068464968;1078,31973735223;55594,2524308028;-11351,0266953699;-112415,331046024;208088,171928307;-3068403,98741363
"Áustria";-42717,761783541;0;28213,6889169848;-25871,1934568522;-24789,8509939383;-34491,1223876695;-271381,449326697;-1134,66020224803;-8326,84430854672;605631,439378693;-5712,94058703229;-46985,0395206229;-2895,97352721554;16682,6035479904;2480,96379931344;-127739,535209447;-23495,5898026876;-144870,429118422;-30849,9444267455;-131090,429431564;30146,0162269751;-114297,850485451;7947,58686803197;887,015395883875;-5138,99207577835;2251,55528478741;-4471,44967581112;-17380,2100294396;-201,943614783236;32732,0091789077;-63136,3391904724;-947,318487983455;-59648,145781193;-60158,0268168555;6890,23454912133;-56728,0610792318;21220,5534506805;-47827,0771673443;-6585,26953288281;-199233,621373101;-1535132,19634875
"Bélgica";-28047,7430018214;-28213,6889169848;0;-8491,15191502813;-101120,403995078;-1488,60724598395;-594023,482511963;-3898,68253237473;-16843,0603249078;217006,823055285;-43438,5992157304;-152470,953233728;-2584,61616476948;1944,00471966549;-7445,48725981475;-405505,388366443;-81276,9866797742;-32557,0553385358;-128478,50293174;-760775,152448767;228696,474254432;-373625,93856412;111897,173902167;-4406,19074106732;-5833,20852772081;-111543,547617751;-4357,59963957113;-30565,1430970838;-1182,27308140919;296833,123739324;-48079,8274001669;-25646,3636078598;-29570,071943307;-61422,5028369385;-11207,7518942458;-10679,8703914027;31538,2438982808;-56923,9312493994;16337,7727454195;-174839,213171276;-3591589,39651877
"Bulgária";11640,2280902666;25871,1934568522;8491,15191502812;0;-14432,0880156231;7803,98592190151;-30790,3509704982;1955,49577231496;11908,4156615128;160173,671478347;13977,0674474941;29888,7351210055;438,040142426984;2832,52213020088;60803,0527383741;33278,516825364;35845,9685263594;7744,90224473717;1044,37024796751;-22145,4042145253;2599,28740502362;89194,3219953758;9025,75204153994;4174,92272132835;771,393292151241;282,759408039848;484,594778694517;7945,27064481201;503,846379544293;18935,6355714909;13681,8171924124;1023,98795080153;-626,563605643674;8266,47938492805;3878,83342492369;4794,11704387522;10285,9341842165;38909,5140263957;3031,81511126935;41426,6326205095;-109792,922437493
"Brasil";40898,3630995803;24789,8509939383;101120,403995078;14432,0880156231;0;145360,790710901;84468,8089429134;626,950687257865;14145,8961699527;653405,646763337;28716,2618843053;243360,109506479;1184,24850221553;45187,154475002;298549,537357612;224613,592994007;22662,6729816486;9310,98369618085;-878,297297871413;-74950,2068606455;23992,7844412818;274777,179903162;336317,654252084;148687,929279253;737,975181826717;120,883682686037;764,064027366772;15879,1234339668;1013,16400419639;351679,763411513;22293,1560613092;62176,1722141143;26473,6383564749;149324,296514799;2333,52987705499;5447,93465017935;60454,7793816473;21618,5376450693;86717,0767020236;747483,742606492;-1229082,45981237
"Canadá";57433,1496304277;34491,1223876695;1488,60724598395;-7803,98592190151;-145360,790710901;0;-2519410,39420264;-457,928978453082;-2381,18203324753;227366,209527779;25668,1112806252;5777,53967695001;-1018,44054714861;32760,8802264316;123207,447909163;-129864,87208708;1926,04414191127;2066,455016907;-148068,11376528;-1109589,08631013;35276,8035606261;111418,47284899;105064,952787345;93972,865195757;2076,14882981877;4432,03458488253;-769,807462875874;-84031,768738625;362,585716987264;21656,1164515055;-6267,85910472542;477,900861483409;-12769,7979494187;-28200,3668938085;-732,058052304149;-1898,1127076727;64493,3586832956;-10492,3154293234;25092,8494156551;-4404832,34713265;-4308346,4240847
"China";2191535,96008505;271381,449326697;594023,482511963;30790,3509704982;-84468,8089429134;2519410,39420264;0;20742,7183566178;215421,587317682;4914046,50771344;277733,017066797;1107949,25770677;44338,9067537601;291868,968106542;2014429,96086589;2906849,32957513;212644,256105738;113226,473064004;-5853,88966663415;-234585,062134508;234317,634819367;2083943,79507096;15687438,3004965;5341849,71921232;20894,5342365926;11632,0020004898;9236,1654058996;826293,942029013;12928,169457465;1156115,67828443;325435,333635127;70035,0710407244;91951,3691991396;1084833,6365674;58862,5436774713;14236,8086649335;421120,484415627;469410,0289653;3049268,32577087;21365495,8541792;-216097,60823201
"Chipre";425,048551842438;1134,66020224803;3898,68253237473;-1955,49577231496;-626,950687257865;457,928978453082;-20742,7183566178;0;120,116066822767;17083,4340383576;1479,65552284042;7943,87418877037;-39,0160736952054;1140,59090539992;14921,3298044781;17590,8283764371;14593,1568436704;175,16393952877;-1818,51303471709;-17788,7844288984;1624,78745561813;22846,2268461299;7924,19709632361;-4,55633210014526;-1059,91107949058;54,612017687594;-173,989294353179;53,0987531463355;-60,8592479497051;4222,69185527761;-536,266107612165;319,084212274858;-722,280375622621;-2145,47891676073;-254,278538504372;36,1609026617257;69,0254408385267;-339,95179332021;719,093959866827;3128,16228721396;-116126,858951984
"Tchéquia";-161,677194432359;8326,84430854672;16843,0603249078;-11908,4156615128;-14145,8961699527;2381,18203324753;-215421,587317682;-120,116066822767;0;276194,84450698;8683,44105446761;12140,2435112143;-3170,53299398267;4291,15165001793;58020,3570410114;16131,3593360106;-6834,14321944331;-13589,2980457356;-19687,4268413549;-87026,9357976126;14480,2153375184;79461,0024502524;68220,9902495589;11499,1985652259;-4379,89119771976;4381,30450747657;-3415,45900217292;-4530,87668073137;-79,2572794082764;35839,4571087461;-32852,3327346575;-908,977375518571;-26781,203085289;-1594,47318362341;-27374,2327267513;-2318,25236151758;15476,9468706788;-18906,5394342722;15492,9524635538;4677,9816680215;-841591,550190149
"Alemanha";-277768,546300546;-605631,439378693;-217006,823055285;-160173,671478347;-653405,646763337;-227366,209527779;-4914046,50771344;-17083,4340383576;-276194,84450698;0;-71984,4106750747;-1021771,22158701;-34574,6860207021;16230,650772451;-666996,60420769;-1061477,30275712;-296952,261548656;-301871,862568315;-589118,028490691;-1980459,48341872;562205,84509096;-1040588,39202559;91678,4472979843;-145233,969477267;-71134,1723468642;-31035,2372309972;-43066,9261331979;-369372,822622941;-13668,414621346;113096,004022155;-478078,673565072;-236125,533511767;-343802,44760432;-447913,069712355;-43007,7839416747;-48175,4004721192;-246377,33740342;-547582,808684852;-151669,147863953;-2100812,51619296;-18328060,4303993
