"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Australia";0;2004003,18163114;268014,389087836;11475908,2970346;261257,722865001;9708414,36111289;13615294,22458;1447761,564774;9,40437607673705;5,05801504427718;5318276;647052,663976537;5318276;1920080,93977799;379611,551758914;380965,789962357;8538240000;4717551;1716980,07589123;339457,289245092;341140,416202234;251362,22957721;1695532,19107316;800708,900797463;479446,360312234;0;593422,079585989;0
"Austria";0;1690820,90015158;165187,641423774;3225972,13902744;159295,338143833;1741404,46469307;4876975,75441692;440178,95631;11,0795295515724;5,10277034463678;1981130;181789,697346248;1981130;571122,166035459;111923,940813;80428,8576869347;2691859000;1716820;518161,824484393;101545,1979;73043,3728770787;59639,751567;474994,56657;258389,258963752;23847,3402773052;0;258469,388994316;0
"Belgium";0;3287288,40733621;260942,432118687;6589107,55224857;244778,953186963;3867602,9329678;7080643,27500307;559612,59873;12,6527588747503;6,14784182192628;1970700;204101,571164277;1970700;821056,629221961;133552,00947;96901,7872107749;2426687000;1759800;777227,184473137;126422,76867;91832,4052662412;52562,47932;410001,177498;355511,027565723;37587,1526473644;0;271364,699073326;0
"Bulgaria";0;1086646,64737155;25010,4619553327;797503,415374266;30190,1041421498;-470450,584802212;3178063,79483321;69587,357210309;45,6701320791415;25,470406230038;1992830;23721,0436448413;1992830;372334,499285612;14618,3180559762;19182,6989946939;2140921000;1296960;259232,503011982;10177,7922452709;13813,825366902;6450,42375446596;65837,9441320612;45866,3135654677;5670,02274423188;0;321224,986673713;0
"Brazil";0;7980475,06203404;252215,637585549;10616809,0095094;253095,946450939;2605519,75910518;79252575,4923585;2400123,013428;33,0202139844346;17,6657160868133;50173711;1055077,8222218;50173711;10050363,661141;568919,120614827;1010046,79309251;88666014000;42620336;8698191,85632742;492376,975469466;881328,019924148;342149,058596991;2422097,06370657;1345045,1912062;298034,479331969;0;604074,491870447;0
"Canada";0;3413919,46888954;441258,660473571;11649775,8931408;476400,595921151;7005753,83055107;14915439,5403323;1682757,17783167;8,86369093344279;5,248536344298;7491240;801957,629756603;7491240;2689782,48415808;512482,396559995;490228,489690941;11937423000;6812513;2333044,19283355;444513,296619956;428084,488689871;276403,298086177;1369485,41641448;880799,548075067;209038,95811962;0;581323,675291711;0
"Switzerland";0;1418891,01310835;196470,863764956;3756757,01527795;174076,668148877;3121748,78381828;5613103,77429865;676345,840070309;8,2991621175864;4,77801986756647;2355362;288966,929639266;2355362;909579,403261224;190367,438493823;173175,03059456;3216507000;2006285;829162,935926235;173536,937666302;158203,03729799;87375,8211527018;538331,756212335;387378,910431043;62698,8564671148;0;238186,193029635;0
"China, People's Republic of";0;104238161,211544;2008027,30356956;68485364,4234412;1689555,51547978;-24605062,1070147;1392224519,55745;23108651,152952;60,2468967289593;58,602361368367;571214958;6044269,34252041;571214958;202007158,599894;3447082,23155212;18976960,1588561;0;0;202007158,505302;3447082,22993798;18976960,1494967;2500703,13183297;14891111,6233751;17064381,8104316;1469019,5313674;0;498487,486269559;0
"Cyprus";0;27137,3001828944;3431,13863006309;236171,002926497;7732,45660418951;58471,0678484818;247807,520857911;15174,9178151035;16,3300733405798;10,2307490823133;123530;6686,95700398043;123530;41526,15065503;4058,95505020442;3070,3455135385;156115000;100900;35072,6759563129;3428,16304789897;2589,62809612488;2264,08330557762;15816,4841179359;8487,96081112303;2978,94799496669;0;219440,476031327;0
"Czech Republic";0;2375825,79266751;138183,27607229;2363534,65927302;114013,452866736;833745,427647369;5650630,10890758;304205,4494565;18,5750456443273;8,45723696359467;2837940;104795,646798359;2837940;459446,101460424;54325,792624491;996744,364904516;4201735000;2458040;404870,606182375;47872,6808679;877490,26783088;41305,987803909;319047,0810681;199409,802658141;25098,9920880514;0;305605,821773673;0
"Germany";0;13305358,3530414;1370177,22481856;28131081,9453839;1000737,25761203;27757540,1268968;41729010,4882794;3776192,0424;11,0505530491394;6,6443166668427;19621000;1608064,76968442;19621000;7009410,87067719;1054948,3449;736677,683476056;2,4179e+10;17812000;6470809,86038718;973886,4333;682751,077771866;476760,0099;3067556,3973;2168127,27271558;238660,354128929;0;249752,778785815;0
"Denmark";0;1233844,9162064;132598,694242655;2434103,98798759;95172,5619173787;2510317,32153696;3282198,91906566;320123,611635;10,2529110623929;4,45455532354576;1333000;144661,075243394;1333000;408634,395788811;91734,04888;513176,6004163;1821069000;1250000;387025,936895595;86883,1811;487622,615257144;43363,22435;345672,417675;175462,536391606;29822,1018945423;0;244499,156865684;0
"Spain";0;4332518,14841001;299863,099360822;11765116,8662944;303885,686407591;7291792,73504388;19109826,3727868;1368876,6543;13,9602252056516;6,03793125171806;6986400;535837,822065631;6986400;1891898,68091538;313335,57837;240620,613265188;10467112000;6157200;1731553,63260617;286779,2892;220001,371647816;193997,29353;1446993,889299;833038,832234369;74803,0564404707;0;421385,228108164;0
"Estonia";0;285243,646929022;13683,4895134252;409135,900904442;14995,3800169559;77971,0521266816;641914,371657386;29224,994806702;21,9645675184237;10,3759158195832;320000;10680,6370552245;320000;60049,000402828;5787,34460137901;4139,14908884515;549008000;295500;57811,2208615783;5571,67404466284;4005,01736822928;3905,9487268968;26567,7961422275;18544,3577514775;1833,79649814387;0;221965,038564511;0
"Finland";0;766188,652925357;85635,4208348388;1631756,09340815;74516,6833503029;1254765,919286;3008581,60117883;296012,2404;10,1637067342666;4,90023610064996;1339800;121338,744063848;1339800;398000,212036066;81220,61955;56284,2079748592;1846200000;1168700;356781,771455408;72809,0982;50591,3063136488;32689,18935;229273,8873;174673,496336152;16259,2778841614;0;301974,966722984;0
"France";0;5455654,76581841;546602,034497975;17232587,7431953;607898,169990854;9631333,01843158;25395112,5341711;2311866,1692;10,9846810652361;5,39287292839896;12109000;1030351,73262234;12109000;3829025,02225635;710015,80662;516403,490770293;14769117000;10701000;3443800,65387156;638583,6825;465186,930229919;262756,35078;1365479,4887166;1281514,43657766;86160,801508133;0;305593,613401885;0
"United Kingdom of Great Britain and Northern Ireland";0;3446698,32861071;375334,521893671;20558867,0174829;571751,787537257;10236810,663243;24492582,6107921;2166928,62336;11,3029023414783;5,35959171486253;12355000;986167,258290545;12355000;3811264,97157073;711111,06486;428192,55876064;17420919000;10453000;3204045,8024117;597815,2764;362361,983844052;208152,7335;2080366,49826;1180761,36506946;81180,9835373866;0;369159,918275031;0
"Greece";0;540903,975034533;43747,1249617074;1822622,39213498;55782,9626443723;860417,912098825;3072120,84689364;178111,705572841;17,2482815602328;10,0840098117529;1692830;82085,2968399413;1692830;415168,355470861;41170,9590947622;32428,7720799742;1852268900;1019630;297128,665004663;29465,3288276612;22845,0163588373;35827,513100434;136511,90129493;96026,4087328996;22552,1064398517;0;432365,267261955;0
"Croatia";0;396331,42996937;17218,5365863422;528824,190830822;18640,1617691118;82730,4241454561;1264783,24051721;52104,1219482787;24,2741493997865;13,9116270521924;854700;22701,612226824;854700;217509,796115844;15635,1083377817;84590,5052997971;1284183000;667350;181166,905889551;13022,6971446161;70731,5900383492;5298,91035544514;61817,5185759864;29402,5097214548;4053,53550485186;0;324799,692387821;0
"Hungary";0;1713927,3002447;92971,7646278542;1518096,20361797;80244,5043849035;249671,851237469;3715178,28324253;165591,61163558;22,4357879396607;9,73684651312032;2054350;58839,8824085237;2054350;285956,873628444;29368,5304829566;5925680,00444502;3127385000;1808180;257241,835358492;26419,41977948;5401133,73248698;23529,7450983452;186208,784716651;106751,729227056;16648,5529711173;0;291844,059458268;0
"Indonesia";0;16828576,9356228;207485,150906917;9358551,59281711;193493,713220981;-6980271,33330512;153212686,427839;1260526,82283354;121,546549944437;96,2144259177337;98481499;593658,406574559;98481499;22106797,9657031;229765,939513115;2050274863,4232;67613035000;47300380;16241501,8888029;168805,267337871;1505099512,98304;353450,351258451;1182588,45829805;666868,416258977;74750,8423961526;0;606281,065858584;0
"India";0;49989567,1194315;277840,204054767;14912994,7032717;358347,962790278;-37894652,9109367;706053577,126238;2698260,31110061;261,669926441694;249,120624350968;467868786;1102334,55475611;467868786;129274620,035051;518923,795939615;24474559,6203905;538516905000;229740337;66213800,1926176;265790,118201269;12609806,4646934;483641,479962456;3110054,47969008;1595925,75634449;217603,988374008;0;751754,370890554;0
"Ireland";0;1075394,85533209;123752,701255927;1904048,22816216;67022,7918989199;2814417,89466529;2100441,78760301;217593,51342;9,6530533221766;4,43070215258408;900360;98292,5419243386;900360;245046,145056912;55306,3908649324;35946,9249958094;1272844000;723480;202038,663608069;45599,6942810149;30940,0148290915;38632,1148904801;127507,089443461;119300,971495661;22628,2196465707;0;278641,463953581;0
"Italy";0;5825292,72716048;490513,808296751;13729778,3687572;419462,590022546;10391550,9318687;26127218,743923;2180188,37445;11,9839271918483;5,38674586632134;10713000;801956,577854859;10713000;2767654,51930887;513789,69567;375064,037076153;13127465000;8485300;2261737,54623404;419870,8464;308666,028862478;245588,53332;1878531,7156905;1378231,79659514;111818,217088712;0;341350,725946501;0
"Japan";0;8549419,01660567;680362,118456887;36079420,0302397;785039,422632203;23865893,6806823;73846544,4821052;5066831,24259704;14,5745024743028;7,26205162241046;29914886;2068541,73828214;29914886;10973706,6293899;1511102,81225838;154279995,117869;47745621000;25794759;9980639,43497264;1374355,3411508;140843600,641295;507352,122167314;6853027,02207551;2998289,5043149;403940,701090294;0;797812,670148556;0
"Republic of Korea";0;9355465,30290038;634191,218531585;18780090,4012811;501739,406977048;14060946,7710032;40406906,9559556;2215979,09972341;18,2343357665237;23,8953372369034;10977501;690392,936227384;10977501;10041198,1113119;420215,794058957;439532629,329182;16101477000;7542302;7584074,24336082;317387,202706986;327470800,369658;207991,126563482;2294401,9246763;1525586,16349603;277565,458071635;0;766320,472343165;0
"Lithuania";0;515782,454973333;25902,5720897087;773456,949625916;25794,9219502446;261442,662628546;1219204,23596449;51363,394109338;23,7368315919534;25,0615469015053;717840;23016,628443588;717840;270075,566454271;10776,4922698387;7184,62266363386;1157257000;626340;241736,414177024;9645,71002448791;6499,65440304229;10288,2261607896;43094,4825357783;28346,76566575;5119,32665304883;0;361035,62907547;0
"Luxembourg";0;113390,965362962;12343,615980774;371546,665133776;20629,2977246463;-31874,9565917139;283568,638510123;31460,3407867309;9,01352723520796;13,3367383007377;154110;14363,1501516493;154110;153347,00100104;11498,0887787652;7783,37189874644;218397000;145380;145908,444878251;10940,3395034137;7435,55624574432;1790,73588860901;33835,0259134083;17097,1906350816;2717,94031478931;0;223601,663843705;0
"Latvia";0;274138,079440576;10573,3329462854;395776,669015864;13064,5491369518;34436,4631534893;843513,62480826;32884,4731388797;25,6508176745263;23,8686508327663;450790;11579,3786109149;450790;148994,981611041;6242,28753669244;4332,75744070314;762569000;393620;133851,763247691;5607,8478915927;3864,1943672291;4518,72235637714;41528,3469402203;21305,0945279648;3552,20940859873;0;213678,623122059;0
"Mexico";0;6476404,28940976;345534,493562576;7280199,77410996;321563,568452161;1642869,84916421;36712879,8077415;1319937,92435506;27,8140957467223;36,009030561473;23252209;613060,332451049;23252209;8176483,30374497;227067,576556565;2542122,13793825;34226936000;16540429;6719244,09721623;186598,861242472;2084470,12776955;381953,297432531;877492,595117347;706877,591904012;100133,728469902;0;589283,730749798;0
"Malta";0;42196,8771199757;2463,55682058629;122303,344745247;5507,26773759607;-26435,094351929;149408,769472018;8151,23573612095;18,3295851462051;23,6676015210333;79650;3168,64382727281;79650;51377,7896756685;2170,80677271033;1679,87939990255;125329000;71300;46508,1839639688;1965,05691219438;1513,41405878975;816,213923768299;9054,0603058227;4982,59190884813;459,013918359699;0;249139,755906934;0
"Netherlands";0;6228621,77387383;370207,316019422;12664905,5890044;332214,335012451;7766183,94396065;15084714,0037883;826832,5608;18,2439767359828;25,689116072957;3697000;343579,889345533;3697000;5488107,40855754;213635,5098;158677,542179213;4209538000;3105000;4796166,02949678;186700,3137;138936,170699776;108856,3884;674924,0219493;483252,671454467;59230,1419396763;0;372370,000871475;0
