"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Austrália";0;1764472,06619432;213975,919906359;8833003,37368442;197943,388589937;7709413,88302204;10545498,5001906;1001185,79714;10,5330084888489;11,3988282348993;5043237,33898827;445358,59446;5043237,33898827;3016033,50410902;264591,538880722;212402,965813977;8269953719,71776;4451403,76024946;2609726,07187292;228946,872265593;181809,242922232;161807,522589278;823379,488073091;555827,20268;174309,318904455;361557824,023929;399240,866170142;6515418161,5571
"Áustria";0;1914437,3049625;175650,003840772;4268730,2006265;169244,947171302;2610327,89935385;5277900,3850123;443638,12668;11,8968593265639;11,5414062846506;2110798,42277773;184072,3362;2110798,42277773;1415932,694403;122682,856792427;73205,2685888434;2655218000;1697089;1195701,24471556;103601,001058751;61295,0395309529;44960,8970975734;0;259565,79048;16055,8572925652;129228962,383113;225158,945302563;2965601907,95452
"Bélgica";0;3949262,68860659;296281,213644328;9220972,55748845;296241,935440896;5273279,9712993;7493454,57695058;575647,60905;13,0174336853707;16,3906480090754;1931970,71122831;207416,45498;1931970,71122831;2230724,78229529;136097,412442763;76845,6381250938;2420866703,67039;1721224;2033805,97654028;124083,317231519;69790,1901470901;47276,0501272371;442827,937414725;368231,15407;49975,8545243999;94500752,2820719;181825,604160595;2137109512,1966
"Bulgária";0;1102369,40426934;23959,3560025364;1054944,65787499;34774,1125904784;-479732,590928647;3848605,71177126;71548,65257;53,790051573731;32,962917021559;2231762,01471603;24062,50092;2231762,01471603;387751,420538257;11763,2617369589;384,870904311759;2587278559,97619;1552114,53099951;291485,890818122;8842,84272012332;259,935026820751;9061,69005304108;59111,408145442;47486,15165;6787,5313414112;189112282,634755;243735,845951542;2962567807,73021
"Brasil";0;8540320,4060533;201781,653508247;8411425,85119951;179092,288484945;778087,530902269;80338092,9657061;1731986,18752;46,384950148327;28,7047583921413;49080401,0631265;748333,72734;49080401,0631265;11499925,4310526;400627,842741258;261611,05510808;81450756211,2552;40566509,9339268;9587224,92442033;333994,273473665;218326,200190492;249182,187578742;1304647,11463819;983652,46018;171679,712317455;5042352082,52122;458518,139841747;5565847700,66435
"Canadá";0;4173131,11025022;463721,773081936;14346371,4658272;409269,397256099;12349913,4070339;15857791,3094388;1431534,29219;11,0774791745849;11,5906465301266;6854513,47388796;675783,04629;6854513,47388796;4315489,615594;372325,185172124;311211,072480762;11094478727,6405;6116205,53966971;4120441,03938245;355497,083676268;298603,447642082;270217,795727876;1596039,90258877;755751,2459;249896,85619014;406163295,356337;491695,715679828;5840980500,44613
"China";0;125170930,446389;1427808,57519271;45289923,1515595;1072026,35062531;-65659009,289082;1318900729,98532;11230456,21809;117,439639527808;137,003652199455;567375780,10248;3082590,34532;567375780,10248;195348849,476715;1425865,99948678;6519345,72064184;0;0;195348849,476715;1425865,99948678;6519345,72064184;1607073,70905322;3728109,40540617;8147865,87277;899696,05632201;39539618268,2667;415983,24664101;2106344709,0129
"Chipre";0;71598,6497851869;2676,41857018849;417856,215946816;9356,60652620192;79224,4958502654;396247,019842671;16710,49473;23,7124649057396;14,588379695823;143046,777193151;7653,67752;143046,777193151;79973,8382102541;5482,0233554212;2343,62918282408;190022000;115600;57895,0917313246;3968,57587603793;1734,03040583074;1796,6719945788;13596,2903892145;9056,81721;1332,55911685637;18310302,2010081;227527,868122939;5779044137,17469
"Tchéquia";0;2700165,07158264;146556,068194525;3335675,99030298;132816,178403406;1184747,70379606;6886340,92006844;359277,74699;19,1671790912787;15,6734896171988;3026592,90761581;115111,11396;3026592,90761581;985935,079805971;62904,630933247;746698,790369005;4842309000;2587246;835335,210044091;53296,0578943097;648975,702218512;40798,217276753;0;244166,63303;20569,682981564;301188133,95377;250054,848943746;4306218797,1056
"Alemanha";0;16299124,8256643;1527136,579093;40051139,6015295;1171677,64712667;37961089,5201054;45624598,0352397;3829316,15772;11,9145550161115;13,7253417807165;18542041,3577868;1598075,63215;18542041,3577868;14371631,0621625;1047087,29966593;667237,220252994;23691465608,4656;16933000;12899520,0667232;939832,338808967;598402,461945514;400062,277814065;0;2231240,52557;195786,768905428;1181059962,48701;244426,646751718;3808594289,13723
