"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44"
"Australia";0;27678,1052020134;27237,182047481;-4160,00162879992;-36161,8391954583;-13428,9764017361;55386,9338315456;-1736253,71845809;-384,02112953715;340,966818268484;266739,27731523;29319,4549058661;26456,8233226;-37,4477277830671;5278,00331246292;110737,709853113;121064,002891368;-148,859713258541;-59,1588174045239;3286,81315021677;-352409,329511965;-649615,533184043;51026,452644142;99035,8618302752;-339676,363873693;-189844,939318222;-116,34709976527;248,069086996674;-161,065909573345;-8167,63159292874;-284,031921403815;16524,9442561515;10656,0316025223;4022,25068330272;572,51870433774;-1958,02184824077;-12049,3171791686;-0,522027939243117;372,020890594801;64522,4505673708;-11158,2520988077;-111330,666593028;277275,396871124;-3884828,64861624
"Austria";-27678,1052020134;0;18323,9890326275;-19402,8164864685;-24061,8836422574;-33145,7909644257;-55486,1407753062;-190995,66071438;-977,071406751486;-16677,1643532833;558728,027128818;-10435,9590400662;-42869,5037320769;-2833,6422967016;7615,81055069493;8027,74948810806;-106034,439323046;-17876,344533408;-26186,6579744935;-111117,405313488;-18510,8825546919;-96449,3369803497;16380,5122399232;-55688,6956689598;5855,28421345585;4681,2884332625;-3834,32247926265;548,596332276784;-3797,51205173729;-16867,8567370336;-75,0449108503685;48988,4540554803;-4787,29095004591;-37647,2104034156;-10455,6656757651;-68956,1911110603;-70549,2493011144;-16315,6768342043;-28065,6333666625;-705,291695635635;-38484,4118376068;-5674,08574630325;-169422,292054179;-838817,020473159
"Belgium";-27237,182047481;-18323,9890326275;0;-3283,25525974544;-112262,037923117;-2776,9311837938;-5709,64356427392;-576222,885536763;-3918,73153803353;-10776,7747098915;-179443,090008613;-47479,9764183091;-148750,720762338;-3510,34911034053;237,779164059582;-395139,042029053;-194573,868988634;-49479,5320114797;-6977,76158009318;-16589,9485928791;-135105,081145915;-515141,431282408;137236,189508328;-246236,772589158;103968,318668477;-3126,93414921154;-2897,77076232529;-123580,760086665;-3077,93365866704;-23253,8364218165;-1536,91436226051;328747,686989308;22521,2436578112;-49262,748556785;-30571,5568252909;-29135,4587264885;-68309,22855754;-11371,0001043779;-5687,82030846038;33858,3703255874;-75244,8663896632;-8653,45427112141;-80665,3856988808;-3712505,29741213
"Bulgaria";4160,00162879992;19402,8164864685;3283,25525974544;0;-20444,6112345245;4600,53854223454;8880,3309478159;-27993,0947829993;1708,05889153127;9434,38815010508;91096,6266345856;3133,0305161597;17847,668659608;204,768375784952;1937,45333636828;34253,448795673;19973,255865032;34955,1631686253;3431,07918404405;8516,24794499726;-4261,09869557293;-14346,0134923568;2211,55803926954;63490,4404024309;2065,31037331312;4884,75074095286;398,76003220906;284,556387786615;304,095406125478;1197,26080893094;334,066893742743;10643,1592056132;883,395322871273;6234,24640008569;624,877023724835;-4112,16544592974;26705,6616028642;2594,59448972517;3674,30565714011;5427,1100302395;24953,6619752423;1701,88584652383;18141,6112609236;-94277,9961931364
"Brazil";36161,8391954583;24061,8836422574;112262,037923117;20444,6112345245;0;95868,8626018379;69289,3577159619;124380,611475179;-571,538514716901;10083,1928780647;650433,727895215;30502,8017409833;264654,417979896;391,977349324576;34273,5664552429;311781,606609123;271699,456682171;29690,4723284292;12107,2380482713;5549,04655505538;-37270,2092259683;-123510,152459357;35596,2236853217;326047,625825458;342585,226230293;167884,71333968;2282,80406182199;1194,89492517767;773,991701906137;20499,2101000132;-376,909772591227;470699,934333665;59341,9503782097;29756,1932078883;90416,0633556134;52042,6878808289;194763,335159234;1104,67285373589;27119,784001621;73669,8512395261;14525,4401138096;108181,927281141;1009330,15190679;-2311119,61317963
"Canada";13428,9764017361;33145,7909644257;2776,9311837938;-4600,53854223454;-95868,8626018379;0;30696,4850023975;-1885966,00783654;-913,553710035319;-229,264095661407;208342,962487132;19602,5521814056;1384,98149513996;-330,57058907651;23958,1491671606;118380,705287075;152244,071345956;-17393,1729539099;-1278,28843977487;2494,67526863627;-151307,995592894;-804105,534534845;73546,2256489368;117588,643979007;102157,601636907;96178,0734094349;817,544233931729;1380,7947482919;-1082,61563244098;111180,744603886;570,191132481927;-6676,77487336547;226503,63409557;-4980,02645043409;-9311,93849042075;-8112,08616226073;-14340,763530099;840,787922884712;-847,914566838335;70073,9140311634;-5863,01183861827;37517,4709584684;-3554183,14938585;-4349343,08189739
"Switzerland";-55386,9338315456;55486,1407753062;5709,64356427392;-8880,3309478159;-69289,3577159619;-30696,4850023975;0;-312828,193737827;-3061,61203549276;-12847,9890684146;438994,246978806;-2148,18820906951;-84648,9046769297;-765,548319542654;17247,1857297094;-29180,8306341333;19992,0361388822;-39174,7007038002;-6509,44650836935;-17098,7397985765;-21816,4975540353;-193709,656730568;84043,8880060089;103801,216952349;-65302,0389563993;-34300,2104346757;-1901,75885313956;4682,89773848386;-4812,23540757834;-45696,1393736844;-1792,86134155241;77019,903429309;-4179,46417453449;-30767,8061090398;-17769,9686665247;-23220,3497292982;-13389,2115656729;-4652,11028767772;-6009,10525455543;5396,2508883916;-88792,6764433198;-47998,6023586398;-219341,175584269;-1694877,29406124
"China, People's Republic of";1736253,71845809;190995,66071438;576222,885536763;27993,0947829993;-124380,611475179;1885966,00783654;312828,193737827;0;20811,938685967;131327,804002007;3722492,36103555;237875,81085133;813994,353450383;16885,1461942304;298027,914583841;1718898,21219558;2220367,08293427;163335,509143551;46198,7085412966;123892,661185154;-4219,2401175613;-600091,160114886;151754,37480286;1632896,88697361;14839036,909715;5034160,67472723;18011,9126880829;16483,0469320291;13123,8108532231;757185,790852098;9547,05013480393;822584,8340052;261953,047445177;282256,204671449;63061,4058206098;75358,3836596496;2296401,64646589;27050,7633625076;21789,6270238284;354894,10933709;276812,92370149;2437491,0161248;15163461,8709103;2121639,8913237
"Cyprus";384,02112953715;977,071406751487;3918,73153803353;-1708,05889153127;571,5385147169;913,553710035319;3061,61203549276;-20811,938685967;0;-1368,46649373968;16474,6018803823;518,381395687873;7350,40169107196;-1959,8000059906;493,211349666107;11917,7902648601;15387,9060113289;18124,0758297357;962,658138106793;-2470,11053946376;-2250,2071013766;-17777,4377351387;1681,91174504053;23632,945243615;9068,26228546907;9473,91747626131;-8,36360905143759;93,064785402681;-308,075249642241;75,0736472719109;-283,314593564208;-1372,0687373929;158,583203667073;-671,451123874354;316,757765485358;-1450,5863563228;3720,09293106304;-491,728053492706;-366,523892148786;431,253230413575;3208,29034087045;265,743747200384;-66814,9075530063;-142712,064300489
"Czech Republic";-340,966818268484;16677,1643532833;10776,7747098915;-9434,38815010508;-10083,1928780647;229,264095661407;12847,9890684146;-131327,804002007;1368,46649373968;0;220918,552982153;2070,07602205712;505,654088796946;-1808,07313621933;4228,2687521579;33445,6069410163;-7985,87532022365;-4542,0310422747;-9562,31321326147;-17216,4351688937;-7302,43803919934;-39357,6868197117;6052,18360577801;58069,3778445303;55559,3480048244;13848,3077796562;-4167,64559149735;1600,2138532756;-3006,99728701905;-2875,7411816517;68,6689014826159;34770,7906008947;21479,6278659259;-30287,2160497392;-3485,69032782361;-20347,4049436504;8456,92801753195;-59346,5785440995;-1727,4517983122;6188,19431884966;-17586,4943473816;14275,43951257;-9391,83945009751;-465820,847380168
"Germany";-266739,27731523;-558728,027128818;179443,090008613;-91096,6266345856;-650433,727895215;-208342,962487132;-438994,246978806;-3722492,36103555;-16474,6018803823;-220918,552982153;0;-166909,025991851;-927276,761516388;-26291,7917571432;-61091,1954708879;-1060030,67904601;-885144,647443294;-193161,327518924;-90159,6392261863;-171827,670131042;-437960,144847121;-1571583,87839918;319970,144309446;-759973,257730441;110115,014206036;-37558,6606598006;-54528,8928106883;-55878,4030375125;-35592,3331992323;-343417,901389814;391,883539873581;515691,08526258;437419,534500698;-488385,473687766;-228932,541558135;-306161,053457829;-622505,050262666;-80754,4540622196;-32777,6026848415;-250590,171755092;-582251,089501641;-147826,599953527;-2439337,49706227;-13126481,4432805
