"";"";"ExpoTTotalPais";"ExpoMTotalPais";"ImpoTTotalPais";"ImpoMTotalPais";"TransfTotalPais";"ProdutoTotalTPais";"ProdutoTotalMPais";"FatorDINN";"FatorDemanda";"PIBTPais";"PIBMPais";"TrabalhadoresPais";"RemuneracaoTPais";"RemuneracaoMPais";"RemuneracaoRealPais";"JornadaTotalPais";"AssalariadosPais";"SalarioTPais";"SalarioMPais";"SalarioRealPais";"LucroMPais";"CapitalMPais";"ConsumoIntermediarioPPais";"COXK";"COXT";"COIK";"COIT"
"Austrália";0;1332370,23984507;104213,732475587;8041464,83840352;114823,848549176;6065769,25454268;9436403,21721383;638732,72441;14,7736335662624;16,7469310982877;4440744,47;281669,29571;4440744,47;2772176,95181633;165533,430307107;179862,781190091;7014796800;3759625,63;2413677,0680718;144126,530043382;155378,811970337;102764,939122893;501369,10371135;357063,4287;73797,9696589242;311016217,063908;230495,654016493;4613224507,23446
"Áustria";0;1539417,50160798;107326,662273144;3650593,28331241;103583,171935312;2338155,59914493;4581033,4949475;281385,85222;16,280255239577;14,7162563945488;2011957;130881,22119;2011957;1304858,2478216;88667,8114894048;66141,758001701;2574998000;1613293;1094605,69347299;74380,7164081793;55345,3593526285;31527,6438805952;285441,40678111;150504,63103;20137,3777502697;121711787,571768;154689,696289481;1485893874,71141
"Bélgica";0;2843385,85821192;189683,330310341;8010401,88569198;175386,498283182;6033878,77605097;5976214,09094337;385673,04458;15,495545190231;26,5902521691116;1883014;150808,69978;1883014;2650388,05280794;99675,1755474793;73690,1903711111;2366667636,26844;1667419;2417152,54821222;90903,7091051015;67205,6712747086;35580,1585825207;323430,042158615;234864,3448;32019,1179289956;97712930,4164253;145746,389435692;1556585004,75435
"Bulgária";0;898590,095768252;10256,7454735832;605878,708166219;13595,1062895858;-495126,903653702;3549663,5016675;33277,60724;106,668231164192;61,6740521690081;2122602,47774385;12538,63592;2122602,47774385;374630,08188344;6074,35491439456;303,86013941486;2281797423,49038;1367209,1801124;278541,063349618;4516,3412092061;202,617532637487;5029,26917560544;24702,6946959036;20738,97132;2808,6242117979;192053470,153289;154788,552143874;2185252819,74055
"Brasil";0;10012090,6511258;98645,214572483;5092834,04515596;66764,3199310562;-2986215,78243165;75550092,1523907;724906,54345;104,220458257736;62,9928454904202;45983364,6734494;317741,68953;45983364,6734494;8454204,95766159;134208,970746484;185846,193201507;78616599423,3049;38742305,4796893;8113351,54767576;128797,98466811;178690,029451316;143762,129323516;594236,192530934;407164,85392;68333,4120372531;5367423056,28298;246106,382817816;2565169777,06563
"Canadá";0;4505344,01448028;333599,942889622;12884510,3675812;274777,064613615;11945785,9961327;15387550,4974602;977987,67536;15,73388999181;15,9054145013993;6547030,45072809;455661,66994;6547030,45072809;3930109,799877;247092,573383186;273251,218650635;10709458320,4125;5842342,98609462;3737766,75322376;234999,644485525;260379,284874695;184348,641906814;1002091,21309247;522326,00542;111325,238623281;403072696,777671;359923,224657495;4257262751,80463
"China";0;103601265,957156;572198,928600785;31737521,2267763;533555,777893743;-69520686,6478819;1124889167,0293;4271163,39034;263,368329475158;332,222430598056;566409411,714812;1363924,64787;566409411,714812;223554976,791738;672907,534838335;4622966,56028669;0;0;223554976,791738;672907,534838335;4622966,56028669;666062,153581665;2067971,28711236;2907238,74247;325941,601341881;33068199267,0746;233663,037449975;1762897412,16051
"Chipre";0;64423,2815155452;1893,09180014036;303349,663129599;5133,75973250166;42434,2982129361;311884,782434222;10100,11907;30,8793173894951;18,5192464512297;136800;5167,27326;136800;66599,6340004721;3596,23887375017;2252,09716932434;170340000;99800;48254,3215627268;2605,6309412915;1638,56087245153;1399,04824624983;8766,52624016588;4932,84581;885,266152746564;18244469,5237668;149347,223838484;2169616416,93868
"Tchéquia";0;1988389,42329301;67466,679396235;2494216,45277706;64523,9104662887;684256,541572906;5970554,21879322;177931,05264;33,5554369527234;27,9487763994018;2877266;60145,06323;2877266;912237,85760855;32639,6349010855;538565,364245797;4550060000;2462166;762449,583858394;27280,2491587686;452863,094457008;21367,4393789145;154308,905019979;117785,98941;14881,8217728609;267953624,865571;150516,709910299;2420104374,64145
"Alemanha";0;12866299,2925196;925497,333607588;35958392,750405;691561,429352125;37276377,1206632;41836621,9066856;2632440,5681;15,892712798026;17,7465654365908;18369000;1190655,20227;18369000;14921322,8173932;840800,597203314;658034,801909393;23625113188,479;16666000;13393314,6999541;754698,972474926;587432,001601106;253968,180266686;1944623,90689741;1441785,36583;216681,712693713;1192433288,39101;140078,628680421;2550517348,01222
