"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44"
"Australia";0;29007,241894479;-199,572571218167;-1958,6969195062;-54008,4730245908;11608,1964125511;52850,7031477734;-2330488,04688919;-257,503474412446;2763,93552522198;276550,246004955;24983,7350555822;25128,1250685189;8,08538378789439;-13156,35287254;88010,8269766682;137819,140132818;-1023,59805932429;219,268592909135;5439,42115567376;-348625,288269117;-579638,554752132;44179,1187092157;86445,7364631459;-519629,653296507;-295541,239807433;674,310479406356;700,724162367703;-186,40867351326;-1406,69234475551;205,323877294265;4041,87540742013;15152,9528282994;3303,19599931289;2498,55213525015;-7224,18822165661;-14456,9877339092;2012,64336715838;495,438790148285;70806,5782811827;-17499,3631674414;-91424,4738587586;307214,741949488;-4158472,27828699
"Austria";-29007,241894479;0;21506,5774242734;-28357,8416112836;-26271,0173261408;-37796,7154744795;-58966,316969786;-267099,936084959;-1520,20515509906;-25155,1886322304;515079,619331157;-12606,0198978476;-61172,5361407554;-3067,80141954445;-991,843042688608;-22503,5161512704;-59750,317693649;-24843,786846355;-28734,4852936548;-81752,9724986959;-22109,8855578964;-76476,4968259064;-599,213671266323;-44799,6876370339;-13647,8737511629;-10483,0620175711;-4206,28715449329;-164,824943999512;-7318,38492401048;-17168,6023383894;-1176,89593031315;86726,5038758157;-18628,2365885763;-41420,7495751741;-5834,8874472148;-90714,554636281;-70815,7062898132;-1335,35292534402;-37885,223087621;-8823,14173989292;-27780,6405215257;-6069,42004339052;-189620,506988569;-969276,123981813
"Belgium";199,572571218167;-21506,5774242734;0;2023,92907872406;-127416,794402679;11834,685028951;-33695,2709908642;-670489,197939157;-3292,48611128115;-6391,03943839628;-170350,962475877;-44589,5975477091;-114731,425282913;-3594,42472400517;-3700,5017512583;-410935,892904073;-78611,3852609963;-47702,0697567696;-2121,66388081334;-10379,1016619963;-122435,17553535;-357761,977772409;157295,931249027;-202042,972564292;70112,4517654568;11757,7444932505;-11344,902984286;-95268,2277221686;-5026,88748921656;-8525,14863800228;-1081,38434124849;297829,57338221;51508,7999294524;-59591,1592373468;-28593,1366433556;-25881,5283734115;-57030,415387262;-4076,40244875776;-6153,65384523667;17286,6484197688;-68545,4712337137;-3148,0852957807;-14979,5140609359;-3625159,972454
"Bulgaria";1958,6969195062;28357,8416112836;-2023,92907872405;0;-2673,73514876765;2548,60973835073;9985,26518332161;-51726,2859723516;2239,84028387358;12439,2519336131;109981,96641271;4906,62537881791;17246,9124842816;279,960831305741;4082,54114547278;40415,2529645887;23595,751656188;59561,3732617689;1915,2515857764;16813,2574788942;-7269,20188037267;-13199,1385746896;2911,3484527951;84658,5005721563;4115,45460650232;5116,93954158893;634,208442156068;557,264135715355;476,471040909722;1146,55293355328;596,897525108604;9953,69856359751;1327,15393115105;13930,6856434538;934,313860925641;18448,5668803155;85433,0123700309;4223,32230367049;1721,18893725871;8707,04392668475;30156,0837486232;1673,59361904411;19109,8543806424;-169485,20143044
"Brazil";54008,4730245908;26271,0173261408;127416,794402679;2673,73514876765;0;54491,3307920731;85415,1516682869;-298469,224161013;-3604,75191573701;9088,7472113697;513386,542683526;28131,0551516492;229606,814956266;730,873061489746;29250,9794525503;242865,826354969;188301,090411498;24255,0013077626;9681,77566610137;2287,75201772259;-100482,542370458;-142207,78527475;27141,0608228428;249006,578963435;170667,133296182;127232,77444268;1627,29536186857;1148,69678897612;1311,11419605023;-26435,1329380736;1395,23873572563;299261,220847332;33577,6777059896;16565,9340898149;70471,0722170027;17859,3289736965;151341,074375564;2528,78768865945;19337,8088780772;59324,072200876;11112,248888305;35856,5045929278;630760,794129469;-3536357,0837991
"Canada";-11608,1964125511;37796,7154744795;-11834,685028951;-2548,60973835073;-54491,3307920731;0;36988,3922351149;-2606976,74133466;-143,144051379043;-4802,41109852386;197591,672700262;24597,1679259821;456,894229049401;-611,600853518707;-4999,96118253509;36755,3709050216;53296,9626534358;-4285,5584767504;-1550,24687927795;-1506,10216366315;-137156,402246044;-379670,648222288;41083,4463997471;70824,2461416091;59931,2235937553;27538,7982340031;788,479229119097;-3408,25179910512;-506,447111180307;60283,4083665717;-127,025543725418;-8351,83794890874;130012,119181874;-2744,80079330513;558,444003891565;-4705,12703386626;-21673,2144642212;-1882,85176660407;-2732,95126368959;41280,8467907521;-15219,6222571118;8137,80954829933;-2925554,68946682;-3958791,5680622
"Switzerland";-52850,7031477734;58966,316969786;33695,2709908642;-9985,26518332161;-85415,1516682869;-36988,3922351149;0;-403332,9031254;-2575,51697071538;-5130,19034058351;280722,488937177;-8939,67338323467;-56893,8038154049;-907,411538844263;12329,2496956286;-52108,3757667583;5482,23773981255;-42057,7436484557;-5264,09199914735;-7722,34140240784;-18766,2262706834;-129219,648599903;132776,882699395;80170,9157230002;-85406,893936084;-36984,0765212179;-1742,8467589481;3782,87859548831;-4777,02848772849;-41442,8861713043;-1215,29209111507;57318,7502313352;-2526,90852120053;-23055,9261768645;-15047,2272856816;-16041,6776820982;12759,027873728;-3566,45530287149;-4257,34310092456;-9225,45900956278;-91756,222117393;-31318,9844702196;-172169,729644738;-1732687,48635447
"China, People's Republic of";2330488,04688919;267099,936084959;670489,197939157;51726,2859723516;298469,224161013;2606976,74133466;403332,9031254;0;23004,9563501103;191317,245803356;5101031,5803304;342229,360099625;1280329,79052719;37219,597725185;416620,727190004;2328078,54644301;2758326,89019884;245395,606567074;94617,7209213888;134641,258671756;199377,566936429;-1129440,38394309;252019,974940302;2075269,10181037;12864271,3284288;5555378,59694004;33618,0026627309;20096,1542375398;28225,7021172858;922654,214898494;9609,8177606057;1075746,15146624;317919,84161198;444985,360686325;99609,7352206573;119501,625785038;4617133,31758772;67483,4062098466;44045,0266699846;437519,147016734;622756,551909751;2336236,84479589;17334471,7474959;5564102,96004086
"Cyprus";257,503474412446;1520,20515509906;3292,48611128115;-2239,84028387358;3604,75191573701;143,144051379043;2575,51697071538;-23004,9563501103;0;-411,480655182033;21634,4971462051;875,963431313586;7317,67546136969;-4163,9378570356;338,86446253677;10065,7819423737;16258,5206651352;14753,4810227976;382,344400137642;-2518,20368993161;-1343,16187813999;-9682,38444190218;-874,549564299571;19767,7015969026;6704,13489517645;6867,26119739246;313,000171764742;-356,151923360407;-537,044125621141;42,559899948178;-1547,17460567521;-942,576590092035;448,93146185704;-46,8886693335121;731,38713316143;-3161,58803601253;5583,82791922287;318,746122010658;-153,335127306884;1443,11262896529;5205,6968976728;138,493198001919;-32158,9529358042;-119212,810625835
"Czech Republic";-2763,93552522198;25155,1886322304;6391,03943839628;-12439,2519336131;-9088,7472113697;4802,41109852386;5130,19034058351;-191317,245803356;411,480655182033;0;181244,006961745;-4573,93885129939;-15082,2859368927;-2754,58690834746;2467,33403018149;-10170,205336795;-36147,6829752461;-6544,85983986065;-10376,9026932062;-15643,4112087457;-12989,0254491517;-39885,4520806803;10574,2852014515;13839,8032387758;60741,6460362391;15855,6153032011;-5379,86258171941;1279,14159372012;-4599,20841920532;-4989,86492134093;-104,158640892372;43109,594539731;50892,5345566625;-17708,658908096;-5239,64093559253;-30104,4678463909;17617,2775701701;-62647,0449815206;2121,07895207001;-11759,8329441746;-12100,3724182912;13854,5932849629;-14118,155044073;-538403,906853096
