Data;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
WaS_W;33,92200089;34,67699814;35,44100189;36,2140007;36,99399948;37,78300095;38,59999847;39,43600082;40,27999878;41,13000107;41,98600006;42,84199905;43,69900131;44,55799866;45,41899872;46,27999878;47,13299942;47,98199844;48,82799911;49,67100143
