country;description;code;variable;versao;2009
USA;Basic Metals and Fabricated Metal;27t28;producao_bruta_pm;Ochoa 2;479242
USA;Machinery, Nec;29;producao_bruta_pm;Ochoa 2;277200,7188
USA;Electrical and Optical Equipment;30t33;producao_bruta_pm;Ochoa 2;483731,7813
USA;Transport Equipment;34t35;producao_bruta_pm;Ochoa 2;590906
USA;"Manufacturing, Nec; Recycling";36t37;producao_bruta_pm;Ochoa 2;137914,2031
USA;Electricity, Gas and Water Supply;E;producao_bruta_pm;Ochoa 2;387527
USA;Construction;F;producao_bruta_pm;Ochoa 2;1155286
USA;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;producao_bruta_pm;Ochoa 2;210375,7031
USA;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;producao_bruta_pm;Ochoa 2;1008868
USA;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;producao_bruta_pm;Ochoa 2;1183829,75
USA;Hotels and Restaurants;H;producao_bruta_pm;Ochoa 2;761985
USA;Inland Transport;60;producao_bruta_pm;Ochoa 2;340795
USA;Water Transport;61;producao_bruta_pm;Ochoa 2;33753
USA;Air Transport;62;producao_bruta_pm;Ochoa 2;133026
USA;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;producao_bruta_pm;Ochoa 2;196145
USA;Post and Telecommunications;64;producao_bruta_pm;Ochoa 2;618645,3125
USA;Financial Intermediation;J;producao_bruta_pm;Ochoa 2;2429350,5
USA;Real Estate Activities;70;producao_bruta_pm;Ochoa 2;2302772
USA;Renting of M&Eq and Other Business Activities;71t74;producao_bruta_pm;Ochoa 2;2868854,75
USA;"Public Admin and Defence; Compulsory Social Security";L;producao_bruta_pm;Ochoa 2;2946823
USA;Education;M;producao_bruta_pm;Ochoa 2;223871
USA;Health and Social Work;N;producao_bruta_pm;Ochoa 2;1687379
USA;Other Community, Social and Personal Services;O;producao_bruta_pm;Ochoa 2;958630,4375
USA;Private Households with Employed Persons;P;producao_bruta_pm;Ochoa 2;17959,80469
BRA;Agriculture, Hunting, Forestry and Fishing;AtB;producao_bruta_pd;Ochoa 2;71953,75194
BRA;Mining and Quarrying;C;producao_bruta_pd;Ochoa 2;29868,73252
BRA;Food, Beverages and Tobacco;15t16;producao_bruta_pd;Ochoa 2;89198,47047
BRA;Textiles and Textile Products;17t18;producao_bruta_pd;Ochoa 2;20541,96265
BRA;Leather, Leather and Footwear;19;producao_bruta_pd;Ochoa 2;6546,848812
BRA;Wood and Products of Wood and Cork;20;producao_bruta_pd;Ochoa 2;7575,208918
BRA;Pulp, Paper, Paper , Printing and Publishing;21t22;producao_bruta_pd;Ochoa 2;33316,78943
BRA;Coke, Refined Petroleum and Nuclear Fuel;23;producao_bruta_pd;Ochoa 2;124567,3396
BRA;Chemicals and Chemical Products;24;producao_bruta_pd;Ochoa 2;61333,74124
BRA;Rubber and Plastics;25;producao_bruta_pd;Ochoa 2;20948,59943
BRA;Other Non-Metallic Mineral;26;producao_bruta_pd;Ochoa 2;14534,58083
BRA;Basic Metals and Fabricated Metal;27t28;producao_bruta_pd;Ochoa 2;60960,89029
BRA;Machinery, Nec;29;producao_bruta_pd;Ochoa 2;31123,66422
BRA;Electrical and Optical Equipment;30t33;producao_bruta_pd;Ochoa 2;35425,58477
BRA;Transport Equipment;34t35;producao_bruta_pd;Ochoa 2;61939,33589
BRA;"Manufacturing, Nec; Recycling";36t37;producao_bruta_pd;Ochoa 2;12828,02106
BRA;Electricity, Gas and Water Supply;E;producao_bruta_pd;Ochoa 2;35684,70527
BRA;Construction;F;producao_bruta_pd;Ochoa 2;78547,12772
BRA;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;producao_bruta_pd;Ochoa 2;0
BRA;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;producao_bruta_pd;Ochoa 2;0
BRA;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;producao_bruta_pd;Ochoa 2;0
BRA;Hotels and Restaurants;H;producao_bruta_pd;Ochoa 2;0
BRA;Inland Transport;60;producao_bruta_pd;Ochoa 2;40442,54526
BRA;Water Transport;61;producao_bruta_pd;Ochoa 2;2197,541631
BRA;Air Transport;62;producao_bruta_pd;Ochoa 2;3836,908795
BRA;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;producao_bruta_pd;Ochoa 2;0
BRA;Post and Telecommunications;64;producao_bruta_pd;Ochoa 2;0
BRA;Financial Intermediation;J;producao_bruta_pd;Ochoa 2;0
BRA;Real Estate Activities;70;producao_bruta_pd;Ochoa 2;0
BRA;Renting of M&Eq and Other Business Activities;71t74;producao_bruta_pd;Ochoa 2;0
BRA;"Public Admin and Defence; Compulsory Social Security";L;producao_bruta_pd;Ochoa 2;0
BRA;Education;M;producao_bruta_pd;Ochoa 2;54169,83478
BRA;Health and Social Work;N;producao_bruta_pd;Ochoa 2;49075,18042
BRA;Other Community, Social and Personal Services;O;producao_bruta_pd;Ochoa 2;0
BRA;Private Households with Employed Persons;P;producao_bruta_pd;Ochoa 2;0
JPN;Agriculture, Hunting, Forestry and Fishing;AtB;producao_bruta_pd;Ochoa 2;76659,71786
JPN;Mining and Quarrying;C;producao_bruta_pd;Ochoa 2;81333,68629
JPN;Food, Beverages and Tobacco;15t16;producao_bruta_pd;Ochoa 2;142149,2408
JPN;Textiles and Textile Products;17t18;producao_bruta_pd;Ochoa 2;17916,45973
JPN;Leather, Leather and Footwear;19;producao_bruta_pd;Ochoa 2;1581,310016
JPN;Wood and Products of Wood and Cork;20;producao_bruta_pd;Ochoa 2;18826,84123
JPN;Pulp, Paper, Paper , Printing and Publishing;21t22;producao_bruta_pd;Ochoa 2;49953,07699
JPN;Coke, Refined Petroleum and Nuclear Fuel;23;producao_bruta_pd;Ochoa 2;555322,6889
JPN;Chemicals and Chemical Products;24;producao_bruta_pd;Ochoa 2;234595,8986
JPN;Rubber and Plastics;25;producao_bruta_pd;Ochoa 2;80776,68657
JPN;Other Non-Metallic Mineral;26;producao_bruta_pd;Ochoa 2;62725,8492
JPN;Basic Metals and Fabricated Metal;27t28;producao_bruta_pd;Ochoa 2;488268,634
JPN;Machinery, Nec;29;producao_bruta_pd;Ochoa 2;107282,5888
JPN;Electrical and Optical Equipment;30t33;producao_bruta_pd;Ochoa 2;181777,5081
JPN;Transport Equipment;34t35;producao_bruta_pd;Ochoa 2;208471,9997
JPN;"Manufacturing, Nec; Recycling";36t37;producao_bruta_pd;Ochoa 2;19697,81
JPN;Electricity, Gas and Water Supply;E;producao_bruta_pd;Ochoa 2;308740,436
JPN;Construction;F;producao_bruta_pd;Ochoa 2;314568,8723
JPN;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;producao_bruta_pd;Ochoa 2;0
JPN;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;producao_bruta_pd;Ochoa 2;0
JPN;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;producao_bruta_pd;Ochoa 2;0
JPN;Hotels and Restaurants;H;producao_bruta_pd;Ochoa 2;0
JPN;Inland Transport;60;producao_bruta_pd;Ochoa 2;90356,45762
JPN;Water Transport;61;producao_bruta_pd;Ochoa 2;44833,61789
JPN;Air Transport;62;producao_bruta_pd;Ochoa 2;19088,06359
JPN;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;producao_bruta_pd;Ochoa 2;0
JPN;Post and Telecommunications;64;producao_bruta_pd;Ochoa 2;0
JPN;Financial Intermediation;J;producao_bruta_pd;Ochoa 2;0
JPN;Real Estate Activities;70;producao_bruta_pd;Ochoa 2;0
JPN;Renting of M&Eq and Other Business Activities;71t74;producao_bruta_pd;Ochoa 2;0
JPN;"Public Admin and Defence; Compulsory Social Security";L;producao_bruta_pd;Ochoa 2;0
JPN;Education;M;producao_bruta_pd;Ochoa 2;37577,66574
JPN;Health and Social Work;N;producao_bruta_pd;Ochoa 2;174755,6903
JPN;Other Community, Social and Personal Services;O;producao_bruta_pd;Ochoa 2;0
JPN;Private Households with Employed Persons;P;producao_bruta_pd;Ochoa 2;0
MEX;Agriculture, Hunting, Forestry and Fishing;AtB;producao_bruta_pd;Ochoa 2;26678,89271
MEX;Mining and Quarrying;C;producao_bruta_pd;Ochoa 2;12784,43671
MEX;Food, Beverages and Tobacco;15t16;producao_bruta_pd;Ochoa 2;42224,5999
MEX;Textiles and Textile Products;17t18;producao_bruta_pd;Ochoa 2;7083,276329
MEX;Leather, Leather and Footwear;19;producao_bruta_pd;Ochoa 2;2077,467131
MEX;Wood and Products of Wood and Cork;20;producao_bruta_pd;Ochoa 2;1753,800393
MEX;Pulp, Paper, Paper , Printing and Publishing;21t22;producao_bruta_pd;Ochoa 2;7173,710773
MEX;Coke, Refined Petroleum and Nuclear Fuel;23;producao_bruta_pd;Ochoa 2;9243,746304
MEX;Chemicals and Chemical Products;24;producao_bruta_pd;Ochoa 2;18859,67727
MEX;Rubber and Plastics;25;producao_bruta_pd;Ochoa 2;6694,204184
MEX;Other Non-Metallic Mineral;26;producao_bruta_pd;Ochoa 2;7077,235309
MEX;Basic Metals and Fabricated Metal;27t28;producao_bruta_pd;Ochoa 2;23478,97284
MEX;Machinery, Nec;29;producao_bruta_pd;Ochoa 2;5463,170269
MEX;Electrical and Optical Equipment;30t33;producao_bruta_pd;Ochoa 2;58788,84304
MEX;Transport Equipment;34t35;producao_bruta_pd;Ochoa 2;28962,61744
MEX;"Manufacturing, Nec; Recycling";36t37;producao_bruta_pd;Ochoa 2;7623,142084
MEX;Electricity, Gas and Water Supply;E;producao_bruta_pd;Ochoa 2;16722,15809
MEX;Construction;F;producao_bruta_pd;Ochoa 2;55987,28514
MEX;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;producao_bruta_pd;Ochoa 2;0
MEX;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;producao_bruta_pd;Ochoa 2;0
MEX;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;producao_bruta_pd;Ochoa 2;0
MEX;Hotels and Restaurants;H;producao_bruta_pd;Ochoa 2;0
MEX;Inland Transport;60;producao_bruta_pd;Ochoa 2;34423,90921
MEX;Water Transport;61;producao_bruta_pd;Ochoa 2;516,1697389
MEX;Air Transport;62;producao_bruta_pd;Ochoa 2;3190,743617
MEX;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;producao_bruta_pd;Ochoa 2;0
MEX;Post and Telecommunications;64;producao_bruta_pd;Ochoa 2;0
MEX;Financial Intermediation;J;producao_bruta_pd;Ochoa 2;0
MEX;Real Estate Activities;70;producao_bruta_pd;Ochoa 2;0
MEX;Renting of M&Eq and Other Business Activities;71t74;producao_bruta_pd;Ochoa 2;0
MEX;"Public Admin and Defence; Compulsory Social Security";L;producao_bruta_pd;Ochoa 2;0
MEX;Education;M;producao_bruta_pd;Ochoa 2;35864,5778
MEX;Health and Social Work;N;producao_bruta_pd;Ochoa 2;21342,12972
MEX;Other Community, Social and Personal Services;O;producao_bruta_pd;Ochoa 2;0
MEX;Private Households with Employed Persons;P;producao_bruta_pd;Ochoa 2;0
USA;Agriculture, Hunting, Forestry and Fishing;AtB;producao_bruta_pd;Ochoa 2;136919,6054
USA;Mining and Quarrying;C;producao_bruta_pd;Ochoa 2;144096,1973
USA;Food, Beverages and Tobacco;15t16;producao_bruta_pd;Ochoa 2;207412,3233
USA;Textiles and Textile Products;17t18;producao_bruta_pd;Ochoa 2;19831,86597
USA;Leather, Leather and Footwear;19;producao_bruta_pd;Ochoa 2;877,0592627
USA;Wood and Products of Wood and Cork;20;producao_bruta_pd;Ochoa 2;21887,57897
USA;Pulp, Paper, Paper , Printing and Publishing;21t22;producao_bruta_pd;Ochoa 2;77622,4269
USA;Coke, Refined Petroleum and Nuclear Fuel;23;producao_bruta_pd;Ochoa 2;1134801,615
USA;Chemicals and Chemical Products;24;producao_bruta_pd;Ochoa 2;280715,1908
USA;Rubber and Plastics;25;producao_bruta_pd;Ochoa 2;71015,09616
USA;Other Non-Metallic Mineral;26;producao_bruta_pd;Ochoa 2;23146,21373
USA;Basic Metals and Fabricated Metal;27t28;producao_bruta_pd;Ochoa 2;164505,7641
USA;Machinery, Nec;29;producao_bruta_pd;Ochoa 2;75273,60948
USA;Electrical and Optical Equipment;30t33;producao_bruta_pd;Ochoa 2;117136,1811
USA;Transport Equipment;34t35;producao_bruta_pd;Ochoa 2;176625,5482
USA;"Manufacturing, Nec; Recycling";36t37;producao_bruta_pd;Ochoa 2;35773,47479
USA;Electricity, Gas and Water Supply;E;producao_bruta_pd;Ochoa 2;263523,8119
USA;Construction;F;producao_bruta_pd;Ochoa 2;282832,1194
USA;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;producao_bruta_pd;Ochoa 2;0
USA;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;producao_bruta_pd;Ochoa 2;0
USA;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;producao_bruta_pd;Ochoa 2;0
USA;Hotels and Restaurants;H;producao_bruta_pd;Ochoa 2;0
USA;Inland Transport;60;producao_bruta_pd;Ochoa 2;126968,0676
USA;Water Transport;61;producao_bruta_pd;Ochoa 2;18136,53747
USA;Air Transport;62;producao_bruta_pd;Ochoa 2;70941,0179
USA;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;producao_bruta_pd;Ochoa 2;0
USA;Post and Telecommunications;64;producao_bruta_pd;Ochoa 2;0
USA;Financial Intermediation;J;producao_bruta_pd;Ochoa 2;0
USA;Real Estate Activities;70;producao_bruta_pd;Ochoa 2;0
USA;Renting of M&Eq and Other Business Activities;71t74;producao_bruta_pd;Ochoa 2;0
USA;"Public Admin and Defence; Compulsory Social Security";L;producao_bruta_pd;Ochoa 2;0
USA;Education;M;producao_bruta_pd;Ochoa 2;56045,8258
USA;Health and Social Work;N;producao_bruta_pd;Ochoa 2;193506,1325
USA;Other Community, Social and Personal Services;O;producao_bruta_pd;Ochoa 2;0
USA;Private Households with Employed Persons;P;producao_bruta_pd;Ochoa 2;0
BRA;Agriculture, Hunting, Forestry and Fishing;AtB;PIB_pm;Ochoa 2;78638,48285
BRA;Mining and Quarrying;C;PIB_pm;Ochoa 2;25539,80186
BRA;Food, Beverages and Tobacco;15t16;PIB_pm;Ochoa 2;34598,39173
BRA;Textiles and Textile Products;17t18;PIB_pm;Ochoa 2;16542,72959
BRA;Leather, Leather and Footwear;19;PIB_pm;Ochoa 2;4229,20914
BRA;Wood and Products of Wood and Cork;20;PIB_pm;Ochoa 2;3955,13078
BRA;Pulp, Paper, Paper , Printing and Publishing;21t22;PIB_pm;Ochoa 2;16569,73731
BRA;Coke, Refined Petroleum and Nuclear Fuel;23;PIB_pm;Ochoa 2;19328,52605
BRA;Chemicals and Chemical Products;24;PIB_pm;Ochoa 2;27662,40872
BRA;Rubber and Plastics;25;PIB_pm;Ochoa 2;9668,76431
BRA;Other Non-Metallic Mineral;26;PIB_pm;Ochoa 2;9526,22356
BRA;Basic Metals and Fabricated Metal;27t28;PIB_pm;Ochoa 2;30052,59208
BRA;Machinery, Nec;29;PIB_pm;Ochoa 2;15182,84079
BRA;Electrical and Optical Equipment;30t33;PIB_pm;Ochoa 2;15280,36868
BRA;Transport Equipment;34t35;PIB_pm;Ochoa 2;20542,37309
BRA;"Manufacturing, Nec; Recycling";36t37;PIB_pm;Ochoa 2;9559,233
BRA;Electricity, Gas and Water Supply;E;PIB_pm;Ochoa 2;43305,88121
BRA;Construction;F;PIB_pm;Ochoa 2;73412,48873
BRA;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;PIB_pm;Ochoa 2;19154,80256
BRA;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;PIB_pm;Ochoa 2;62355,19071
BRA;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;PIB_pm;Ochoa 2;93070,42146
BRA;Hotels and Restaurants;H;PIB_pm;Ochoa 2;27211,27974
BRA;Inland Transport;60;PIB_pm;Ochoa 2;41561,14801
BRA;Water Transport;61;PIB_pm;Ochoa 2;2336,5755
BRA;Air Transport;62;PIB_pm;Ochoa 2;3731,31215
BRA;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;PIB_pm;Ochoa 2;19703,20935
BRA;Post and Telecommunications;64;PIB_pm;Ochoa 2;28566,87434
BRA;Financial Intermediation;J;PIB_pm;Ochoa 2;101136,9152
BRA;Real Estate Activities;70;PIB_pm;Ochoa 2;116911,9253
BRA;Renting of M&Eq and Other Business Activities;71t74;PIB_pm;Ochoa 2;98494,54253
BRA;"Public Admin and Defence; Compulsory Social Security";L;PIB_pm;Ochoa 2;142922,3617
BRA;Education;M;PIB_pm;Ochoa 2;72313,67458
BRA;Health and Social Work;N;PIB_pm;Ochoa 2;56835,24927
BRA;Other Community, Social and Personal Services;O;PIB_pm;Ochoa 2;57688,40725
BRA;Private Households with Employed Persons;P;PIB_pm;Ochoa 2;0
JPN;Agriculture, Hunting, Forestry and Fishing;AtB;PIB_pm;Ochoa 2;66207,37132
JPN;Mining and Quarrying;C;PIB_pm;Ochoa 2;5655,42288
JPN;Food, Beverages and Tobacco;15t16;PIB_pm;Ochoa 2;141247,6125
JPN;Textiles and Textile Products;17t18;PIB_pm;Ochoa 2;14194,98343
JPN;Leather, Leather and Footwear;19;PIB_pm;Ochoa 2;1230,09633
JPN;Wood and Products of Wood and Cork;20;PIB_pm;Ochoa 2;12336,06714
JPN;Pulp, Paper, Paper , Printing and Publishing;21t22;PIB_pm;Ochoa 2;54723,90536
JPN;Coke, Refined Petroleum and Nuclear Fuel;23;PIB_pm;Ochoa 2;61877,74873
JPN;Chemicals and Chemical Products;24;PIB_pm;Ochoa 2;77943,59678
JPN;Rubber and Plastics;25;PIB_pm;Ochoa 2;33605,80728
JPN;Other Non-Metallic Mineral;26;PIB_pm;Ochoa 2;20423,76652
JPN;Basic Metals and Fabricated Metal;27t28;PIB_pm;Ochoa 2;137402,6164
JPN;Machinery, Nec;29;PIB_pm;Ochoa 2;73584,24847
JPN;Electrical and Optical Equipment;30t33;PIB_pm;Ochoa 2;113897,7005
JPN;Transport Equipment;34t35;PIB_pm;Ochoa 2;101144,0328
JPN;"Manufacturing, Nec; Recycling";36t37;PIB_pm;Ochoa 2;7236,5929
JPN;Electricity, Gas and Water Supply;E;PIB_pm;Ochoa 2;112805,8745
JPN;Construction;F;PIB_pm;Ochoa 2;298325,8034
JPN;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;PIB_pm;Ochoa 2;50140,69399
JPN;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;PIB_pm;Ochoa 2;381043,3836
JPN;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;PIB_pm;Ochoa 2;215027,2985
JPN;Hotels and Restaurants;H;PIB_pm;Ochoa 2;143854,123
JPN;Inland Transport;60;PIB_pm;Ochoa 2;136394,4568
JPN;Water Transport;61;PIB_pm;Ochoa 2;25450,44125
JPN;Air Transport;62;PIB_pm;Ochoa 2;15086,94336
JPN;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;PIB_pm;Ochoa 2;38114,05968
JPN;Post and Telecommunications;64;PIB_pm;Ochoa 2;109692,2079
JPN;Financial Intermediation;J;PIB_pm;Ochoa 2;258315,895
JPN;Real Estate Activities;70;PIB_pm;Ochoa 2;640081,4486
JPN;Renting of M&Eq and Other Business Activities;71t74;PIB_pm;Ochoa 2;399104,0752
JPN;"Public Admin and Defence; Compulsory Social Security";L;PIB_pm;Ochoa 2;437871,3675
JPN;Education;M;PIB_pm;Ochoa 2;199116,6811
JPN;Health and Social Work;N;PIB_pm;Ochoa 2;278648,046
JPN;Other Community, Social and Personal Services;O;PIB_pm;Ochoa 2;253423,6935
JPN;Private Households with Employed Persons;P;PIB_pm;Ochoa 2;0
MEX;Agriculture, Hunting, Forestry and Fishing;AtB;PIB_pm;Ochoa 2;29651,47851
MEX;Mining and Quarrying;C;PIB_pm;Ochoa 2;65745,51204
MEX;Food, Beverages and Tobacco;15t16;PIB_pm;Ochoa 2;43753,13046
MEX;Textiles and Textile Products;17t18;PIB_pm;Ochoa 2;5160,43301
MEX;Leather, Leather and Footwear;19;PIB_pm;Ochoa 2;1625,21641
MEX;Wood and Products of Wood and Cork;20;PIB_pm;Ochoa 2;1554,71733
MEX;Pulp, Paper, Paper , Printing and Publishing;21t22;PIB_pm;Ochoa 2;7628,42014
MEX;Coke, Refined Petroleum and Nuclear Fuel;23;PIB_pm;Ochoa 2;6252,49062
MEX;Chemicals and Chemical Products;24;PIB_pm;Ochoa 2;13447,99671
MEX;Rubber and Plastics;25;PIB_pm;Ochoa 2;3697,47707
MEX;Other Non-Metallic Mineral;26;PIB_pm;Ochoa 2;8483,4627
MEX;Basic Metals and Fabricated Metal;27t28;PIB_pm;Ochoa 2;16295,52085
MEX;Machinery, Nec;29;PIB_pm;Ochoa 2;3456,23344
MEX;Electrical and Optical Equipment;30t33;PIB_pm;Ochoa 2;10251,43457
MEX;Transport Equipment;34t35;PIB_pm;Ochoa 2;18673,28833
MEX;"Manufacturing, Nec; Recycling";36t37;PIB_pm;Ochoa 2;4992,53728
MEX;Electricity, Gas and Water Supply;E;PIB_pm;Ochoa 2;9879,61178
MEX;Construction;F;PIB_pm;Ochoa 2;59098,73926
MEX;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;PIB_pm;Ochoa 2;8136,94129
MEX;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;PIB_pm;Ochoa 2;66549,41215
MEX;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;PIB_pm;Ochoa 2;59912,53432
MEX;Hotels and Restaurants;H;PIB_pm;Ochoa 2;19240,54688
MEX;Inland Transport;60;PIB_pm;Ochoa 2;45821,41197
MEX;Water Transport;61;PIB_pm;Ochoa 2;487,10858
MEX;Air Transport;62;PIB_pm;Ochoa 2;1895,8202
MEX;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;PIB_pm;Ochoa 2;6621,88542
MEX;Post and Telecommunications;64;PIB_pm;Ochoa 2;24235,21451
MEX;Financial Intermediation;J;PIB_pm;Ochoa 2;40262,37529
MEX;Real Estate Activities;70;PIB_pm;Ochoa 2;79779,59944
MEX;Renting of M&Eq and Other Business Activities;71t74;PIB_pm;Ochoa 2;53926,49983
MEX;"Public Admin and Defence; Compulsory Social Security";L;PIB_pm;Ochoa 2;36870,94951
MEX;Education;M;PIB_pm;Ochoa 2;43403,81915
MEX;Health and Social Work;N;PIB_pm;Ochoa 2;25906,13211
MEX;Other Community, Social and Personal Services;O;PIB_pm;Ochoa 2;13676,18054
MEX;Private Households with Employed Persons;P;PIB_pm;Ochoa 2;4082,55827
USA;Agriculture, Hunting, Forestry and Fishing;AtB;PIB_pm;Ochoa 2;134069
USA;Mining and Quarrying;C;PIB_pm;Ochoa 2;240596
USA;Food, Beverages and Tobacco;15t16;PIB_pm;Ochoa 2;207022
USA;Textiles and Textile Products;17t18;PIB_pm;Ochoa 2;25951,11133
USA;Leather, Leather and Footwear;19;PIB_pm;Ochoa 2;1321,88782
USA;Wood and Products of Wood and Cork;20;PIB_pm;Ochoa 2;20415
USA;Pulp, Paper, Paper , Printing and Publishing;21t22;PIB_pm;Ochoa 2;164834,9844
USA;Coke, Refined Petroleum and Nuclear Fuel;23;PIB_pm;Ochoa 2;117262
USA;Chemicals and Chemical Products;24;PIB_pm;Ochoa 2;201351
USA;Rubber and Plastics;25;PIB_pm;Ochoa 2;54481
USA;Other Non-Metallic Mineral;26;PIB_pm;Ochoa 2;37252
USA;Basic Metals and Fabricated Metal;27t28;PIB_pm;Ochoa 2;160889
USA;Machinery, Nec;29;PIB_pm;Ochoa 2;116524,0703
USA;Electrical and Optical Equipment;30t33;PIB_pm;Ochoa 2;273393,6563
USA;Transport Equipment;34t35;PIB_pm;Ochoa 2;162487
USA;"Manufacturing, Nec; Recycling";36t37;PIB_pm;Ochoa 2;59248,28516
USA;Electricity, Gas and Water Supply;E;PIB_pm;Ochoa 2;263537
USA;Construction;F;PIB_pm;Ochoa 2;571614
USA;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;PIB_pm;Ochoa 2;130391,2266
USA;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;PIB_pm;Ochoa 2;793022
USA;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;PIB_pm;Ochoa 2;844077,5625
USA;Hotels and Restaurants;H;PIB_pm;Ochoa 2;415095
USA;Inland Transport;60;PIB_pm;Ochoa 2;173895
USA;Water Transport;61;PIB_pm;Ochoa 2;13891
USA;Air Transport;62;PIB_pm;Ochoa 2;61361
USA;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;PIB_pm;Ochoa 2;134967
USA;Post and Telecommunications;64;PIB_pm;Ochoa 2;368709,7813
USA;Financial Intermediation;J;PIB_pm;Ochoa 2;1287636,875
USA;Real Estate Activities;70;PIB_pm;Ochoa 2;1687387
USA;Renting of M&Eq and Other Business Activities;71t74;PIB_pm;Ochoa 2;1900373,125
USA;"Public Admin and Defence; Compulsory Social Security";L;PIB_pm;Ochoa 2;1777079
USA;Education;M;PIB_pm;Ochoa 2;145190
USA;Health and Social Work;N;PIB_pm;Ochoa 2;1040797
USA;Other Community, Social and Personal Services;O;PIB_pm;Ochoa 2;512898,625
USA;Private Households with Employed Persons;P;PIB_pm;Ochoa 2;17959,80469
BRA;Agriculture, Hunting, Forestry and Fishing;AtB;PIB_pd;Ochoa 2;17484,93425
BRA;Mining and Quarrying;C;PIB_pd;Ochoa 2;6655,306353
BRA;Food, Beverages and Tobacco;15t16;PIB_pd;Ochoa 2;19174,18681
BRA;Textiles and Textile Products;17t18;PIB_pd;Ochoa 2;7508,312891
BRA;Leather, Leather and Footwear;19;PIB_pd;Ochoa 2;2224,200187
BRA;Wood and Products of Wood and Cork;20;PIB_pd;Ochoa 2;2370,121525
BRA;Pulp, Paper, Paper , Printing and Publishing;21t22;PIB_pd;Ochoa 2;6484,741145
BRA;Coke, Refined Petroleum and Nuclear Fuel;23;PIB_pd;Ochoa 2;2616,129659
BRA;Chemicals and Chemical Products;24;PIB_pd;Ochoa 2;9407,352544
BRA;Rubber and Plastics;25;PIB_pd;Ochoa 2;4727,325595
BRA;Other Non-Metallic Mineral;26;PIB_pd;Ochoa 2;4599,990647
BRA;Basic Metals and Fabricated Metal;27t28;PIB_pd;Ochoa 2;11104,87527
BRA;Machinery, Nec;29;PIB_pd;Ochoa 2;8514,317027
BRA;Electrical and Optical Equipment;30t33;PIB_pd;Ochoa 2;7134,784857
BRA;Transport Equipment;34t35;PIB_pd;Ochoa 2;11630,25643
BRA;"Manufacturing, Nec; Recycling";36t37;PIB_pd;Ochoa 2;4526,999448
BRA;Electricity, Gas and Water Supply;E;PIB_pd;Ochoa 2;7990,644332
BRA;Construction;F;PIB_pd;Ochoa 2;35082,97827
BRA;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;PIB_pd;Ochoa 2;0
BRA;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;PIB_pd;Ochoa 2;0
