country;description;code;variable;versao;2009
USA;"Public Admin and Defence; Compulsory Social Security";L;producao_bruta_pd;Alternativa 1;0
USA;Education;M;producao_bruta_pd;Alternativa 1;104441,3102
USA;Health and Social Work;N;producao_bruta_pd;Alternativa 1;534321,2329
USA;Other Community, Social and Personal Services;O;producao_bruta_pd;Alternativa 1;0
USA;Private Households with Employed Persons;P;producao_bruta_pd;Alternativa 1;0
BRA;Agriculture, Hunting, Forestry and Fishing;AtB;PIB_pm;Alternativa 1;78638,48285
BRA;Mining and Quarrying;C;PIB_pm;Alternativa 1;25539,80186
BRA;Food, Beverages and Tobacco;15t16;PIB_pm;Alternativa 1;34598,39173
BRA;Textiles and Textile Products;17t18;PIB_pm;Alternativa 1;16542,72959
BRA;Leather, Leather and Footwear;19;PIB_pm;Alternativa 1;4229,20914
BRA;Wood and Products of Wood and Cork;20;PIB_pm;Alternativa 1;3955,13078
BRA;Pulp, Paper, Paper , Printing and Publishing;21t22;PIB_pm;Alternativa 1;16569,73731
BRA;Coke, Refined Petroleum and Nuclear Fuel;23;PIB_pm;Alternativa 1;19328,52605
BRA;Chemicals and Chemical Products;24;PIB_pm;Alternativa 1;27662,40872
BRA;Rubber and Plastics;25;PIB_pm;Alternativa 1;9668,76431
BRA;Other Non-Metallic Mineral;26;PIB_pm;Alternativa 1;9526,22356
BRA;Basic Metals and Fabricated Metal;27t28;PIB_pm;Alternativa 1;30052,59208
BRA;Machinery, Nec;29;PIB_pm;Alternativa 1;15182,84079
BRA;Electrical and Optical Equipment;30t33;PIB_pm;Alternativa 1;15280,36868
BRA;Transport Equipment;34t35;PIB_pm;Alternativa 1;20542,37309
BRA;"Manufacturing, Nec; Recycling";36t37;PIB_pm;Alternativa 1;9559,233
BRA;Electricity, Gas and Water Supply;E;PIB_pm;Alternativa 1;43305,88121
BRA;Construction;F;PIB_pm;Alternativa 1;73412,48873
BRA;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;PIB_pm;Alternativa 1;19154,80256
BRA;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;PIB_pm;Alternativa 1;62355,19071
BRA;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;PIB_pm;Alternativa 1;93070,42146
BRA;Hotels and Restaurants;H;PIB_pm;Alternativa 1;27211,27974
BRA;Inland Transport;60;PIB_pm;Alternativa 1;41561,14801
BRA;Water Transport;61;PIB_pm;Alternativa 1;2336,5755
BRA;Air Transport;62;PIB_pm;Alternativa 1;3731,31215
BRA;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;PIB_pm;Alternativa 1;19703,20935
BRA;Post and Telecommunications;64;PIB_pm;Alternativa 1;28566,87434
BRA;Financial Intermediation;J;PIB_pm;Alternativa 1;101136,9152
BRA;Real Estate Activities;70;PIB_pm;Alternativa 1;116911,9253
BRA;Renting of M&Eq and Other Business Activities;71t74;PIB_pm;Alternativa 1;98494,54253
BRA;"Public Admin and Defence; Compulsory Social Security";L;PIB_pm;Alternativa 1;142922,3617
BRA;Education;M;PIB_pm;Alternativa 1;72313,67458
BRA;Health and Social Work;N;PIB_pm;Alternativa 1;56835,24927
BRA;Other Community, Social and Personal Services;O;PIB_pm;Alternativa 1;57688,40725
BRA;Private Households with Employed Persons;P;PIB_pm;Alternativa 1;0
JPN;Agriculture, Hunting, Forestry and Fishing;AtB;PIB_pm;Alternativa 1;66207,37132
JPN;Mining and Quarrying;C;PIB_pm;Alternativa 1;5655,42288
JPN;Food, Beverages and Tobacco;15t16;PIB_pm;Alternativa 1;141247,6125
JPN;Textiles and Textile Products;17t18;PIB_pm;Alternativa 1;14194,98343
JPN;Leather, Leather and Footwear;19;PIB_pm;Alternativa 1;1230,09633
JPN;Wood and Products of Wood and Cork;20;PIB_pm;Alternativa 1;12336,06714
JPN;Pulp, Paper, Paper , Printing and Publishing;21t22;PIB_pm;Alternativa 1;54723,90536
JPN;Coke, Refined Petroleum and Nuclear Fuel;23;PIB_pm;Alternativa 1;61877,74873
JPN;Chemicals and Chemical Products;24;PIB_pm;Alternativa 1;77943,59678
JPN;Rubber and Plastics;25;PIB_pm;Alternativa 1;33605,80728
JPN;Other Non-Metallic Mineral;26;PIB_pm;Alternativa 1;20423,76652
JPN;Basic Metals and Fabricated Metal;27t28;PIB_pm;Alternativa 1;137402,6164
JPN;Machinery, Nec;29;PIB_pm;Alternativa 1;73584,24847
JPN;Electrical and Optical Equipment;30t33;PIB_pm;Alternativa 1;113897,7005
JPN;Transport Equipment;34t35;PIB_pm;Alternativa 1;101144,0328
JPN;"Manufacturing, Nec; Recycling";36t37;PIB_pm;Alternativa 1;7236,5929
JPN;Electricity, Gas and Water Supply;E;PIB_pm;Alternativa 1;112805,8745
JPN;Construction;F;PIB_pm;Alternativa 1;298325,8034
JPN;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;PIB_pm;Alternativa 1;50140,69399
JPN;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;PIB_pm;Alternativa 1;381043,3836
JPN;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;PIB_pm;Alternativa 1;215027,2985
JPN;Hotels and Restaurants;H;PIB_pm;Alternativa 1;143854,123
JPN;Inland Transport;60;PIB_pm;Alternativa 1;136394,4568
JPN;Water Transport;61;PIB_pm;Alternativa 1;25450,44125
JPN;Air Transport;62;PIB_pm;Alternativa 1;15086,94336
JPN;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;PIB_pm;Alternativa 1;38114,05968
JPN;Post and Telecommunications;64;PIB_pm;Alternativa 1;109692,2079
JPN;Financial Intermediation;J;PIB_pm;Alternativa 1;258315,895
JPN;Real Estate Activities;70;PIB_pm;Alternativa 1;640081,4486
JPN;Renting of M&Eq and Other Business Activities;71t74;PIB_pm;Alternativa 1;399104,0752
JPN;"Public Admin and Defence; Compulsory Social Security";L;PIB_pm;Alternativa 1;437871,3675
JPN;Education;M;PIB_pm;Alternativa 1;199116,6811
JPN;Health and Social Work;N;PIB_pm;Alternativa 1;278648,046
JPN;Other Community, Social and Personal Services;O;PIB_pm;Alternativa 1;253423,6935
JPN;Private Households with Employed Persons;P;PIB_pm;Alternativa 1;0
MEX;Agriculture, Hunting, Forestry and Fishing;AtB;PIB_pm;Alternativa 1;29651,47851
MEX;Mining and Quarrying;C;PIB_pm;Alternativa 1;65745,51204
MEX;Food, Beverages and Tobacco;15t16;PIB_pm;Alternativa 1;43753,13046
MEX;Textiles and Textile Products;17t18;PIB_pm;Alternativa 1;5160,43301
MEX;Leather, Leather and Footwear;19;PIB_pm;Alternativa 1;1625,21641
MEX;Wood and Products of Wood and Cork;20;PIB_pm;Alternativa 1;1554,71733
MEX;Pulp, Paper, Paper , Printing and Publishing;21t22;PIB_pm;Alternativa 1;7628,42014
MEX;Coke, Refined Petroleum and Nuclear Fuel;23;PIB_pm;Alternativa 1;6252,49062
MEX;Chemicals and Chemical Products;24;PIB_pm;Alternativa 1;13447,99671
MEX;Rubber and Plastics;25;PIB_pm;Alternativa 1;3697,47707
MEX;Other Non-Metallic Mineral;26;PIB_pm;Alternativa 1;8483,4627
MEX;Basic Metals and Fabricated Metal;27t28;PIB_pm;Alternativa 1;16295,52085
MEX;Machinery, Nec;29;PIB_pm;Alternativa 1;3456,23344
MEX;Electrical and Optical Equipment;30t33;PIB_pm;Alternativa 1;10251,43457
MEX;Transport Equipment;34t35;PIB_pm;Alternativa 1;18673,28833
MEX;"Manufacturing, Nec; Recycling";36t37;PIB_pm;Alternativa 1;4992,53728
MEX;Electricity, Gas and Water Supply;E;PIB_pm;Alternativa 1;9879,61178
MEX;Construction;F;PIB_pm;Alternativa 1;59098,73926
MEX;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;PIB_pm;Alternativa 1;8136,94129
MEX;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;PIB_pm;Alternativa 1;66549,41215
MEX;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;PIB_pm;Alternativa 1;59912,53432
MEX;Hotels and Restaurants;H;PIB_pm;Alternativa 1;19240,54688
MEX;Inland Transport;60;PIB_pm;Alternativa 1;45821,41197
MEX;Water Transport;61;PIB_pm;Alternativa 1;487,10858
MEX;Air Transport;62;PIB_pm;Alternativa 1;1895,8202
MEX;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;PIB_pm;Alternativa 1;6621,88542
MEX;Post and Telecommunications;64;PIB_pm;Alternativa 1;24235,21451
MEX;Financial Intermediation;J;PIB_pm;Alternativa 1;40262,37529
MEX;Real Estate Activities;70;PIB_pm;Alternativa 1;79779,59944
MEX;Renting of M&Eq and Other Business Activities;71t74;PIB_pm;Alternativa 1;53926,49983
MEX;"Public Admin and Defence; Compulsory Social Security";L;PIB_pm;Alternativa 1;36870,94951
MEX;Education;M;PIB_pm;Alternativa 1;43403,81915
MEX;Health and Social Work;N;PIB_pm;Alternativa 1;25906,13211
MEX;Other Community, Social and Personal Services;O;PIB_pm;Alternativa 1;13676,18054
MEX;Private Households with Employed Persons;P;PIB_pm;Alternativa 1;4082,55827
USA;Agriculture, Hunting, Forestry and Fishing;AtB;PIB_pm;Alternativa 1;134069
USA;Mining and Quarrying;C;PIB_pm;Alternativa 1;240596
USA;Food, Beverages and Tobacco;15t16;PIB_pm;Alternativa 1;207022
USA;Textiles and Textile Products;17t18;PIB_pm;Alternativa 1;25951,11133
USA;Leather, Leather and Footwear;19;PIB_pm;Alternativa 1;1321,88782
USA;Wood and Products of Wood and Cork;20;PIB_pm;Alternativa 1;20415
USA;Pulp, Paper, Paper , Printing and Publishing;21t22;PIB_pm;Alternativa 1;164834,9844
USA;Coke, Refined Petroleum and Nuclear Fuel;23;PIB_pm;Alternativa 1;117262
USA;Chemicals and Chemical Products;24;PIB_pm;Alternativa 1;201351
USA;Rubber and Plastics;25;PIB_pm;Alternativa 1;54481
USA;Other Non-Metallic Mineral;26;PIB_pm;Alternativa 1;37252
USA;Basic Metals and Fabricated Metal;27t28;PIB_pm;Alternativa 1;160889
USA;Machinery, Nec;29;PIB_pm;Alternativa 1;116524,0703
USA;Electrical and Optical Equipment;30t33;PIB_pm;Alternativa 1;273393,6563
USA;Transport Equipment;34t35;PIB_pm;Alternativa 1;162487
USA;"Manufacturing, Nec; Recycling";36t37;PIB_pm;Alternativa 1;59248,28516
USA;Electricity, Gas and Water Supply;E;PIB_pm;Alternativa 1;263537
USA;Construction;F;PIB_pm;Alternativa 1;571614
USA;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;PIB_pm;Alternativa 1;130391,2266
USA;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;PIB_pm;Alternativa 1;793022
USA;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;PIB_pm;Alternativa 1;844077,5625
USA;Hotels and Restaurants;H;PIB_pm;Alternativa 1;415095
USA;Inland Transport;60;PIB_pm;Alternativa 1;173895
USA;Water Transport;61;PIB_pm;Alternativa 1;13891
USA;Air Transport;62;PIB_pm;Alternativa 1;61361
USA;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;PIB_pm;Alternativa 1;134967
USA;Post and Telecommunications;64;PIB_pm;Alternativa 1;368709,7813
USA;Financial Intermediation;J;PIB_pm;Alternativa 1;1287636,875
USA;Real Estate Activities;70;PIB_pm;Alternativa 1;1687387
USA;Renting of M&Eq and Other Business Activities;71t74;PIB_pm;Alternativa 1;1900373,125
USA;"Public Admin and Defence; Compulsory Social Security";L;PIB_pm;Alternativa 1;1777079
USA;Education;M;PIB_pm;Alternativa 1;145190
USA;Health and Social Work;N;PIB_pm;Alternativa 1;1040797
USA;Other Community, Social and Personal Services;O;PIB_pm;Alternativa 1;512898,625
USA;Private Households with Employed Persons;P;PIB_pm;Alternativa 1;17959,80469
BRA;Agriculture, Hunting, Forestry and Fishing;AtB;PIB_pd;Alternativa 1;386950,722
BRA;Mining and Quarrying;C;PIB_pd;Alternativa 1;6831,280571
BRA;Food, Beverages and Tobacco;15t16;PIB_pd;Alternativa 1;66200,47579
BRA;Textiles and Textile Products;17t18;PIB_pd;Alternativa 1;77773,33047
BRA;Leather, Leather and Footwear;19;PIB_pd;Alternativa 1;17020,6231
BRA;Wood and Products of Wood and Cork;20;PIB_pd;Alternativa 1;12586,88666
BRA;Pulp, Paper, Paper , Printing and Publishing;21t22;PIB_pd;Alternativa 1;16411,09733
BRA;Coke, Refined Petroleum and Nuclear Fuel;23;PIB_pd;Alternativa 1;3857,410275
BRA;Chemicals and Chemical Products;24;PIB_pd;Alternativa 1;14235,99254
BRA;Rubber and Plastics;25;PIB_pd;Alternativa 1;12106,85129
BRA;Other Non-Metallic Mineral;26;PIB_pd;Alternativa 1;17517,83843
BRA;Basic Metals and Fabricated Metal;27t28;PIB_pd;Alternativa 1;29717,23616
BRA;Machinery, Nec;29;PIB_pd;Alternativa 1;17684,36472
BRA;Electrical and Optical Equipment;30t33;PIB_pd;Alternativa 1;15036,44765
BRA;Transport Equipment;34t35;PIB_pd;Alternativa 1;16194,22372
BRA;"Manufacturing, Nec; Recycling";36t37;PIB_pd;Alternativa 1;26062,08141
BRA;Electricity, Gas and Water Supply;E;PIB_pd;Alternativa 1;12660,52911
BRA;Construction;F;PIB_pd;Alternativa 1;198926,1156
BRA;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;PIB_pd;Alternativa 1;0
BRA;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;PIB_pd;Alternativa 1;0
BRA;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;PIB_pd;Alternativa 1;0
BRA;Hotels and Restaurants;H;PIB_pd;Alternativa 1;0
BRA;Inland Transport;60;PIB_pd;Alternativa 1;87330,06925
BRA;Water Transport;61;PIB_pd;Alternativa 1;1637,044021
BRA;Air Transport;62;PIB_pd;Alternativa 1;2726,442327
BRA;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;PIB_pd;Alternativa 1;0
BRA;Post and Telecommunications;64;PIB_pd;Alternativa 1;0
BRA;Financial Intermediation;J;PIB_pd;Alternativa 1;0
BRA;Real Estate Activities;70;PIB_pd;Alternativa 1;0
BRA;Renting of M&Eq and Other Business Activities;71t74;PIB_pd;Alternativa 1;0
BRA;"Public Admin and Defence; Compulsory Social Security";L;PIB_pd;Alternativa 1;0
BRA;Education;M;PIB_pd;Alternativa 1;136175,6404
BRA;Health and Social Work;N;PIB_pd;Alternativa 1;81454,21142
BRA;Other Community, Social and Personal Services;O;PIB_pd;Alternativa 1;0
BRA;Private Households with Employed Persons;P;PIB_pd;Alternativa 1;0
JPN;Agriculture, Hunting, Forestry and Fishing;AtB;PIB_pd;Alternativa 1;64452,99626
JPN;Mining and Quarrying;C;PIB_pd;Alternativa 1;1174,578364
JPN;Food, Beverages and Tobacco;15t16;PIB_pd;Alternativa 1;34662,38923
JPN;Textiles and Textile Products;17t18;PIB_pd;Alternativa 1;11697,57574
JPN;Leather, Leather and Footwear;19;PIB_pd;Alternativa 1;819,2102278
JPN;Wood and Products of Wood and Cork;20;PIB_pd;Alternativa 1;7245,581331
JPN;Pulp, Paper, Paper , Printing and Publishing;21t22;PIB_pd;Alternativa 1;19879,97792
JPN;Coke, Refined Petroleum and Nuclear Fuel;23;PIB_pd;Alternativa 1;388,1624279
JPN;Chemicals and Chemical Products;24;PIB_pd;Alternativa 1;8782,120533
JPN;Rubber and Plastics;25;PIB_pd;Alternativa 1;13606,91963
JPN;Other Non-Metallic Mineral;26;PIB_pd;Alternativa 1;5599,71928
JPN;Basic Metals and Fabricated Metal;27t28;PIB_pd;Alternativa 1;35113,41563
JPN;Machinery, Nec;29;PIB_pd;Alternativa 1;19028,99374
JPN;Electrical and Optical Equipment;30t33;PIB_pd;Alternativa 1;30749,73295
JPN;Transport Equipment;34t35;PIB_pd;Alternativa 1;24750,68856
JPN;"Manufacturing, Nec; Recycling";36t37;PIB_pd;Alternativa 1;4544,859744
JPN;Electricity, Gas and Water Supply;E;PIB_pd;Alternativa 1;10856,97283
JPN;Construction;F;PIB_pd;Alternativa 1;132233,254
JPN;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;PIB_pd;Alternativa 1;0
JPN;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;PIB_pd;Alternativa 1;0
JPN;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;PIB_pd;Alternativa 1;0
JPN;Hotels and Restaurants;H;PIB_pd;Alternativa 1;0
JPN;Inland Transport;60;PIB_pd;Alternativa 1;64689,747
JPN;Water Transport;61;PIB_pd;Alternativa 1;3186,213624
JPN;Air Transport;62;PIB_pd;Alternativa 1;921,1241069
JPN;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;PIB_pd;Alternativa 1;0
JPN;Post and Telecommunications;64;PIB_pd;Alternativa 1;0
JPN;Financial Intermediation;J;PIB_pd;Alternativa 1;0
JPN;Real Estate Activities;70;PIB_pd;Alternativa 1;0
JPN;Renting of M&Eq and Other Business Activities;71t74;PIB_pd;Alternativa 1;0
JPN;"Public Admin and Defence; Compulsory Social Security";L;PIB_pd;Alternativa 1;0
JPN;Education;M;PIB_pd;Alternativa 1;46579,40735
JPN;Health and Social Work;N;PIB_pd;Alternativa 1;120709,8561
JPN;Other Community, Social and Personal Services;O;PIB_pd;Alternativa 1;0
JPN;Private Households with Employed Persons;P;PIB_pd;Alternativa 1;0
MEX;Agriculture, Hunting, Forestry and Fishing;AtB;PIB_pd;Alternativa 1;181206,7282
MEX;Mining and Quarrying;C;PIB_pd;Alternativa 1;5795,815358
MEX;Food, Beverages and Tobacco;15t16;PIB_pd;Alternativa 1;46567,15257
MEX;Textiles and Textile Products;17t18;PIB_pd;Alternativa 1;28950,60491
MEX;Leather, Leather and Footwear;19;PIB_pd;Alternativa 1;4153,514974
MEX;Wood and Products of Wood and Cork;20;PIB_pd;Alternativa 1;2378,019968
MEX;Pulp, Paper, Paper , Printing and Publishing;21t22;PIB_pd;Alternativa 1;10599,24793
MEX;Coke, Refined Petroleum and Nuclear Fuel;23;PIB_pd;Alternativa 1;1906,898596
MEX;Chemicals and Chemical Products;24;PIB_pd;Alternativa 1;9227,502248
MEX;Rubber and Plastics;25;PIB_pd;Alternativa 1;10043,91526
MEX;Other Non-Metallic Mineral;26;PIB_pd;Alternativa 1;8853,004548
MEX;Basic Metals and Fabricated Metal;27t28;PIB_pd;Alternativa 1;11745,93051
MEX;Machinery, Nec;29;PIB_pd;Alternativa 1;8875,467531
MEX;Electrical and Optical Equipment;30t33;PIB_pd;Alternativa 1;28591,24257
MEX;Transport Equipment;34t35;PIB_pd;Alternativa 1;23801,72005
MEX;"Manufacturing, Nec; Recycling";36t37;PIB_pd;Alternativa 1;14521,90331
MEX;Electricity, Gas and Water Supply;E;PIB_pd;Alternativa 1;6265,384767
MEX;Construction;F;PIB_pd;Alternativa 1;146983,1677
MEX;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;PIB_pd;Alternativa 1;0
MEX;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;PIB_pd;Alternativa 1;0
MEX;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;PIB_pd;Alternativa 1;0
MEX;Hotels and Restaurants;H;PIB_pd;Alternativa 1;0
MEX;Inland Transport;60;PIB_pd;Alternativa 1;56248,19568
MEX;Water Transport;61;PIB_pd;Alternativa 1;2174,369703
MEX;Air Transport;62;PIB_pd;Alternativa 1;3908,414048
MEX;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;PIB_pd;Alternativa 1;0
MEX;Post and Telecommunications;64;PIB_pd;Alternativa 1;0
MEX;Financial Intermediation;J;PIB_pd;Alternativa 1;0
MEX;Real Estate Activities;70;PIB_pd;Alternativa 1;0
MEX;Renting of M&Eq and Other Business Activities;71t74;PIB_pd;Alternativa 1;0
MEX;"Public Admin and Defence; Compulsory Social Security";L;PIB_pd;Alternativa 1;0
MEX;Education;M;PIB_pd;Alternativa 1;93995,79282
MEX;Health and Social Work;N;PIB_pd;Alternativa 1;30561,80913
MEX;Other Community, Social and Personal Services;O;PIB_pd;Alternativa 1;0
MEX;Private Households with Employed Persons;P;PIB_pd;Alternativa 1;0
USA;Agriculture, Hunting, Forestry and Fishing;AtB;PIB_pd;Alternativa 1;62478,554
USA;Mining and Quarrying;C;PIB_pd;Alternativa 1;23593,40105
USA;Food, Beverages and Tobacco;15t16;PIB_pd;Alternativa 1;48852,1208
USA;Textiles and Textile Products;17t18;PIB_pd;Alternativa 1;15104,82959
USA;Leather, Leather and Footwear;19;PIB_pd;Alternativa 1;888,7220102
USA;Wood and Products of Wood and Cork;20;PIB_pd;Alternativa 1;10032,09996
USA;Pulp, Paper, Paper , Printing and Publishing;21t22;PIB_pd;Alternativa 1;41068,98049
USA;Coke, Refined Petroleum and Nuclear Fuel;23;PIB_pd;Alternativa 1;4025,54476
USA;Chemicals and Chemical Products;24;PIB_pd;Alternativa 1;24092,754
USA;Rubber and Plastics;25;PIB_pd;Alternativa 1;17155,70726
USA;Other Non-Metallic Mineral;26;PIB_pd;Alternativa 1;11336,1166
USA;Basic Metals and Fabricated Metal;27t28;PIB_pd;Alternativa 1;46894,20305
USA;Machinery, Nec;29;PIB_pd;Alternativa 1;30936,05341
USA;Electrical and Optical Equipment;30t33;PIB_pd;Alternativa 1;48308,02454
USA;Transport Equipment;34t35;PIB_pd;Alternativa 1;39047,32002
USA;"Manufacturing, Nec; Recycling";36t37;PIB_pd;Alternativa 1;19783,34266
USA;Electricity, Gas and Water Supply;E;PIB_pd;Alternativa 1;15936,98232
USA;Construction;F;PIB_pd;Alternativa 1;196880,1204
USA;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;PIB_pd;Alternativa 1;0
USA;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;PIB_pd;Alternativa 1;0
USA;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;PIB_pd;Alternativa 1;0
USA;Hotels and Restaurants;H;PIB_pd;Alternativa 1;0
USA;Inland Transport;60;PIB_pd;Alternativa 1;58246,37144
USA;Water Transport;61;PIB_pd;Alternativa 1;1734,516094
USA;Air Transport;62;PIB_pd;Alternativa 1;9471,328665
USA;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;PIB_pd;Alternativa 1;0
USA;Post and Telecommunications;64;PIB_pd;Alternativa 1;0
USA;Financial Intermediation;J;PIB_pd;Alternativa 1;0
USA;Real Estate Activities;70;PIB_pd;Alternativa 1;0
USA;Renting of M&Eq and Other Business Activities;71t74;PIB_pd;Alternativa 1;0
USA;"Public Admin and Defence; Compulsory Social Security";L;PIB_pd;Alternativa 1;0
USA;Education;M;PIB_pd;Alternativa 1;62984,94061
USA;Health and Social Work;N;PIB_pd;Alternativa 1;404280,979
USA;Other Community, Social and Personal Services;O;PIB_pd;Alternativa 1;0
USA;Private Households with Employed Persons;P;PIB_pd;Alternativa 1;0
BRA;Agriculture, Hunting, Forestry and Fishing;AtB;producao_bruta_pm;Alternativa 2;138263,0296
BRA;Mining and Quarrying;C;producao_bruta_pm;Alternativa 2;65330,67813
BRA;Food, Beverages and Tobacco;15t16;producao_bruta_pm;Alternativa 2;185216,4536
BRA;Textiles and Textile Products;17t18;producao_bruta_pm;Alternativa 2;40968,21287
BRA;Leather, Leather and Footwear;19;producao_bruta_pm;Alternativa 2;12122,96597
BRA;Wood and Products of Wood and Cork;20;producao_bruta_pm;Alternativa 2;9645,25759
BRA;Pulp, Paper, Paper , Printing and Publishing;21t22;producao_bruta_pm;Alternativa 2;41873,97182
BRA;Coke, Refined Petroleum and Nuclear Fuel;23;producao_bruta_pm;Alternativa 2;86299,17305
BRA;Chemicals and Chemical Products;24;producao_bruta_pm;Alternativa 2;98202,57625
BRA;Rubber and Plastics;25;producao_bruta_pm;Alternativa 2;30106,60752
BRA;Other Non-Metallic Mineral;26;producao_bruta_pm;Alternativa 2;26135,97231
BRA;Basic Metals and Fabricated Metal;27t28;producao_bruta_pm;Alternativa 2;84819,24994
BRA;Machinery, Nec;29;producao_bruta_pm;Alternativa 2;49760,72666
BRA;Electrical and Optical Equipment;30t33;producao_bruta_pm;Alternativa 2;54748,15257
BRA;Transport Equipment;34t35;producao_bruta_pm;Alternativa 2;105034,0294
BRA;"Manufacturing, Nec; Recycling";36t37;producao_bruta_pm;Alternativa 2;22202,84782
BRA;Electricity, Gas and Water Supply;E;producao_bruta_pm;Alternativa 2;85358,90422
BRA;Construction;F;producao_bruta_pm;Alternativa 2;142687,2945
BRA;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";50;producao_bruta_pm;Alternativa 2;27065,39624
BRA;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;51;producao_bruta_pm;Alternativa 2;88106,77578
BRA;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";52;producao_bruta_pm;Alternativa 2;131506,848
BRA;Hotels and Restaurants;H;producao_bruta_pm;Alternativa 2;60774,37547
BRA;Inland Transport;60;producao_bruta_pm;Alternativa 2;80266,19821
BRA;Water Transport;61;producao_bruta_pm;Alternativa 2;4512,58068
BRA;Air Transport;62;producao_bruta_pm;Alternativa 2;7206,20675
BRA;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";63;producao_bruta_pm;Alternativa 2;38052,40658
BRA;Post and Telecommunications;64;producao_bruta_pm;Alternativa 2;65022,62521
BRA;Financial Intermediation;J;producao_bruta_pm;Alternativa 2;155511,4609
BRA;Real Estate Activities;70;producao_bruta_pm;Alternativa 2;126895,2795
BRA;Renting of M&Eq and Other Business Activities;71t74;producao_bruta_pm;Alternativa 2;165345,163
BRA;"Public Admin and Defence; Compulsory Social Security";L;producao_bruta_pm;Alternativa 2;220706,6003
BRA;Education;M;producao_bruta_pm;Alternativa 2;98583,18506
BRA;Health and Social Work;N;producao_bruta_pm;Alternativa 2;98360,62143
BRA;Other Community, Social and Personal Services;O;producao_bruta_pm;Alternativa 2;94462,37411
BRA;Private Households with Employed Persons;P;producao_bruta_pm;Alternativa 2;0
JPN;Agriculture, Hunting, Forestry and Fishing;AtB;producao_bruta_pm;Alternativa 2;132435,2125
JPN;Mining and Quarrying;C;producao_bruta_pm;Alternativa 2;32261,77284
JPN;Food, Beverages and Tobacco;15t16;producao_bruta_pm;Alternativa 2;385169,5435
JPN;Textiles and Textile Products;17t18;producao_bruta_pm;Alternativa 2;38151,37465
JPN;Leather, Leather and Footwear;19;producao_bruta_pm;Alternativa 2;3937,24461
JPN;Wood and Products of Wood and Cork;20;producao_bruta_pm;Alternativa 2;39749,91275
JPN;Pulp, Paper, Paper , Printing and Publishing;21t22;producao_bruta_pm;Alternativa 2;122858,6113
JPN;Coke, Refined Petroleum and Nuclear Fuel;23;producao_bruta_pm;Alternativa 2;174930,246
JPN;Chemicals and Chemical Products;24;producao_bruta_pm;Alternativa 2;278737,8438
JPN;Rubber and Plastics;25;producao_bruta_pm;Alternativa 2;138804,7005
JPN;Other Non-Metallic Mineral;26;producao_bruta_pm;Alternativa 2;63667,98985
JPN;Basic Metals and Fabricated Metal;27t28;producao_bruta_pm;Alternativa 2;511541,7381
JPN;Machinery, Nec;29;producao_bruta_pm;Alternativa 2;209125,7497
