"country";"description";"code";"variable";"versao";"2009"
"MEX";"Electricity, Gas and Water Supply";"E";"producao_bruta_pm";"July14_1020";29263,70612
"MEX";"Construction";"F";"producao_bruta_pm";"July14_1020";122690,44515
"MEX";"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";"50";"producao_bruta_pm";"July14_1020";12669,55549
"MEX";"Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles";"51";"producao_bruta_pm";"July14_1020";89085,9791
"MEX";"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";"52";"producao_bruta_pm";"July14_1020";78373,40427
"MEX";"Hotels and Restaurants";"H";"producao_bruta_pm";"July14_1020";26593,5789
"MEX";"Inland Transport";"60";"producao_bruta_pm";"July14_1020";71912,324
"MEX";"Water Transport";"61";"producao_bruta_pm";"July14_1020";998,4043
"MEX";"Air Transport";"62";"producao_bruta_pm";"July14_1020";6756,0782
"MEX";"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";"63";"producao_bruta_pm";"July14_1020";9186,12599
"MEX";"Post and Telecommunications";"64";"producao_bruta_pm";"July14_1020";39017,83938
"MEX";"Financial Intermediation";"J";"producao_bruta_pm";"July14_1020";58952,88135
"MEX";"Real Estate Activities";"70";"producao_bruta_pm";"July14_1020";87577,46196
"MEX";"Renting of M&Eq and Other Business Activities";"71t74";"producao_bruta_pm";"July14_1020";74352,12024
"MEX";"Public Admin and Defence; Compulsory Social Security";"L";"producao_bruta_pm";"July14_1020";52647,25283
"MEX";"Education";"M";"producao_bruta_pm";"July14_1020";49265,10589
"MEX";"Health and Social Work";"N";"producao_bruta_pm";"July14_1020";35257,22437
"MEX";"Other Community, Social and Personal Services";"O";"producao_bruta_pm";"July14_1020";19412,93841
"MEX";"Private Households with Employed Persons";"P";"producao_bruta_pm";"July14_1020";4127,26536
"MLT";"Agriculture, Hunting, Forestry and Fishing";"AtB";"producao_bruta_pm";"July14_1020";362,22956
"MLT";"Mining and Quarrying";"C";"producao_bruta_pm";"July14_1020";48,39956
"MLT";"Food, Beverages and Tobacco";"15t16";"producao_bruta_pm";"July14_1020";464,74736
"MLT";"Textiles and Textile Products";"17t18";"producao_bruta_pm";"July14_1020";79,08516
"MLT";"Leather, Leather and Footwear";"19";"producao_bruta_pm";"July14_1020";3,487
"MLT";"Wood and Products of Wood and Cork";"20";"producao_bruta_pm";"July14_1020";14,22696
"MLT";"Pulp, Paper, Paper , Printing and Publishing";"21t22";"producao_bruta_pm";"July14_1020";283,42335
"MLT";"Coke, Refined Petroleum and Nuclear Fuel";"23";"producao_bruta_pm";"July14_1020";0,41844
"MLT";"Chemicals and Chemical Products";"24";"producao_bruta_pm";"July14_1020";306,0191
"MLT";"Rubber and Plastics";"25";"producao_bruta_pm";"July14_1020";99,0308
"MLT";"Other Non-Metallic Mineral";"26";"producao_bruta_pm";"July14_1020";119,2554
"MLT";"Basic Metals and Fabricated Metal";"27t28";"producao_bruta_pm";"July14_1020";111,30504
"MLT";"Machinery, Nec";"29";"producao_bruta_pm";"July14_1020";30,40664
"MLT";"Electrical and Optical Equipment";"30t33";"producao_bruta_pm";"July14_1020";1191,996
"MLT";"Transport Equipment";"34t35";"producao_bruta_pm";"July14_1020";142,13012
"MLT";"Manufacturing, Nec; Recycling";"36t37";"producao_bruta_pm";"July14_1020";212,84648
"MLT";"Electricity, Gas and Water Supply";"E";"producao_bruta_pm";"July14_1020";885,14001
"MLT";"Construction";"F";"producao_bruta_pm";"July14_1020";703,11866
"MLT";"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";"50";"producao_bruta_pm";"July14_1020";219,82048
"MLT";"Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles";"51";"producao_bruta_pm";"July14_1020";613,15407
"MLT";"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";"52";"producao_bruta_pm";"July14_1020";472,69769
"MLT";"Hotels and Restaurants";"H";"producao_bruta_pm";"July14_1020";819,30552
"MLT";"Inland Transport";"60";"producao_bruta_pm";"July14_1020";177,83699
"MLT";"Water Transport";"61";"producao_bruta_pm";"July14_1020";90,38304
"MLT";"Air Transport";"62";"producao_bruta_pm";"July14_1020";391,38087
"MLT";"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";"63";"producao_bruta_pm";"July14_1020";505,05707
"MLT";"Post and Telecommunications";"64";"producao_bruta_pm";"July14_1020";385,24376
"MLT";"Financial Intermediation";"J";"producao_bruta_pm";"July14_1020";971,89659
"MLT";"Real Estate Activities";"70";"producao_bruta_pm";"July14_1020";822,37402
"MLT";"Renting of M&Eq and Other Business Activities";"71t74";"producao_bruta_pm";"July14_1020";1323,66515
"MLT";"Public Admin and Defence; Compulsory Social Security";"L";"producao_bruta_pm";"July14_1020";757,65535
"MLT";"Education";"M";"producao_bruta_pm";"July14_1020";483,29818
"MLT";"Health and Social Work";"N";"producao_bruta_pm";"July14_1020";649,97678
"MLT";"Other Community, Social and Personal Services";"O";"producao_bruta_pm";"July14_1020";2237,53801
"MLT";"Private Households with Employed Persons";"P";"producao_bruta_pm";"July14_1020";23,0142
"NLD";"Agriculture, Hunting, Forestry and Fishing";"AtB";"producao_bruta_pm";"July14_1020";36381,96184
"NLD";"Mining and Quarrying";"C";"producao_bruta_pm";"July14_1020";27925,28975
"NLD";"Food, Beverages and Tobacco";"15t16";"producao_bruta_pm";"July14_1020";79398,98703
"NLD";"Textiles and Textile Products";"17t18";"producao_bruta_pm";"July14_1020";4417,33143
"NLD";"Leather, Leather and Footwear";"19";"producao_bruta_pm";"July14_1020";443,54638
"NLD";"Wood and Products of Wood and Cork";"20";"producao_bruta_pm";"July14_1020";3782,69746
"NLD";"Pulp, Paper, Paper , Printing and Publishing";"21t22";"producao_bruta_pm";"July14_1020";25202,64026
"NLD";"Coke, Refined Petroleum and Nuclear Fuel";"23";"producao_bruta_pm";"July14_1020";38278,88977
"NLD";"Chemicals and Chemical Products";"24";"producao_bruta_pm";"July14_1020";60973,67972
"NLD";"Rubber and Plastics";"25";"producao_bruta_pm";"July14_1020";8861,16407
"NLD";"Other Non-Metallic Mineral";"26";"producao_bruta_pm";"July14_1020";8865,34847
"NLD";"Basic Metals and Fabricated Metal";"27t28";"producao_bruta_pm";"July14_1020";33141,84156
"NLD";"Machinery, Nec";"29";"producao_bruta_pm";"July14_1020";26523,51581
"NLD";"Electrical and Optical Equipment";"30t33";"producao_bruta_pm";"July14_1020";25410,46545
"NLD";"Transport Equipment";"34t35";"producao_bruta_pm";"July14_1020";16460,03418
"NLD";"Manufacturing, Nec; Recycling";"36t37";"producao_bruta_pm";"July14_1020";12954,90191
"NLD";"Electricity, Gas and Water Supply";"E";"producao_bruta_pm";"July14_1020";53479,4196
"NLD";"Construction";"F";"producao_bruta_pm";"July14_1020";115457,35527
"NLD";"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";"50";"producao_bruta_pm";"July14_1020";21530,13199
"NLD";"Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles";"51";"producao_bruta_pm";"July14_1020";93136,37171
"NLD";"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";"52";"producao_bruta_pm";"July14_1020";40975,03806
"NLD";"Hotels and Restaurants";"H";"producao_bruta_pm";"July14_1020";24785,59507
"NLD";"Inland Transport";"60";"producao_bruta_pm";"July14_1020";27697,93736
"NLD";"Water Transport";"61";"producao_bruta_pm";"July14_1020";7264,11813
"NLD";"Air Transport";"62";"producao_bruta_pm";"July14_1020";10428,91921
"NLD";"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";"63";"producao_bruta_pm";"July14_1020";23166,23233
"NLD";"Post and Telecommunications";"64";"producao_bruta_pm";"July14_1020";32595,07998
"NLD";"Financial Intermediation";"J";"producao_bruta_pm";"July14_1020";107619,97437
"NLD";"Real Estate Activities";"70";"producao_bruta_pm";"July14_1020";86114,94877
"NLD";"Renting of M&Eq and Other Business Activities";"71t74";"producao_bruta_pm";"July14_1020";174397,41667
"NLD";"Public Admin and Defence; Compulsory Social Security";"L";"producao_bruta_pm";"July14_1020";97920,53553
"NLD";"Education";"M";"producao_bruta_pm";"July14_1020";45976,79068
"NLD";"Health and Social Work";"N";"producao_bruta_pm";"July14_1020";95623,30002
"NLD";"Other Community, Social and Personal Services";"O";"producao_bruta_pm";"July14_1020";51667,57446
"NLD";"Private Households with Employed Persons";"P";"producao_bruta_pm";"July14_1020";3117,37788
"POL";"Agriculture, Hunting, Forestry and Fishing";"AtB";"producao_bruta_pm";"July14_1020";33830,33887
"POL";"Mining and Quarrying";"C";"producao_bruta_pm";"July14_1020";14553,79435
"POL";"Food, Beverages and Tobacco";"15t16";"producao_bruta_pm";"July14_1020";55460,76617
"POL";"Textiles and Textile Products";"17t18";"producao_bruta_pm";"July14_1020";8349,16566
"POL";"Leather, Leather and Footwear";"19";"producao_bruta_pm";"July14_1020";1334,31826
"POL";"Wood and Products of Wood and Cork";"20";"producao_bruta_pm";"July14_1020";9244,09905
"POL";"Pulp, Paper, Paper , Printing and Publishing";"21t22";"producao_bruta_pm";"July14_1020";15680,04784
"POL";"Coke, Refined Petroleum and Nuclear Fuel";"23";"producao_bruta_pm";"July14_1020";16492,463
"POL";"Chemicals and Chemical Products";"24";"producao_bruta_pm";"July14_1020";19253,40034
"POL";"Rubber and Plastics";"25";"producao_bruta_pm";"July14_1020";15217,69396
"POL";"Other Non-Metallic Mineral";"26";"producao_bruta_pm";"July14_1020";12311,71226
"POL";"Basic Metals and Fabricated Metal";"27t28";"producao_bruta_pm";"July14_1020";31097,22904
"POL";"Machinery, Nec";"29";"producao_bruta_pm";"July14_1020";16871,02281
"POL";"Electrical and Optical Equipment";"30t33";"producao_bruta_pm";"July14_1020";19525,19722
"POL";"Transport Equipment";"34t35";"producao_bruta_pm";"July14_1020";31646,355
"POL";"Manufacturing, Nec; Recycling";"36t37";"producao_bruta_pm";"July14_1020";13441,01314
"POL";"Electricity, Gas and Water Supply";"E";"producao_bruta_pm";"July14_1020";34598,19747
"POL";"Construction";"F";"producao_bruta_pm";"July14_1020";80047,48341
"POL";"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";"50";"producao_bruta_pm";"July14_1020";22508,04702
"POL";"Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles";"51";"producao_bruta_pm";"July14_1020";48260,67908
"POL";"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";"52";"producao_bruta_pm";"July14_1020";51274,93983
"POL";"Hotels and Restaurants";"H";"producao_bruta_pm";"July14_1020";9118,07873
"POL";"Inland Transport";"60";"producao_bruta_pm";"July14_1020";34336,89235
"POL";"Water Transport";"61";"producao_bruta_pm";"July14_1020";896,10407
"POL";"Air Transport";"62";"producao_bruta_pm";"July14_1020";1778,44322
"POL";"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";"63";"producao_bruta_pm";"July14_1020";10668,36433
"POL";"Post and Telecommunications";"64";"producao_bruta_pm";"July14_1020";20282,78606
"POL";"Financial Intermediation";"J";"producao_bruta_pm";"July14_1020";29155,37804
"POL";"Real Estate Activities";"70";"producao_bruta_pm";"July14_1020";48834,73653
"POL";"Renting of M&Eq and Other Business Activities";"71t74";"producao_bruta_pm";"July14_1020";48917,40928
"POL";"Public Admin and Defence; Compulsory Social Security";"L";"producao_bruta_pm";"July14_1020";30614,24481
"POL";"Education";"M";"producao_bruta_pm";"July14_1020";22987,32294
"POL";"Health and Social Work";"N";"producao_bruta_pm";"July14_1020";23645,7181
"POL";"Other Community, Social and Personal Services";"O";"producao_bruta_pm";"July14_1020";31338,51177
"POL";"Private Households with Employed Persons";"P";"producao_bruta_pm";"July14_1020";2210,90322
"PRT";"Agriculture, Hunting, Forestry and Fishing";"AtB";"producao_bruta_pm";"July14_1020";11194,15563
"PRT";"Mining and Quarrying";"C";"producao_bruta_pm";"July14_1020";2082,37128
"PRT";"Food, Beverages and Tobacco";"15t16";"producao_bruta_pm";"July14_1020";17582,19705
"PRT";"Textiles and Textile Products";"17t18";"producao_bruta_pm";"July14_1020";9978,97296
"PRT";"Leather, Leather and Footwear";"19";"producao_bruta_pm";"July14_1020";2817,31269
"PRT";"Wood and Products of Wood and Cork";"20";"producao_bruta_pm";"July14_1020";5132,54031
"PRT";"Pulp, Paper, Paper , Printing and Publishing";"21t22";"producao_bruta_pm";"July14_1020";6979,05997
"PRT";"Coke, Refined Petroleum and Nuclear Fuel";"23";"producao_bruta_pm";"July14_1020";8728,56545
"PRT";"Chemicals and Chemical Products";"24";"producao_bruta_pm";"July14_1020";6955,55337
"PRT";"Rubber and Plastics";"25";"producao_bruta_pm";"July14_1020";3860,96392
"PRT";"Other Non-Metallic Mineral";"26";"producao_bruta_pm";"July14_1020";6607,36622
"PRT";"Basic Metals and Fabricated Metal";"27t28";"producao_bruta_pm";"July14_1020";11024,44226
"PRT";"Machinery, Nec";"29";"producao_bruta_pm";"July14_1020";4970,07063
"PRT";"Electrical and Optical Equipment";"30t33";"producao_bruta_pm";"July14_1020";8980,77702
"PRT";"Transport Equipment";"34t35";"producao_bruta_pm";"July14_1020";7486,47022
"PRT";"Manufacturing, Nec; Recycling";"36t37";"producao_bruta_pm";"July14_1020";4614,35135
"PRT";"Electricity, Gas and Water Supply";"E";"producao_bruta_pm";"July14_1020";19301,1763
"PRT";"Construction";"F";"producao_bruta_pm";"July14_1020";37780,76094
"PRT";"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";"50";"producao_bruta_pm";"July14_1020";10737,59293
"PRT";"Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles";"51";"producao_bruta_pm";"July14_1020";21052,55058
"PRT";"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";"52";"producao_bruta_pm";"July14_1020";14949,71783
"PRT";"Hotels and Restaurants";"H";"producao_bruta_pm";"July14_1020";18851,26614
"PRT";"Inland Transport";"60";"producao_bruta_pm";"July14_1020";9494,786
"PRT";"Water Transport";"61";"producao_bruta_pm";"July14_1020";1069,0309
"PRT";"Air Transport";"62";"producao_bruta_pm";"July14_1020";3757,68607
"PRT";"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";"63";"producao_bruta_pm";"July14_1020";6366,279
"PRT";"Post and Telecommunications";"64";"producao_bruta_pm";"July14_1020";12840,83888
"PRT";"Financial Intermediation";"J";"producao_bruta_pm";"July14_1020";23468,30187
"PRT";"Real Estate Activities";"70";"producao_bruta_pm";"July14_1020";21156,89769
"PRT";"Renting of M&Eq and Other Business Activities";"71t74";"producao_bruta_pm";"July14_1020";33867,73141
"PRT";"Public Admin and Defence; Compulsory Social Security";"L";"producao_bruta_pm";"July14_1020";26365,63916
"PRT";"Education";"M";"producao_bruta_pm";"July14_1020";16649,59758
"PRT";"Health and Social Work";"N";"producao_bruta_pm";"July14_1020";22841,74792
"PRT";"Other Community, Social and Personal Services";"O";"producao_bruta_pm";"July14_1020";12697,43056
"PRT";"Private Households with Employed Persons";"P";"producao_bruta_pm";"July14_1020";1989,78735
"ROU";"Agriculture, Hunting, Forestry and Fishing";"AtB";"producao_bruta_pm";"July14_1020";22089,3265
"ROU";"Mining and Quarrying";"C";"producao_bruta_pm";"July14_1020";4508,79524
"ROU";"Food, Beverages and Tobacco";"15t16";"producao_bruta_pm";"July14_1020";24099,92515
"ROU";"Textiles and Textile Products";"17t18";"producao_bruta_pm";"July14_1020";5460,94698
"ROU";"Leather, Leather and Footwear";"19";"producao_bruta_pm";"July14_1020";1351,18037
"ROU";"Wood and Products of Wood and Cork";"20";"producao_bruta_pm";"July14_1020";3164,93861
"ROU";"Pulp, Paper, Paper , Printing and Publishing";"21t22";"producao_bruta_pm";"July14_1020";3729,88447
"ROU";"Coke, Refined Petroleum and Nuclear Fuel";"23";"producao_bruta_pm";"July14_1020";6089,47466
"ROU";"Chemicals and Chemical Products";"24";"producao_bruta_pm";"July14_1020";5095,77799
"ROU";"Rubber and Plastics";"25";"producao_bruta_pm";"July14_1020";3622,81999
"ROU";"Other Non-Metallic Mineral";"26";"producao_bruta_pm";"July14_1020";5208,22864
"ROU";"Basic Metals and Fabricated Metal";"27t28";"producao_bruta_pm";"July14_1020";12632,69226
"ROU";"Machinery, Nec";"29";"producao_bruta_pm";"July14_1020";4250,82238
"ROU";"Electrical and Optical Equipment";"30t33";"producao_bruta_pm";"July14_1020";5502,8862
"ROU";"Transport Equipment";"34t35";"producao_bruta_pm";"July14_1020";9665,52762
"ROU";"Manufacturing, Nec; Recycling";"36t37";"producao_bruta_pm";"July14_1020";3406,06359
"ROU";"Electricity, Gas and Water Supply";"E";"producao_bruta_pm";"July14_1020";16941,54654
"ROU";"Construction";"F";"producao_bruta_pm";"July14_1020";34436,07765
"ROU";"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";"50";"producao_bruta_pm";"July14_1020";2483,14967
"ROU";"Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles";"51";"producao_bruta_pm";"July14_1020";15235,68392
"ROU";"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";"52";"producao_bruta_pm";"July14_1020";10648,62085
"ROU";"Hotels and Restaurants";"H";"producao_bruta_pm";"July14_1020";6516,368
"ROU";"Inland Transport";"60";"producao_bruta_pm";"July14_1020";15211,40876
"ROU";"Water Transport";"61";"producao_bruta_pm";"July14_1020";330,46116
"ROU";"Air Transport";"62";"producao_bruta_pm";"July14_1020";758,08693
"ROU";"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";"63";"producao_bruta_pm";"July14_1020";4070,12232
"ROU";"Post and Telecommunications";"64";"producao_bruta_pm";"July14_1020";6371,84212
"ROU";"Financial Intermediation";"J";"producao_bruta_pm";"July14_1020";6291,67347
"ROU";"Real Estate Activities";"70";"producao_bruta_pm";"July14_1020";18918,4379
"ROU";"Renting of M&Eq and Other Business Activities";"71t74";"producao_bruta_pm";"July14_1020";17224,02124
"ROU";"Public Admin and Defence; Compulsory Social Security";"L";"producao_bruta_pm";"July14_1020";9234,92642
"ROU";"Education";"M";"producao_bruta_pm";"July14_1020";7197,32276
"ROU";"Health and Social Work";"N";"producao_bruta_pm";"July14_1020";9968,68521
"ROU";"Other Community, Social and Personal Services";"O";"producao_bruta_pm";"July14_1020";11143,67883
"ROU";"Private Households with Employed Persons";"P";"producao_bruta_pm";"July14_1020";0
"RUS";"Agriculture, Hunting, Forestry and Fishing";"AtB";"producao_bruta_pm";"July14_1020";99268,75959
"RUS";"Mining and Quarrying";"C";"producao_bruta_pm";"July14_1020";152332,83718
"RUS";"Food, Beverages and Tobacco";"15t16";"producao_bruta_pm";"July14_1020";108723,63826
"RUS";"Textiles and Textile Products";"17t18";"producao_bruta_pm";"July14_1020";6668,3925
"RUS";"Leather, Leather and Footwear";"19";"producao_bruta_pm";"July14_1020";1598,38591
"RUS";"Wood and Products of Wood and Cork";"20";"producao_bruta_pm";"July14_1020";9269,45865
"RUS";"Pulp, Paper, Paper , Printing and Publishing";"21t22";"producao_bruta_pm";"July14_1020";19735,51544
"RUS";"Coke, Refined Petroleum and Nuclear Fuel";"23";"producao_bruta_pm";"July14_1020";120035,38321
"RUS";"Chemicals and Chemical Products";"24";"producao_bruta_pm";"July14_1020";37337,68331
"RUS";"Rubber and Plastics";"25";"producao_bruta_pm";"July14_1020";14572,30847
"RUS";"Other Non-Metallic Mineral";"26";"producao_bruta_pm";"July14_1020";23924,80657
"RUS";"Basic Metals and Fabricated Metal";"27t28";"producao_bruta_pm";"July14_1020";88920,57465
"RUS";"Machinery, Nec";"29";"producao_bruta_pm";"July14_1020";39393,47271
"RUS";"Electrical and Optical Equipment";"30t33";"producao_bruta_pm";"July14_1020";25385,18626
"RUS";"Transport Equipment";"34t35";"producao_bruta_pm";"July14_1020";40320,89003
"RUS";"Manufacturing, Nec; Recycling";"36t37";"producao_bruta_pm";"July14_1020";10965,86762
"RUS";"Electricity, Gas and Water Supply";"E";"producao_bruta_pm";"July14_1020";110650,28396
"RUS";"Construction";"F";"producao_bruta_pm";"July14_1020";144903,47485
"RUS";"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";"50";"producao_bruta_pm";"July14_1020";25277,90445
"RUS";"Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles";"51";"producao_bruta_pm";"July14_1020";205974,37566
"RUS";"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";"52";"producao_bruta_pm";"July14_1020";111370,06262
"RUS";"Hotels and Restaurants";"H";"producao_bruta_pm";"July14_1020";21476,60376
"RUS";"Inland Transport";"60";"producao_bruta_pm";"July14_1020";99494,58816
"RUS";"Water Transport";"61";"producao_bruta_pm";"July14_1020";3056,43529
"RUS";"Air Transport";"62";"producao_bruta_pm";"July14_1020";13731,53736
"RUS";"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";"63";"producao_bruta_pm";"July14_1020";42551,76436
"RUS";"Post and Telecommunications";"64";"producao_bruta_pm";"July14_1020";45323,7237
"RUS";"Financial Intermediation";"J";"producao_bruta_pm";"July14_1020";74840,98899
"RUS";"Real Estate Activities";"70";"producao_bruta_pm";"July14_1020";79680,60743
"RUS";"Renting of M&Eq and Other Business Activities";"71t74";"producao_bruta_pm";"July14_1020";132996,21348
"RUS";"Public Admin and Defence; Compulsory Social Security";"L";"producao_bruta_pm";"July14_1020";125886,94953
"RUS";"Education";"M";"producao_bruta_pm";"July14_1020";47753,07452
"RUS";"Health and Social Work";"N";"producao_bruta_pm";"July14_1020";68817,67375
"RUS";"Other Community, Social and Personal Services";"O";"producao_bruta_pm";"July14_1020";33731,00729
"RUS";"Private Households with Employed Persons";"P";"producao_bruta_pm";"July14_1020";0
"SVK";"Agriculture, Hunting, Forestry and Fishing";"AtB";"producao_bruta_pm";"July14_1020";6151,21215
"SVK";"Mining and Quarrying";"C";"producao_bruta_pm";"July14_1020";755,9436
"SVK";"Food, Beverages and Tobacco";"15t16";"producao_bruta_pm";"July14_1020";4919,11582
"SVK";"Textiles and Textile Products";"17t18";"producao_bruta_pm";"July14_1020";1451,18668
"SVK";"Leather, Leather and Footwear";"19";"producao_bruta_pm";"July14_1020";680,52301
"SVK";"Wood and Products of Wood and Cork";"20";"producao_bruta_pm";"July14_1020";2181,33329
"SVK";"Pulp, Paper, Paper , Printing and Publishing";"21t22";"producao_bruta_pm";"July14_1020";2885,52338
"SVK";"Coke, Refined Petroleum and Nuclear Fuel";"23";"producao_bruta_pm";"July14_1020";4030,63575
"SVK";"Chemicals and Chemical Products";"24";"producao_bruta_pm";"July14_1020";2704,94003
"SVK";"Rubber and Plastics";"25";"producao_bruta_pm";"July14_1020";3036,07528
"SVK";"Other Non-Metallic Mineral";"26";"producao_bruta_pm";"July14_1020";2432,5214
"SVK";"Basic Metals and Fabricated Metal";"27t28";"producao_bruta_pm";"July14_1020";9854,46595
"SVK";"Machinery, Nec";"29";"producao_bruta_pm";"July14_1020";3806,15196
"SVK";"Electrical and Optical Equipment";"30t33";"producao_bruta_pm";"July14_1020";12724,448
"SVK";"Transport Equipment";"34t35";"producao_bruta_pm";"July14_1020";13806,15077
"SVK";"Manufacturing, Nec; Recycling";"36t37";"producao_bruta_pm";"July14_1020";1870,12315
"SVK";"Electricity, Gas and Water Supply";"E";"producao_bruta_pm";"July14_1020";15440,02679
"SVK";"Construction";"F";"producao_bruta_pm";"July14_1020";18998,55102
"SVK";"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";"50";"producao_bruta_pm";"July14_1020";2036,90594
"SVK";"Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles";"51";"producao_bruta_pm";"July14_1020";12840,44659
"SVK";"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";"52";"producao_bruta_pm";"July14_1020";8748,85952
"SVK";"Hotels and Restaurants";"H";"producao_bruta_pm";"July14_1020";1948,26617
"SVK";"Inland Transport";"60";"producao_bruta_pm";"July14_1020";7581,71162
"SVK";"Water Transport";"61";"producao_bruta_pm";"July14_1020";42,50193
"SVK";"Air Transport";"62";"producao_bruta_pm";"July14_1020";66,62095
"SVK";"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";"63";"producao_bruta_pm";"July14_1020";3397,57944
"SVK";"Post and Telecommunications";"64";"producao_bruta_pm";"July14_1020";3541,64463
"SVK";"Financial Intermediation";"J";"producao_bruta_pm";"July14_1020";5679,55898
"SVK";"Real Estate Activities";"70";"producao_bruta_pm";"July14_1020";7054,85387
"SVK";"Renting of M&Eq and Other Business Activities";"71t74";"producao_bruta_pm";"July14_1020";12629,82363
"SVK";"Public Admin and Defence; Compulsory Social Security";"L";"producao_bruta_pm";"July14_1020";9218,43785
"SVK";"Education";"M";"producao_bruta_pm";"July14_1020";3597,52721
"SVK";"Health and Social Work";"N";"producao_bruta_pm";"July14_1020";4468,69147
"SVK";"Other Community, Social and Personal Services";"O";"producao_bruta_pm";"July14_1020";4720,82472
"SVK";"Private Households with Employed Persons";"P";"producao_bruta_pm";"July14_1020";0
"SVN";"Agriculture, Hunting, Forestry and Fishing";"AtB";"producao_bruta_pm";"July14_1020";2180,07045
"SVN";"Mining and Quarrying";"C";"producao_bruta_pm";"July14_1020";400,20768
"SVN";"Food, Beverages and Tobacco";"15t16";"producao_bruta_pm";"July14_1020";2489,29293
"SVN";"Textiles and Textile Products";"17t18";"producao_bruta_pm";"July14_1020";1219,64895
"SVN";"Leather, Leather and Footwear";"19";"producao_bruta_pm";"July14_1020";356,13061
"SVN";"Wood and Products of Wood and Cork";"20";"producao_bruta_pm";"July14_1020";853,61774
"SVN";"Pulp, Paper, Paper , Printing and Publishing";"21t22";"producao_bruta_pm";"July14_1020";1962,22183
"SVN";"Coke, Refined Petroleum and Nuclear Fuel";"23";"producao_bruta_pm";"July14_1020";10,47216
"SVN";"Chemicals and Chemical Products";"24";"producao_bruta_pm";"July14_1020";3384,98401
"SVN";"Rubber and Plastics";"25";"producao_bruta_pm";"July14_1020";1837,68009
"SVN";"Other Non-Metallic Mineral";"26";"producao_bruta_pm";"July14_1020";1002,00772
"SVN";"Basic Metals and Fabricated Metal";"27t28";"producao_bruta_pm";"July14_1020";4793,33422
"SVN";"Machinery, Nec";"29";"producao_bruta_pm";"July14_1020";3120,04183
"SVN";"Electrical and Optical Equipment";"30t33";"producao_bruta_pm";"July14_1020";3040,61757
"SVN";"Transport Equipment";"34t35";"producao_bruta_pm";"July14_1020";3162,48345
"SVN";"Manufacturing, Nec; Recycling";"36t37";"producao_bruta_pm";"July14_1020";1111,26225
"SVN";"Electricity, Gas and Water Supply";"E";"producao_bruta_pm";"July14_1020";3118,82376
"SVN";"Construction";"F";"producao_bruta_pm";"July14_1020";10972,53908
"SVN";"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";"50";"producao_bruta_pm";"July14_1020";1795,69069
"SVN";"Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles";"51";"producao_bruta_pm";"July14_1020";5169,34484
"SVN";"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";"52";"producao_bruta_pm";"July14_1020";3548,64996
"SVN";"Hotels and Restaurants";"H";"producao_bruta_pm";"July14_1020";2068,70864
"SVN";"Inland Transport";"60";"producao_bruta_pm";"July14_1020";3139,56017
"SVN";"Water Transport";"61";"producao_bruta_pm";"July14_1020";261,46985
"SVN";"Air Transport";"62";"producao_bruta_pm";"July14_1020";304,03787
