0,129;0,129;0,109;0,109;0,109;0,106;0,106;0,11;0,14;0,112;0,113;0,108;0,107;0,1255;0,109;0,113;0,094;0,139;0,121;0,143;0,137;0,14;0,118;0,118;0,118;0,118;0,1105;0,149;0,147;0,144;0,138;0,138;0,149;0,137333333;0,14
0,129;0,129;0,109;0,109;0,109;0,106;0,106;0,11;0,14;0,112;0,113;0,108;0,107;0,1255;0,109;0,113;0,094;0,139;0,121;0,143;0,137;0,14;0,118;0,118;0,118;0,118;0,1105;0,149;0,147;0,144;0,138;0,138;0,149;0,137333333;0,14
0,024;0,024;0,033;0,033;0,033;0,033;0,033;0,032;0,029;0,033;0,033;0,033;0,033;0,0275;0,033;0,033;0,023;0,034;0,031;0,031;0,027;0,028;0,028;0,028;0,028;0,028;0,03275;0,044;0,027;0,044;0,025;0,025;0,027;0,044666667;0,032
0,17;0,17;0,168;0,184;0,184;0,173;0,173;0,154;0,2095;0,191;0,193;0,166;0,17;0,1645;0,167;0,193;0,191;0,195;0,229;0,204;0,215;0,203;0,092;0,092;0,092;0,092;0,1825;0,187;0,227;0,155;0,173;0,173;0,225;0,214666667;0,198
0,17;0,17;0,168;0,184;0,184;0,173;0,173;0,154;0,2095;0,191;0,193;0,166;0,17;0,1645;0,167;0,193;0,191;0,195;0,229;0,204;0,215;0,203;0,092;0,092;0,092;0,092;0,1825;0,187;0,227;0,155;0,173;0,173;0,225;0,214666667;0,198
0,17;0,17;0,168;0,184;0,184;0,173;0,173;0,154;0,2095;0,191;0,193;0,166;0,17;0,1645;0,167;0,193;0,191;0,195;0,229;0,204;0,215;0,203;0,092;0,092;0,092;0,092;0,1825;0,187;0,227;0,155;0,173;0,173;0,225;0,214666667;0,198
0,17;0,17;0,168;0,184;0,184;0,173;0,173;0,154;0,2095;0,191;0,193;0,166;0,17;0,1645;0,167;0,193;0,191;0,195;0,229;0,204;0,215;0,203;0,092;0,092;0,092;0,092;0,1825;0,187;0,227;0,155;0,173;0,173;0,225;0,214666667;0,198
0,222;0,222;0,212;0,212;0,212;0,2105;0,2105;0,2125;0,2275;0,2135;0,214;0,2115;0,211;0,22025;0,212;0,214;0,2045;0,227;0,218;0,229;0,226;0,2275;0,2165;0,2165;0,2165;0,2165;0,21275;0,232;0,231;0,2295;0,2265;0,2265;0,232;0,226166667;0,2275
0,129;0,129;0,109;0,109;0,109;0,106;0,106;0,11;0,14;0,112;0,113;0,108;0,107;0,1255;0,109;0,113;0,094;0,139;0,121;0,143;0,137;0,14;0,118;0,118;0,118;0,118;0,1105;0,149;0,147;0,144;0,138;0,138;0,149;0,137333333;0,14
0,024;0,024;0,033;0,033;0,033;0,033;0,033;0,032;0,029;0,033;0,033;0,033;0,033;0,0275;0,033;0,033;0,023;0,034;0,031;0,031;0,027;0,028;0,028;0,028;0,028;0,028;0,03275;0,044;0,027;0,044;0,025;0,025;0,027;0,044666667;0,032
0,214666667;0,214666667;0,208;0,208;0,208;0,207;0,207;0,208333333;0,218333333;0,209;0,209333333;0,207666667;0,207333333;0,2135;0,208;0,209333333;0,203;0,218;0,212;0,219333333;0,217333333;0,218333333;0,211;0,211;0,211;0,211;0,2085;0,221333333;0,220666667;0,219666667;0,217666667;0,217666667;0,221333333;0,217444444;0,218333333
0,129;0,129;0,109;0,109;0,109;0,106;0,106;0,11;0,14;0,112;0,113;0,108;0,107;0,1255;0,109;0,113;0,094;0,139;0,121;0,143;0,137;0,14;0,118;0,118;0,118;0,118;0,1105;0,149;0,147;0,144;0,138;0,138;0,149;0,137333333;0,14
0,129;0,129;0,109;0,109;0,109;0,106;0,106;0,11;0,14;0,112;0,113;0,108;0,107;0,1255;0,109;0,113;0,094;0,139;0,121;0,143;0,137;0,14;0,118;0,118;0,118;0,118;0,1105;0,149;0,147;0,144;0,138;0,138;0,149;0,137333333;0,14
0,129;0,129;0,109;0,109;0,109;0,106;0,106;0,11;0,14;0,112;0,113;0,108;0,107;0,1255;0,109;0,113;0,094;0,139;0,121;0,143;0,137;0,14;0,118;0,118;0,118;0,118;0,1105;0,149;0,147;0,144;0,138;0,138;0,149;0,137333333;0,14
0,129;0,129;0,109;0,109;0,109;0,106;0,106;0,11;0,14;0,112;0,113;0,108;0,107;0,1255;0,109;0,113;0,094;0,139;0,121;0,143;0,137;0,14;0,118;0,118;0,118;0,118;0,1105;0,149;0,147;0,144;0,138;0,138;0,149;0,137333333;0,14
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
